,count,mean,median,std,min,25%,75%,max
IowaStateLW-STEM,49,33837277.4,3783025.0,108862224.7,1.0,274812.5,21645601.0,733651396.0
Microsoft-DeepSTIA,50,45517345.1,4495132.5,102874275.0,28.5,169572.4,25925414.1,448235216.3
JHU_CSSE-DECOM,51,46338549.2,2307361.0,131007234.3,169.0,367469.0,23461654.5,805651456.0
OneQuietNight-ML,51,50212092.6,3283344.0,180269368.2,49.0,481736.0,21648500.0,1095610000.0
COVIDhub-baseline,51,67014044.5,2325625.0,310283984.8,1089.0,307445.0,16585438.5,2199141025.0
CEID-Walk,51,67811565.6,2070695.1,309500674.7,1678.1,474149.1,13014063.3,2192173547.3
COVIDhub-ensemble,51,71594063.3,2079364.0,297391304.1,1024.0,150250.5,15666324.5,2021761296.0
UCLA-SuEIR,51,74143363.8,4026212.3,358907135.0,480.1,310734.4,21435105.9,2551500830.3
LNQ-ens1,51,74724243.0,9527736.0,150900207.4,1058.2,897665.5,63573498.0,796553753.1
USC-SI_kJalpha,51,82862194.2,3125824.0,309224086.6,441.0,139808.5,24592257.0,1610015625.0
Covid19Sim-Simulator,51,84994953.4,1554022.1,406214252.4,4.0,182834.7,14102206.9,2849051304.4
Geneva-DetGrowth,51,102100228.8,9539945.3,422379571.4,978.9,1508412.1,29946729.4,2987683942.8
OliverWyman-Navigator,51,105706569.1,1216609.0,555644832.9,484.0,190985.0,18022626.5,3942709681.0
CU-select,51,115400580.8,12362256.0,397925874.6,20164.0,1158852.5,59400854.5,2512716129.0
UMich-RidgeTfReg,50,122060364.0,2223785.2,587849956.1,4032.3,326632.4,16906794.7,4076425583.7
RobertWalraven-ESG,51,133687725.1,8300794.8,535247972.4,109.0,783800.4,45924349.7,3312086523.5
TTU-squider,51,136281834.6,17112179.3,264325409.0,173.4,2581981.0,131298409.9,1374801665.7
JCB-PRM,51,194286675.0,2604777.6,1035773589.9,4.5,317512.5,26071363.8,7375851567.0
JHU_IDD-CovidSP,51,245671364.0,20224743.0,1060338617.7,12045.6,1184274.0,83731863.4,7385212953.9
IEM_MED-CovidProject,51,280014372.4,6282814.0,1836272086.9,40.4,625220.0,23756022.6,13132544014.4
CovidAnalytics-DELPHI,51,300674463.7,10214416.0,977028378.0,12769.0,331440.5,60600362.5,4985913321.0
BPagano-RtDriven,51,379500439.2,4773788.0,2444278906.1,734.4,516412.9,28470461.8,17480224483.8
JHU_UNC_GAS-StatMechPool,51,416224330.7,12159169.0,1830753308.7,9.0,1592031.1,111476480.1,12032115481.0
JHUAPL-Bucky,51,434356747.0,8972951.7,2716305778.2,167.1,886786.4,50791570.8,19432323497.4
Google_Harvard-CPF,51,606022291.8,12536080.7,2768892328.7,609.9,1422030.5,110006721.0,19106910870.1
UCSB-ACTS,51,617331522.8,35784581.0,3115735401.0,15185.4,11578812.2,155352878.5,22264752514.9
LANL-GrowthRate,51,754467235.8,6851306.2,4977103851.8,1722.2,850318.2,32098992.5,35576749924.0
Karlen-pypm,51,1272373285.1,4215630.2,8650024224.6,1398.8,597484.0,31398926.9,61815235952.9
UVA-Ensemble,51,4384135280.3,12684802.2,28172162082.5,66810.1,2193535.2,82252942.5,201095163851.1
DDS-NBDS,51,59952920670.8,4721527.4,412116971082.5,6995.9,952653.8,89466080.7,2944474187115.3
