,count,mean,median,std,min,25%,75%,max
COVIDhub-trained_ensemble,51,45856.2,3249.0,108806.5,1.0,361.0,13714.0,606841.0
GT-DeepCOVID,48,46187.1,4504.5,89908.7,1.9,583.2,42250.4,425048.1
Google_Harvard-CPF,51,51899.3,11075.1,85004.8,0.9,1107.7,60823.9,353192.3
RobertWalraven-ESG,51,57752.1,4988.6,172924.2,40.8,750.2,36353.2,1175945.0
COVIDhub-ensemble,51,61867.2,8649.0,163897.0,0.0,1604.0,35737.0,906304.0
USC-SI_kJalpha,51,73363.7,3600.0,206747.2,4.0,600.5,26712.5,1142761.0
UMass-MechBayes,51,76650.8,2500.0,303103.2,4.0,182.5,28736.5,2114116.0
SteveMcConnell-CovidComplete,51,77502.9,6400.0,194985.2,1.0,1025.0,45602.5,1020100.0
Caltech-CS156,51,84901.1,16830.3,163128.3,0.5,2184.3,91248.1,724170.3
LANL-GrowthRate,51,87178.8,9216.0,170153.0,1.0,502.6,72925.0,788544.0
LNQ-ens1,51,94311.7,8272.0,288863.3,0.0,597.3,30337.2,1904406.3
Karlen-pypm,51,98211.9,7005.7,226411.0,6.2,648.8,64086.5,1054729.0
Covid19Sim-Simulator,51,102786.9,13652.5,246312.6,0.0,1166.2,45822.4,1227479.3
UCLA-SuEIR,51,111581.8,22714.7,228720.0,18.7,2895.8,86565.6,1003560.9
UA-EpiCovDA,51,113317.3,10201.0,237365.8,0.0,1153.0,80093.0,1279161.0
OliverWyman-Navigator,51,116121.2,6441.7,350262.8,0.1,688.4,33622.9,1824943.3
epiforecasts-ensemble1,51,121468.6,16900.0,312595.6,1.0,3080.5,83574.5,1758276.0
MOBS-GLEAM_COVID,50,151102.1,12478.0,525069.5,21.9,3525.2,75748.1,3384561.8
IHME-CurveFit,51,152558.2,10007.2,333665.3,42.0,1393.3,103781.9,1909839.6
UCSD_NEU-DeepGLEAM,50,162134.5,18470.4,572812.8,8.5,5554.3,71335.2,3782934.4
CMU-TimeSeries,51,171164.6,20164.0,546816.9,1.0,3636.0,106908.5,3613801.0
Microsoft-DeepSTIA,50,188174.2,10976.5,618248.7,5.1,2193.3,59794.3,3117529.0
CovidAnalytics-DELPHI,51,208407.4,14884.0,534621.3,0.0,2116.0,103368.5,2634129.0
JHU_CSSE-DECOM,51,243302.7,34969.0,812837.9,100.0,5854.5,94598.5,5517801.0
CU-select,51,260046.5,9801.0,813616.3,1.0,756.5,165836.5,5513104.0
JHU_IDD-CovidSP,51,266149.6,37195.4,593158.3,17.3,8286.7,166227.1,2759684.0
BPagano-RtDriven,51,272541.6,18339.4,986666.5,69.7,2867.4,65506.2,6144067.7
MIT_CritData-GBCF,51,275567.1,19321.0,968914.2,9.0,6812.5,71825.0,6071296.0
Baseline,51,281441.7,27083.8,1041516.9,29.5,4227.5,79540.6,7209992.2
COVIDhub-baseline,51,346528.6,36100.0,1424424.6,16.0,5042.0,95403.0,9922244.6
SigSci-TS,51,403475.6,19044.0,1693932.3,16.0,2082.5,131125.0,11930116.0
CEID-Walk,51,412369.5,26823.9,1862654.3,47.4,3781.7,104497.7,13133339.8
UMich-RidgeTfReg,50,433512.4,32823.5,2082019.5,6.0,6466.6,168369.0,14909728.5
MIT_ISOLAT-Mixtures,44,604458.9,9176.6,2224926.6,7.9,2089.6,140813.8,12981736.8
DDS-NBDS,51,606200.2,4851.9,3511098.3,1.0,985.7,134232.8,25133834.6
AIpert-pwllnod,51,660647.3,19207.0,2666320.5,3.5,4839.1,153535.1,17670970.2
TTU-squider,51,882847.6,76104.3,1784314.5,2.2,8810.0,650395.0,9100901.2
IowaStateLW-STEM,49,925088.3,70225.0,3783806.2,306.8,13032.0,260616.5,26081449.0
WalmartLabsML-LogForecasting,51,931827.6,18756.8,3092077.7,0.0,903.4,447996.7,20428805.1
PSI-DRAFT,51,1716126.4,33489.0,10796289.1,9.0,4493.0,217856.1,77255310.2
JHUAPL-Bucky,51,2507788.5,213077.7,9514036.6,11.4,18603.4,1215455.1,67196101.4
