,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Minnesota,6491,3947.7,4147.0,5910.7,3957.0,,-2543.3,-2344.0,-580.3,-2534.0,,True,True,True,
Mississippi,6553,4421.0,4231.7,5076.9,4453.0,,-2132.0,-2321.3,-1476.1,-2100.0,,False,True,True,
Missouri,8059,5592.0,5873.5,6377.3,5098.0,,-2450.0,-2168.5,-1664.7,-2944.0,,True,True,False,
Montana,1341,794.6,1309.1,903.5,786.0,,-546.4,-31.9,-437.5,-555.0,,True,True,False,
Nebraska,2047,1065.9,1387.2,2219.5,930.0,,-981.1,-659.8,172.5,-1117.0,,True,True,False,
Nevada,4868,2585.0,2783.6,2936.4,2152.0,,-2283.0,-2084.4,-1931.6,-2716.0,,True,True,False,
New Hampshire,1153,644.6,739.6,2928.1,610.0,,-508.4,-413.4,1775.1,-543.0,,True,False,False,
New Jersey,22834,16871.7,16950.2,16944.0,16525.0,,-5962.3,-5883.8,-5890.0,-6309.0,,True,True,False,
New Mexico,3610,1344.7,2581.3,2390.9,1182.0,,-2265.3,-1028.7,-1219.1,-2428.0,,True,True,False,
New York,46703,34482.0,34031.1,45118.2,33907.0,,-12019.0,-12469.9,-1382.8,-12594.0,,False,True,False,
North Carolina,10896,6862.6,6765.0,11133.4,6104.0,,-4033.4,-4131.0,237.4,-4792.0,,False,True,False,
North Dakota,1467,1600.4,1557.7,1235.0,1359.0,,133.4,90.7,-232.0,-108.0,,True,False,True,
Ohio,18015,6281.3,8950.2,12205.9,7459.0,,-11989.7,-9320.8,-6065.1,-10812.0,,True,True,True,
Oklahoma,4155,2474.6,2054.5,3274.0,2314.0,,-1680.4,-2100.5,-881.0,-1841.0,,False,True,False,
Oregon,2154,995.0,1230.5,2487.9,828.0,,-1159.0,-923.5,333.9,-1326.0,,True,True,False,
Pennsylvania,23540,10875.7,11604.2,17903.1,10256.0,,-12664.3,-11935.8,-5636.9,-13284.0,,True,True,False,
Rhode Island,2485,1544.9,1376.8,1473.7,1275.0,,-916.1,-1084.2,-987.3,-1186.0,,False,False,False,
South Carolina,8256,5400.0,4779.1,6900.4,4447.0,,-2856.0,-3476.9,-1355.6,-3809.0,,False,True,False,
South Dakota,1859,983.7,1461.3,1039.7,730.0,,-875.3,-397.7,-819.3,-1129.0,,True,True,False,
Tennessee,11115,5444.7,7037.2,8172.8,5520.0,,-5670.3,-4077.8,-2942.2,-5595.0,,True,True,True,
Texas,42041,26286.4,23109.8,34380.3,26156.0,47338.0,-15466.6,-18643.2,-7372.7,-15597.0,5585.0,False,True,False,True
Utah,1842,1007.3,1622.1,3948.9,1045.0,,-834.7,-219.9,2106.9,-797.0,,True,False,True,
Vermont,196,58.0,84.5,67.3,58.0,,-138.0,-111.5,-128.7,-138.0,,True,True,False,
Virginia,7197,4769.3,4896.7,9361.8,4587.0,,-2424.7,-2297.3,2167.8,-2607.0,,True,True,False,
Washington,4822,3114.0,2803.5,5278.4,2769.0,,-1726.0,-2036.5,438.4,-2071.0,,False,True,False,
West Virginia,2254,705.6,751.7,1306.8,832.0,,-1548.4,-1502.3,-947.2,-1422.0,,True,True,True,
Wisconsin,6871,3520.4,4241.6,7156.4,3430.0,,-3125.6,-2404.4,510.4,-3216.0,,True,True,False,
Wyoming,662,110.6,267.5,208.0,128.0,,-551.4,-394.5,-454.0,-534.0,,True,True,True,
US,499023,307281.1,273461.7,428537.6,283724.0,297432.0,-191112.9,-224932.3,-69856.4,-214670.0,-200962.0,False,True,False,False
