,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,9590,5002.3,3895.8,6297.8,3478.0,,-4587.7,-5694.2,-3292.2,-6112.0,,False,True,False,
Alaska,289,192.0,348.1,244.4,,,-97.0,59.1,-44.6,,,True,True,,
Arizona,15480,7041.3,6958.2,9534.7,6366.0,,-8438.7,-8521.8,-5945.3,-9114.0,,False,True,False,
Arkansas,5348,4114.7,3278.6,4123.5,4389.0,,-1233.3,-2069.4,-1224.5,-959.0,,False,True,True,
California,49120,24121.9,22160.5,43637.1,20158.0,,-24998.1,-26959.5,-5482.9,-28962.0,,False,True,False,
Colorado,5887,3301.0,3577.0,7204.4,2696.0,,-2586.0,-2310.0,1317.4,-3191.0,,True,True,False,
Connecticut,7523,4756.3,4874.8,6113.3,4706.0,,-2766.7,-2648.2,-1409.7,-2817.0,,True,True,False,
Delaware,1366,861.4,833.5,1257.4,758.0,,-481.6,-509.5,-85.6,-585.0,,False,True,False,
District of Columbia,994,712.4,712.2,1107.7,668.0,,-281.6,-281.8,113.7,-326.0,,False,True,False,
Florida,29813,26734.9,23254.5,29762.1,20088.0,,-3078.1,-6558.5,-50.9,-9725.0,,False,True,False,
Georgia,16742,11602.3,9580.6,13763.3,9758.0,,-5139.7,-7161.4,-2978.7,-6984.0,,False,True,False,
Hawaii,429,508.4,470.8,870.8,,,79.4,41.8,441.8,,,True,False,,
Idaho,1826,903.0,1168.5,1926.5,885.0,,-923.0,-657.5,100.5,-941.0,,True,True,False,
Illinois,22426,13831.1,14661.4,19414.5,11964.0,,-8594.9,-7764.6,-3011.5,-10462.0,,True,True,False,
Indiana,12336,6579.9,7110.6,9437.8,5435.0,,-5638.1,-5107.4,-2780.2,-6783.0,,True,True,False,
Iowa,5336,2782.0,3011.5,4314.7,2571.5,,-2554.0,-2324.5,-1021.3,-2764.5,,True,True,False,
Kansas,4573,2376.9,1897.9,3563.0,1586.0,,-2196.1,-2675.1,-1010.0,-2987.0,,False,True,False,
Kentucky,4426,2496.6,2524.7,4322.7,2126.0,,-1929.4,-1901.3,-103.3,-2300.0,,True,True,False,
Louisiana,9440,7446.4,6640.7,8949.0,6847.0,,-1993.6,-2799.3,-491.0,-2593.0,,False,True,False,
Maine,658,199.6,167.5,208.5,210.0,,-458.4,-490.5,-449.5,-448.0,,False,True,True,
Maryland,7697,4715.6,4535.7,5797.5,4337.0,66701.0,-2981.4,-3161.3,-1899.5,-3360.0,59004.0,False,True,False,False
Massachusetts,15779,12112.0,11762.6,14481.2,10982.0,,-3667.0,-4016.4,-1297.8,-4797.0,,False,True,False,
Michigan,16342,9500.7,9827.3,13866.4,8629.0,,-6841.3,-6514.7,-2475.6,-7713.0,,True,True,False,
