,total_deaths_2020-12-27,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IowaStateLW-STEM,339061,491018.0,499023,157900.0,159962,-2062.0,-1.3%
QJHong-Encounter,339061,495730.4,499023,162612.4,159962,2650.4,1.7%
Columbia_UNC-SurvCon,339061,499607.0,499023,166489.0,159962,6527.0,4.1%
Covid19Sim-Simulator,339061,485742.4,499023,152624.4,159962,-7337.6,-4.6%
IBF-TimeSeries,339061,476499.0,499023,143381.0,159962,-16581.0,-10.4%
IHME-CurveFit,339061,510304.4,499023,177186.4,159962,17224.4,10.8%
COVIDhub-baseline,339061,457827.3,499023,124709.3,159962,-35252.7,-22.0%
Baseline,339061,454510.9,499023,121392.9,159962,-38569.1,-24.1%
JCB-PRM,339061,536780.1,499023,203662.1,159962,43700.1,27.3%
JHUAPL-Bucky,339061,424837.8,499023,91719.8,159962,-68242.2,-42.7%
UCLA-SuEIR,339061,379715.0,499023,46597.0,159962,-113365.0,-70.9%
AIpert-pwllnod,339061,363798.3,499023,30680.3,159962,-129281.7,-80.8%
