,actual_deaths,Baseline,Covid19Sim-Simulator,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,9590,4669.7,5994.7,4153.0,,-4920.3,-3595.3,-5437.0,,True,False,
Alaska,289,320.9,450.1,,,31.9,161.1,,,False,,
Arizona,15480,7644.0,8072.2,6628.0,,-7836.0,-7407.8,-8852.0,,True,False,
Arkansas,5348,4273.1,4422.4,4188.0,,-1074.9,-925.6,-1160.0,,True,False,
California,49120,22634.3,26220.6,21198.0,,-26484.7,-22898.4,-27921.0,,True,False,
Colorado,5887,3318.7,5789.3,3127.0,,-2568.3,-97.7,-2760.0,,True,False,
Connecticut,7523,5234.4,6862.0,4934.0,,-2288.6,-661.0,-2589.0,,True,False,
Delaware,1366,1169.9,976.4,863.0,,-168.1,-361.6,-475.0,,False,False,
District of Columbia,994,709.4,798.0,682.0,,-284.6,-196.0,-312.0,,True,False,
Florida,29813,22497.6,27522.1,21491.0,,-7315.4,-2290.9,-8322.0,,True,False,
Georgia,16742,10708.4,12426.7,10728.0,,-6033.6,-4315.3,-6014.0,,True,True,
Hawaii,429,330.0,549.9,,,-99.0,120.9,,,False,,
Idaho,1826,1533.9,1660.7,1355.0,,-292.1,-165.3,-471.0,,True,False,
Illinois,22426,14832.1,25505.1,13954.0,,-7593.9,3079.1,-8472.0,,True,False,
Indiana,12336,8074.6,11191.4,7452.0,,-4081.4,-964.6,-4704.0,,True,False,
Iowa,5336,3287.0,5106.2,3225.0,,-2049.0,-229.8,-2111.0,,True,False,
Kansas,4573,2119.1,4210.6,2234.0,,-2449.9,-358.4,-2335.0,,True,True,
Kentucky,4426,2789.3,4106.6,2942.0,,-1636.7,-319.4,-1484.0,,True,True,
Louisiana,9440,7337.3,7441.4,7221.0,,-2102.7,-1998.6,-2219.0,,True,False,
Maine,658,162.9,199.1,277.0,,-495.1,-458.9,-381.0,,True,True,
Maryland,7697,5040.0,5514.2,4613.0,57893.0,-2657.0,-2182.8,-3084.0,50196.0,True,False,False
Massachusetts,15779,12375.7,15312.3,11656.0,,-3403.3,-466.7,-4123.0,,True,False,
Michigan,16342,10505.7,19103.7,10995.0,,-5836.3,2761.7,-5347.0,,True,True,
Minnesota,6491,4542.9,7241.8,5127.0,,-1948.1,750.8,-1364.0,,True,True,
Mississippi,6553,4822.7,4626.4,4460.0,,-1730.3,-1926.6,-2093.0,,False,False,
Missouri,8059,6494.9,8980.7,5510.0,,-1546.1,939.7,-2531.0,,True,False,
Montana,1341,1628.7,1847.5,1722.0,,287.7,506.5,381.0,,False,False,
Nebraska,2047,1573.7,2283.7,1521.0,,-473.3,236.7,-526.0,,True,False,
Nevada,4868,2300.3,2867.5,2221.0,,-2563.7,-1996.5,-2643.0,,True,False,
New Hampshire,1153,641.6,969.2,732.0,,-511.4,-183.8,-421.0,,True,True,
New Jersey,22834,17448.1,18561.2,17186.0,,-5385.9,-4272.8,-5648.0,,True,False,
New Mexico,3610,1961.6,2955.0,1722.0,,-1648.4,-655.0,-1888.0,,True,False,
New York,46703,35326.9,41068.1,34892.0,,-11159.1,-5417.9,-11594.0,,True,False,
North Carolina,10896,7966.7,8607.7,7677.0,,-2929.3,-2288.3,-3219.0,,True,False,
North Dakota,1467,1720.3,2385.9,1803.0,,253.3,918.9,336.0,,False,False,
Ohio,18015,6841.1,8532.9,8436.0,,-11153.9,-9462.1,-9559.0,,True,True,
Oklahoma,4155,2867.3,2762.0,2950.0,,-1287.7,-1393.0,-1205.0,,False,True,
Oregon,2154,1293.6,1399.8,1108.0,,-860.4,-754.2,-1046.0,,True,False,
Pennsylvania,23540,11276.7,15658.9,11826.0,,-12263.3,-7881.1,-11714.0,,True,True,
Rhode Island,2485,1581.6,3089.5,1581.0,,-884.4,623.5,-885.0,,True,False,
South Carolina,8256,6060.9,6478.7,5757.0,,-2195.1,-1777.3,-2499.0,,True,False,
South Dakota,1859,1420.1,1961.9,1387.0,,-438.9,102.9,-472.0,,True,False,
Tennessee,11115,6873.3,8958.2,6400.0,,-4241.7,-2156.8,-4715.0,,True,False,
Texas,42041,27175.9,28771.0,27617.0,45240.0,-14527.1,-12932.0,-14086.0,3537.0,True,True,True
Utah,1842,1280.0,2068.8,1387.0,,-562.0,226.8,-455.0,,True,True,
Vermont,196,58.0,70.4,60.0,,-138.0,-125.6,-136.0,,True,True,
Virginia,7197,4860.1,5520.3,5287.0,,-2336.9,-1676.7,-1910.0,,True,True,
Washington,4822,3476.0,4661.2,3253.0,,-1359.0,-173.8,-1582.0,,True,False,
West Virginia,2254,1015.0,974.1,1001.0,,-1239.0,-1279.9,-1253.0,,False,False,
Wisconsin,6871,6312.6,7090.7,5489.0,,-242.4,535.7,-1066.0,,False,False,
Wyoming,662,388.3,600.6,393.0,,-273.7,-61.4,-269.0,,True,True,
US,499023,322363.9,458755.5,316811.0,303341.0,-175527.1,-39135.5,-181080.0,-194550.0,True,False,False
