,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Argentina,992,896.1,897.0,771.7,-95.9,-95.0,-220.3,True,False
Austria,688,679.4,685.0,681.5,-8.6,-3.0,-6.5,True,True
Belgium,9696,9832.7,9765.0,9746.0,136.7,69.0,50.0,True,True
Bolivia,740,747.3,743.0,842.6,7.3,3.0,102.6,True,False
Brazil,49976,49716.9,50620.0,50004.7,-259.1,644.0,28.7,False,True
Bulgaria,199,197.1,196.0,164.2,-1.9,-3.0,-34.8,False,False
Canada,8466,8811.1,8700.0,,345.1,234.0,,True,
Chile,4295,2719.7,2862.0,2214.7,-1575.3,-1433.0,-2080.3,True,False
Colombia,2126,1913.1,1952.0,2227.8,-212.9,-174.0,101.8,True,True
Croatia,107,105.9,109.0,103.6,-1.1,2.0,-3.4,False,False
Cuba,85,83.0,86.0,84.9,-2.0,1.0,-0.1,True,True
Cyprus,19,19.9,19.0,17.8,0.9,0.0,-1.2,True,False
Czechia,336,340.0,339.0,344.4,4.0,3.0,8.4,True,False
Denmark,600,616.9,607.0,603.3,16.9,7.0,3.3,True,True
Dominican Republic,655,604.9,590.0,583.6,-50.1,-65.0,-71.4,False,False
Ecuador,4156,4109.4,4039.0,5476.4,-46.6,-117.0,1320.4,False,False
Egypt,2106,1753.3,1712.0,1762.3,-352.7,-394.0,-343.7,False,True
Estonia,69,70.9,72.0,76.0,1.9,3.0,7.0,False,False
Finland,326,332.3,334.0,342.4,6.3,8.0,16.4,False,False
France,29636,29813.6,29618.0,31893.2,177.6,-18.0,2257.2,True,False
Germany,8895,8954.3,8960.0,8926.6,59.3,65.0,31.6,False,True
Greece,190,189.3,186.0,187.1,-0.7,-4.0,-2.9,False,False
Honduras,358,343.4,340.0,381.8,-14.6,-18.0,23.8,False,False
Hungary,570,583.1,585.0,575.9,13.1,15.0,5.9,False,True
Iceland,10,10.0,10.0,10.3,0.0,0.0,0.3,True,False
Ireland,1715,1732.9,1713.0,1670.0,17.9,-2.0,-45.0,True,False
Israel,305,322.1,313.0,,17.1,8.0,,True,
Italy,34610,34797.9,34503.0,34123.9,187.9,-107.0,-486.1,True,False
Japan,955,952.3,962.0,1048.9,-2.7,7.0,93.9,False,False
Latvia,30,26.9,27.0,25.9,-3.1,-3.0,-4.1,True,False
Lithuania,76,72.9,76.0,87.6,-3.1,0.0,11.6,True,False
Luxembourg,110,110.0,112.0,114.3,0.0,2.0,4.3,False,False
Malaysia,121,120.7,122.0,113.9,-0.3,1.0,-7.1,False,False
Mexico,20781,20698.6,20234.0,19136.8,-82.4,-547.0,-1644.2,False,False
Moldova,464,426.4,438.0,420.7,-37.6,-26.0,-43.3,True,False
Netherlands,6108,6137.9,6193.0,6124.9,29.9,85.0,16.9,False,True
Norway,244,241.7,243.0,231.9,-2.3,-1.0,-12.1,True,False
Panama,493,498.9,480.0,540.3,5.9,-13.0,47.3,False,False
Peru,7861,7246.0,7521.0,,-615.0,-340.0,,True,
Philippines,1150,1088.4,1093.0,1185.3,-61.6,-57.0,35.3,True,True
Poland,1346,1329.7,1289.0,1210.9,-16.3,-57.0,-135.1,False,False
Portugal,1528,1607.1,1576.0,1754.5,79.1,48.0,226.5,True,False
Romania,1500,1457.4,1444.0,1402.4,-42.6,-56.0,-97.6,False,False
Russia,7992,8001.6,8004.0,9129.2,9.6,12.0,1137.2,False,False
Serbia,260,260.1,262.0,289.7,0.1,2.0,29.7,False,False
Slovakia,28,28.0,29.0,28.3,0.0,1.0,0.3,False,False
Slovenia,109,110.9,111.0,112.4,1.9,2.0,3.4,False,False
South Korea,280,276.7,282.0,301.4,-3.3,2.0,21.4,True,False
Spain,28322,27152.7,27463.0,26964.2,-1169.3,-859.0,-1357.8,True,False
Sweden,5320,5149.3,5205.0,5806.6,-170.7,-115.0,486.6,True,False
Switzerland,1956,1922.9,1945.0,1949.8,-33.1,-11.0,-6.2,True,True
Turkey,4927,4974.3,4907.0,4942.0,47.3,-20.0,15.0,True,True
Ukraine,1004,959.4,998.0,1007.8,-44.6,-6.0,3.8,True,True
United Kingdom,39932,44439.6,42712.0,41986.6,4507.6,2780.0,2054.6,True,True
