,count,mean,median,std,min,25%,75%,max
OneQuietNight-ML,3135,638203.2,3721.0,14318556.1,0.0,529.0,25600.0,690270529.0
COVIDhub-ensemble,3141,912433.4,3136.0,21196577.0,0.0,324.0,24964.0,1045422889.0
COVIDhub-baseline,3141,949965.7,5776.0,21191429.4,0.0,576.0,41616.0,1120776484.0
LNQ-ens1,3140,1309977.1,3015.8,27012332.6,0.0,318.2,25032.9,1119515826.1
FAIR-NRAR,3137,1554519.1,5440.3,27885275.3,0.0,530.0,48627.5,1366804296.2
IowaStateLW-STEM,3103,2022050.3,8281.0,54355102.3,0.0,961.0,68644.0,2955879424.0
PandemicCentral-USCounty,3074,2079823.0,5901.7,61729278.7,0.0,735.3,44143.4,3406805891.3
OliverWyman-Navigator,3051,2328556.0,10816.0,53266989.8,0.0,1225.0,90601.0,2400510025.0
JHU_IDD-CovidSP,3141,3911572.2,7994.7,137971938.3,0.0,627.5,69862.0,7592981578.0
CU-select,3074,4052115.7,9801.0,93838871.0,0.0,1089.0,73984.0,4368549025.0
LANL-GrowthRate,3110,15107370.7,6806.2,456612236.6,0.0,900.0,61009.0,23031097600.0
JHUAPL-Bucky,3141,24620344.8,18440.1,700321376.2,0.0,2067.5,177172.3,35704128338.8
UVA-Ensemble,3131,29280037.7,12670.1,751125088.0,0.0,1066.5,113788.8,26445570668.8
Google_Harvard-CPF,3140,792496888.1,9222.0,37700716075.0,0.0,877.0,69671.5,2099100038135.8
