,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
48067,457,672.0,,,,645.0,,1544.1,,,,,215.0,,,,188.0,,1087.1,,,,,,,,True,,False,,,,
48069,344,352.0,,,,500.0,,980.1,,,,,8.0,,,,156.0,,636.1,,,,,,,,False,,False,,,,
48071,1414,648.0,,,,336.0,,1066.0,,223.2,,,-766.0,,,,-1078.0,,-348.0,,-1190.8,,,,,,False,,True,,False,,
48073,1018,160.0,,,,1406.0,,337.3,,97.4,,,-858.0,,,,388.0,,-680.7,,-920.6,,,,,,True,,True,,False,,
48075,484,352.0,,,,624.0,,2680.9,,,,,-132.0,,,,140.0,,2196.9,,,,,,,,False,,False,,,,
48077,622,376.0,,,,255.0,,268.2,,,,,-246.0,,,,-367.0,,-353.8,,,,,,,,False,,False,,,,
48079,58,88.0,,,,178.0,,1.7,,,,,30.0,,,,120.0,,-56.3,,,,,,,,False,,False,,,,
48081,231,64.0,,,,108.0,,13.5,,,,,-167.0,,,,-123.0,,-217.5,,,,,,,,True,,False,,,,
48083,328,392.0,,,,331.0,,4452.3,,,,,64.0,,,,3.0,,4124.3,,,,,,,,True,,False,,,,
48085,33950,12968.0,,,,17762.0,,22072.1,,5422.4,,,-20982.0,,,,-16188.0,,-11877.9,,-28527.6,,,,,,True,,True,,False,,
48087,205,0.0,,,,116.0,,0.0,,,,,-205.0,,,,-89.0,,-205.0,,,,,,,,True,,False,,,,
48089,522,136.0,,,,136.0,,478.9,,,,,-386.0,,,,-386.0,,-43.1,,,,,,,,False,,True,,,,
48091,2773,528.0,,,,1787.0,,595.9,,209.9,,,-2245.0,,,,-986.0,,-2177.1,,-2563.1,,,,,,True,,True,,False,,
48093,666,120.0,,,,478.0,,277.8,,,,,-546.0,,,,-188.0,,-388.2,,,,,,,,True,,True,,,,
48095,125,80.0,,,,141.0,,1484.2,,,,,-45.0,,,,16.0,,1359.2,,,,,,,,True,,False,,,,
48097,1882,272.0,,,,963.0,,301.7,,,,,-1610.0,,,,-919.0,,-1580.3,,,,,,,,True,,True,,,,
48099,1788,896.0,,,,2479.0,,2018.9,,412.3,,,-892.0,,,,691.0,,230.9,,-1375.7,,,,,,True,,True,,False,,
48101,87,8.0,,,,60.0,,9.9,,,,,-79.0,,,,-27.0,,-77.1,,,,,,,,True,,True,,,,
48103,371,112.0,,,,361.0,,865.0,,,,,-259.0,,,,-10.0,,494.0,,,,,,,,True,,False,,,,
48105,265,24.0,,,,185.0,,345.0,,,,,-241.0,,,,-80.0,,80.0,,,,,,,,True,,True,,,,
48107,145,80.0,,,,302.0,,46.2,,,,,-65.0,,,,157.0,,-98.8,,,,,,,,False,,False,,,,
48109,172,72.0,,,,113.0,,9.7,,,,,-100.0,,,,-59.0,,-162.3,,,,,,,,True,,False,,,,
48111,58,32.0,,,,535.0,,0.2,,,,,-26.0,,,,477.0,,-57.8,,,,,,,,False,,False,,,,
48113,97547,56904.0,,,,57058.0,,317490.1,,19896.1,,,-40643.0,,,,-40489.0,,219943.1,,-77650.9,,,,,,True,,False,,False,,
48115,482,472.0,,,,1320.0,,84.6,,,,,-10.0,,,,838.0,,-397.4,,,,,,,,False,,False,,,,
48117,886,336.0,,,,1667.0,,933.7,,71.5,,,-550.0,,,,781.0,,47.7,,-814.5,,,,,,False,,True,,False,,
48119,101,24.0,,,,78.0,,8.8,,,,,-77.0,,,,-23.0,,-92.2,,,,,,,,True,,False,,,,
48121,23522,9192.0,,,,17554.0,,20326.1,,3506.2,,,-14330.0,,,,-5968.0,,-3195.9,,-20015.8,,,,,,True,,True,,False,,
48123,403,152.0,,,,130.0,,313.0,,97.5,,,-251.0,,,,-273.0,,-90.0,,-305.5,,,,,,False,,True,,False,,
48125,51,32.0,,,,104.0,,1.2,,,,,-19.0,,,,53.0,,-49.8,,,,,,,,False,,False,,,,
48127,451,192.0,,,,110.0,,1660.3,,,,,-259.0,,,,-341.0,,1209.3,,,,,,,,False,,False,,,,
48129,125,56.0,,,,105.0,,1.7,,,,,-69.0,,,,-20.0,,-123.3,,,,,,,,True,,False,,,,
48131,397,128.0,,,,75.0,,562.9,,,,,-269.0,,,,-322.0,,165.9,,,,,,,,False,,True,,,,
48133,477,216.0,,,,811.0,,469.1,,,,,-261.0,,,,334.0,,-7.9,,,,,,,,False,,True,,,,
48135,3337,6616.0,,,,13949.0,,2830.7,,1825.2,,,3279.0,,,,10612.0,,-506.3,,-1511.8,,,,,,False,,True,,True,,
48137,115,48.0,,,,48.0,,900.8,,,,,-67.0,,,,-67.0,,785.8,,,,,,,,False,,False,,,,
48139,8563,3880.0,,,,3990.0,,17843.5,,1355.4,,,-4683.0,,,,-4573.0,,9280.5,,-7207.6,,,,,,True,,False,,False,,
48141,30651,89072.0,,,,91611.0,,17902.5,,46432.3,,,58421.0,,,,60960.0,,-12748.5,,15781.3,,,,,,False,,True,,True,,
48143,1602,624.0,,,,1447.0,,720.1,,333.6,,,-978.0,,,,-155.0,,-881.9,,-1268.4,,,,,,True,,True,,False,,
48145,499,88.0,,,,412.0,,43.9,,,,,-411.0,,,,-87.0,,-455.1,,,,,,,,True,,False,,,,
48147,1195,496.0,,,,806.0,,1002.8,,,,,-699.0,,,,-389.0,,-192.2,,,,,,,,True,,True,,,,
48149,655,360.0,,,,231.0,,215.0,,,,,-295.0,,,,-424.0,,-440.0,,,,,,,,False,,False,,,,
48151,117,80.0,,,,120.0,,44.1,,,,,-37.0,,,,3.0,,-72.9,,,,,,,,True,,False,,,,
48153,290,104.0,,,,221.0,,78.7,,,,,-186.0,,,,-69.0,,-211.3,,,,,,,,True,,False,,,,
48155,26,24.0,,,,56.0,,520.8,,,,,-2.0,,,,30.0,,494.8,,,,,,,,False,,False,,,,
48157,20062,5008.0,,,,4110.0,,3580.4,,2224.1,,,-15054.0,,,,-15952.0,,-16481.6,,-17837.9,,,,,,False,,False,,False,,
48159,202,48.0,,,,179.0,,8.7,,,,,-154.0,,,,-23.0,,-193.3,,,,,,,,True,,False,,,,
48161,349,120.0,,,,427.0,,159.2,,,,,-229.0,,,,78.0,,-189.8,,,,,,,,True,,True,,,,
48163,900,224.0,,,,239.0,,454.2,,75.0,,,-676.0,,,,-661.0,,-445.8,,-825.0,,,,,,True,,True,,False,,
48165,527,848.0,,,,1940.0,,1877.1,,,,,321.0,,,,1413.0,,1350.1,,,,,,,,False,,False,,,,
48167,9711,3472.0,,,,1950.0,,6539.8,,1336.6,,,-6239.0,,,,-7761.0,,-3171.2,,-8374.4,,,,,,False,,True,,False,,
48169,82,72.0,,,,553.0,,20.7,,,,,-10.0,,,,471.0,,-61.3,,,,,,,,False,,False,,,,
48171,1206,376.0,,,,386.0,,3608.5,,,,,-830.0,,,,-820.0,,2402.5,,,,,,,,True,,False,,,,
48173,97,32.0,,,,68.0,,623.4,,,,,-65.0,,,,-29.0,,526.4,,,,,,,,True,,False,,,,
48175,75,32.0,,,,39.0,,6.8,,,,,-43.0,,,,-36.0,,-68.2,,,,,,,,True,,False,,,,
48177,610,168.0,,,,171.0,,92.2,,75.0,,,-442.0,,,,-439.0,,-517.8,,-535.0,,,,,,True,,False,,False,,
48179,586,4120.0,,,,2735.0,,10777.5,,,,,3534.0,,,,2149.0,,10191.5,,,,,,,,True,,False,,,,
48181,4472,3584.0,,,,3394.0,,2373.3,,1458.2,,,-888.0,,,,-1078.0,,-2098.7,,-3013.8,,,,,,False,,False,,False,,
48183,3331,1528.0,,,,2972.0,,10577.6,,549.1,,,-1803.0,,,,-359.0,,7246.6,,-2781.9,,,,,,True,,False,,False,,
48185,577,232.0,,,,493.0,,263.1,,166.0,,,-345.0,,,,-84.0,,-313.9,,-411.0,,,,,,True,,True,,False,,
48187,3734,1248.0,,,,1530.0,,4786.3,,528.1,,,-2486.0,,,,-2204.0,,1052.3,,-3205.9,,,,,,True,,True,,False,,
48189,2108,2992.0,,,,2787.0,,3786.2,,906.8,,,884.0,,,,679.0,,1678.2,,-1201.2,,,,,,True,,False,,False,,
48191,192,72.0,,,,101.0,,79.0,,,,,-120.0,,,,-91.0,,-113.0,,,,,,,,True,,True,,,,
48193,232,216.0,,,,283.0,,1834.0,,,,,-16.0,,,,51.0,,1602.0,,,,,,,,False,,False,,,,
48195,345,40.0,,,,305.0,,4.9,,,,,-305.0,,,,-40.0,,-340.1,,,,,,,,True,,False,,,,
48197,163,48.0,,,,174.0,,1227.8,,,,,-115.0,,,,11.0,,1064.8,,,,,,,,True,,False,,,,
48199,1703,168.0,,,,826.0,,187.1,,50.9,,,-1535.0,,,,-877.0,,-1515.9,,-1652.1,,,,,,True,,True,,False,,
48201,86337,55128.0,,,,40758.0,,270319.3,,24794.5,,,-31209.0,,,,-45579.0,,183982.3,,-61542.5,,,,,,False,,False,,False,,
48203,1256,368.0,,,,1404.0,,882.6,,156.1,,,-888.0,,,,148.0,,-373.4,,-1099.9,,,,,,True,,True,,False,,
48205,113,24.0,,,,766.0,,1.4,,,,,-89.0,,,,653.0,,-111.6,,,,,,,,False,,False,,,,
48207,193,16.0,,,,249.0,,0.0,,,,,-177.0,,,,56.0,,-193.0,,,,,,,,True,,False,,,,
48209,5553,2280.0,,,,3305.0,,14643.8,,853.7,,,-3273.0,,,,-2248.0,,9090.8,,-4699.3,,,,,,True,,False,,False,,
48211,206,152.0,,,,210.0,,34.9,,,,,-54.0,,,,4.0,,-171.1,,,,,,,,True,,False,,,,
48213,1919,1064.0,,,,1928.0,,1276.6,,381.7,,,-855.0,,,,9.0,,-642.4,,-1537.3,,,,,,True,,True,,False,,
48215,17269,5816.0,,,,12130.0,,1012.7,,3685.4,,,-11453.0,,,,-5139.0,,-16256.3,,-13583.6,,,,,,True,,False,,False,,
48217,1179,632.0,,,,928.0,,1187.7,,,,,-547.0,,,,-251.0,,8.7,,,,,,,,True,,True,,,,
48219,756,1272.0,,,,1898.0,,133.7,,,,,516.0,,,,1142.0,,-622.3,,,,,,,,False,,False,,,,
48221,2986,536.0,,,,1771.0,,207.4,,322.1,,,-2450.0,,,,-1215.0,,-2778.6,,-2663.9,,,,,,True,,False,,False,,
48223,1018,296.0,,,,756.0,,239.8,,,,,-722.0,,,,-262.0,,-778.2,,,,,,,,True,,False,,,,
48225,542,96.0,,,,390.0,,31.1,,,,,-446.0,,,,-152.0,,-510.9,,,,,,,,True,,False,,,,
48227,1868,520.0,,,,4650.0,,1038.4,,370.8,,,-1348.0,,,,2782.0,,-829.6,,-1497.2,,,,,,False,,True,,False,,
48229,374,88.0,,,,415.0,,22.3,,,,,-286.0,,,,41.0,,-351.7,,,,,,,,True,,False,,,,
48231,1738,1144.0,,,,2382.0,,1097.9,,569.0,,,-594.0,,,,644.0,,-640.1,,-1169.0,,,,,,False,,False,,False,,
48233,559,504.0,,,,2047.0,,1163.3,,,,,-55.0,,,,1488.0,,604.3,,,,,,,,False,,False,,,,
48235,51,8.0,,,,83.0,,70.5,,,,,-43.0,,,,32.0,,19.5,,,,,,,,True,,True,,,,
48237,283,272.0,,,,311.0,,4669.9,,,,,-11.0,,,,28.0,,4386.9,,,,,,,,False,,False,,,,
48239,486,352.0,,,,64.0,,538.6,,,,,-134.0,,,,-422.0,,52.6,,,,,,,,False,,True,,,,
48241,1577,40.0,,,,693.0,,17.8,,,,,-1537.0,,,,-884.0,,-1559.2,,,,,,,,True,,False,,,,
48243,86,16.0,,,,125.0,,142.0,,,,,-70.0,,,,39.0,,56.0,,,,,,,,True,,True,,,,
48245,5771,3608.0,,,,2938.0,,2449.7,,2114.1,,,-2163.0,,,,-2833.0,,-3321.3,,-3656.9,,,,,,False,,False,,False,,
48247,206,64.0,,,,65.0,,138.2,,,,,-142.0,,,,-141.0,,-67.8,,,,,,,,True,,True,,,,
48249,1227,448.0,,,,229.0,,223.2,,109.7,,,-779.0,,,,-998.0,,-1003.8,,-1117.3,,,,,,False,,False,,False,,
48251,8044,3136.0,,,,4943.0,,1421.9,,1412.5,,,-4908.0,,,,-3101.0,,-6622.1,,-6631.5,,,,,,True,,False,,False,,
48253,713,5776.0,,,,1578.0,,8054.7,,,,,5063.0,,,,865.0,,7341.7,,,,,,,,True,,False,,,,
48255,361,80.0,,,,130.0,,126.1,,,,,-281.0,,,,-231.0,,-234.9,,,,,,,,True,,True,,,,
48257,5981,2256.0,,,,2959.0,,3118.7,,798.9,,,-3725.0,,,,-3022.0,,-2862.3,,-5182.1,,,,,,True,,True,,False,,
48259,968,432.0,,,,450.0,,12068.2,,,,,-536.0,,,,-518.0,,11100.2,,,,,,,,True,,False,,,,
48261,13,0.0,,,,18.0,,0.0,,,,,-13.0,,,,5.0,,-13.0,,,,,,,,True,,False,,,,
48263,36,56.0,,,,44.0,,301.3,,,,,20.0,,,,8.0,,265.3,,,,,,,,True,,False,,,,
48265,1824,376.0,,,,997.0,,208.7,,,,,-1448.0,,,,-827.0,,-1615.3,,,,,,,,True,,False,,,,
48267,158,104.0,,,,96.0,,0.0,,,,,-54.0,,,,-62.0,,-158.0,,,,,,,,False,,False,,,,
48269,8,0.0,,,,32.0,,0.0,,,,,-8.0,,,,24.0,,-8.0,,,,,,,,False,,False,,,,
48271,138,32.0,,,,63.0,,11.9,,,,,-106.0,,,,-75.0,,-126.1,,,,,,,,True,,False,,,,
48273,677,552.0,,,,101.0,,6626.9,,236.0,,,-125.0,,,,-576.0,,5949.9,,-441.0,,,,,,False,,False,,False,,
48275,72,16.0,,,,103.0,,0.0,,,,,-56.0,,,,31.0,,-72.0,,,,,,,,True,,False,,,,
48277,1858,1680.0,,,,1281.0,,2447.3,,447.8,,,-178.0,,,,-577.0,,589.3,,-1410.2,,,,,,False,,False,,False,,
48279,759,832.0,,,,1033.0,,30.4,,,,,73.0,,,,274.0,,-728.6,,,,,,,,False,,False,,,,
48281,452,88.0,,,,599.0,,79.5,,,,,-364.0,,,,147.0,,-372.5,,,,,,,,True,,False,,,,
48283,329,0.0,,,,87.0,,44.3,,,,,-329.0,,,,-242.0,,-284.7,,,,,,,,True,,True,,,,
48285,438,592.0,,,,148.0,,522.0,,270.4,,,154.0,,,,-290.0,,84.0,,-167.6,,,,,,False,,True,,False,,
48287,628,72.0,,,,195.0,,708.3,,,,,-556.0,,,,-433.0,,80.3,,,,,,,,True,,True,,,,
48289,331,216.0,,,,241.0,,431.5,,,,,-115.0,,,,-90.0,,100.5,,,,,,,,True,,True,,,,
48291,1584,344.0,,,,1050.0,,720.1,,204.5,,,-1240.0,,,,-534.0,,-863.9,,-1379.5,,,,,,True,,True,,False,,
48293,509,64.0,,,,577.0,,87.6,,,,,-445.0,,,,68.0,,-421.4,,,,,,,,True,,True,,,,
48295,149,112.0,,,,110.0,,12.1,,,,,-37.0,,,,-39.0,,-136.9,,,,,,,,False,,False,,,,
48297,461,48.0,,,,66.0,,28.2,,,,,-413.0,,,,-395.0,,-432.8,,,,,,,,True,,False,,,,
48299,457,160.0,,,,545.0,,274.6,,,,,-297.0,,,,88.0,,-182.4,,,,,,,,True,,True,,,,
48301,1,0.0,,,,23.0,,0.0,,,,,-1.0,,,,22.0,,-1.0,,,,,,,,False,,False,,,,
48303,19249,21296.0,,,,24188.0,,8141.8,,4154.8,,,2047.0,,,,4939.0,,-11107.2,,-15094.2,,,,,,False,,False,,False,,
48305,283,344.0,,,,349.0,,128.7,,,,,61.0,,,,66.0,,-154.3,,,,,,,,False,,False,,,,
48307,218,72.0,,,,345.0,,26.9,,,,,-146.0,,,,127.0,,-191.1,,,,,,,,True,,False,,,,
48309,8515,8312.0,,,,6779.0,,29256.9,,2755.8,,,-203.0,,,,-1736.0,,20741.9,,-5759.2,,,,,,False,,False,,False,,
48311,42,0.0,,,,24.0,,0.0,,,,,-42.0,,,,-18.0,,-42.0,,,,,,,,True,,False,,,,
48313,285,112.0,,,,303.0,,33.5,,,,,-173.0,,,,18.0,,-251.5,,,,,,,,True,,False,,,,
48315,111,48.0,,,,169.0,,265.3,,,,,-63.0,,,,58.0,,154.3,,,,,,,,True,,False,,,,
48317,348,232.0,,,,386.0,,2221.4,,,,,-116.0,,,,38.0,,1873.4,,,,,,,,True,,False,,,,
48319,202,56.0,,,,81.0,,63.0,,,,,-146.0,,,,-121.0,,-139.0,,,,,,,,True,,True,,,,
48321,881,160.0,,,,106.0,,262.6,,72.9,,,-721.0,,,,-775.0,,-618.4,,-808.1,,,,,,False,,True,,False,,
48323,2618,1296.0,,,,1273.0,,623.5,,561.7,,,-1322.0,,,,-1345.0,,-1994.5,,-2056.3,,,,,,False,,False,,False,,
48325,1240,256.0,,,,509.0,,740.0,,192.9,,,-984.0,,,,-731.0,,-500.0,,-1047.1,,,,,,True,,True,,False,,
48327,73,56.0,,,,60.0,,37.8,,,,,-17.0,,,,-13.0,,-35.2,,,,,,,,True,,False,,,,
48329,6026,4496.0,,,,14714.0,,1187.7,,1584.7,,,-1530.0,,,,8688.0,,-4838.3,,-4441.3,,,,,,False,,False,,False,,
48331,824,168.0,,,,488.0,,3077.7,,,,,-656.0,,,,-336.0,,2253.7,,,,,,,,True,,False,,,,
48333,179,152.0,,,,104.0,,1670.1,,,,,-27.0,,,,-75.0,,1491.1,,,,,,,,False,,False,,,,
48335,270,152.0,,,,674.0,,13.8,,,,,-118.0,,,,404.0,,-256.2,,,,,,,,False,,False,,,,
48337,1131,664.0,,,,641.0,,1785.7,,,,,-467.0,,,,-490.0,,654.7,,,,,,,,False,,False,,,,
48339,15082,5056.0,,,,7748.0,,15632.4,,2207.5,,,-10026.0,,,,-7334.0,,550.4,,-12874.5,,,,,,True,,True,,False,,
48341,441,216.0,,,,1909.0,,444.2,,133.6,,,-225.0,,,,1468.0,,3.2,,-307.4,,,,,,False,,True,,False,,
48343,257,56.0,,,,178.0,,115.7,,,,,-201.0,,,,-79.0,,-141.3,,,,,,,,True,,True,,,,
48345,59,0.0,,,,84.0,,2.2,,,,,-59.0,,,,25.0,,-56.8,,,,,,,,True,,True,,,,
48347,1104,160.0,,,,1356.0,,208.4,,81.8,,,-944.0,,,,252.0,,-895.6,,-1022.2,,,,,,True,,True,,False,,
48349,2304,680.0,,,,1205.0,,2695.7,,474.1,,,-1624.0,,,,-1099.0,,391.7,,-1829.9,,,,,,True,,True,,False,,
48351,370,16.0,,,,211.0,,0.0,,,,,-354.0,,,,-159.0,,-370.0,,,,,,,,True,,False,,,,
48353,786,608.0,,,,906.0,,673.1,,,,,-178.0,,,,120.0,,-112.9,,,,,,,,True,,True,,,,
48355,8989,3960.0,,,,1507.0,,31233.4,,1718.5,,,-5029.0,,,,-7482.0,,22244.4,,-7270.5,,,,,,False,,False,,False,,
48357,524,784.0,,,,757.0,,13.4,,,,,260.0,,,,233.0,,-510.6,,,,,,,,True,,False,,,,
48359,123,0.0,,,,77.0,,24.1,,,,,-123.0,,,,-46.0,,-98.9,,,,,,,,True,,True,,,,
48361,2828,480.0,,,,1243.0,,201.1,,145.8,,,-2348.0,,,,-1585.0,,-2626.9,,-2682.2,,,,,,True,,False,,False,,
48363,1261,360.0,,,,1055.0,,324.3,,,,,-901.0,,,,-206.0,,-936.7,,,,,,,,True,,False,,,,
48365,486,128.0,,,,530.0,,215.3,,,,,-358.0,,,,44.0,,-270.7,,,,,,,,True,,True,,,,
48367,6609,2856.0,,,,3954.0,,7883.0,,1088.5,,,-3753.0,,,,-2655.0,,1274.0,,-5520.5,,,,,,True,,True,,False,,
48369,339,168.0,,,,764.0,,60.1,,,,,-171.0,,,,425.0,,-278.9,,,,,,,,False,,False,,,,
48371,878,368.0,,,,2150.0,,290.6,,,,,-510.0,,,,1272.0,,-587.4,,,,,,,,False,,False,,,,
48373,936,384.0,,,,915.0,,13083.7,,,,,-552.0,,,,-21.0,,12147.7,,,,,,,,True,,False,,,,
48375,5232,7720.0,,,,13448.0,,4567.5,,5952.1,,,2488.0,,,,8216.0,,-664.5,,720.1,,,,,,False,,True,,True,,
48377,411,128.0,,,,1254.0,,6.2,,,,,-283.0,,,,843.0,,-404.8,,,,,,,,False,,False,,,,
48379,340,168.0,,,,164.0,,574.7,,,,,-172.0,,,,-176.0,,234.7,,,,,,,,False,,False,,,,
48381,6610,9064.0,,,,10031.0,,2684.3,,7212.4,,,2454.0,,,,3421.0,,-3925.7,,602.4,,,,,,False,,False,,True,,
48383,189,152.0,,,,205.0,,1839.0,,,,,-37.0,,,,16.0,,1650.0,,,,,,,,True,,False,,,,
48385,117,16.0,,,,51.0,,11.5,,,,,-101.0,,,,-66.0,,-105.5,,,,,,,,True,,False,,,,
48387,242,24.0,,,,165.0,,7.6,,,,,-218.0,,,,-77.0,,-234.4,,,,,,,,True,,False,,,,
48389,853,352.0,,,,2025.0,,1308.1,,,,,-501.0,,,,1172.0,,455.1,,,,,,,,False,,True,,,,
48391,166,8.0,,,,35.0,,0.0,,,,,-158.0,,,,-131.0,,-166.0,,,,,,,,True,,False,,,,
48393,26,32.0,,,,59.0,,460.6,,,,,6.0,,,,33.0,,434.6,,,,,,,,False,,False,,,,
48395,479,64.0,,,,258.0,,80.8,,,,,-415.0,,,,-221.0,,-398.2,,,,,,,,True,,True,,,,
48397,4602,2000.0,,,,1967.0,,2030.0,,729.3,,,-2602.0,,,,-2635.0,,-2572.0,,-3872.7,,,,,,False,,True,,False,,
48399,601,88.0,,,,486.0,,127.7,,,,,-513.0,,,,-115.0,,-473.3,,,,,,,,True,,True,,,,
48401,1271,248.0,,,,1410.0,,169.9,,236.4,,,-1023.0,,,,139.0,,-1101.1,,-1034.6,,,,,,True,,False,,False,,
48403,386,32.0,,,,145.0,,3.2,,,,,-354.0,,,,-241.0,,-382.8,,,,,,,,True,,False,,,,
48405,170,152.0,,,,128.0,,4344.1,,,,,-18.0,,,,-42.0,,4174.1,,,,,,,,False,,False,,,,
48407,208,24.0,,,,315.0,,21.4,,,,,-184.0,,,,107.0,,-186.6,,,,,,,,True,,False,,,,
48409,1442,0.0,,,,216.0,,1043.9,,20.5,,,-1442.0,,,,-1226.0,,-398.1,,-1421.5,,,,,,True,,True,,True,,
48411,186,96.0,,,,167.0,,2.2,,,,,-90.0,,,,-19.0,,-183.8,,,,,,,,True,,False,,,,
48413,105,112.0,,,,81.0,,1576.3,,,,,7.0,,,,-24.0,,1471.3,,,,,,,,False,,False,,,,
48415,862,664.0,,,,1329.0,,410.8,,208.8,,,-198.0,,,,467.0,,-451.2,,-653.2,,,,,,False,,False,,False,,
48417,82,32.0,,,,74.0,,53.6,,,,,-50.0,,,,-8.0,,-28.4,,,,,,,,True,,True,,,,
48419,352,160.0,,,,471.0,,83.8,,,,,-192.0,,,,119.0,,-268.2,,,,,,,,True,,False,,,,
48421,25,32.0,,,,120.0,,1.8,,,,,7.0,,,,95.0,,-23.2,,,,,,,,False,,False,,,,
48423,5952,2936.0,,,,4870.0,,1801.9,,987.0,,,-3016.0,,,,-1082.0,,-4150.1,,-4965.0,,,,,,True,,False,,False,,
48425,556,272.0,,,,186.0,,464.3,,,,,-284.0,,,,-370.0,,-91.7,,,,,,,,False,,True,,,,
48427,2822,760.0,,,,1504.0,,3087.8,,659.6,,,-2062.0,,,,-1318.0,,265.8,,-2162.4,,,,,,True,,True,,False,,
48429,292,336.0,,,,448.0,,4757.9,,,,,44.0,,,,156.0,,4465.9,,,,,,,,False,,False,,,,
48431,79,24.0,,,,92.0,,0.0,,,,,-55.0,,,,13.0,,-79.0,,,,,,,,True,,False,,,,
48433,82,24.0,,,,56.0,,17.3,,,,,-58.0,,,,-26.0,,-64.7,,,,,,,,True,,False,,,,
48435,218,176.0,,,,116.0,,1133.3,,,,,-42.0,,,,-102.0,,915.3,,,,,,,,False,,False,,,,
48437,353,136.0,,,,503.0,,193.5,,,,,-217.0,,,,150.0,,-159.5,,,,,,,,True,,True,,,,
48439,88715,58496.0,,,,51003.0,,108030.2,,19612.9,,,-30219.0,,,,-37712.0,,19315.2,,-69102.1,,,,,,False,,True,,False,,
48441,5839,1704.0,,,,7767.0,,546.9,,360.7,,,-4135.0,,,,1928.0,,-5292.1,,-5478.3,,,,,,True,,False,,False,,
48443,67,8.0,,,,89.0,,10.2,,,,,-59.0,,,,22.0,,-56.8,,,,,,,,True,,True,,,,
48445,705,432.0,,,,1342.0,,75.8,,,,,-273.0,,,,637.0,,-629.2,,,,,,,,False,,False,,,,
48447,24,0.0,,,,89.0,,0.0,,,,,-24.0,,,,65.0,,-24.0,,,,,,,,False,,False,,,,
48449,1051,0.0,,,,828.0,,99.1,,11.9,,,-1051.0,,,,-223.0,,-951.9,,-1039.1,,,,,,True,,True,,True,,
48451,6969,9960.0,,,,7374.0,,45242.2,,3050.7,,,2991.0,,,,405.0,,38273.2,,-3918.3,,,,,,True,,False,,False,,
48453,21366,11904.0,,,,19095.0,,45814.1,,4445.0,,,-9462.0,,,,-2271.0,,24448.1,,-16921.0,,,,,,True,,False,,False,,
48455,185,16.0,,,,202.0,,71.3,,,,,-169.0,,,,17.0,,-113.7,,,,,,,,True,,True,,,,
48457,939,16.0,,,,512.0,,70.8,,,,,-923.0,,,,-427.0,,-868.2,,,,,,,,True,,True,,,,
48459,1225,152.0,,,,819.0,,264.2,,,,,-1073.0,,,,-406.0,,-960.8,,,,,,,,True,,True,,,,
48461,217,32.0,,,,203.0,,78.0,,,,,-185.0,,,,-14.0,,-139.0,,,,,,,,True,,True,,,,
48463,1267,552.0,,,,376.0,,4440.9,,,,,-715.0,,,,-891.0,,3173.9,,,,,,,,False,,False,,,,
48465,2498,312.0,,,,2853.0,,106.9,,144.4,,,-2186.0,,,,355.0,,-2391.1,,-2353.6,,,,,,True,,False,,False,,
48467,1457,824.0,,,,1135.0,,2983.1,,,,,-633.0,,,,-322.0,,1526.1,,,,,,,,True,,False,,,,
48469,1723,1296.0,,,,469.0,,1971.3,,451.0,,,-427.0,,,,-1254.0,,248.3,,-1272.0,,,,,,False,,True,,False,,
48471,2302,536.0,,,,1638.0,,1235.1,,207.5,,,-1766.0,,,,-664.0,,-1066.9,,-2094.5,,,,,,True,,True,,False,,
48473,1168,168.0,,,,472.0,,455.7,,183.2,,,-1000.0,,,,-696.0,,-712.3,,-984.8,,,,,,True,,True,,True,,
48475,537,552.0,,,,970.0,,2718.5,,,,,15.0,,,,433.0,,2181.5,,,,,,,,False,,False,,,,
48477,708,528.0,,,,430.0,,2681.9,,,,,-180.0,,,,-278.0,,1973.9,,,,,,,,False,,False,,,,
48479,11756,9248.0,,,,3160.0,,72796.8,,3237.6,,,-2508.0,,,,-8596.0,,61040.8,,-8518.4,,,,,,False,,False,,False,,
48481,1077,168.0,,,,198.0,,393.8,,93.4,,,-909.0,,,,-879.0,,-683.2,,-983.6,,,,,,True,,True,,False,,
48483,234,272.0,,,,293.0,,48.3,,,,,38.0,,,,59.0,,-185.7,,,,,,,,False,,False,,,,
48485,6995,5648.0,,,,6168.0,,3851.9,,1311.2,,,-1347.0,,,,-827.0,,-3143.1,,-5683.8,,,,,,True,,False,,False,,
