,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,OneQuietNight-ML,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-OneQuietNight-ML,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-OneQuietNight-ML,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
48501,188,132.0,176.0,,,,398.0,,98.0,165.3,9.0,251.0,,,,,-56.0,-12.0,,,,210.0,,-90.0,-22.7,-179.0,63.0,,,,,True,,,,False,,False,True,False,False,,,,
48503,594,384.0,337.0,,,,521.0,,480.9,264.3,271.0,427.0,,,,,-210.0,-257.0,,,,-73.0,,-113.1,-329.7,-323.0,-167.0,,,,,False,,,,True,,True,False,False,True,,,,
48505,645,258.0,265.0,,,,344.0,,274.5,186.3,195.0,292.0,,,,,-387.0,-380.0,,,,-301.0,,-370.5,-458.7,-450.0,-353.0,,,,,True,,,,True,,True,False,False,True,,,,
48507,439,366.0,360.0,,,,219.0,,234.0,177.9,81.0,281.0,,,,,-73.0,-79.0,,,,-220.0,,-205.0,-261.1,-358.0,-158.0,,,,,False,,,,False,,False,False,False,False,,,,
49001,0,0.0,0.0,,,,72.0,,234.4,47.4,,158.0,,,,,0.0,0.0,,,,72.0,,234.4,47.4,,158.0,,,,,True,,,,False,,False,False,,False,,,,
49003,0,0.0,17.0,,,,1277.0,,2352.0,1008.9,,487.0,,,,,0.0,17.0,,,,1277.0,,2352.0,1008.9,,487.0,,,,,False,,,,False,,False,False,,False,,,,
49005,0,0.0,97.0,,,,3286.0,,5400.1,3426.9,,2023.0,,,,,0.0,97.0,,,,3286.0,,5400.1,3426.9,,2023.0,,,,,False,,,,False,,False,False,,False,,,,
49007,0,0.0,0.0,,,,732.0,,663.9,245.6,,162.0,,,,,0.0,0.0,,,,732.0,,663.9,245.6,,162.0,,,,,True,,,,False,,False,False,,False,,,,
49009,0,0.0,0.0,,,,35.0,,27.1,56.6,,19.0,,,,,0.0,0.0,,,,35.0,,27.1,56.6,,19.0,,,,,True,,,,False,,False,False,,False,,,,
49011,11905,9588.0,4619.0,,,,12756.0,,9285.2,8206.3,8415.0,8989.0,,6500.9,,,-2317.0,-7286.0,,,,851.0,,-2619.8,-3698.7,-3490.0,-2916.0,,-5404.1,,,False,,,,True,,False,False,False,False,,False,,
49013,0,0.0,9.0,,,,558.0,,560.7,189.1,,380.0,,,,,0.0,9.0,,,,558.0,,560.7,189.1,,380.0,,,,,False,,,,False,,False,False,,False,,,,
49015,0,0.0,0.0,,,,235.0,,288.1,37.5,,221.0,,,,,0.0,0.0,,,,235.0,,288.1,37.5,,221.0,,,,,True,,,,False,,False,False,,False,,,,
49017,0,0.0,0.0,,,,61.0,,179.8,43.3,,76.0,,,,,0.0,0.0,,,,61.0,,179.8,43.3,,76.0,,,,,True,,,,False,,False,False,,False,,,,
49019,0,0.0,0.0,,,,341.0,,291.8,64.1,,132.0,,,,,0.0,0.0,,,,341.0,,291.8,64.1,,132.0,,,,,True,,,,False,,False,False,,False,,,,
49021,0,0.0,2.0,,,,510.0,,2191.5,1347.2,,250.0,,,,,0.0,2.0,,,,510.0,,2191.5,1347.2,,250.0,,,,,False,,,,False,,False,False,,False,,,,
49023,0,0.0,11.0,,,,282.0,,388.2,132.5,,99.0,,,,,0.0,11.0,,,,282.0,,388.2,132.5,,99.0,,,,,False,,,,False,,False,False,,False,,,,
49025,0,0.0,4.0,,,,109.0,,282.5,58.6,,161.0,,,,,0.0,4.0,,,,109.0,,282.5,58.6,,161.0,,,,,False,,,,False,,False,False,,False,,,,
49027,0,0.0,0.0,,,,191.0,,475.7,165.4,,257.0,,,,,0.0,0.0,,,,191.0,,475.7,165.4,,257.0,,,,,True,,,,False,,False,False,,False,,,,
49029,0,0.0,2.0,,,,225.0,,222.1,77.4,,120.0,,,,,0.0,2.0,,,,225.0,,222.1,77.4,,120.0,,,,,False,,,,False,,False,False,,False,,,,
49031,0,0.0,0.0,,,,53.0,,51.5,4.3,,32.0,,,,,0.0,0.0,,,,53.0,,51.5,4.3,,32.0,,,,,True,,,,False,,False,False,,False,,,,
49033,0,0.0,1.0,,,,27.0,,85.5,14.5,,62.0,,,,,0.0,1.0,,,,27.0,,85.5,14.5,,62.0,,,,,False,,,,False,,False,False,,False,,,,
49035,36993,42126.0,28452.0,,,,51961.0,,28676.4,32216.1,28266.0,47250.0,,35063.0,,,5133.0,-8541.0,,,,14968.0,,-8316.6,-4776.9,-8727.0,10257.0,,-1930.0,,,False,,,,False,,False,True,False,False,,True,,
49037,488,342.0,24.0,,,,419.0,,745.6,294.8,441.0,556.0,,,,,-146.0,-464.0,,,,-69.0,,257.6,-193.2,-47.0,68.0,,,,,False,,,,True,,False,False,True,True,,,,
49039,0,0.0,15.0,,,,1110.0,,1255.1,932.0,,812.0,,,,,0.0,15.0,,,,1110.0,,1255.1,932.0,,812.0,,,,,False,,,,False,,False,False,,False,,,,
49041,0,0.0,0.0,,,,611.0,,810.5,308.2,,479.0,,,,,0.0,0.0,,,,611.0,,810.5,308.2,,479.0,,,,,True,,,,False,,False,False,,False,,,,
49043,1485,906.0,814.0,,,,966.0,,846.9,608.1,774.0,1354.0,,877.2,,,-579.0,-671.0,,,,-519.0,,-638.1,-876.9,-711.0,-131.0,,-607.8,,,False,,,,True,,False,False,False,True,,False,,
49045,2160,1992.0,1783.0,,,,1838.0,,1641.4,1601.8,2065.0,2671.0,,1731.1,,,-168.0,-377.0,,,,-322.0,,-518.6,-558.2,-95.0,511.0,,-428.9,,,False,,,,False,,False,False,True,False,,False,,
49047,0,0.0,6.0,,,,1089.0,,1039.4,479.4,,273.0,,,,,0.0,6.0,,,,1089.0,,1039.4,479.4,,273.0,,,,,False,,,,False,,False,False,,False,,,,
49049,25722,25146.0,14155.0,,,,25735.0,,16060.7,18969.6,20061.0,22068.0,,15874.6,,,-576.0,-11567.0,,,,13.0,,-9661.3,-6752.4,-5661.0,-3654.0,,-9847.4,,,False,,,,True,,False,False,False,False,,False,,
49051,1355,1710.0,1642.0,,,,1054.0,,1627.3,706.0,1560.5,1563.0,,,,,355.0,287.0,,,,-301.0,,272.3,-649.0,205.5,208.0,,,,,True,,,,True,,True,False,True,True,,,,
49053,0,0.0,51.0,,,,1517.0,,7206.9,4900.8,,972.0,,,,,0.0,51.0,,,,1517.0,,7206.9,4900.8,,972.0,,,,,False,,,,False,,False,False,,False,,,,
49055,0,0.0,0.0,,,,114.0,,98.2,39.0,,62.0,,,,,0.0,0.0,,,,114.0,,98.2,39.0,,62.0,,,,,True,,,,False,,False,False,,False,,,,
49057,0,0.0,227.0,,,,8013.0,,5559.2,6530.1,,2643.0,,,,,0.0,227.0,,,,8013.0,,5559.2,6530.1,,2643.0,,,,,False,,,,False,,False,False,,False,,,,
50001,257,54.0,94.0,,,,152.0,,68.2,39.1,67.0,574.0,,,,,-203.0,-163.0,,,,-105.0,,-188.8,-217.9,-190.0,317.0,,,,,True,,,,True,,True,False,True,False,,,,
50003,416,108.0,238.0,,,,108.0,,169.9,117.1,89.0,422.0,,,,,-308.0,-178.0,,,,-308.0,,-246.1,-298.9,-327.0,6.0,,,,,True,,,,False,,True,True,False,True,,,,
50005,166,120.0,191.0,,,,278.0,,274.9,69.6,120.0,533.0,,,,,-46.0,25.0,,,,112.0,,108.9,-96.4,-46.0,367.0,,,,,True,,,,False,,False,False,False,False,,,,
50007,1630,756.0,664.0,,,,1028.0,,2956.3,2014.1,147.0,2028.0,,,,,-874.0,-966.0,,,,-602.0,,1326.3,384.1,-1483.0,398.0,,,,,False,,,,True,,False,True,False,True,,,,
50009,62,66.0,42.0,,,,41.0,,17.1,25.6,111.0,104.0,,,,,4.0,-20.0,,,,-21.0,,-44.9,-36.4,49.0,42.0,,,,,False,,,,False,,False,False,False,False,,,,
50011,407,162.0,320.0,,,,216.0,,249.5,143.6,856.0,737.0,,,,,-245.0,-87.0,,,,-191.0,,-157.5,-263.4,449.0,330.0,,,,,True,,,,True,,True,False,False,False,,,,
50013,30,12.0,34.0,,,,22.0,,2.2,2.9,23.0,113.0,,,,,-18.0,4.0,,,,-8.0,,-27.8,-27.1,-7.0,83.0,,,,,True,,,,True,,False,False,True,False,,,,
50015,103,114.0,95.0,,,,138.0,,272.4,85.4,72.0,279.0,,,,,11.0,-8.0,,,,35.0,,169.4,-17.6,-31.0,176.0,,,,,True,,,,False,,False,False,False,False,,,,
50017,152,240.0,249.0,,,,301.0,,665.4,66.2,86.0,523.0,,,,,88.0,97.0,,,,149.0,,513.4,-85.8,-66.0,371.0,,,,,False,,,,False,,False,True,True,False,,,,
50019,167,162.0,290.0,,,,182.0,,616.3,44.3,234.0,476.0,,,,,-5.0,123.0,,,,15.0,,449.3,-122.7,67.0,309.0,,,,,False,,,,False,,False,False,False,False,,,,
50021,323,144.0,169.0,,,,607.0,,240.0,265.1,553.0,801.0,,,,,-179.0,-154.0,,,,284.0,,-83.0,-57.9,230.0,478.0,,,,,True,,,,False,,True,True,False,False,,,,
50023,307,654.0,293.0,,,,434.0,,1415.3,230.0,420.0,1106.0,,,,,347.0,-14.0,,,,127.0,,1108.3,-77.0,113.0,799.0,,,,,True,,,,True,,False,True,True,False,,,,
50025,397,138.0,288.0,,,,156.0,,231.3,123.7,216.0,608.0,,,,,-259.0,-109.0,,,,-241.0,,-165.7,-273.3,-181.0,211.0,,,,,True,,,,True,,True,False,True,True,,,,
50027,342,192.0,387.0,,,,237.0,,219.4,153.2,116.0,788.0,,,,,-150.0,45.0,,,,-105.0,,-122.6,-188.8,-226.0,446.0,,,,,True,,,,True,,True,False,False,False,,,,
51001,588,312.0,703.0,,,,346.0,,733.7,317.7,402.0,616.0,,,,,-276.0,115.0,,,,-242.0,,145.7,-270.3,-186.0,28.0,,,,,True,,,,True,,True,True,True,True,,,,
51003,1324,660.0,1300.0,,,,1023.0,,1397.9,1389.8,783.0,1042.0,,,,,-664.0,-24.0,,,,-301.0,,73.9,65.8,-541.0,-282.0,,,,,True,,,,True,,True,True,True,True,,,,
51005,566,270.0,224.0,,,,331.0,,165.3,66.6,280.0,331.0,,,,,-296.0,-342.0,,,,-235.0,,-400.7,-499.4,-286.0,-235.0,,,,,False,,,,True,,False,False,True,True,,,,
51007,248,216.0,178.0,,,,161.0,,4041.1,82.0,365.0,246.0,,,,,-32.0,-70.0,,,,-87.0,,3793.1,-166.0,117.0,-2.0,,,,,False,,,,False,,False,False,False,True,,,,
51009,924,570.0,441.0,,,,538.0,,1074.8,332.3,623.0,847.0,,,,,-354.0,-483.0,,,,-386.0,,150.8,-591.7,-301.0,-77.0,,,,,False,,,,False,,True,False,True,True,,,,
51011,503,138.0,184.0,,,,243.0,,249.5,152.0,129.0,374.0,,,,,-365.0,-319.0,,,,-260.0,,-253.5,-351.0,-374.0,-129.0,,,,,True,,,,True,,True,True,False,True,,,,
51013,3644,3180.0,3005.0,,,,2252.0,,7636.3,3873.2,3456.0,3004.0,,4848.0,,,-464.0,-639.0,,,,-1392.0,,3992.3,229.2,-188.0,-640.0,,1204.0,,,False,,,,False,,False,True,True,False,,False,,
51015,2781,858.0,1693.0,,,,1351.0,,3200.9,1295.8,888.0,2124.0,,,,,-1923.0,-1088.0,,,,-1430.0,,419.9,-1485.2,-1893.0,-657.0,,,,,True,,,,True,,True,True,True,True,,,,
51017,144,60.0,11.0,,,,91.0,,1132.8,66.8,29.0,84.0,,,,,-84.0,-133.0,,,,-53.0,,988.8,-77.2,-115.0,-60.0,,,,,False,,,,True,,False,True,False,True,,,,
51019,1895,756.0,1116.0,,,,1133.0,,1274.5,1267.1,765.0,1740.0,,,,,-1139.0,-779.0,,,,-762.0,,-620.5,-627.9,-1130.0,-155.0,,,,,True,,,,True,,True,True,True,True,,,,
51021,343,450.0,254.0,,,,122.0,,459.4,183.1,280.0,341.0,,,,,107.0,-89.0,,,,-221.0,,116.4,-159.9,-63.0,-2.0,,,,,True,,,,False,,False,False,True,True,,,,
51023,717,492.0,602.0,,,,534.0,,610.4,331.9,505.0,845.0,,,,,-225.0,-115.0,,,,-183.0,,-106.6,-385.1,-212.0,128.0,,,,,True,,,,True,,True,False,True,True,,,,
51025,309,84.0,96.0,,,,227.0,,16.5,81.7,46.0,202.0,,,,,-225.0,-213.0,,,,-82.0,,-292.5,-227.3,-263.0,-107.0,,,,,True,,,,True,,False,False,False,True,,,,
51027,532,318.0,488.0,,,,353.0,,660.9,209.5,176.0,477.0,,,,,-214.0,-44.0,,,,-179.0,,128.9,-322.5,-356.0,-55.0,,,,,True,,,,True,,True,False,False,True,,,,
51029,623,288.0,340.0,,,,233.0,,424.2,243.3,578.0,321.0,,,,,-335.0,-283.0,,,,-390.0,,-198.8,-379.7,-45.0,-302.0,,,,,True,,,,False,,True,False,True,True,,,,
51031,1317,888.0,1442.0,,,,880.0,,1446.7,654.1,953.0,1466.0,,,,,-429.0,125.0,,,,-437.0,,129.7,-662.9,-364.0,149.0,,,,,True,,,,False,,True,False,True,True,,,,
51033,561,312.0,430.0,,,,314.0,,797.6,410.9,594.0,414.0,,,,,-249.0,-131.0,,,,-247.0,,236.6,-150.1,33.0,-147.0,,,,,True,,,,True,,True,True,True,True,,,,
51035,743,684.0,755.0,,,,653.0,,970.5,548.9,735.0,731.0,,,,,-59.0,12.0,,,,-90.0,,227.5,-194.1,-8.0,-12.0,,,,,True,,,,False,,False,False,True,True,,,,
51036,92,42.0,64.0,,,,73.0,,235.2,14.3,16.0,95.0,,,,,-50.0,-28.0,,,,-19.0,,143.2,-77.7,-76.0,3.0,,,,,True,,,,True,,False,False,False,True,,,,
51037,144,90.0,71.0,,,,185.0,,55.4,65.4,40.0,202.0,,,,,-54.0,-73.0,,,,41.0,,-88.6,-78.6,-104.0,58.0,,,,,False,,,,True,,False,False,False,False,,,,
51041,5350,3846.0,4555.0,,,,3394.0,,4247.3,6904.1,4560.0,5078.0,,4480.7,,,-1504.0,-795.0,,,,-1956.0,,-1102.7,1554.1,-790.0,-272.0,,-869.3,,,True,,,,False,,True,False,True,True,,True,,
51043,248,114.0,171.0,,,,246.0,,246.0,65.9,186.0,218.0,,,,,-134.0,-77.0,,,,-2.0,,-2.0,-182.1,-62.0,-30.0,,,,,True,,,,True,,True,False,True,True,,,,
51045,65,54.0,41.0,,,,84.0,,384.7,18.2,11.0,100.0,,,,,-11.0,-24.0,,,,19.0,,319.7,-46.8,-54.0,35.0,,,,,False,,,,False,,False,False,False,False,,,,
51047,1062,2028.0,2539.0,,,,689.0,,1093.0,1490.2,1987.0,1479.0,,,,,966.0,1477.0,,,,-373.0,,31.0,428.2,925.0,417.0,,,,,False,,,,True,,True,True,True,True,,,,
51049,65,96.0,77.0,,,,97.0,,34.7,42.2,149.0,156.0,,,,,31.0,12.0,,,,32.0,,-30.3,-22.8,84.0,91.0,,,,,True,,,,False,,True,True,False,False,,,,
51051,469,156.0,140.0,,,,267.0,,113.6,270.2,123.0,248.0,,,,,-313.0,-329.0,,,,-202.0,,-355.4,-198.8,-346.0,-221.0,,,,,False,,,,True,,False,True,False,True,,,,
51053,389,222.0,315.0,,,,347.0,,307.0,406.6,143.0,417.0,,,,,-167.0,-74.0,,,,-42.0,,-82.0,17.6,-246.0,28.0,,,,,True,,,,True,,True,True,False,True,,,,
51057,178,96.0,161.0,,,,123.0,,267.0,69.5,53.0,173.0,,,,,-82.0,-17.0,,,,-55.0,,89.0,-108.5,-125.0,-5.0,,,,,True,,,,True,,False,False,False,True,,,,
51059,18006,14340.0,19023.0,,,,11618.0,,39656.7,23604.2,22976.0,13293.0,,18174.6,,,-3666.0,1017.0,,,,-6388.0,,21650.7,5598.2,4970.0,-4713.0,,168.6,,,True,,,,False,,False,False,False,False,,True,,
51061,1346,558.0,934.0,,,,903.0,,1099.8,1381.9,861.0,1043.0,,,,,-788.0,-412.0,,,,-443.0,,-246.2,35.9,-485.0,-303.0,,,,,True,,,,True,,True,True,True,True,,,,
51063,226,216.0,235.0,,,,288.0,,769.4,136.1,155.0,281.0,,,,,-10.0,9.0,,,,62.0,,543.4,-89.9,-71.0,55.0,,,,,True,,,,False,,False,False,False,False,,,,
51065,401,132.0,230.0,,,,288.0,,100.7,186.8,123.0,356.0,,,,,-269.0,-171.0,,,,-113.0,,-300.3,-214.2,-278.0,-45.0,,,,,True,,,,True,,False,True,False,True,,,,
51067,1037,1284.0,1582.0,,,,916.0,,1352.1,707.2,1035.5,1562.0,,,,,247.0,545.0,,,,-121.0,,315.1,-329.8,-1.5,525.0,,,,,False,,,,True,,False,False,True,False,,,,
51069,2279,1590.0,2063.0,,,,1649.0,,6046.3,1986.3,3101.0,2305.0,,,,,-689.0,-216.0,,,,-630.0,,3767.3,-292.7,822.0,26.0,,,,,True,,,,True,,False,True,False,True,,,,
51071,459,306.0,360.0,,,,351.0,,264.8,135.3,315.0,459.0,,,,,-153.0,-99.0,,,,-108.0,,-194.2,-323.7,-144.0,0.0,,,,,True,,,,True,,False,False,True,True,,,,
51073,596,330.0,694.0,,,,398.0,,255.9,309.2,238.0,591.0,,,,,-266.0,98.0,,,,-198.0,,-340.1,-286.8,-358.0,-5.0,,,,,True,,,,True,,False,False,False,True,,,,
51075,258,294.0,316.0,,,,259.0,,305.7,223.3,365.0,277.0,,,,,36.0,58.0,,,,1.0,,47.7,-34.7,107.0,19.0,,,,,False,,,,True,,False,True,False,True,,,,
51077,341,240.0,301.0,,,,309.0,,102.1,225.4,165.0,333.0,,,,,-101.0,-40.0,,,,-32.0,,-238.9,-115.6,-176.0,-8.0,,,,,True,,,,True,,False,False,False,True,,,,
51079,281,162.0,208.0,,,,270.0,,105.9,170.9,152.0,258.0,,,,,-119.0,-73.0,,,,-11.0,,-175.1,-110.1,-129.0,-23.0,,,,,True,,,,True,,False,True,False,True,,,,
51081,125,42.0,122.0,,,,219.0,,45.9,55.0,30.0,87.0,,,,,-83.0,-3.0,,,,94.0,,-79.1,-70.0,-95.0,-38.0,,,,,True,,,,False,,True,True,False,True,,,,
51083,575,204.0,277.0,,,,611.0,,167.6,356.0,162.0,590.0,,,,,-371.0,-298.0,,,,36.0,,-407.4,-219.0,-413.0,15.0,,,,,True,,,,True,,False,True,False,True,,,,
51085,2112,1386.0,1871.0,,,,1212.0,,2521.9,1883.7,1439.5,1742.0,,1671.2,,,-726.0,-241.0,,,,-900.0,,409.9,-228.3,-672.5,-370.0,,-440.8,,,True,,,,False,,True,True,True,True,,True,,
51087,5908,3492.0,4316.0,,,,3344.0,,7360.1,5707.4,4271.0,4175.0,,7832.2,,,-2416.0,-1592.0,,,,-2564.0,,1452.1,-200.6,-1637.0,-1733.0,,1924.2,,,True,,,,False,,True,True,True,True,,True,,
51089,1152,1002.0,1341.0,,,,1008.0,,902.0,1095.7,1408.0,1534.0,,,,,-150.0,189.0,,,,-144.0,,-250.0,-56.3,256.0,382.0,,,,,False,,,,True,,False,True,False,False,,,,
51091,44,12.0,0.0,,,,36.0,,41.7,3.1,6.0,37.0,,,,,-32.0,-44.0,,,,-8.0,,-2.3,-40.9,-38.0,-7.0,,,,,False,,,,True,,True,False,False,True,,,,
51093,657,372.0,606.0,,,,372.0,,799.5,346.5,381.0,583.0,,,,,-285.0,-51.0,,,,-285.0,,142.5,-310.5,-276.0,-74.0,,,,,True,,,,False,,True,False,True,True,,,,
51095,1083,360.0,532.0,,,,719.0,,802.9,786.2,673.0,686.0,,,,,-723.0,-551.0,,,,-364.0,,-280.1,-296.8,-410.0,-397.0,,,,,True,,,,True,,True,True,True,True,,,,
51097,88,18.0,32.0,,,,82.0,,8.2,12.2,23.0,74.0,,,,,-70.0,-56.0,,,,-6.0,,-79.8,-75.8,-65.0,-14.0,,,,,True,,,,True,,False,False,True,True,,,,
51099,413,288.0,392.0,,,,253.0,,221.5,237.9,310.0,364.0,,,,,-125.0,-21.0,,,,-160.0,,-191.5,-175.1,-103.0,-49.0,,,,,True,,,,False,,False,False,True,True,,,,
51101,245,114.0,157.0,,,,203.0,,107.9,124.9,37.0,287.0,,,,,-131.0,-88.0,,,,-42.0,,-137.1,-120.1,-208.0,42.0,,,,,True,,,,True,,False,True,False,True,,,,
51103,173,90.0,104.0,,,,95.0,,566.1,37.9,19.0,148.0,,,,,-83.0,-69.0,,,,-78.0,,393.1,-135.1,-154.0,-25.0,,,,,True,,,,True,,False,False,False,True,,,,
51105,828,774.0,473.0,,,,527.0,,358.0,295.3,246.0,705.0,,,,,-54.0,-355.0,,,,-301.0,,-470.0,-532.7,-582.0,-123.0,,,,,False,,,,False,,False,False,False,False,,,,
51107,5306,4584.0,6104.0,,,,4600.0,,4083.3,5927.7,4574.0,4858.0,,5258.3,,,-722.0,798.0,,,,-706.0,,-1222.7,621.7,-732.0,-448.0,,-47.7,,,False,,,,True,,False,True,False,True,,True,,
51109,554,336.0,481.0,,,,436.0,,466.7,308.0,560.0,663.0,,,,,-218.0,-73.0,,,,-118.0,,-87.3,-246.0,6.0,109.0,,,,,True,,,,True,,True,False,True,True,,,,
51111,264,42.0,49.0,,,,166.0,,366.2,48.4,24.0,168.0,,,,,-222.0,-215.0,,,,-98.0,,102.2,-215.6,-240.0,-96.0,,,,,True,,,,True,,True,True,False,True,,,,
51113,165,72.0,131.0,,,,183.0,,38.9,40.4,37.0,142.0,,,,,-93.0,-34.0,,,,18.0,,-126.1,-124.6,-128.0,-23.0,,,,,True,,,,True,,False,False,False,True,,,,
51115,194,30.0,41.0,,,,72.0,,52.8,17.3,8.0,103.0,,,,,-164.0,-153.0,,,,-122.0,,-141.2,-176.7,-186.0,-91.0,,,,,True,,,,True,,True,False,False,True,,,,
51117,443,216.0,381.0,,,,479.0,,133.3,314.5,172.5,543.0,,,,,-227.0,-62.0,,,,36.0,,-309.7,-128.5,-270.5,100.0,,,,,True,,,,True,,False,True,False,True,,,,
51119,143,78.0,52.0,,,,88.0,,4842.3,23.4,25.0,162.0,,,,,-65.0,-91.0,,,,-55.0,,4699.3,-119.6,-118.0,19.0,,,,,False,,,,True,,False,False,False,True,,,,
51121,1688,1254.0,1637.0,,,,1800.0,,2069.2,1087.4,1431.5,2320.0,,482.3,,,-434.0,-51.0,,,,112.0,,381.2,-600.6,-256.5,632.0,,-1205.7,,,True,,,,True,,True,False,True,False,,False,,
51125,247,108.0,185.0,,,,187.0,,3469.0,80.4,143.0,150.0,,,,,-139.0,-62.0,,,,-60.0,,3222.0,-166.6,-104.0,-97.0,,,,,True,,,,True,,False,False,True,True,,,,
51127,397,216.0,249.0,,,,239.0,,207.7,168.8,245.0,319.0,,,,,-181.0,-148.0,,,,-158.0,,-189.3,-228.2,-152.0,-78.0,,,,,True,,,,True,,False,False,True,True,,,,
51131,153,84.0,162.0,,,,119.0,,68.5,18.5,118.0,172.0,,,,,-69.0,9.0,,,,-34.0,,-84.5,-134.5,-35.0,19.0,,,,,True,,,,True,,False,False,True,True,,,,
51133,205,144.0,220.0,,,,118.0,,729.4,56.5,45.0,180.0,,,,,-61.0,15.0,,,,-87.0,,524.4,-148.5,-160.0,-25.0,,,,,True,,,,False,,False,False,False,True,,,,
51135,814,180.0,239.0,,,,269.0,,64.4,148.8,148.0,337.0,,,,,-634.0,-575.0,,,,-545.0,,-749.6,-665.2,-666.0,-477.0,,,,,True,,,,True,,False,False,False,True,,,,
51137,585,306.0,518.0,,,,481.0,,324.6,482.1,373.0,604.0,,,,,-279.0,-67.0,,,,-104.0,,-260.4,-102.9,-212.0,19.0,,,,,True,,,,True,,True,True,True,True,,,,
51139,618,186.0,232.0,,,,505.0,,213.9,308.2,236.0,342.0,,,,,-432.0,-386.0,,,,-113.0,,-404.1,-309.8,-382.0,-276.0,,,,,True,,,,True,,True,True,True,True,,,,
51141,413,234.0,359.0,,,,353.0,,192.9,290.4,292.5,310.0,,,,,-179.0,-54.0,,,,-60.0,,-220.1,-122.6,-120.5,-103.0,,,,,True,,,,True,,False,True,True,True,,,,
51143,1371,876.0,924.0,,,,994.0,,626.0,933.1,1319.5,1340.0,,,,,-495.0,-447.0,,,,-377.0,,-745.0,-437.9,-51.5,-31.0,,,,,True,,,,True,,False,True,True,True,,,,
51145,513,336.0,458.0,,,,305.0,,459.4,312.5,374.0,536.0,,,,,-177.0,-55.0,,,,-208.0,,-53.6,-200.5,-139.0,23.0,,,,,True,,,,False,,True,False,True,True,,,,
51147,352,156.0,244.0,,,,344.0,,179.2,174.5,118.0,346.0,,,,,-196.0,-108.0,,,,-8.0,,-172.8,-177.5,-234.0,-6.0,,,,,True,,,,True,,True,True,False,True,,,,
51149,529,324.0,453.0,,,,464.0,,455.3,448.0,326.0,611.0,,,,,-205.0,-76.0,,,,-65.0,,-73.7,-81.0,-203.0,82.0,,,,,True,,,,True,,True,True,True,True,,,,
51153,9960,8286.0,11578.0,,,,5524.0,,15215.7,11172.2,9795.0,7379.0,,7829.5,,,-1674.0,1618.0,,,,-4436.0,,5255.7,1212.2,-165.0,-2581.0,,-2130.5,,,True,,,,False,,False,True,True,False,,False,,
51155,1089,864.0,1377.0,,,,770.0,,2755.8,564.0,1403.0,1006.0,,,,,-225.0,288.0,,,,-319.0,,1666.8,-525.0,314.0,-83.0,,,,,False,,,,False,,False,False,False,True,,,,
51157,107,48.0,59.0,,,,85.0,,636.1,19.9,32.0,83.0,,,,,-59.0,-48.0,,,,-22.0,,529.1,-87.1,-75.0,-24.0,,,,,True,,,,True,,False,False,False,True,,,,
51159,574,204.0,184.0,,,,126.0,,790.6,57.3,300.0,182.0,,,,,-370.0,-390.0,,,,-448.0,,216.6,-516.7,-274.0,-392.0,,,,,False,,,,False,,True,False,True,False,,,,
51161,2234,2424.0,2276.0,,,,1676.0,,12209.6,1786.0,2965.0,2775.0,,1684.5,,,190.0,42.0,,,,-558.0,,9975.6,-448.0,731.0,541.0,,-549.5,,,True,,,,False,,False,False,False,False,,False,,
51163,520,234.0,441.0,,,,395.0,,200.7,158.2,332.0,425.0,,,,,-286.0,-79.0,,,,-125.0,,-319.3,-361.8,-188.0,-95.0,,,,,True,,,,True,,False,False,True,True,,,,
51165,2269,858.0,1730.0,,,,1467.0,,2119.0,1219.2,1097.5,1607.0,,783.1,,,-1411.0,-539.0,,,,-802.0,,-150.0,-1049.8,-1171.5,-662.0,,-1485.9,,,True,,,,True,,True,True,True,True,,False,,
51167,919,330.0,216.0,,,,591.0,,131.7,274.7,157.0,605.0,,,,,-589.0,-703.0,,,,-328.0,,-787.3,-644.3,-762.0,-314.0,,,,,False,,,,True,,False,False,False,True,,,,
51169,561,462.0,390.0,,,,435.0,,343.2,220.7,251.5,662.0,,,,,-99.0,-171.0,,,,-126.0,,-217.8,-340.3,-309.5,101.0,,,,,False,,,,False,,False,False,False,False,,,,
