,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
49019,0,0.0,,,1.0,0.0,,,,,21.9,,,,242.0,,85.8,0.0,,,,0.3,0.4,51.0,1.3,,,,,,,,,4.0,0.0,,,1.0,0.0,,,,,21.9,,,,242.0,,85.8,0.0,,,,0.3,0.4,51.0,1.3,,,,,,,,,4.0,,,False,True,,,,,False,,,,False,,False,True,,,,False,False,False,False,,,,,,,,,False
49021,0,0.0,,,6.0,0.0,,,,,18.3,,,,275.0,,1237.5,0.0,1591.5,,,0.3,0.7,67.0,6.5,,,,,,,,,4.6,0.0,,,6.0,0.0,,,,,18.3,,,,275.0,,1237.5,0.0,1591.5,,,0.3,0.7,67.0,6.5,,,,,,,,,4.6,,,False,True,,,,,False,,,,False,,False,True,False,,,False,False,False,False,,,,,,,,,False
49023,0,0.0,,,3.0,0.0,,,,,4.4,,,,250.0,,225.1,0.0,,,,0.3,0.4,23.0,,,,,,,,,,4.1,0.0,,,3.0,0.0,,,,,4.4,,,,250.0,,225.1,0.0,,,,0.3,0.4,23.0,,,,,,,,,,4.1,,,False,True,,,,,False,,,,False,,False,True,,,,False,False,False,,,,,,,,,,False
49025,0,0.0,,,1.0,0.0,,,,,23.1,,,,37.0,,165.1,0.0,,,,0.3,1.1,31.0,1.0,,,,,,,,,5.3,0.0,,,1.0,0.0,,,,,23.1,,,,37.0,,165.1,0.0,,,,0.3,1.1,31.0,1.0,,,,,,,,,5.3,,,False,True,,,,,False,,,,False,,False,True,,,,False,False,False,False,,,,,,,,,False
49027,0,0.0,,,3.0,0.0,,,,,4.1,,,,213.0,,261.5,0.0,,,,0.3,0.5,95.0,,,,,,,,,,4.1,0.0,,,3.0,0.0,,,,,4.1,,,,213.0,,261.5,0.0,,,,0.3,0.5,95.0,,,,,,,,,,4.1,,,False,True,,,,,False,,,,False,,False,True,,,,False,False,False,,,,,,,,,,False
49029,0,0.0,,,1.0,0.0,,,,,4.6,,,,133.0,,193.8,0.0,,,,0.2,0.6,28.0,1.3,,,,,,,,,4.0,0.0,,,1.0,0.0,,,,,4.6,,,,133.0,,193.8,0.0,,,,0.2,0.6,28.0,1.3,,,,,,,,,4.0,,,False,True,,,,,False,,,,False,,False,True,,,,False,False,False,False,,,,,,,,,False
49031,0,0.0,,,0.0,0.0,,,,,3.5,,,,17.0,,28.0,0.0,,,,0.2,0.6,8.0,0.2,,,,,,,,,4.1,0.0,,,0.0,0.0,,,,,3.5,,,,17.0,,28.0,0.0,,,,0.2,0.6,8.0,0.2,,,,,,,,,4.1,,,True,True,,,,,False,,,,False,,False,True,,,,False,False,False,False,,,,,,,,,False
49033,0,0.0,,,0.0,0.0,,,,,4.0,,,,11.0,,30.4,0.0,,,,0.2,0.6,9.0,0.3,,,,,,,,,4.1,0.0,,,0.0,0.0,,,,,4.0,,,,11.0,,30.4,0.0,,,,0.2,0.6,9.0,0.3,,,,,,,,,4.1,,,True,True,,,,,False,,,,False,,False,True,,,,False,False,False,False,,,,,,,,,False
49035,23155,26904.0,,24244.8,24223.0,25962.0,,,,,18035.7,,24721.0,,31798.0,,14724.1,21229.8,29195.0,,20507.5,23679.5,26565.4,23040.0,24544.2,,,,,17784.0,20359.0,,,50773.1,3749.0,,1089.8,1068.0,2807.0,,,,,-5119.3,,1566.0,,8643.0,,-8430.9,-1925.2,6040.0,,-2647.5,524.5,3410.4,-115.0,1389.2,,,,,-5371.0,-2796.0,,,27618.1,,True,True,True,,,,,False,,True,,False,,False,True,False,,True,True,True,True,True,,,,,False,True,,,False
49037,283,420.0,,,326.0,0.0,,,,,381.9,,,,202.0,,496.5,204.0,397.5,,299.0,377.3,462.8,320.0,254.0,,,,,,,,,413.3,137.0,,,43.0,-283.0,,,,,98.9,,,,-81.0,,213.5,-79.0,114.5,,16.0,94.3,179.8,37.0,-29.0,,,,,,,,,130.3,,,True,False,,,,,True,,,,True,,False,True,True,,True,True,False,True,True,,,,,,,,,True
49039,0,0.0,,,4.0,0.0,,,,,4.1,,,,340.0,,678.9,0.0,941.5,,,0.3,0.2,189.0,4.1,,,,,,,,,4.0,0.0,,,4.0,0.0,,,,,4.1,,,,340.0,,678.9,0.0,941.5,,,0.3,0.2,189.0,4.1,,,,,,,,,4.0,,,False,True,,,,,False,,,,False,,False,True,False,,,False,False,False,False,,,,,,,,,False
49041,0,0.0,,,1.0,0.0,,,,,3.9,,,,550.0,,441.2,0.0,,,,0.3,4.8,151.0,2.0,,,,,,,,,4.1,0.0,,,1.0,0.0,,,,,3.9,,,,550.0,,441.2,0.0,,,,0.3,4.8,151.0,2.0,,,,,,,,,4.1,,,False,True,,,,,False,,,,False,,False,True,,,,False,False,False,False,,,,,,,,,False
49043,1107,716.0,,,606.0,585.0,,,,,526.7,,744.1,,498.0,,541.5,391.2,809.5,,593.0,663.7,979.8,583.0,697.0,,,,,381.7,,,,692.7,-391.0,,,-501.0,-522.0,,,,,-580.3,,-362.9,,-609.0,,-565.5,-715.8,-297.5,,-514.0,-443.3,-127.2,-524.0,-410.0,,,,,-725.3,,,,-414.3,,,False,False,,,,,False,,True,,False,,False,False,True,,False,False,True,False,False,,,,,False,,,,False
49045,1391,1688.0,,,1406.0,1282.0,,,,,1326.1,,,,1956.0,,1187.0,900.5,1426.0,,1486.0,1661.6,2213.9,1339.0,1414.8,,,,,1621.2,,,,1947.9,297.0,,,15.0,-109.0,,,,,-64.9,,,,565.0,,-204.0,-490.5,35.0,,95.0,270.6,822.9,-52.0,23.8,,,,,230.2,,,,556.9,,,True,True,,,,,True,,,,False,,True,False,True,,True,True,False,True,True,,,,,True,,,,False
49047,0,0.0,,,4.0,0.0,,,,,16.5,,,,806.0,,338.8,0.0,444.0,,,0.2,0.5,100.0,68.7,,,,,,,,,4.3,0.0,,,4.0,0.0,,,,,16.5,,,,806.0,,338.8,0.0,444.0,,,0.2,0.5,100.0,68.7,,,,,,,,,4.3,,,False,True,,,,,False,,,,False,,False,True,False,,,False,False,False,False,,,,,,,,,False
49049,16855,16340.0,,14980.5,14973.0,14877.0,,,,,10965.3,,17056.0,,18415.0,,8849.9,11254.4,16259.5,,15024.5,15136.1,18716.3,11511.0,14022.8,,,,,5954.4,12874.0,,,25067.1,-515.0,,-1874.5,-1882.0,-1978.0,,,,,-5889.7,,201.0,,1560.0,,-8005.1,-5600.6,-595.5,,-1830.5,-1718.9,1861.3,-5344.0,-2832.2,,,,,-10900.6,-3981.0,,,8212.1,,False,False,False,,,,,False,,True,,False,,False,False,False,,False,False,False,False,False,,,,,False,False,,,False
49051,786,972.0,,,660.0,545.0,,,,,712.4,,933.8,,574.0,,660.4,509.3,933.0,,480.5,829.6,1113.2,689.0,464.8,,,,,1378.6,,,,1042.1,186.0,,,-126.0,-241.0,,,,,-73.6,,147.8,,-212.0,,-125.6,-276.7,147.0,,-305.5,43.6,327.2,-97.0,-321.2,,,,,592.6,,,,256.1,,,True,False,,,,,True,,True,,False,,True,False,True,,False,True,False,True,False,,,,,False,,,,False
49053,0,0.0,,,9.0,0.0,,,,,16.7,,,,1283.0,,3979.0,0.0,4566.5,,,0.4,1.2,308.0,22.5,,,,,,,,,4.0,0.0,,,9.0,0.0,,,,,16.7,,,,1283.0,,3979.0,0.0,4566.5,,,0.4,1.2,308.0,22.5,,,,,,,,,4.0,,,False,True,,,,,False,,,,False,,False,True,False,,,False,False,False,False,,,,,,,,,False
49055,0,0.0,,,0.0,0.0,,,,,3.8,,,,23.0,,53.3,0.0,,,,0.3,0.6,15.0,0.3,,,,,,,,,4.1,0.0,,,0.0,0.0,,,,,3.8,,,,23.0,,53.3,0.0,,,,0.3,0.6,15.0,0.3,,,,,,,,,4.1,,,True,True,,,,,False,,,,False,,False,True,,,,False,False,False,False,,,,,,,,,False
49057,0,0.0,,,13.0,3.0,,,,,4.4,,,,4047.0,,5160.8,0.0,5258.0,,,0.3,0.6,548.0,45.4,,,,,,,,,4.2,0.0,,,13.0,3.0,,,,,4.4,,,,4047.0,,5160.8,0.0,5258.0,,,0.3,0.6,548.0,45.4,,,,,,,,,4.2,,,False,False,,,,,False,,,,False,,False,True,False,,,False,False,False,False,,,,,,,,,False
50001,205,72.0,,,105.0,101.0,,,,,91.2,,,,130.0,,154.8,27.7,135.0,,72.0,87.5,162.2,197.0,104.7,,,,,,,,,165.5,-133.0,,,-100.0,-104.0,,,,,-113.8,,,,-75.0,,-50.2,-177.3,-70.0,,-133.0,-117.5,-42.8,-8.0,-100.3,,,,,,,,,-39.5,,,True,True,,,,,True,,,,True,,True,False,True,,False,True,True,True,True,,,,,,,,,True
50003,326,244.0,,,242.0,414.0,,,,,279.8,,,,190.0,,223.9,102.8,246.0,,442.0,282.2,415.1,299.0,128.9,,,,,,,,,163.5,-82.0,,,-84.0,88.0,,,,,-46.2,,,,-136.0,,-102.1,-223.2,-80.0,,116.0,-43.8,89.1,-27.0,-197.1,,,,,,,,,-162.5,,,False,False,,,,,True,,,,False,,False,False,True,,False,True,False,True,False,,,,,,,,,False
50005,104,88.0,,,102.0,84.0,,,,,100.6,,,,285.0,,161.2,35.0,188.5,,85.0,117.1,175.8,209.0,61.9,,,,,,,,,86.1,-16.0,,,-2.0,-20.0,,,,,-3.4,,,,181.0,,57.2,-69.0,84.5,,-19.0,13.1,71.8,105.0,-42.1,,,,,,,,,-17.9,,,True,False,,,,,True,,,,False,,False,False,False,,False,True,False,False,False,,,,,,,,,False
50007,1119,1016.0,,,1258.0,1106.0,,,,,1154.4,,2666.8,,1229.0,,1882.4,1507.6,1352.5,,1250.0,1271.6,1631.3,1152.0,698.0,,,,,,2292.0,,,1700.9,-103.0,,,139.0,-13.0,,,,,35.4,,1547.8,,110.0,,763.4,388.6,233.5,,131.0,152.6,512.3,33.0,-421.0,,,,,,1173.0,,,581.9,,,False,True,,,,,True,,False,,False,,False,False,False,,False,False,False,True,False,,,,,,False,,,False
50009,27,40.0,,,50.0,41.0,,,,,57.8,,,,55.0,,125.0,27.1,,,67.0,52.2,69.4,49.0,25.4,,,,,,,,,32.8,13.0,,,23.0,14.0,,,,,30.8,,,,28.0,,98.0,0.1,,,40.0,25.2,42.4,22.0,-1.6,,,,,,,,,5.8,,,False,False,,,,,False,,,,False,,False,True,,,False,False,False,False,True,,,,,,,,,True
50011,250,284.0,,,357.0,425.0,,,,,412.7,,,,278.0,,582.7,207.3,459.5,,410.0,362.2,454.9,372.0,81.6,,,,,,,,,254.8,34.0,,,107.0,175.0,,,,,162.7,,,,28.0,,332.7,-42.7,209.5,,160.0,112.2,204.9,122.0,-168.4,,,,,,,,,4.8,,,False,False,,,,,False,,,,True,,False,False,False,,False,False,False,False,False,,,,,,,,,True
50013,16,24.0,,,24.0,32.0,,,,,61.0,,,,24.0,,45.5,6.0,,,20.0,34.9,56.2,54.0,17.3,,,,,,,,,10.3,8.0,,,8.0,16.0,,,,,45.0,,,,8.0,,29.5,-10.0,,,4.0,18.9,40.2,38.0,1.3,,,,,,,,,-5.7,,,False,False,,,,,False,,,,False,,False,False,,,True,False,False,False,True,,,,,,,,,True
50015,56,80.0,,,72.0,68.0,,,,,162.9,,,,134.0,,66.8,62.9,,,63.0,121.3,178.6,129.0,62.0,,,,,,,,,73.2,24.0,,,16.0,12.0,,,,,106.9,,,,78.0,,10.8,6.9,,,7.0,65.3,122.6,73.0,6.0,,,,,,,,,17.2,,,True,True,,,,,False,,,,False,,True,True,,,True,False,False,False,True,,,,,,,,,True
50017,86,92.0,,,92.0,68.0,,,,,140.2,,,,265.0,,116.9,42.2,,,17.0,135.7,204.4,210.0,68.9,,,,,,,,,81.0,6.0,,,6.0,-18.0,,,,,54.2,,,,179.0,,30.9,-43.8,,,-69.0,49.7,118.4,124.0,-17.1,,,,,,,,,-5.0,,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,,,,,,,,,True
50019,75,216.0,,,222.0,293.0,,,,,163.8,,,,201.0,,246.0,38.5,,,242.0,213.3,264.6,262.0,77.1,,,,,,,,,245.6,141.0,,,147.0,218.0,,,,,88.8,,,,126.0,,171.0,-36.5,,,167.0,138.3,189.6,187.0,2.1,,,,,,,,,170.6,,,False,False,,,,,True,,,,True,,False,True,,,False,True,False,False,True,,,,,,,,,False
50021,246,168.0,,,168.0,179.0,,,,,168.8,,,,276.0,,153.6,174.1,222.5,,174.0,174.8,305.6,375.0,96.5,,,,,,,,,100.6,-78.0,,,-78.0,-67.0,,,,,-77.2,,,,30.0,,-92.4,-71.9,-23.5,,-72.0,-71.2,59.6,129.0,-149.5,,,,,,,,,-145.4,,,False,True,,,,,True,,,,True,,False,True,True,,True,True,True,False,False,,,,,,,,,False
50023,119,220.0,,,222.0,201.0,,,,,290.5,,,,479.0,,201.5,107.6,572.5,,66.0,231.2,385.3,352.0,191.9,,,,,,,,,303.2,101.0,,,103.0,82.0,,,,,171.5,,,,360.0,,82.5,-11.4,453.5,,-53.0,112.2,266.3,233.0,72.9,,,,,,,,,184.2,,,False,True,,,,,False,,,,False,,True,True,False,,True,False,False,False,True,,,,,,,,,False
50025,286,184.0,,,250.0,240.0,,,,,213.8,,,,271.0,,370.9,112.3,317.5,,302.0,214.6,324.6,318.0,106.7,,,,,,,,,487.8,-102.0,,,-36.0,-46.0,,,,,-72.2,,,,-15.0,,84.9,-173.7,31.5,,16.0,-71.4,38.6,32.0,-179.3,,,,,,,,,201.8,,,True,True,,,,,True,,,,True,,True,False,True,,True,True,True,True,False,,,,,,,,,False
50027,251,204.0,,,268.0,307.0,,,,,217.9,,,,322.0,,293.4,79.7,308.5,,248.0,200.0,322.7,353.0,149.8,,,,,,,,,248.2,-47.0,,,17.0,56.0,,,,,-33.1,,,,71.0,,42.4,-171.3,57.5,,-3.0,-51.0,71.7,102.0,-101.2,,,,,,,,,-2.8,,,True,False,,,,,True,,,,False,,True,False,False,,True,False,False,False,False,,,,,,,,,True
51001,442,448.0,,,420.0,445.0,,,,,362.1,,,,358.0,,412.0,246.0,380.5,,427.0,421.5,488.2,504.0,505.6,,,,,,,,,529.9,6.0,,,-22.0,3.0,,,,,-79.9,,,,-84.0,,-30.0,-196.0,-61.5,,-15.0,-20.5,46.2,62.0,63.6,,,,,,,,,87.9,,,False,True,,,,,False,,,,False,,False,False,False,,False,False,False,False,False,,,,,,,,,False
51003,970,880.0,,,1007.0,1249.0,,,,,937.1,,,,1058.0,,2267.4,1024.3,1050.5,,1038.5,895.0,1069.7,879.0,1396.1,,,,,602.3,,,,2164.6,-90.0,,,37.0,279.0,,,,,-32.9,,,,88.0,,1297.4,54.3,80.5,,68.5,-75.0,99.7,-91.0,426.1,,,,,-367.7,,,,1194.6,,,True,False,,,,,True,,,,True,,False,True,True,,True,True,False,False,False,,,,,False,,,,False
51005,389,476.0,,,427.0,540.0,,,,,393.0,,,,290.0,,857.0,99.0,,,644.0,374.7,371.4,332.0,201.8,,,,,,,,,786.7,87.0,,,38.0,151.0,,,,,4.0,,,,-99.0,,468.0,-290.0,,,255.0,-14.3,-17.6,-57.0,-187.2,,,,,,,,,397.7,,,True,False,,,,,True,,,,False,,False,False,,,False,True,True,True,False,,,,,,,,,False
51007,166,156.0,,,157.0,167.0,,,,,125.9,,,,170.0,,369.3,59.8,,,129.0,170.5,184.3,145.0,81.5,,,,,,,,,187.0,-10.0,,,-9.0,1.0,,,,,-40.1,,,,4.0,,203.3,-106.2,,,-37.0,4.5,18.3,-21.0,-84.5,,,,,,,,,21.0,,,True,True,,,,,False,,,,True,,False,False,,,False,True,False,False,False,,,,,,,,,False
51009,676,696.0,,,684.0,1184.0,,,,,593.8,,,,517.0,,992.3,233.1,691.0,,1163.5,634.5,616.0,613.0,412.0,,,,,,,,,1330.9,20.0,,,8.0,508.0,,,,,-82.2,,,,-159.0,,316.3,-442.9,15.0,,487.5,-41.5,-60.0,-63.0,-264.0,,,,,,,,,654.9,,,True,False,,,,,False,,,,False,,False,False,True,,False,False,False,False,False,,,,,,,,,False
51011,404,228.0,,,242.0,234.0,,,,,250.9,,,,253.0,,253.8,86.0,,,249.0,246.6,264.3,286.0,211.4,,,,,,,,,312.1,-176.0,,,-162.0,-170.0,,,,,-153.1,,,,-151.0,,-150.2,-318.0,,,-155.0,-157.4,-139.7,-118.0,-192.6,,,,,,,,,-91.9,,,True,True,,,,,True,,,,True,,True,False,,,True,True,True,True,False,,,,,,,,,True
51013,2584,2492.0,,,2748.0,2575.0,,,,,3163.1,,3620.6,,2080.0,,3553.1,2106.9,2997.0,,2836.5,2679.4,3478.0,2387.0,2461.7,,,,,3155.8,3069.0,,,3789.9,-92.0,,,164.0,-9.0,,,,,579.1,,1036.6,,-504.0,,969.1,-477.1,413.0,,252.5,95.4,894.0,-197.0,-122.3,,,,,571.8,485.0,,,1205.9,,,False,True,,,,,False,,False,,False,,False,False,False,,False,False,False,False,False,,,,,False,False,,,False
51015,1930,2452.0,,,2731.0,4922.0,,,,,2103.5,,,,1416.0,,8128.1,1802.9,2985.5,,4390.0,2073.2,2040.4,1719.0,,,,,,,,,,4966.6,522.0,,,801.0,2992.0,,,,,173.5,,,,-514.0,,6198.1,-127.1,1055.5,,2460.0,143.2,110.4,-211.0,,,,,,,,,,3036.6,,,False,False,,,,,True,,,,True,,False,True,False,,False,True,True,True,,,,,,,,,,False
51017,108,112.0,,,74.0,56.0,,,,,102.2,,,,77.0,,87.5,75.8,,,25.0,73.7,102.7,75.0,64.4,,,,,,,,,171.8,4.0,,,-34.0,-52.0,,,,,-5.8,,,,-31.0,,-20.5,-32.2,,,-83.0,-34.3,-5.3,-33.0,-43.6,,,,,,,,,63.8,,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,,,,,,,,,False
51019,1378,1204.0,,,1266.0,1615.0,,,,,1509.3,,,,1166.0,,1577.9,750.8,,,1329.0,1293.3,1266.1,1200.0,,,,,,570.6,,,,1982.5,-174.0,,,-112.0,237.0,,,,,131.3,,,,-212.0,,199.9,-627.2,,,-49.0,-84.7,-111.9,-178.0,,,,,,-807.4,,,,604.5,,,True,False,,,,,True,,,,False,,False,False,,,True,True,True,False,,,,,,False,,,,False
51021,187,468.0,,,282.0,11.0,,,,,189.7,,,,90.0,,1086.8,154.1,,,981.5,323.1,315.3,248.0,121.4,,,,,,,,,614.5,281.0,,,95.0,-176.0,,,,,2.7,,,,-97.0,,899.8,-32.9,,,794.5,136.1,128.3,61.0,-65.6,,,,,,,,,427.5,,,True,True,,,,,True,,,,True,,False,True,,,False,True,True,True,True,,,,,,,,,False
51023,517,512.0,,,497.0,658.0,,,,,458.9,,,,492.0,,579.9,183.4,545.0,,375.0,476.3,548.6,481.0,580.7,,,,,,,,,454.7,-5.0,,,-20.0,141.0,,,,,-58.1,,,,-25.0,,62.9,-333.6,28.0,,-142.0,-40.7,31.6,-36.0,63.7,,,,,,,,,-62.3,,,False,False,,,,,False,,,,False,,False,False,False,,False,False,False,False,False,,,,,,,,,False
51025,255,132.0,,,156.0,147.0,,,,,111.9,,,,255.0,,933.2,79.3,,,76.0,122.1,132.6,180.0,181.7,,,,,,,,,292.2,-123.0,,,-99.0,-108.0,,,,,-143.1,,,,0.0,,678.2,-175.7,,,-179.0,-132.9,-122.4,-75.0,-73.3,,,,,,,,,37.2,,,True,True,,,,,False,,,,True,,False,False,,,False,False,True,True,True,,,,,,,,,True
51027,370,332.0,,,349.0,536.0,,,,,261.7,,,,373.0,,594.1,137.4,,,260.0,268.6,308.0,310.0,413.2,,,,,,,,,828.2,-38.0,,,-21.0,166.0,,,,,-108.3,,,,3.0,,224.1,-232.6,,,-110.0,-101.4,-62.0,-60.0,43.2,,,,,,,,,458.2,,,True,False,,,,,False,,,,True,,False,False,,,False,False,False,False,False,,,,,,,,,False
51029,411,440.0,,,432.0,571.0,,,,,207.6,,,,237.0,,4584.6,192.1,,,1430.5,484.6,464.1,332.0,481.8,,,,,,,,,552.6,29.0,,,21.0,160.0,,,,,-203.4,,,,-174.0,,4173.6,-218.9,,,1019.5,73.6,53.1,-79.0,70.8,,,,,,,,,141.6,,,True,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,,,,,,,,,False
51031,986,804.0,,,850.0,879.0,,,,,975.0,,,,929.0,,675.4,619.7,817.5,,917.0,853.6,858.9,861.0,556.7,,,,,,,,,888.3,-182.0,,,-136.0,-107.0,,,,,-11.0,,,,-57.0,,-310.6,-366.3,-168.5,,-69.0,-132.4,-127.1,-125.0,-429.3,,,,,,,,,-97.7,,,True,True,,,,,True,,,,True,,False,False,True,,True,True,True,True,False,,,,,,,,,True
51033,367,332.0,,,359.0,394.0,,,,,444.6,,,,385.0,,597.1,395.6,406.5,,296.0,336.4,409.0,370.0,149.3,,,,,,,,,473.6,-35.0,,,-8.0,27.0,,,,,77.6,,,,18.0,,230.1,28.6,39.5,,-71.0,-30.6,42.0,3.0,-217.7,,,,,,,,,106.6,,,True,True,,,,,False,,,,True,,False,True,False,,False,True,False,True,False,,,,,,,,,False
51035,517,476.0,,,538.0,453.0,,,,,468.1,,,,616.0,,558.2,433.8,617.5,,498.5,628.0,680.6,497.0,646.5,,,,,,,,,573.9,-41.0,,,21.0,-64.0,,,,,-48.9,,,,99.0,,41.2,-83.2,100.5,,-18.5,111.0,163.6,-20.0,129.5,,,,,,,,,56.9,,,True,False,,,,,False,,,,False,,False,False,False,,True,False,False,True,False,,,,,,,,,False
51036,76,24.0,,,26.0,16.0,,,,,50.1,,,,80.0,,13.2,6.4,,,8.0,43.6,63.3,50.0,65.8,,,,,,,,,27.6,-52.0,,,-50.0,-60.0,,,,,-25.9,,,,4.0,,-62.8,-69.6,,,-68.0,-32.4,-12.7,-26.0,-10.2,,,,,,,,,-48.4,,,True,False,,,,,True,,,,True,,False,False,,,False,True,True,True,True,,,,,,,,,True
51037,119,60.0,,,55.0,28.0,,,,,75.6,,,,195.0,,17.5,34.8,,,56.0,77.4,105.0,111.0,48.1,,,,,,,,,57.5,-59.0,,,-64.0,-91.0,,,,,-43.4,,,,76.0,,-101.5,-84.2,,,-63.0,-41.6,-14.0,-8.0,-70.9,,,,,,,,,-61.5,,,False,False,,,,,True,,,,False,,False,False,,,False,True,True,True,False,,,,,,,,,False
51041,3851,3224.0,,,3488.0,3686.0,,,,,4519.6,,,,3630.0,,3827.4,3716.1,3743.0,,3433.0,3500.2,3886.3,3002.0,2997.9,,,,,3457.0,3877.0,,,3667.0,-627.0,,,-363.0,-165.0,,,,,668.6,,,,-221.0,,-23.6,-134.9,-108.0,,-418.0,-350.8,35.3,-849.0,-853.1,,,,,-394.0,26.0,,,-184.0,,,True,True,,,,,False,,,,True,,True,True,True,,True,True,True,False,False,,,,,True,True,,,True
51043,182,184.0,,,185.0,256.0,,,,,149.3,,,,284.0,,256.9,68.7,,,155.0,204.0,297.9,155.0,176.3,,,,,,,,,159.8,2.0,,,3.0,74.0,,,,,-32.7,,,,102.0,,74.9,-113.3,,,-27.0,22.0,115.9,-27.0,-5.7,,,,,,,,,-22.2,,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,,,,,,,,,False
51045,46,48.0,,,50.0,28.0,,,,,58.1,,,,80.0,,35.0,9.8,,,49.0,53.0,84.0,55.0,67.5,,,,,,,,,59.5,2.0,,,4.0,-18.0,,,,,12.1,,,,34.0,,-11.0,-36.2,,,3.0,7.0,38.0,9.0,21.5,,,,,,,,,13.5,,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,,,,,,,,,False
51047,769,708.0,,,661.0,591.0,,,,,557.6,,,,745.0,,254.6,493.9,616.0,,390.0,746.6,917.2,654.0,929.8,,,,,549.2,,,,825.2,-61.0,,,-108.0,-178.0,,,,,-211.4,,,,-24.0,,-514.4,-275.1,-153.0,,-379.0,-22.4,148.2,-115.0,160.8,,,,,-219.8,,,,56.2,,,False,False,,,,,False,,,,True,,False,False,False,,False,True,False,False,False,,,,,False,,,,True
51049,49,24.0,,,41.0,50.0,,,,,25.9,,,,125.0,,61.1,14.8,,,0.0,30.5,60.9,69.0,59.8,,,,,,,,,33.6,-25.0,,,-8.0,1.0,,,,,-23.1,,,,76.0,,12.1,-34.2,,,-49.0,-18.5,11.9,20.0,10.8,,,,,,,,,-15.4,,,True,True,,,,,True,,,,False,,True,False,,,False,True,True,True,True,,,,,,,,,True
51051,258,520.0,,,413.0,745.0,,,,,294.7,,,,287.0,,4086.3,358.5,,,513.0,362.5,328.9,323.0,200.3,,,,,,,,,649.2,262.0,,,155.0,487.0,,,,,36.7,,,,29.0,,3828.3,100.5,,,255.0,104.5,70.9,65.0,-57.7,,,,,,,,,391.2,,,True,False,,,,,True,,,,True,,False,True,,,True,True,True,True,True,,,,,,,,,False
51053,311,152.0,,,175.0,168.0,,,,,159.8,,,,397.0,,176.8,225.5,,,167.0,166.5,215.7,221.0,259.5,,,,,,,,,168.1,-159.0,,,-136.0,-143.0,,,,,-151.2,,,,86.0,,-134.2,-85.5,,,-144.0,-144.5,-95.3,-90.0,-51.5,,,,,,,,,-142.9,,,True,True,,,,,True,,,,True,,True,True,,,True,True,True,True,True,,,,,,,,,True
