,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
47091,228,303.0,,,298.0,129.0,,,,,358.1,26.6,,,240.0,,288.4,145.9,,,349.0,319.9,,367.0,318.0,321.7,,,,,,,,,310.0,75.0,,,70.0,-99.0,,,,,130.1,-201.4,,,12.0,,60.4,-82.1,,,121.0,91.9,,139.0,90.0,93.7,,,,,,,,,82.0,,,True,False,,,,,False,False,,,True,,True,False,,,False,False,,False,False,False,,,,,,,,,False
47093,8904,10632.0,,10283.7,10632.0,7885.0,,,,,9744.9,11026.9,,19483.1,9718.0,,22895.3,5988.2,12796.0,,18017.0,12980.6,,12921.0,10092.0,8346.5,,,,,10497.0,13098.0,,,14296.9,1728.0,,1379.7,1728.0,-1019.0,,,,,840.9,2122.9,,10579.1,814.0,,13991.3,-2915.8,3892.0,,9113.0,4076.6,,4017.0,1188.0,-557.5,,,,,1593.0,4194.0,,,5392.9,,True,False,True,,,,,True,False,,False,True,,False,False,False,,False,False,,False,True,True,,,,,True,False,,,False
47095,165,168.0,,,162.0,0.0,,,,,231.5,12.0,,,131.0,,181.8,83.3,,,259.0,139.2,,229.0,176.0,216.3,,,,,,,,,188.9,3.0,,,-3.0,-165.0,,,,,66.5,-153.0,,,-34.0,,16.8,-81.7,,,94.0,-25.8,,64.0,11.0,51.3,,,,,,,,,23.9,,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,,,,False
47097,374,516.0,,,517.0,161.0,,,,,473.2,73.6,,,711.0,,1161.5,249.0,,,646.0,461.1,,599.0,544.0,463.4,,,,,493.8,,,,447.5,142.0,,,143.0,-213.0,,,,,99.2,-300.4,,,337.0,,787.5,-125.0,,,272.0,87.1,,225.0,170.0,89.4,,,,,119.8,,,,73.5,,,False,False,,,,,True,False,,,False,,False,True,,,False,True,,False,False,True,,,,,True,,,,True
47099,988,1395.0,,,1337.0,424.0,,,,,992.7,377.1,,,1342.0,,3047.7,663.3,1537.5,,1993.5,1427.1,,1641.0,1182.0,978.7,,,,,1240.4,,,,2173.5,407.0,,,349.0,-564.0,,,,,4.7,-610.9,,,354.0,,2059.7,-324.7,549.5,,1005.5,439.1,,653.0,194.0,-9.3,,,,,252.4,,,,1185.5,,,True,False,,,,,True,False,,,True,,False,True,False,,False,False,,False,True,True,,,,,True,,,,False
47101,176,402.0,,,312.0,158.0,,,,,243.6,59.3,,,312.0,,656.2,149.6,,,332.0,304.1,,395.0,337.0,250.1,,,,,,,,,482.6,226.0,,,136.0,-18.0,,,,,67.6,-116.7,,,136.0,,480.2,-26.4,,,156.0,128.1,,219.0,161.0,74.1,,,,,,,,,306.6,,,True,True,,,,,True,True,,,True,,False,True,,,True,True,,True,True,True,,,,,,,,,False
47103,822,1524.0,,,1257.0,862.0,,,,,934.6,337.4,,,1028.0,,3999.3,737.8,2012.5,,2188.0,1300.5,,1969.0,1076.0,824.4,,,,,1344.4,,,,1925.4,702.0,,,435.0,40.0,,,,,112.6,-484.6,,,206.0,,3177.3,-84.2,1190.5,,1366.0,478.5,,1147.0,254.0,2.4,,,,,522.4,,,,1103.4,,,True,True,,,,,True,True,,,True,,False,True,False,,False,True,,False,True,True,,,,,True,,,,False
47105,1242,1710.0,,,1721.0,1964.0,,,,,1271.0,397.8,,,1230.0,,5122.5,811.7,1898.5,,3329.0,1871.6,,2270.0,1369.0,1698.5,,,,,1289.4,,,,2705.1,468.0,,,479.0,722.0,,,,,29.0,-844.2,,,-12.0,,3880.5,-430.3,656.5,,2087.0,629.6,,1028.0,127.0,456.5,,,,,47.4,,,,1463.1,,,False,False,,,,,True,False,,,True,,False,True,False,,False,False,,False,True,True,,,,,True,,,,False
47107,1034,1548.0,,,1518.0,1381.0,,,,,1146.8,1028.0,,,1643.0,,3292.1,653.8,1840.5,,2304.0,1534.8,,2079.0,1345.0,928.9,,,,,1436.6,,,,2124.3,514.0,,,484.0,347.0,,,,,112.8,-6.0,,,609.0,,2258.1,-380.2,806.5,,1270.0,500.8,,1045.0,311.0,-105.1,,,,,402.6,,,,1090.3,,,True,True,,,,,True,True,,,False,,False,True,False,,False,True,,False,True,True,,,,,True,,,,False
47109,486,513.0,,,569.0,434.0,,,,,473.7,79.2,,,829.0,,1106.7,212.5,,,1075.0,649.7,,755.0,551.0,428.1,,,,,,,,,881.7,27.0,,,83.0,-52.0,,,,,-12.3,-406.8,,,343.0,,620.7,-273.5,,,589.0,163.7,,269.0,65.0,-57.9,,,,,,,,,395.7,,,False,False,,,,,True,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,,,,False
47111,427,702.0,,,662.0,346.0,,,,,510.7,99.3,,,512.0,,1402.2,324.1,,,1205.0,657.0,,936.0,657.0,812.6,,,,,538.2,,,,947.3,275.0,,,235.0,-81.0,,,,,83.7,-327.7,,,85.0,,975.2,-102.9,,,778.0,230.0,,509.0,230.0,385.6,,,,,111.2,,,,520.3,,,True,True,,,,,True,False,,,True,,False,True,,,False,True,,False,True,False,,,,,True,,,,False
47113,1643,2304.0,,,2188.0,195.0,,,,,1804.2,828.4,,,2087.0,,4977.9,1075.1,2252.0,,2923.5,2273.7,,2876.0,2173.0,1706.3,,,,,1433.4,,,,2512.3,661.0,,,545.0,-1448.0,,,,,161.2,-814.6,,,444.0,,3334.9,-567.9,609.0,,1280.5,630.7,,1233.0,530.0,63.3,,,,,-209.6,,,,869.3,,,True,False,,,,,True,False,,,True,,False,True,True,,False,True,,False,True,True,,,,,True,,,,False
47115,462,612.0,,,617.0,765.0,,,,,450.8,309.1,,,929.0,,1482.1,289.9,,,1043.0,577.0,,940.0,552.0,469.4,,,,,,,,,1314.8,150.0,,,155.0,303.0,,,,,-11.2,-152.9,,,467.0,,1020.1,-172.1,,,581.0,115.0,,478.0,90.0,7.4,,,,,,,,,852.8,,,False,False,,,,,True,False,,,False,,False,False,,,False,True,,False,True,True,,,,,,,,,False
47117,770,906.0,,,884.0,715.0,,,,,747.6,335.6,,,916.0,,1746.7,337.8,856.5,,1644.0,1028.3,,1111.0,824.0,586.7,,,,,761.1,,,,1039.0,136.0,,,114.0,-55.0,,,,,-22.4,-434.4,,,146.0,,976.7,-432.2,86.5,,874.0,258.3,,341.0,54.0,-183.3,,,,,-8.9,,,,269.0,,,True,True,,,,,True,False,,,False,,False,False,True,,False,False,,False,True,False,,,,,True,,,,False
47119,2145,2691.0,,,2542.0,1443.0,,,,,2236.0,1217.5,,,2088.0,,3574.4,1292.6,2758.0,,4670.5,3087.2,,3127.0,2426.0,1898.3,,,,,2407.4,,,,3490.0,546.0,,,397.0,-702.0,,,,,91.0,-927.5,,,-57.0,,1429.4,-852.4,613.0,,2525.5,942.2,,982.0,281.0,-246.7,,,,,262.4,,,,1345.0,,,True,False,,,,,True,False,,,True,,False,False,False,,False,False,,False,True,True,,,,,True,,,,False
47121,245,447.0,,,379.0,295.0,,,,,274.1,90.2,,,430.0,,1405.0,181.4,,,762.0,382.0,,601.0,358.0,248.3,,,,,,,,,494.5,202.0,,,134.0,50.0,,,,,29.1,-154.8,,,185.0,,1160.0,-63.6,,,517.0,137.0,,356.0,113.0,3.3,,,,,,,,,249.5,,,True,True,,,,,True,True,,,True,,False,True,,,False,True,,False,True,True,,,,,,,,,False
47123,1069,1443.0,,,1350.0,1113.0,,,,,1063.1,499.0,,,1276.0,,2507.6,557.4,1616.0,,2464.0,1497.8,,1885.0,1219.0,1115.4,,,,,1172.7,,,,1862.9,374.0,,,281.0,44.0,,,,,-5.9,-570.0,,,207.0,,1438.6,-511.6,547.0,,1395.0,428.8,,816.0,150.0,46.4,,,,,103.7,,,,793.9,,,True,True,,,,,True,False,,,True,,False,False,False,,False,False,,False,True,True,,,,,True,,,,False
47125,3407,4347.0,,,4415.0,5866.0,,,,,3391.0,4234.7,,,3063.0,,13806.0,2280.7,4345.5,,7428.0,5067.8,,6235.0,3769.0,4215.1,,,,,4414.5,5244.0,,,5841.7,940.0,,,1008.0,2459.0,,,,,-16.0,827.7,,,-344.0,,10399.0,-1126.3,938.5,,4021.0,1660.8,,2828.0,362.0,808.1,,,,,1007.5,1837.0,,,2434.7,,,False,False,,,,,True,True,,,True,,False,False,True,,False,False,,False,True,True,,,,,False,False,,,False
47127,181,312.0,,,208.0,90.0,,,,,169.6,29.3,,,194.0,,1533.0,114.7,,,343.0,233.7,,360.0,199.0,127.3,,,,,,,,,349.6,131.0,,,27.0,-91.0,,,,,-11.4,-151.7,,,13.0,,1352.0,-66.3,,,162.0,52.7,,179.0,18.0,-53.7,,,,,,,,,168.6,,,True,True,,,,,True,False,,,True,,False,True,,,False,True,,False,True,True,,,,,,,,,False
47129,489,804.0,,,639.0,651.0,,,,,431.5,298.4,,,608.0,,2560.4,343.4,,,1410.0,644.9,,1041.0,614.0,423.8,,,,,,,,,953.1,315.0,,,150.0,162.0,,,,,-57.5,-190.6,,,119.0,,2071.4,-145.6,,,921.0,155.9,,552.0,125.0,-65.2,,,,,,,,,464.1,,,True,True,,,,,True,True,,,True,,False,True,,,False,True,,False,True,True,,,,,,,,,False
47131,568,804.0,,,758.0,463.0,,,,,726.1,89.0,,,701.0,,1092.2,390.1,728.5,,997.0,744.4,,826.0,774.0,645.3,,,,,652.8,,,,810.9,236.0,,,190.0,-105.0,,,,,158.1,-479.0,,,133.0,,524.2,-177.9,160.5,,429.0,176.4,,258.0,206.0,77.3,,,,,84.8,,,,242.9,,,True,True,,,,,True,False,,,True,,False,True,True,,False,True,,False,True,True,,,,,True,,,,False
47133,506,558.0,,,563.0,71.0,,,,,512.7,68.6,,,572.0,,1741.9,185.4,,,1168.5,635.6,,745.0,515.0,417.4,,,,,,,,,665.7,52.0,,,57.0,-435.0,,,,,6.7,-437.4,,,66.0,,1235.9,-320.6,,,662.5,129.6,,239.0,9.0,-88.6,,,,,,,,,159.7,,,False,False,,,,,True,False,,,False,,False,False,,,False,False,,False,True,False,,,,,,,,,False
47135,172,408.0,,,285.0,99.0,,,,,251.7,56.1,,,250.0,,1341.9,131.9,,,740.5,343.1,,443.0,244.0,173.2,,,,,,,,,481.2,236.0,,,113.0,-73.0,,,,,79.7,-115.9,,,78.0,,1169.9,-40.1,,,568.5,171.1,,271.0,72.0,1.2,,,,,,,,,309.2,,,True,True,,,,,True,True,,,True,,False,True,,,False,True,,False,True,True,,,,,,,,,False
47137,142,123.0,,,117.0,0.0,,,,,108.3,8.6,,,76.0,,230.9,55.9,,,153.0,124.6,,115.0,117.0,104.2,,,,,,,,,108.1,-19.0,,,-25.0,-142.0,,,,,-33.7,-133.4,,,-66.0,,88.9,-86.1,,,11.0,-17.4,,-27.0,-25.0,-37.8,,,,,,,,,-33.9,,,False,False,,,,,False,False,,,False,,False,False,,,True,True,,False,False,False,,,,,,,,,False
47139,330,399.0,,,400.0,308.0,,,,,337.8,64.3,,,404.0,,1093.3,212.3,,,851.0,480.7,,623.0,378.0,299.3,,,,,,,,,433.7,69.0,,,70.0,-22.0,,,,,7.8,-265.7,,,74.0,,763.3,-117.7,,,521.0,150.7,,293.0,48.0,-30.7,,,,,,,,,103.7,,,False,True,,,,,True,False,,,False,,False,False,,,False,False,,False,True,True,,,,,,,,,False
47141,1860,2334.0,,,2184.0,1764.0,,,,,2062.0,736.8,,,1970.0,,6255.9,832.7,2157.5,,4371.5,2726.2,,2736.0,2018.0,1718.9,,,,,1688.4,,,,2798.2,474.0,,,324.0,-96.0,,,,,202.0,-1123.2,,,110.0,,4395.9,-1027.3,297.5,,2511.5,866.2,,876.0,158.0,-141.1,,,,,-171.6,,,,938.2,,,True,True,,,,,True,False,,,True,,False,False,True,,False,False,,False,True,True,,,,,True,,,,False
47143,938,1365.0,,,1204.0,271.0,,,,,999.1,615.3,,,1090.0,,3250.2,662.0,1369.5,,2072.5,1376.1,,1661.0,937.0,1005.0,,,,,,,,,2189.7,427.0,,,266.0,-667.0,,,,,61.1,-322.7,,,152.0,,2312.2,-276.0,431.5,,1134.5,438.1,,723.0,-1.0,67.0,,,,,,,,,1251.7,,,True,False,,,,,True,True,,,True,,False,True,False,,False,False,,False,True,True,,,,,,,,,False
47145,1266,1686.0,,,1485.0,1363.0,,,,,1158.4,539.5,,,1399.0,,4831.6,730.9,1740.0,,2350.0,1783.0,,2160.0,1390.0,1121.5,,,,,,,,,2947.3,420.0,,,219.0,97.0,,,,,-107.6,-726.5,,,133.0,,3565.6,-535.1,474.0,,1084.0,517.0,,894.0,124.0,-144.5,,,,,,,,,1681.3,,,True,True,,,,,True,False,,,True,,False,False,False,,False,False,,False,True,True,,,,,,,,,False
47147,1672,2391.0,,,2294.0,1454.0,,,,,1909.8,696.6,,,1269.0,,5962.8,1066.0,2501.0,,4315.0,2603.5,,3193.0,2067.0,2111.6,,,,,2094.6,,,,1835.6,719.0,,,622.0,-218.0,,,,,237.8,-975.4,,,-403.0,,4290.8,-606.0,829.0,,2643.0,931.5,,1521.0,395.0,439.6,,,,,422.6,,,,163.6,,,True,True,,,,,True,False,,,True,,False,True,False,,False,False,,False,True,True,,,,,True,,,,True
47149,6393,9036.0,,7829.2,9450.0,10829.0,,,,,7463.7,8315.1,,14993.9,7758.0,,22237.3,4684.2,10173.5,,13919.5,10028.7,,11524.0,7996.0,6255.3,,,,,6623.0,10077.0,,,10576.4,2643.0,,1436.2,3057.0,4436.0,,,,,1070.7,1922.1,,8600.9,1365.0,,15844.3,-1708.8,3780.5,,7526.5,3635.7,,5131.0,1603.0,-137.7,,,,,230.0,3684.0,,,4183.4,,True,False,False,,,,,True,True,,False,True,,False,True,False,,False,False,,False,True,True,,,,,True,False,,,False
47151,468,768.0,,,615.0,463.0,,,,,463.0,179.8,,,485.0,,1754.3,298.7,,,824.0,717.2,,960.0,613.0,458.1,,,,,,,,,829.4,300.0,,,147.0,-5.0,,,,,-5.0,-288.2,,,17.0,,1286.3,-169.3,,,356.0,249.2,,492.0,145.0,-9.9,,,,,,,,,361.4,,,True,True,,,,,True,True,,,True,,False,True,,,False,True,,False,True,True,,,,,,,,,False
47153,333,687.0,,,514.0,592.0,,,,,361.5,189.1,,,408.0,,2843.7,295.5,,,1220.0,519.0,,825.0,414.0,389.8,,,,,,,,,608.0,354.0,,,181.0,259.0,,,,,28.5,-143.9,,,75.0,,2510.7,-37.5,,,887.0,186.0,,492.0,81.0,56.8,,,,,,,,,275.0,,,True,True,,,,,True,True,,,True,,False,True,,,False,True,,False,True,True,,,,,,,,,True
47155,2464,3459.0,,,3354.0,4485.0,,,,,2707.8,999.8,,,1850.0,,12215.8,1337.7,3782.0,,7893.0,4162.2,,4572.0,2686.0,1877.0,,,,,2722.2,,,,4980.3,995.0,,,890.0,2021.0,,,,,243.8,-1464.2,,,-614.0,,9751.8,-1126.3,1318.0,,5429.0,1698.2,,2108.0,222.0,-587.0,,,,,258.2,,,,2516.3,,,True,False,,,,,True,False,,,True,,False,False,False,,False,False,,False,True,True,,,,,True,,,,False
47157,12813,14715.0,,16776.6,16777.0,19359.0,,,,,10185.1,30364.0,,24555.3,19329.0,,43110.1,9434.2,16016.5,,20666.5,15654.9,,18019.0,14219.0,15193.7,,,,,11712.7,23900.0,,,22696.0,1902.0,,3963.6,3964.0,6546.0,,,,,-2627.9,17551.0,,11742.3,6516.0,,30297.1,-3378.8,3203.5,,7853.5,2841.9,,5206.0,1406.0,2380.7,,,,,-1100.3,11087.0,,,9883.0,,False,False,False,,,,,False,False,,False,False,,False,False,False,,False,False,,False,True,False,,,,,True,False,,,False
47159,374,624.0,,,546.0,183.0,,,,,422.1,79.7,,,481.0,,1686.3,266.0,,,868.0,634.0,,731.0,526.0,394.8,,,,,,,,,1080.4,250.0,,,172.0,-191.0,,,,,48.1,-294.3,,,107.0,,1312.3,-108.0,,,494.0,260.0,,357.0,152.0,20.8,,,,,,,,,706.4,,,True,True,,,,,True,False,,,True,,False,True,,,False,False,,False,True,True,,,,,,,,,False
47161,225,198.0,,,228.0,149.0,,,,,165.9,98.8,,,230.0,,381.3,90.5,,,247.0,247.8,,271.0,224.0,240.6,,,,,,,,,185.1,-27.0,,,3.0,-76.0,,,,,-59.1,-126.2,,,5.0,,156.3,-134.5,,,22.0,22.8,,46.0,-1.0,15.6,,,,,,,,,-39.9,,,True,False,,,,,False,False,,,True,,False,False,,,True,True,,False,True,True,,,,,,,,,False
47163,2622,3588.0,,,3579.0,4894.0,,,,,2628.3,1709.5,,,2505.0,,7062.9,1899.6,3638.0,,5185.5,4203.3,,4584.0,2852.0,2784.2,,,,,3695.1,3615.0,,,5061.3,966.0,,,957.0,2272.0,,,,,6.3,-912.5,,,-117.0,,4440.9,-722.4,1016.0,,2563.5,1581.3,,1962.0,230.0,162.2,,,,,1073.1,993.0,,,2439.3,,,True,False,,,,,True,True,,,True,,False,True,False,,False,False,,False,True,True,,,,,False,False,,,False
47165,3567,4560.0,,,4755.0,5344.0,,,,,3877.3,3259.9,,6829.6,3473.0,,8486.1,2398.8,4789.0,,6890.0,4919.5,,5791.0,4383.0,3619.5,,,,,4157.7,6581.0,,,4047.3,993.0,,,1188.0,1777.0,,,,,310.3,-307.1,,3262.6,-94.0,,4919.1,-1168.2,1222.0,,3323.0,1352.5,,2224.0,816.0,52.5,,,,,590.7,3014.0,,,480.3,,,False,False,,,,,True,True,,False,True,,False,False,False,,False,False,,False,True,True,,,,,True,False,,,True
47167,1107,1374.0,,,1416.0,794.0,,,,,1244.3,937.6,,,1565.0,,3027.2,781.4,1355.5,,2070.0,1460.0,,1741.0,1241.0,1630.4,,,,,996.4,,,,1649.4,267.0,,,309.0,-313.0,,,,,137.3,-169.4,,,458.0,,1920.2,-325.6,248.5,,963.0,353.0,,634.0,134.0,523.4,,,,,-110.6,,,,542.4,,,False,False,,,,,True,True,,,False,,False,False,True,,False,False,,False,True,False,,,,,True,,,,False
47169,189,240.0,,,251.0,,,,,,352.6,22.1,,,271.0,,1384.5,87.3,,,476.0,221.7,,342.0,252.0,186.3,,,,,,,,,291.9,51.0,,,62.0,,,,,,163.6,-166.9,,,82.0,,1195.5,-101.7,,,287.0,32.7,,153.0,63.0,-2.7,,,,,,,,,102.9,,,False,,,,,,False,False,,,False,,False,False,,,False,True,,False,False,True,,,,,,,,,False
47171,336,441.0,,,379.0,63.0,,,,,326.1,150.7,,,351.0,,493.7,168.3,,,463.0,399.2,,484.0,369.0,357.8,,,,,,,,,532.1,105.0,,,43.0,-273.0,,,,,-9.9,-185.3,,,15.0,,157.7,-167.7,,,127.0,63.2,,148.0,33.0,21.8,,,,,,,,,196.1,,,True,False,,,,,True,False,,,True,,False,False,,,False,True,,False,True,True,,,,,,,,,False
47173,258,522.0,,,477.0,481.0,,,,,304.2,71.3,,,501.0,,3123.8,253.9,,,588.0,373.4,,700.0,482.0,394.0,,,,,,,,,734.0,264.0,,,219.0,223.0,,,,,46.2,-186.7,,,243.0,,2865.8,-4.1,,,330.0,115.4,,442.0,224.0,136.0,,,,,,,,,476.0,,,True,True,,,,,True,True,,,True,,False,True,,,False,True,,False,True,True,,,,,,,,,False
47175,108,204.0,,,163.0,158.0,,,,,112.0,23.1,,,187.0,,288.0,75.8,,,202.0,143.8,,247.0,164.0,131.7,,,,,,,,,214.7,96.0,,,55.0,50.0,,,,,4.0,-84.9,,,79.0,,180.0,-32.2,,,94.0,35.8,,139.0,56.0,23.7,,,,,,,,,106.7,,,True,True,,,,,True,True,,,True,,False,True,,,True,True,,False,True,True,,,,,,,,,False
47177,1022,2016.0,,,1752.0,1177.0,,,,,1321.3,273.6,,,1448.0,,8930.7,839.8,2057.0,,3505.5,2150.8,,2470.0,1214.0,951.9,,,,,1684.2,,,,3095.2,994.0,,,730.0,155.0,,,,,299.3,-748.4,,,426.0,,7908.7,-182.2,1035.0,,2483.5,1128.8,,1448.0,192.0,-70.1,,,,,662.2,,,,2073.2,,,True,True,,,,,True,True,,,True,,False,True,False,,False,False,,False,True,True,,,,,True,,,,False
47179,2522,3357.0,,,2987.0,2985.0,,,,,2444.8,1174.2,,,1992.0,,6124.0,1626.9,3621.5,,4947.5,3911.7,,3777.0,2735.0,2510.9,,,,,3013.1,2665.0,,,3279.7,835.0,,,465.0,463.0,,,,,-77.2,-1347.8,,,-530.0,,3602.0,-895.1,1099.5,,2425.5,1389.7,,1255.0,213.0,-11.1,,,,,491.1,143.0,,,757.7,,,True,True,,,,,True,False,,,True,,False,False,False,,False,False,,False,True,True,,,,,True,True,,,True
47181,311,408.0,,,432.0,355.0,,,,,457.9,26.3,,,466.0,,522.0,263.8,,,598.0,381.0,,584.0,405.0,421.5,,,,,,,,,370.1,97.0,,,121.0,44.0,,,,,146.9,-284.7,,,155.0,,211.0,-47.2,,,287.0,70.0,,273.0,94.0,110.5,,,,,,,,,59.1,,,False,True,,,,,False,False,,,False,,False,True,,,False,True,,False,True,False,,,,,,,,,True
47183,567,798.0,,,766.0,78.0,,,,,767.8,100.5,,,682.0,,1370.6,427.8,681.0,,1340.0,962.7,,1005.0,787.0,647.1,,,,,620.3,,,,999.9,231.0,,,199.0,-489.0,,,,,200.8,-466.5,,,115.0,,803.6,-139.2,114.0,,773.0,395.7,,438.0,220.0,80.1,,,,,53.3,,,,432.9,,,True,False,,,,,True,False,,,True,,False,True,True,,False,False,,False,True,True,,,,,True,,,,False
47185,529,768.0,,,768.0,238.0,,,,,663.0,137.3,,,848.0,,1164.0,351.6,,,1172.0,864.8,,871.0,687.0,612.4,,,,,639.6,,,,924.1,239.0,,,239.0,-291.0,,,,,134.0,-391.7,,,319.0,,635.0,-177.4,,,643.0,335.8,,342.0,158.0,83.4,,,,,110.6,,,,395.1,,,False,False,,,,,True,False,,,False,,False,True,,,False,False,,False,True,True,,,,,True,,,,False
47187,5001,4650.0,,,4718.0,4966.0,,,,,4164.8,4961.1,,9027.2,3779.0,,8169.8,2165.5,4546.0,,6690.0,5748.2,,5823.0,4508.0,4107.2,,,,,4418.7,5369.0,,,5547.0,-351.0,,,-283.0,-35.0,,,,,-836.2,-39.9,,4026.2,-1222.0,,3168.8,-2835.5,-455.0,,1689.0,747.2,,822.0,-493.0,-893.8,,,,,-582.3,368.0,,,546.0,,,True,True,,,,,False,True,,False,False,,False,False,False,,False,False,,False,False,False,,,,,False,False,,,False
47189,3077,3942.0,,,4024.0,4268.0,,,,,3371.2,2158.9,,,3024.0,,8010.4,1805.3,4017.0,,6469.0,4559.2,,5014.0,3476.0,2708.4,,,,,3777.9,5310.0,,,4286.2,865.0,,,947.0,1191.0,,,,,294.2,-918.1,,,-53.0,,4933.4,-1271.7,940.0,,3392.0,1482.2,,1937.0,399.0,-368.6,,,,,700.9,2233.0,,,1209.2,,,False,False,,,,,True,False,,,True,,False,False,False,,False,False,,False,True,True,,,,,True,False,,,False
48001,1293,603.0,,,633.0,644.0,,,,,637.2,361.1,,,842.0,,256.4,349.3,654.0,,334.0,577.1,,845.0,767.0,1237.2,,,,,557.0,,,,2173.1,-690.0,,,-660.0,-649.0,,,,,-655.8,-931.9,,,-451.0,,-1036.6,-943.7,-639.0,,-959.0,-715.9,,-448.0,-526.0,-55.8,,,,,-736.0,,,,880.1,,,True,True,,,,,True,False,,,True,,False,False,True,,False,False,,True,True,True,,,,,False,,,,False
48003,215,357.0,,,279.0,291.0,,,,,207.4,179.3,,,351.0,,252.4,188.8,,,245.0,202.4,,385.0,333.0,322.6,,,,,,,,,253.1,142.0,,,64.0,76.0,,,,,-7.6,-35.7,,,136.0,,37.4,-26.2,,,30.0,-12.6,,170.0,118.0,107.6,,,,,,,,,38.1,,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,False,True,True,,,,,,,,,True
48005,1431,1767.0,,,1099.0,2910.0,,,,,892.5,2165.8,,,1120.0,,3114.9,1122.3,1272.5,,909.0,1079.0,,2124.0,1733.0,877.6,,,,,1095.5,,,,2949.2,336.0,,,-332.0,1479.0,,,,,-538.5,734.8,,,-311.0,,1683.9,-308.7,-158.5,,-522.0,-352.0,,693.0,302.0,-553.4,,,,,-335.5,,,,1518.2,,,True,False,,,,,False,False,,,True,,False,True,True,,False,False,,False,True,False,,,,,True,,,,False
48007,163,123.0,,,134.0,111.0,,,,,130.0,125.4,,,109.0,,49.6,155.4,,,173.0,176.0,,177.0,190.0,176.9,,,,,,,,,58.0,-40.0,,,-29.0,-52.0,,,,,-33.0,-37.6,,,-54.0,,-113.4,-7.6,,,10.0,13.0,,14.0,27.0,13.9,,,,,,,,,-105.0,,,True,False,,,,,True,True,,,False,,False,True,,,True,True,,True,True,True,,,,,,,,,False
48009,194,177.0,,,126.0,169.0,,,,,85.6,122.5,,,125.0,,174.8,112.1,,,124.0,115.7,,217.0,175.0,87.4,,,,,,,,,245.7,-17.0,,,-68.0,-25.0,,,,,-108.4,-71.5,,,-69.0,,-19.2,-81.9,,,-70.0,-78.3,,23.0,-19.0,-106.6,,,,,,,,,51.7,,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,,,,False
