,count,mean,median,std,min,25%,75%,max
COVIDhub-baseline,51,332156166.6,26471025.0,608120733.8,324.0,5546794.5,294079232.5,2661321744.0
OneQuietNight-ML,51,391376094.7,24186724.0,1951083014.1,10816.0,3861392.0,90746790.5,13949735881.0
IowaStateLW-STEM,49,430886483.1,28185481.0,905625216.7,64.0,9505944.5,310318705.0,3734432100.0
Microsoft-DeepSTIA,50,595045991.8,49234896.4,1724006714.9,743.6,8308114.1,189259535.0,9361743134.6
UCLA-SuEIR,51,603981072.2,61821745.6,1297146876.5,126.2,3077682.9,301124651.4,5815645378.4
CU-select,51,629691067.1,40883236.0,2168341842.0,14400.0,2632970.0,298746890.5,13904418889.0
Covid19Sim-Simulator,51,834710959.0,24206473.8,3848553796.4,59900.0,5186428.0,236896810.1,27299446721.8
COVIDhub-ensemble,51,1140867963.4,15264649.0,6583914881.0,2704.0,1843998.5,88943918.5,46997470521.0
TTU-squider,51,1186373429.4,183027834.2,2510650648.3,524795.9,16012916.5,1177195297.3,13446131602.0
UCSB-ACTS,51,1193487956.1,164173269.3,3163201176.3,328256.7,41309754.0,675116492.3,20108398788.6
JHU_UNC_GAS-StatMechPool,51,1336591438.8,28132416.0,5660747307.0,7921.0,4836980.1,123632964.2,39575532096.0
LNQ-ens1,51,1395202855.1,21173919.1,7696081878.2,8735.6,1079674.0,133400180.8,54795413187.9
OliverWyman-Navigator,51,1431788733.8,74390625.0,6543659558.7,22201.0,16790562.5,316217306.5,46325244289.0
RobertWalraven-ESG,50,1502536129.7,47393999.5,7808946475.8,8491.6,1575197.1,217547403.2,55096346715.7
USC-SI_kJalpha,51,1629937144.8,18258529.0,9015961962.1,2704.0,744773.0,166425817.0,63938685321.0
JHU_IDD-CovidSP,51,1716514933.3,106175054.1,8294689934.9,33534.5,3557756.5,518103415.0,59225143772.8
JHU_CSSE-DECOM,50,2684024560.5,24661156.0,16142871653.3,196.0,3934562.0,197228953.0,115408911001.7
JCB-PRM,51,4263850588.8,131463892.7,23345309535.0,8529.8,27519890.6,819991211.2,166858301154.0
BPagano-RtDriven,51,4396762463.9,59714256.2,27664266779.8,53731.2,9904438.5,366441888.2,197854512710.6
DDS-NBDS,51,5073000353.2,51201621.0,21094296459.3,1045.1,5093191.8,583415196.1,137603873269.1
Wadhwani_AI-BayesOpt,44,5569962249.9,239289077.2,17846429273.3,10279.8,45946956.9,1637335309.6,115408911001.7
CovidAnalytics-DELPHI,51,7737878824.7,82992100.0,51710298017.8,1600.0,10401409.0,469639022.5,369717505936.0
LANL-GrowthRate,51,7916352767.8,40960000.0,51526478737.5,95790.2,4191016.0,186875124.1,368120079441.0
Karlen-pypm,51,10806423603.9,48463874.6,70716789990.3,17768.9,4120627.6,347314468.2,505639459538.9
JHUAPL-Bucky,51,10865871098.7,69307486.2,65369298054.3,163.4,5365053.8,432226512.5,464621195066.5
UMich-RidgeTfReg,50,14349013366.3,60735729.3,97043313398.3,80381.3,15393763.1,451024992.4,693658346643.7
Google_Harvard-CPF,51,15028164720.7,212354113.1,93085225274.8,43.0,53830792.6,1152948367.5,665869464068.1
IEM_MED-CovidProject,51,15977478561.3,40350039.1,99121248789.3,15721.0,2164377.4,179757743.4,705728446835.6
UVA-Ensemble,51,17677719393.3,128005510.5,118286236537.0,16930.3,24381736.3,720131740.5,845619750454.7
