,count,mean,median,std,min,25%,75%,max
LNQ-ens1,51,17613.4,7066.3,25948.0,287.5,3298.6,20248.4,128285.8
COVIDhub-ensemble,51,18731.2,8011.0,26528.6,503.0,4110.0,23345.0,123514.0
CU-select,51,20035.2,9762.0,25430.4,307.0,2145.5,24037.0,113453.0
RobertWalraven-ESG,50,20231.6,12565.1,27805.8,149.6,5330.2,26980.0,174948.0
Covid19Sim-Simulator,51,22837.3,10424.8,30258.4,299.1,3109.7,25493.7,135649.0
Microsoft-DeepSTIA,50,23661.3,9796.8,44589.9,538.7,5221.2,23740.2,284147.3
OneQuietNight-ML,51,24665.5,9219.0,50748.2,230.0,3741.0,21685.5,308176.0
LANL-GrowthRate,51,25226.9,9201.0,50186.9,74.5,3638.2,17014.0,313621.0
USC-SI_kJalpha,51,27300.4,15046.0,37255.7,147.0,6220.0,33027.5,153343.0
COVIDhub-baseline,51,28016.1,9412.0,46539.4,236.0,5333.0,31519.5,283824.0
JHU_CSSE-DECOM,50,28392.9,11334.0,47531.4,220.0,5048.0,30683.5,281190.7
IowaStateLW-STEM,49,29186.2,15051.0,47817.5,377.0,5701.0,29218.5,293378.0
BPagano-RtDriven,51,30775.6,16633.4,41718.1,507.7,8270.7,34013.1,254873.6
JHU_UNC_GAS-StatMechPool,51,30905.8,11371.0,54686.3,178.5,2753.0,26644.5,278372.0
UCLA-SuEIR,51,32414.6,11928.4,48275.9,137.1,5645.7,36092.3,248385.0
JHU_IDD-CovidSP,51,33092.4,14659.2,73002.9,201.1,4050.0,36525.6,512307.4
Wadhwani_AI-BayesOpt,45,35113.6,20072.5,48691.7,2.8,5990.3,40169.1,281190.7
JCB-PRM,51,35473.3,17492.9,42123.9,526.6,8739.8,46252.5,180094.4
DDS-NBDS,51,39010.6,10713.1,82758.0,30.7,4506.8,30000.8,505343.4
TTU-squider,51,39191.2,26079.1,41612.2,137.3,10826.5,55228.5,228868.2
Google_Harvard-CPF,51,39385.1,14997.3,56476.1,61.6,7025.0,41890.4,279019.4
IQVIA_ACOE-STAN,49,41572.4,19791.0,66040.2,58.0,4532.5,53493.0,414462.0
CovidAnalytics-DELPHI,51,43343.9,17410.0,59307.7,66.0,7315.0,51993.5,246357.0
UVA-Ensemble,51,44611.5,19289.0,84502.6,123.8,9873.6,46829.2,552108.5
JHUAPL-Bucky,51,47890.1,17224.8,111158.7,233.8,5602.1,38900.6,676286.7
Karlen-pypm,51,52633.3,23301.9,99143.9,208.0,6337.4,58065.4,630659.9
UCSB-ACTS,51,55174.2,40639.9,53605.9,0.2,19885.2,64041.1,200926.8
IEM_MED-CovidProject,51,64352.6,21654.4,155532.2,50.6,7200.2,62267.2,1081408.0
