,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
21067,1744,1170.0,,1194.5,,990.0,1657.0,,,,,904.1,,3243.2,,969.6,1210.0,1334.4,741.7,929.0,,1843.5,1038.9,0.1,,1103.0,1125.0,1044.8,,,,,1274.9,1046.8,0.0,,,989.9,1107.0,-574.0,,-549.5,,-754.0,-87.0,,,,,-839.9,,1499.2,,-774.4,-534.0,-409.6,-1002.3,-815.0,,99.5,-705.1,-1743.9,,-641.0,-619.0,-699.2,,,,,-469.1,-697.2,-1744.0,,,-754.1,-637.0,,True,,False,True,,,,,False,,False,,False,True,True,False,False,,True,False,False,,False,False,False,,,,,True,False,False,,,False,False
21069,59,93.0,,100.6,,64.0,103.0,,,,,45.3,,246.7,,,64.0,138.8,51.3,,,33.0,64.5,1.2,,124.0,78.0,45.9,,,,,,86.9,,,,128.3,65.0,34.0,,41.6,,5.0,44.0,,,,,-13.7,,187.7,,,5.0,79.8,-7.7,,,-26.0,5.5,-57.8,,65.0,19.0,-13.1,,,,,,27.9,,,,69.3,6.0,,False,,True,False,,,,,True,,False,,,True,False,True,,,True,True,False,,False,True,True,,,,,,True,,,,False,True
21071,215,181.0,,168.1,,133.0,300.0,,,,,80.4,,541.5,,,137.0,239.7,81.8,74.0,,57.0,128.9,9.3,,164.0,149.0,112.4,,,,,,128.7,,,,177.3,87.0,-34.0,,-46.9,,-82.0,85.0,,,,,-134.6,,326.5,,,-78.0,24.7,-133.2,-141.0,,-158.0,-86.1,-205.7,,-51.0,-66.0,-102.6,,,,,,-86.3,,,,-37.7,-128.0,,False,,False,False,,,,,False,,False,,,False,True,False,False,,False,False,False,,False,False,False,,,,,,False,,,,False,False
21073,198,120.0,,121.6,,107.0,128.0,,,,,98.7,,234.1,,,199.0,149.0,104.9,120.0,,107.0,107.2,0.0,,124.0,122.0,118.9,,,,,113.4,126.7,,,,178.0,121.0,-78.0,,-76.4,,-91.0,-70.0,,,,,-99.3,,36.1,,,1.0,-49.0,-93.1,-78.0,,-91.0,-90.8,-198.0,,-74.0,-76.0,-79.1,,,,,-84.6,-71.3,,,,-20.0,-77.0,,True,,False,True,,,,,False,,True,,,True,True,False,False,,False,False,False,,True,True,False,,,,,False,True,,,,True,True
21075,18,17.0,,16.6,,16.0,11.0,,,,,16.1,,36.1,,,29.0,26.1,10.4,,,5.0,15.8,0.0,,18.0,17.0,22.8,,,,,,33.5,,,,16.3,12.0,-1.0,,-1.4,,-2.0,-7.0,,,,,-1.9,,18.1,,,11.0,8.1,-7.6,,,-13.0,-2.2,-18.0,,0.0,-1.0,4.8,,,,,,15.5,,,,-1.7,-6.0,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,False,,True,False,False,,,,,,False,,,,False,False
21077,40,17.0,,20.8,,17.0,5.0,,,,,16.5,,46.8,,,37.0,24.2,22.7,,,11.0,10.7,0.0,,16.0,18.0,46.6,,,,,,30.8,,,,13.9,26.0,-23.0,,-19.2,,-23.0,-35.0,,,,,-23.5,,6.8,,,-3.0,-15.8,-17.3,,,-29.0,-29.3,-40.0,,-24.0,-22.0,6.6,,,,,,-9.2,,,,-26.1,-14.0,,True,,False,False,,,,,False,,True,,,True,True,True,,,False,False,False,,False,True,True,,,,,,True,,,,False,True
21079,94,71.0,,79.3,,56.0,56.0,,,,,42.6,,174.4,,,69.0,76.5,42.7,,,36.0,54.8,0.0,,61.0,66.0,46.4,,,,,,77.5,,,,70.9,48.0,-23.0,,-14.7,,-38.0,-38.0,,,,,-51.4,,80.4,,,-25.0,-17.5,-51.3,,,-58.0,-39.2,-94.0,,-33.0,-28.0,-47.6,,,,,,-16.5,,,,-23.1,-46.0,,True,,False,False,,,,,False,,False,,,False,True,False,,,False,False,False,,False,False,False,,,,,,True,,,,False,False
21081,91,74.0,,72.9,,66.0,56.0,,,,,60.0,,166.9,,,108.0,69.8,65.6,,,35.0,60.8,0.0,,94.0,69.0,55.8,,,,,,89.5,,,,137.3,65.0,-17.0,,-18.1,,-25.0,-35.0,,,,,-31.0,,75.9,,,17.0,-21.2,-25.4,,,-56.0,-30.2,-91.0,,3.0,-22.0,-35.2,,,,,,-1.5,,,,46.3,-26.0,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,False,,True,False,False,,,,,,True,,,,False,False
21083,298,233.0,,236.0,,203.0,295.0,,,,,113.3,,611.4,,,203.0,282.4,137.3,126.5,,204.5,208.9,14.5,,234.0,211.0,99.9,,,,,236.2,206.7,,,,176.1,138.0,-65.0,,-62.0,,-95.0,-3.0,,,,,-184.7,,313.4,,,-95.0,-15.6,-160.7,-171.5,,-93.5,-89.1,-283.5,,-64.0,-87.0,-198.1,,,,,-61.8,-91.3,,,,-121.9,-160.0,,True,,False,True,,,,,False,,False,,,False,True,False,False,,False,False,False,,True,False,False,,,,,True,False,,,,False,False
21085,117,73.0,,79.6,,73.0,73.0,,,,,60.3,,120.3,,,111.0,99.0,48.2,,,56.0,67.5,0.0,,71.0,81.0,70.5,,,,,,86.2,,,,98.8,58.0,-44.0,,-37.4,,-44.0,-44.0,,,,,-56.7,,3.3,,,-6.0,-18.0,-68.8,,,-61.0,-49.5,-117.0,,-46.0,-36.0,-46.5,,,,,,-30.8,,,,-18.2,-59.0,,True,,False,False,,,,,False,,True,,,True,True,False,,,False,False,False,,False,True,False,,,,,,True,,,,True,False
21087,48,28.0,,23.3,,28.0,21.0,,,,,38.5,,46.3,,,53.0,30.6,33.0,,,22.0,34.9,0.0,,33.0,32.0,66.7,,,,,,40.1,,,,24.8,44.0,-20.0,,-24.7,,-20.0,-27.0,,,,,-9.5,,-1.7,,,5.0,-17.4,-15.0,,,-26.0,-13.1,-48.0,,-15.0,-16.0,18.7,,,,,,-7.9,,,,-23.2,-4.0,,False,,False,False,,,,,True,,True,,,True,True,True,,,False,True,False,,True,True,True,,,,,,True,,,,False,True
21089,218,255.0,,248.5,,179.0,308.0,,,,,120.1,,647.7,,,182.0,289.0,119.9,134.5,,49.0,178.7,21.0,,242.0,212.0,188.0,,,,,214.4,290.3,,,,194.9,163.0,37.0,,30.5,,-39.0,90.0,,,,,-97.9,,429.7,,,-36.0,71.0,-98.1,-83.5,,-169.0,-39.3,-197.0,,24.0,-6.0,-30.0,,,,,-3.6,72.3,,,,-23.1,-55.0,,True,,False,False,,,,,False,,False,,,True,False,False,False,,False,False,False,,True,True,True,,,,,True,False,,,,True,False
21091,92,61.0,,64.1,,46.0,56.0,,,,,21.6,,133.9,,,34.0,88.7,25.8,,,39.0,45.6,3.9,,50.0,50.0,26.5,,,,,,94.5,,,,57.3,36.0,-31.0,,-27.9,,-46.0,-36.0,,,,,-70.4,,41.9,,,-58.0,-3.3,-66.2,,,-53.0,-46.4,-88.1,,-42.0,-42.0,-65.5,,,,,,2.5,,,,-34.7,-56.0,,True,,False,False,,,,,False,,False,,,False,True,False,,,False,False,False,,False,False,False,,,,,,True,,,,False,False
21093,569,514.0,,524.3,,349.0,960.0,,,,,248.8,,1258.2,,,412.0,650.2,282.1,282.5,,68.0,349.1,163.7,,436.0,424.0,255.6,,,,,507.0,421.9,,,,382.4,308.0,-55.0,,-44.7,,-220.0,391.0,,,,,-320.2,,689.2,,,-157.0,81.2,-286.9,-286.5,,-501.0,-219.9,-405.3,,-133.0,-145.0,-313.4,,,,,-62.0,-147.1,,,,-186.6,-261.0,,True,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,False,,False,False,False,,,,,False,False,,,,False,False
21095,227,134.0,,132.6,,120.0,108.0,,,,,95.8,,374.5,,,134.0,174.6,93.2,,,77.0,123.6,0.0,,160.0,122.0,78.8,,,,,,136.2,,,,123.8,123.0,-93.0,,-94.4,,-107.0,-119.0,,,,,-131.2,,147.5,,,-93.0,-52.4,-133.8,,,-150.0,-103.4,-227.0,,-67.0,-105.0,-148.2,,,,,,-90.8,,,,-103.2,-104.0,,False,,False,False,,,,,False,,False,,,False,True,False,,,False,False,False,,True,False,False,,,,,,True,,,,False,False
21097,183,87.0,,87.3,,84.0,84.0,,,,,38.6,,285.6,,,101.0,113.8,43.0,,,99.0,86.8,2.0,,80.0,81.0,46.2,,,,,,131.7,,,,65.7,46.0,-96.0,,-95.7,,-99.0,-99.0,,,,,-144.4,,102.6,,,-82.0,-69.2,-140.0,,,-84.0,-96.2,-181.0,,-103.0,-102.0,-136.8,,,,,,-51.3,,,,-117.3,-137.0,,True,,False,False,,,,,False,,False,,,True,True,False,,,True,False,False,,False,False,False,,,,,,True,,,,False,False
21099,91,27.0,,20.1,,23.0,6.0,,,,,39.5,,31.2,,,67.0,34.4,32.6,,,23.0,23.1,0.0,,34.0,37.0,48.9,,,,,,45.7,,,,15.1,35.0,-64.0,,-70.9,,-68.0,-85.0,,,,,-51.5,,-59.8,,,-24.0,-56.6,-58.4,,,-68.0,-67.9,-91.0,,-57.0,-54.0,-42.1,,,,,,-45.3,,,,-75.9,-56.0,,False,,False,False,,,,,True,,True,,,True,True,True,,,False,False,False,,True,True,True,,,,,,True,,,,False,True
21101,335,188.0,,189.4,,145.0,210.0,,,,,127.1,,250.7,,,171.0,223.2,94.6,133.0,,129.0,144.9,0.0,,166.0,210.0,130.7,,,,,183.8,198.1,,,,255.7,149.0,-147.0,,-145.6,,-190.0,-125.0,,,,,-207.9,,-84.3,,,-164.0,-111.8,-240.4,-202.0,,-206.0,-190.1,-335.0,,-169.0,-125.0,-204.3,,,,,-151.2,-136.9,,,,-79.3,-186.0,,True,,False,True,,,,,False,,True,,,False,True,False,False,,False,False,False,,False,True,False,,,,,False,True,,,,True,False
21103,71,72.0,,74.0,,63.0,65.0,,,,,41.2,,133.3,,,66.0,63.1,34.5,,,7.0,34.2,5.3,,63.0,65.0,43.8,,,,,,71.8,,,,64.4,53.0,1.0,,3.0,,-8.0,-6.0,,,,,-29.8,,62.3,,,-5.0,-7.9,-36.5,,,-64.0,-36.8,-65.7,,-8.0,-6.0,-27.2,,,,,,0.8,,,,-6.6,-18.0,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,True,,,,False,False
21105,6,2.0,,4.0,,3.0,0.0,,,,,8.3,,11.5,,,19.0,0.4,5.2,,,0.0,0.7,0.0,,,8.0,7.9,,,,,,16.8,,,,4.2,5.0,-4.0,,-2.0,,-3.0,-6.0,,,,,2.3,,5.5,,,13.0,-5.6,-0.8,,,-6.0,-5.3,-6.0,,,2.0,1.9,,,,,,10.8,,,,-1.8,-1.0,,True,,True,False,,,,,True,,False,,,False,False,True,,,False,False,False,,,True,True,,,,,,False,,,,True,True
21107,316,190.0,,192.0,,163.0,142.0,,,,,118.2,,495.7,,,193.0,192.7,104.4,124.0,,89.0,164.9,27.4,,161.0,175.0,168.4,,,,,190.8,209.8,,,,322.1,131.0,-126.0,,-124.0,,-153.0,-174.0,,,,,-197.8,,179.7,,,-123.0,-123.3,-211.6,-192.0,,-227.0,-151.1,-288.6,,-155.0,-141.0,-147.6,,,,,-125.2,-106.2,,,,6.1,-185.0,,True,,False,False,,,,,False,,False,,,True,True,False,False,,False,False,False,,False,False,False,,,,,True,True,,,,True,False
21109,114,50.0,,51.0,,42.0,42.0,,,,,39.0,,115.7,,,54.0,58.6,25.9,,,48.0,41.4,0.0,,51.0,49.0,42.7,,,,,,45.7,,,,33.4,42.0,-64.0,,-63.0,,-72.0,-72.0,,,,,-75.0,,1.7,,,-60.0,-55.4,-88.1,,,-66.0,-72.6,-114.0,,-63.0,-65.0,-71.3,,,,,,-68.3,,,,-80.6,-72.0,,True,,False,False,,,,,False,,True,,,True,True,False,,,False,False,False,,True,False,False,,,,,,False,,,,False,False
21111,3904,2743.0,,2711.1,1908.7,2548.0,3346.0,,,,,2030.2,,7186.3,,2482.4,3105.0,2838.4,2001.7,2676.0,,3286.5,2581.1,0.4,,1936.0,2981.0,1248.9,,,,,2258.3,2783.3,2515.0,,,2322.8,2246.0,-1161.0,,-1192.9,-1995.3,-1356.0,-558.0,,,,,-1873.8,,3282.3,,-1421.6,-799.0,-1065.6,-1902.3,-1228.0,,-617.5,-1322.9,-3903.6,,-1968.0,-923.0,-2655.1,,,,,-1645.7,-1120.7,-1389.0,,,-1581.2,-1658.0,,False,False,False,True,,,,,False,,False,,False,True,True,False,False,,True,False,False,,False,True,False,,,,,False,True,False,,,False,False
21113,222,144.0,,141.8,,135.0,201.0,,,,,115.7,,360.2,,,189.0,185.6,90.4,112.0,,70.0,112.7,0.0,,128.0,142.0,137.2,,,,,149.2,187.5,,,,165.0,103.0,-78.0,,-80.2,,-87.0,-21.0,,,,,-106.3,,138.2,,,-33.0,-36.4,-131.6,-110.0,,-152.0,-109.3,-222.0,,-94.0,-80.0,-84.8,,,,,-72.8,-34.5,,,,-57.0,-119.0,,False,,False,True,,,,,False,,False,,,True,True,False,False,,False,False,False,,False,False,False,,,,,True,True,,,,True,False
21115,149,54.0,,49.5,,50.0,46.0,,,,,45.1,,162.6,,,83.0,61.2,44.7,,,27.0,54.8,0.0,,57.0,62.0,68.4,,,,,,69.5,,,,42.8,33.0,-95.0,,-99.5,,-99.0,-103.0,,,,,-103.9,,13.6,,,-66.0,-87.8,-104.3,,,-122.0,-94.2,-149.0,,-92.0,-87.0,-80.6,,,,,,-79.5,,,,-106.2,-116.0,,False,,False,False,,,,,False,,True,,,True,True,False,,,False,True,False,,True,True,True,,,,,,True,,,,False,False
21117,1008,702.0,,698.2,,636.0,747.0,,,,,409.7,,1498.0,,,820.0,739.2,461.0,590.5,,801.0,647.0,177.7,,715.0,644.0,410.5,,,,,718.5,788.3,828.0,,,624.3,411.0,-306.0,,-309.8,,-372.0,-261.0,,,,,-598.3,,490.0,,,-188.0,-268.8,-547.0,-417.5,,-207.0,-361.0,-830.3,,-293.0,-364.0,-597.5,,,,,-289.5,-219.7,-180.0,,,-383.7,-597.0,,False,,False,True,,,,,False,,False,,,True,True,False,False,,True,False,False,,True,False,False,,,,,True,True,True,,,False,False
21119,43,40.0,,39.1,,34.0,28.0,,,,,31.9,,92.0,,,43.0,33.9,30.9,,,14.0,27.4,0.0,,35.0,38.0,41.2,,,,,,60.2,,,,51.0,28.0,-3.0,,-3.9,,-9.0,-15.0,,,,,-11.1,,49.0,,,0.0,-9.1,-12.1,,,-29.0,-15.6,-43.0,,-8.0,-5.0,-1.8,,,,,,17.2,,,,8.0,-15.0,,False,,False,False,,,,,False,,False,,,True,False,False,,,False,False,False,,False,False,True,,,,,,False,,,,False,False
21121,220,194.0,,195.8,,131.0,256.0,,,,,99.0,,420.4,,,188.0,257.5,89.0,98.5,,103.0,141.0,5.1,,186.0,160.0,98.2,,,,,,140.9,,,,120.5,115.0,-26.0,,-24.2,,-89.0,36.0,,,,,-121.0,,200.4,,,-32.0,37.5,-131.0,-121.5,,-117.0,-79.0,-214.9,,-34.0,-60.0,-121.8,,,,,,-79.1,,,,-99.5,-105.0,,True,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,False,,False,False,False,,,,,,False,,,,False,False
21123,57,49.0,,47.5,,33.0,24.0,,,,,32.1,,147.8,,,56.0,33.1,27.6,,,10.0,33.5,0.0,,39.0,47.0,35.9,,,,,,61.0,,,,41.6,34.0,-8.0,,-9.5,,-24.0,-33.0,,,,,-24.9,,90.8,,,-1.0,-23.9,-29.4,,,-47.0,-23.5,-57.0,,-18.0,-10.0,-21.1,,,,,,4.0,,,,-15.4,-23.0,,False,,False,False,,,,,False,,False,,,True,False,False,,,False,False,False,,False,False,False,,,,,,True,,,,False,False
21125,465,290.0,,283.0,,254.0,337.0,,,,,196.5,,552.4,,,281.0,357.3,145.9,210.0,,348.5,254.5,19.1,,309.0,273.0,207.1,,,,,287.4,284.1,,,,194.4,206.0,-175.0,,-182.0,,-211.0,-128.0,,,,,-268.5,,87.4,,,-184.0,-107.7,-319.1,-255.0,,-116.5,-210.5,-445.9,,-156.0,-192.0,-257.9,,,,,-177.6,-180.9,,,,-270.6,-259.0,,False,,False,True,,,,,False,,True,,,False,True,False,False,,True,False,False,,True,False,False,,,,,False,False,,,,False,False
21127,100,146.0,,140.8,,85.0,200.0,,,,,44.7,,324.7,,,61.0,276.0,69.0,,,24.0,91.8,0.2,,154.0,108.0,60.0,,,,,,130.7,,,,85.0,78.0,46.0,,40.8,,-15.0,100.0,,,,,-55.3,,224.7,,,-39.0,176.0,-31.0,,,-76.0,-8.2,-99.8,,54.0,8.0,-40.0,,,,,,30.7,,,,-15.0,-22.0,,True,,True,False,,,,,False,,False,,,True,False,True,,,False,True,False,,False,True,True,,,,,,True,,,,True,True
21129,29,17.0,,14.2,,18.0,,,,,,27.1,,24.3,,,43.0,23.3,12.1,,,9.0,17.8,0.0,,17.0,20.0,16.3,,,,,,23.8,,,,22.6,,-12.0,,-14.8,,-11.0,,,,,,-1.9,,-4.7,,,14.0,-5.7,-16.9,,,-20.0,-11.2,-29.0,,-12.0,-9.0,-12.7,,,,,,-5.2,,,,-6.4,,,False,,True,,,,,,True,,True,,,False,True,False,,,False,True,False,,False,True,False,,,,,,True,,,,True,
21131,70,38.0,,36.9,,30.0,20.0,,,,,22.9,,85.8,,,37.0,32.1,31.4,,,18.0,31.9,0.0,,44.0,39.0,19.6,,,,,,48.9,,,,29.7,31.0,-32.0,,-33.1,,-40.0,-50.0,,,,,-47.1,,15.8,,,-33.0,-37.9,-38.6,,,-52.0,-38.1,-70.0,,-26.0,-31.0,-50.4,,,,,,-21.1,,,,-40.3,-39.0,,False,,False,False,,,,,False,,True,,,False,False,False,,,False,False,False,,True,True,False,,,,,,True,,,,False,False
21133,128,130.0,,119.4,,99.0,99.0,,,,,73.9,,381.0,,,75.0,110.7,97.6,,,61.0,98.7,0.0,,162.0,118.0,82.8,,,,,,111.2,,,,189.8,79.0,2.0,,-8.6,,-29.0,-29.0,,,,,-54.1,,253.0,,,-53.0,-17.3,-30.4,,,-67.0,-29.3,-128.0,,34.0,-10.0,-45.2,,,,,,-16.8,,,,61.8,-49.0,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,False
21135,86,59.0,,58.6,,54.0,59.0,,,,,40.9,,123.1,,,46.0,69.2,37.5,,,19.0,48.3,0.0,,70.0,55.0,52.9,,,,,,58.7,,,,68.6,37.0,-27.0,,-27.4,,-32.0,-27.0,,,,,-45.1,,37.1,,,-40.0,-16.8,-48.5,,,-67.0,-37.7,-86.0,,-16.0,-31.0,-33.1,,,,,,-27.3,,,,-17.4,-49.0,,False,,False,False,,,,,False,,False,,,False,True,False,,,False,False,False,,True,False,False,,,,,,False,,,,True,False
21137,134,101.0,,100.9,,87.0,87.0,,,,,81.7,,195.3,,,114.0,97.0,77.9,,,22.5,68.9,0.0,,130.0,112.0,82.4,,,,,,123.3,,,,124.5,107.0,-33.0,,-33.1,,-47.0,-47.0,,,,,-52.3,,61.3,,,-20.0,-37.0,-56.1,,,-111.5,-65.1,-134.0,,-4.0,-22.0,-51.6,,,,,,-10.7,,,,-9.5,-27.0,,False,,False,False,,,,,False,,False,,,True,False,False,,,False,False,False,,True,True,False,,,,,,True,,,,True,True
21139,39,20.0,,20.2,,18.0,17.0,,,,,21.4,,64.3,,,38.0,15.5,20.0,,,8.0,14.3,0.0,,18.0,23.0,19.7,,,,,,29.4,,,,42.1,27.0,-19.0,,-18.8,,-21.0,-22.0,,,,,-17.6,,25.3,,,-1.0,-23.5,-19.0,,,-31.0,-24.7,-39.0,,-21.0,-16.0,-19.3,,,,,,-9.6,,,,3.1,-12.0,,True,,False,False,,,,,True,,False,,,True,False,True,,,False,False,False,,False,True,False,,,,,,True,,,,True,True
21141,149,91.0,,90.4,,86.0,74.0,,,,,74.4,,209.8,,,128.0,85.8,60.1,,,42.0,77.0,0.0,,96.0,98.0,136.9,,,,,,81.2,,,,93.1,79.0,-58.0,,-58.6,,-63.0,-75.0,,,,,-74.6,,60.8,,,-21.0,-63.2,-88.9,,,-107.0,-72.0,-149.0,,-53.0,-51.0,-12.1,,,,,,-67.8,,,,-55.9,-70.0,,False,,False,False,,,,,False,,False,,,True,False,False,,,False,False,False,,True,True,True,,,,,,False,,,,True,False
21143,21,15.0,,13.8,,16.0,17.0,,,,,16.0,,52.9,,,22.0,20.4,16.1,,,13.0,17.0,0.0,,26.0,21.0,24.8,,,,,,30.9,,,,16.1,15.0,-6.0,,-7.2,,-5.0,-4.0,,,,,-5.0,,31.9,,,1.0,-0.6,-4.9,,,-8.0,-4.0,-21.0,,5.0,0.0,3.8,,,,,,9.9,,,,-4.9,-6.0,,False,,True,True,,,,,True,,False,,,True,True,True,,,False,True,False,,True,True,True,,,,,,False,,,,True,False
21145,267,229.0,,216.9,,211.0,279.0,,,,,170.9,,545.8,,,298.0,234.9,164.2,186.5,,211.0,159.4,0.0,,206.0,223.0,95.7,,,,,257.3,231.1,,,,390.5,184.0,-38.0,,-50.1,,-56.0,12.0,,,,,-96.1,,278.8,,,31.0,-32.1,-102.8,-80.5,,-56.0,-107.6,-267.0,,-61.0,-44.0,-171.3,,,,,-9.7,-35.9,,,,123.5,-83.0,,False,,False,True,,,,,False,,False,,,True,True,False,False,,False,False,False,,False,False,False,,,,,True,True,,,,False,False
21147,91,96.0,,98.8,,71.0,44.0,,,,,70.8,,155.3,,,77.0,48.1,84.9,,,34.0,75.3,0.0,,80.0,93.0,76.8,,,,,,118.3,,,,150.4,118.0,5.0,,7.8,,-20.0,-47.0,,,,,-20.2,,64.3,,,-14.0,-42.9,-6.1,,,-57.0,-15.7,-91.0,,-11.0,2.0,-14.2,,,,,,27.3,,,,59.4,27.0,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,False,,False,True,False,,,,,,False,,,,False,False
21149,74,30.0,,30.3,,25.0,18.0,,,,,23.4,,62.5,,,28.0,38.2,20.7,,,25.0,28.8,0.0,,26.0,35.0,21.2,,,,,,35.6,,,,15.9,24.0,-44.0,,-43.7,,-49.0,-56.0,,,,,-50.6,,-11.5,,,-46.0,-35.8,-53.3,,,-49.0,-45.2,-74.0,,-48.0,-39.0,-52.8,,,,,,-38.4,,,,-58.1,-50.0,,True,,False,False,,,,,False,,True,,,False,True,False,,,False,False,False,,False,True,False,,,,,,True,,,,False,False
21151,416,233.0,,215.5,,213.0,175.0,,,,,262.8,,616.6,,,370.0,180.0,201.6,238.5,,213.0,207.1,0.0,,257.0,236.0,432.8,,,,,241.6,227.9,,,,276.2,213.0,-183.0,,-200.5,,-203.0,-241.0,,,,,-153.2,,200.6,,,-46.0,-236.0,-214.4,-177.5,,-203.0,-208.9,-416.0,,-159.0,-180.0,16.8,,,,,-174.4,-188.1,,,,-139.8,-203.0,,False,,False,False,,,,,True,,False,,,True,False,False,True,,False,False,False,,True,True,True,,,,,True,False,,,,True,False
21153,40,8.0,,6.2,,7.0,3.0,,,,,22.6,,36.1,,,53.0,6.4,14.3,,,1.0,6.8,0.0,,,20.0,31.7,,,,,,20.3,,,,18.1,18.0,-32.0,,-33.8,,-33.0,-37.0,,,,,-17.4,,-3.9,,,13.0,-33.6,-25.7,,,-39.0,-33.2,-40.0,,,-20.0,-8.3,,,,,,-19.7,,,,-21.9,-22.0,,False,,False,False,,,,,True,,True,,,True,False,True,,,False,False,False,,,True,True,,,,,,True,,,,True,True
21155,119,60.0,,59.2,,47.0,21.0,,,,,54.8,,188.4,,,74.0,35.8,43.8,,,6.5,40.0,0.0,,57.0,60.0,54.6,,,,,,72.6,,,,55.1,47.0,-59.0,,-59.8,,-72.0,-98.0,,,,,-64.2,,69.4,,,-45.0,-83.2,-75.2,,,-112.5,-79.0,-119.0,,-62.0,-59.0,-64.4,,,,,,-46.4,,,,-63.9,-72.0,,False,,False,False,,,,,False,,False,,,True,False,False,,,False,False,False,,False,False,False,,,,,,True,,,,False,False
21157,203,152.0,,152.1,,130.0,160.0,,,,,84.1,,305.6,,,133.0,212.6,97.4,122.0,,40.0,119.8,19.9,,178.0,136.0,80.6,,,,,,157.0,,,,170.4,105.0,-51.0,,-50.9,,-73.0,-43.0,,,,,-118.9,,102.6,,,-70.0,9.6,-105.6,-81.0,,-163.0,-83.2,-183.1,,-25.0,-67.0,-122.4,,,,,,-46.0,,,,-32.6,-98.0,,True,,False,True,,,,,False,,False,,,False,True,False,False,,False,False,False,,True,False,False,,,,,,True,,,,True,False
