,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
16009,188,110.0,59.0,,,,,226.0,,103.4,77.1,,51.0,,,,,,-78.0,-129.0,,,,,38.0,,-84.6,-110.9,,-137.0,,,,,,False,,,,,True,,False,False,,False,,,,,
16011,822,1515.0,1369.0,,,,,1442.0,,1002.6,909.9,,1319.0,,,,,,693.0,547.0,,,,,620.0,,180.6,87.9,,497.0,,,,,,True,,,,,True,,True,True,,True,,,,,
16013,233,525.0,460.0,,,,,340.0,,258.3,111.5,,426.0,,,,,,292.0,227.0,,,,,107.0,,25.3,-121.5,,193.0,,,,,,True,,,,,True,,True,True,,True,,,,,
16015,94,95.0,0.0,,,,,108.0,,106.1,139.8,,73.0,,,,,,1.0,-94.0,,,,,14.0,,12.1,45.8,,-21.0,,,,,,False,,,,,False,,False,False,,False,,,,,
16017,1043,960.0,956.0,,,,,762.0,,779.7,587.8,,885.0,,,,,,-83.0,-87.0,,,,,-281.0,,-263.3,-455.2,,-158.0,,,,,,False,,,,,False,,False,False,,False,,,,,
16019,2621,4160.0,3389.0,,,,,3534.0,,2529.9,2183.0,,3328.5,,,2336.4,,,1539.0,768.0,,,,,913.0,,-91.1,-438.0,,707.5,,,-284.6,,,True,,,,,True,,True,True,,True,,,True,,
16021,223,205.0,179.0,,,,,174.0,,125.8,98.1,,114.0,,,,,,-18.0,-44.0,,,,,-49.0,,-97.2,-124.9,,-109.0,,,,,,False,,,,,False,,False,False,,False,,,,,
16023,38,65.0,0.0,,,,,54.0,,50.2,21.9,,29.0,,,,,,27.0,-38.0,,,,,16.0,,12.2,-16.1,,-9.0,,,,,,False,,,,,True,,True,True,,True,,,,,
16025,2,20.0,0.0,,,,,24.0,,12.2,4.0,,14.0,,,,,,18.0,-2.0,,,,,22.0,,10.2,2.0,,12.0,,,,,,True,,,,,False,,True,True,,True,,,,,
16027,5229,6810.0,5261.0,,,,,5796.0,,5690.6,4400.1,,7109.5,,,6899.0,6571.0,,1581.0,32.0,,,,,567.0,,461.6,-828.9,,1880.5,,,1670.0,1342.0,,True,,,,,True,,True,True,,False,,,False,True,
16029,97,110.0,71.0,,,,,148.0,,50.9,54.5,,115.0,,,,,,13.0,-26.0,,,,,51.0,,-46.1,-42.5,,18.0,,,,,,False,,,,,False,,False,False,,False,,,,,
16031,401,470.0,444.0,,,,,697.0,,142.3,283.6,,172.0,,,168.7,,,69.0,43.0,,,,,296.0,,-258.7,-117.4,,-229.0,,,-232.3,,,True,,,,,False,,False,False,,False,,,False,,
16033,2,15.0,0.0,,,,,40.0,,2.4,1.3,,10.0,,,,,,13.0,-2.0,,,,,38.0,,0.4,-0.7,,8.0,,,,,,True,,,,,False,,True,True,,True,,,,,
16035,254,345.0,0.0,,,,,256.0,,180.2,279.7,,578.0,,,,,,91.0,-254.0,,,,,2.0,,-73.8,25.7,,324.0,,,,,,False,,,,,True,,True,True,,False,,,,,
16037,54,95.0,,,,,,77.0,,56.5,36.2,,73.0,,,,,,41.0,,,,,,23.0,,2.5,-17.8,,19.0,,,,,,,,,,,True,,True,True,,True,,,,,
16039,423,435.0,370.0,,,,,511.0,,269.8,251.0,,441.0,,,,,,12.0,-53.0,,,,,88.0,,-153.2,-172.0,,18.0,,,,,,False,,,,,False,,False,False,,False,,,,,
16041,225,325.0,379.0,,,,,296.0,,208.3,196.7,,200.0,,,,,,100.0,154.0,,,,,71.0,,-16.7,-28.3,,-25.0,,,,,,False,,,,,True,,True,True,,True,,,,,
16043,140,325.0,161.0,,,,,335.0,,176.6,98.4,,276.5,,,,,,185.0,21.0,,,,,195.0,,36.6,-41.6,,136.5,,,,,,True,,,,,False,,True,True,,True,,,,,
16045,408,720.0,613.0,,,,,575.0,,706.6,315.1,,621.0,,,,,,312.0,205.0,,,,,167.0,,298.6,-92.9,,213.0,,,,,,True,,,,,True,,True,True,,True,,,,,
16047,164,375.0,172.0,,,,,319.0,,175.5,124.8,,228.0,,,,,,211.0,8.0,,,,,155.0,,11.5,-39.2,,64.0,,,,,,True,,,,,True,,True,True,,True,,,,,
16049,283,355.0,0.0,,,,,448.0,,134.3,174.5,,250.5,,,,,,72.0,-283.0,,,,,165.0,,-148.7,-108.5,,-32.5,,,,,,False,,,,,False,,False,False,,True,,,,,
16051,487,995.0,654.0,,,,,843.0,,706.0,283.8,,791.0,,,,,,508.0,167.0,,,,,356.0,,219.0,-203.2,,304.0,,,,,,True,,,,,True,,True,True,,True,,,,,
16053,315,625.0,311.0,,,,,631.0,,177.6,308.9,,312.0,,,,,,310.0,-4.0,,,,,316.0,,-137.4,-6.1,,-3.0,,,,,,True,,,,,False,,True,True,,True,,,,,
16055,5472,5255.0,4294.0,,,,,4322.0,,3795.6,2961.5,,5214.5,,,4548.2,3097.0,,-217.0,-1178.0,,,,,-1150.0,,-1676.4,-2510.5,,-257.5,,,-923.8,-2375.0,,False,,,,,False,,False,False,,False,,,False,False,
16057,445,695.0,251.0,,,,,939.0,,202.5,351.3,,394.0,,,,,,250.0,-194.0,,,,,494.0,,-242.5,-93.7,,-51.0,,,,,,True,,,,,False,,True,True,,True,,,,,
16059,46,35.0,,,,,,171.0,,8.3,21.1,,10.0,,,,,,-11.0,,,,,,125.0,,-37.7,-24.9,,-36.0,,,,,,,,,,,False,,False,False,,False,,,,,
16061,114,230.0,115.0,,,,,135.0,,125.8,82.7,,171.0,,,,,,116.0,1.0,,,,,21.0,,11.8,-31.3,,57.0,,,,,,True,,,,,True,,True,True,,True,,,,,
16063,72,115.0,0.0,,,,,108.0,,35.8,10.2,,53.0,,,,,,43.0,-72.0,,,,,36.0,,-36.2,-61.8,,-19.0,,,,,,False,,,,,True,,True,False,,True,,,,,
16065,1049,1875.0,320.0,,,,,1193.0,,857.4,675.1,,1448.5,,,1132.7,,,826.0,-729.0,,,,,144.0,,-191.6,-373.9,,399.5,,,83.7,,,True,,,,,True,,True,True,,True,,,True,,
16067,313,290.0,117.0,,,,,634.0,,85.1,240.4,,181.0,,,,,,-23.0,-196.0,,,,,321.0,,-227.9,-72.6,,-132.0,,,,,,False,,,,,False,,False,False,,False,,,,,
16069,642,1240.0,506.0,,,,,1420.0,,385.8,416.5,,573.0,,,573.1,,,598.0,-136.0,,,,,778.0,,-256.2,-225.5,,-69.0,,,-68.9,,,True,,,,,False,,True,True,,True,,,True,,
16071,94,185.0,0.0,,,,,82.0,,132.5,61.1,,261.0,,,,,,91.0,-94.0,,,,,-12.0,,38.5,-32.9,,167.0,,,,,,False,,,,,True,,True,True,,False,,,,,
16073,179,380.0,66.0,,,,,141.0,,322.2,210.4,,441.0,,,,,,201.0,-113.0,,,,,-38.0,,143.2,31.4,,262.0,,,,,,True,,,,,True,,True,True,,False,,,,,
16075,408,655.0,561.0,,,,,700.0,,505.3,260.1,,504.0,,,,,,247.0,153.0,,,,,292.0,,97.3,-147.9,,96.0,,,,,,True,,,,,False,,True,True,,True,,,,,
16077,73,115.0,72.0,,,,,150.0,,110.7,46.7,,85.0,,,,,,42.0,-1.0,,,,,77.0,,37.7,-26.3,,12.0,,,,,,True,,,,,False,,True,True,,True,,,,,
16079,338,240.0,214.0,,,,,344.0,,88.3,318.1,,233.0,,,,,,-98.0,-124.0,,,,,6.0,,-249.7,-19.9,,-105.0,,,,,,False,,,,,True,,False,True,,False,,,,,
16081,230,225.0,208.0,,,,,240.0,,103.6,77.6,,165.0,,,,,,-5.0,-22.0,,,,,10.0,,-126.4,-152.4,,-65.0,,,,,,False,,,,,False,,False,False,,False,,,,,
16083,1151,1810.0,1050.0,,,,,1892.0,,498.0,940.6,,971.5,,,2207.2,,,659.0,-101.0,,,,,741.0,,-653.0,-210.4,,-179.5,,,1056.2,,,True,,,,,False,,True,True,,True,,,False,,
16085,268,190.0,0.0,,,,,200.0,,224.6,141.6,,170.0,,,,,,-78.0,-268.0,,,,,-68.0,,-43.4,-126.4,,-98.0,,,,,,False,,,,,True,,True,False,,False,,,,,
16087,243,265.0,117.0,,,,,260.0,,157.4,189.0,,116.0,,,,,,22.0,-126.0,,,,,17.0,,-85.6,-54.0,,-127.0,,,,,,False,,,,,True,,False,False,,False,,,,,
17001,1966,1715.0,881.0,,,,,1717.0,,373.0,1283.7,,724.0,,,2306.6,,,-251.0,-1085.0,,,,,-249.0,,-1593.0,-682.3,,-1242.0,,,340.6,,,False,,,,,True,,False,False,,False,,,False,,
17003,94,90.0,43.0,,,,,128.0,,26.8,17.3,,60.0,,,,,,-4.0,-51.0,,,,,34.0,,-67.2,-76.7,,-34.0,,,,,,False,,,,,False,,False,False,,False,,,,,
17005,470,720.0,394.0,,,,,460.0,,562.5,181.6,,492.0,,,,,,250.0,-76.0,,,,,-10.0,,92.5,-288.4,,22.0,,,,,,True,,,,,True,,True,False,,True,,,,,
17007,1198,1445.0,895.0,,,,,1261.0,,477.2,1169.7,,739.0,,,935.1,,,247.0,-303.0,,,,,63.0,,-720.8,-28.3,,-459.0,,,-262.9,,,False,,,,,True,,False,True,,False,,,False,,
17009,194,125.0,141.0,,,,,161.0,,45.9,33.4,,59.0,,,,,,-69.0,-53.0,,,,,-33.0,,-148.1,-160.6,,-135.0,,,,,,True,,,,,True,,False,False,,False,,,,,
17011,641,1010.0,811.0,,,,,720.0,,266.5,554.7,,784.0,,,535.1,,,369.0,170.0,,,,,79.0,,-374.5,-86.3,,143.0,,,-105.9,,,True,,,,,True,,False,True,,True,,,True,,
17013,134,260.0,86.0,,,,,85.0,,93.1,88.9,,164.0,,,,,,126.0,-48.0,,,,,-49.0,,-40.9,-45.1,,30.0,,,,,,True,,,,,True,,True,True,,True,,,,,
17015,239,390.0,181.0,,,,,317.0,,110.1,100.3,,345.0,,,,,,151.0,-58.0,,,,,78.0,,-128.9,-138.7,,106.0,,,,,,True,,,,,True,,True,True,,True,,,,,
17017,592,760.0,151.0,,,,,265.0,,369.9,255.3,,447.0,,,,,,168.0,-441.0,,,,,-327.0,,-222.1,-336.7,,-145.0,,,,,,False,,,,,False,,False,False,,True,,,,,
17019,3159,4555.0,6758.0,,,,,4724.0,,1684.9,3386.4,,3529.0,,,3297.9,2500.0,,1396.0,3599.0,,,,,1565.0,,-1474.1,227.4,,370.0,,,138.9,-659.0,,False,,,,,False,,False,True,,True,,,True,True,
17021,804,670.0,450.0,,,,,1098.0,,172.7,324.0,,515.0,,,,,,-134.0,-354.0,,,,,294.0,,-631.3,-480.0,,-289.0,,,,,,False,,,,,False,,False,False,,False,,,,,
17023,516,320.0,305.0,,,,,581.0,,119.3,115.5,,283.0,,,,,,-196.0,-211.0,,,,,65.0,,-396.7,-400.5,,-233.0,,,,,,False,,,,,True,,False,False,,False,,,,,
17025,298,755.0,458.0,,,,,419.0,,396.5,310.8,,523.0,,,,,,457.0,160.0,,,,,121.0,,98.5,12.8,,225.0,,,,,,True,,,,,True,,True,True,,True,,,,,
17027,1193,1525.0,667.0,,,,,1083.0,,792.8,639.2,,1279.5,,,854.8,,,332.0,-526.0,,,,,-110.0,,-400.2,-553.8,,86.5,,,-338.2,,,False,,,,,True,,False,False,,True,,,False,,
17029,1043,1145.0,670.0,,,,,1868.0,,492.2,930.3,,871.0,,,663.1,,,102.0,-373.0,,,,,825.0,,-550.8,-112.7,,-172.0,,,-379.9,,,False,,,,,False,,False,False,,False,,,False,,
17031,90178,121155.0,167014.0,,,,,103244.0,,69779.4,109192.4,,116082.0,,,58508.7,80129.0,,30977.0,76836.0,,,,,13066.0,,-20398.6,19014.4,,25904.0,,,-31669.3,-10049.0,,False,,,,,True,,True,True,,True,,,False,True,
17033,460,530.0,204.0,,,,,658.0,,217.9,187.6,,439.0,,,,,,70.0,-256.0,,,,,198.0,,-242.1,-272.4,,-21.0,,,,,,False,,,,,False,,False,False,,True,,,,,
17035,310,515.0,308.0,,,,,362.0,,397.1,147.1,,531.0,,,,,,205.0,-2.0,,,,,52.0,,87.1,-162.9,,221.0,,,,,,True,,,,,True,,True,True,,False,,,,,
17037,1619,2530.0,2810.0,,,,,2076.0,,1099.5,1741.2,,1896.5,,,1422.3,,,911.0,1191.0,,,,,457.0,,-519.5,122.2,,277.5,,,-196.7,,,False,,,,,True,,True,True,,True,,,True,,
17039,373,355.0,195.0,,,,,462.0,,142.6,215.3,,276.5,,,,,,-18.0,-178.0,,,,,89.0,,-230.4,-157.7,,-96.5,,,,,,False,,,,,False,,False,False,,False,,,,,
17041,460,685.0,311.0,,,,,708.0,,383.2,165.2,,553.5,,,,,,225.0,-149.0,,,,,248.0,,-76.8,-294.8,,93.5,,,,,,True,,,,,False,,True,False,,True,,,,,
17043,15808,26600.0,37990.0,,,,,19078.0,,15851.8,22396.8,,20906.0,,,13098.0,20928.0,,10792.0,22182.0,,,,,3270.0,,43.8,6588.8,,5098.0,,,-2710.0,5120.0,,False,,,,,True,,True,True,,True,,,True,True,
17045,455,720.0,591.0,,,,,722.0,,462.9,310.1,,781.0,,,,,,265.0,136.0,,,,,267.0,,7.9,-144.9,,326.0,,,,,,True,,,,,False,,True,True,,False,,,,,
17047,187,165.0,126.0,,,,,163.0,,73.0,118.3,,203.0,,,,,,-22.0,-61.0,,,,,-24.0,,-114.0,-68.7,,16.0,,,,,,False,,,,,False,,False,False,,True,,,,,
17049,1054,1725.0,877.0,,,,,1097.0,,929.8,798.7,,1513.0,,,,,,671.0,-177.0,,,,,43.0,,-124.2,-255.3,,459.0,,,,,,True,,,,,True,,True,True,,True,,,,,
17051,807,1490.0,233.0,,,,,737.0,,1251.0,244.6,,1374.0,,,,,,683.0,-574.0,,,,,-70.0,,444.0,-562.4,,567.0,,,,,,True,,,,,True,,True,True,,True,,,,,
17053,469,545.0,350.0,,,,,425.0,,194.4,114.3,,321.0,,,,,,76.0,-119.0,,,,,-44.0,,-274.6,-354.7,,-148.0,,,,,,False,,,,,True,,False,False,,False,,,,,
17055,1364,1300.0,699.0,,,,,1199.0,,562.7,512.1,,1105.5,,,,,,-64.0,-665.0,,,,,-165.0,,-801.3,-851.9,,-258.5,,,,,,False,,,,,False,,False,False,,False,,,,,
17057,803,1200.0,782.0,,,,,814.0,,963.2,370.2,,1034.0,,,,,,397.0,-21.0,,,,,11.0,,160.2,-432.8,,231.0,,,,,,True,,,,,True,,True,False,,True,,,,,
17059,152,135.0,39.0,,,,,138.0,,113.5,63.5,,115.0,,,,,,-17.0,-113.0,,,,,-14.0,,-38.5,-88.5,,-37.0,,,,,,False,,,,,True,,False,False,,False,,,,,
17061,278,510.0,340.0,,,,,373.0,,196.1,196.5,,419.0,,,,,,232.0,62.0,,,,,95.0,,-81.9,-81.5,,141.0,,,,,,True,,,,,True,,True,True,,True,,,,,
17063,1063,1725.0,913.0,,,,,1350.0,,685.1,1302.2,,1598.5,,,993.8,,,662.0,-150.0,,,,,287.0,,-377.9,239.2,,535.5,,,-69.2,,,True,,,,,True,,True,True,,True,,,True,,
17065,230,240.0,99.0,,,,,260.0,,49.2,99.5,,161.0,,,,,,10.0,-131.0,,,,,30.0,,-180.8,-130.5,,-69.0,,,,,,False,,,,,False,,False,False,,False,,,,,
17067,374,485.0,207.0,,,,,350.0,,100.2,156.7,,598.0,,,,,,111.0,-167.0,,,,,-24.0,,-273.8,-217.3,,224.0,,,,,,False,,,,,True,,False,False,,False,,,,,
17069,92,55.0,55.0,,,,,107.0,,34.4,31.0,,25.0,,,,,,-37.0,-37.0,,,,,15.0,,-57.6,-61.0,,-67.0,,,,,,False,,,,,True,,False,False,,False,,,,,
17071,115,140.0,114.0,,,,,123.0,,74.3,29.5,,130.0,,,,,,25.0,-1.0,,,,,8.0,,-40.7,-85.5,,15.0,,,,,,True,,,,,True,,False,False,,True,,,,,
17073,921,1530.0,821.0,,,,,1070.0,,567.0,797.9,,888.0,,,1677.6,,,609.0,-100.0,,,,,149.0,,-354.0,-123.1,,-33.0,,,756.6,,,True,,,,,True,,True,True,,True,,,False,,
17075,614,1090.0,666.0,,,,,757.0,,458.1,409.1,,858.0,,,,,,476.0,52.0,,,,,143.0,,-155.9,-204.9,,244.0,,,,,,True,,,,,True,,True,True,,True,,,,,
17077,997,1410.0,1166.0,,,,,1047.0,,728.6,1333.2,,1275.0,,,787.0,,,413.0,169.0,,,,,50.0,,-268.4,336.2,,278.0,,,-210.0,,,True,,,,,True,,True,True,,True,,,True,,
17079,262,425.0,617.0,,,,,353.0,,175.4,66.2,,331.0,,,,,,163.0,355.0,,,,,91.0,,-86.6,-195.8,,69.0,,,,,,False,,,,,True,,True,False,,True,,,,,
17081,1072,1220.0,925.0,,,,,1119.0,,842.3,604.0,,1077.0,,,,,,148.0,-147.0,,,,,47.0,,-229.7,-468.0,,5.0,,,,,,True,,,,,True,,False,False,,True,,,,,
17083,668,1050.0,965.0,,,,,528.0,,543.4,299.8,,991.0,,,,,,382.0,297.0,,,,,-140.0,,-124.6,-368.2,,323.0,,,,,,True,,,,,True,,True,True,,True,,,,,
17085,263,505.0,338.0,,,,,393.0,,191.8,229.1,,304.0,,,,,,242.0,75.0,,,,,130.0,,-71.2,-33.9,,41.0,,,,,,True,,,,,True,,True,True,,True,,,,,
17087,357,425.0,126.0,,,,,323.0,,235.3,116.1,,375.0,,,,,,68.0,-231.0,,,,,-34.0,,-121.7,-240.9,,18.0,,,,,,False,,,,,True,,False,False,,True,,,,,
17089,9803,13160.0,13844.0,,,,,11183.0,,5569.7,11207.4,,10104.0,,,6440.1,7878.0,,3357.0,4041.0,,,,,1380.0,,-4233.3,1404.4,,301.0,,,-3362.9,-1925.0,,False,,,,,True,,False,True,,True,,,False,True,
17091,1802,3755.0,1675.0,,,,,3150.0,,1226.1,2456.6,,2074.0,,,2081.0,,,1953.0,-127.0,,,,,1348.0,,-575.9,654.6,,272.0,,,279.0,,,True,,,,,True,,True,True,,True,,,True,,
17093,2263,3110.0,3397.0,,,,,2745.0,,1307.5,2154.5,,2077.5,,,1119.1,1509.0,,847.0,1134.0,,,,,482.0,,-955.5,-108.5,,-185.5,,,-1143.9,-754.0,,False,,,,,True,,False,True,,True,,,False,True,
17095,1239,1565.0,1047.0,,,,,1303.0,,832.3,942.1,,1305.5,,,1321.0,,,326.0,-192.0,,,,,64.0,,-406.7,-296.9,,66.5,,,82.0,,,True,,,,,True,,False,True,,True,,,True,,
17097,10933,15410.0,20736.0,,,,,16252.0,,6658.5,14796.0,,11081.5,,,9782.3,9562.0,,4477.0,9803.0,,,,,5319.0,,-4274.5,3863.0,,148.5,,,-1150.7,-1371.0,,False,,,,,False,,True,True,,True,,,True,True,
17099,2178,3435.0,1757.0,,,,,2616.0,,999.6,2016.9,,3579.5,,,1861.3,,,1257.0,-421.0,,,,,438.0,,-1178.4,-161.1,,1401.5,,,-316.7,,,True,,,,,True,,True,True,,False,,,True,,
17101,845,950.0,620.0,,,,,588.0,,706.1,451.0,,819.0,,,,,,105.0,-225.0,,,,,-257.0,,-138.9,-394.0,,-26.0,,,,,,False,,,,,False,,False,False,,True,,,,,
17103,681,995.0,537.0,,,,,887.0,,537.8,420.9,,565.0,,,,,,314.0,-144.0,,,,,206.0,,-143.2,-260.1,,-116.0,,,,,,True,,,,,True,,True,True,,True,,,,,
17105,891,1185.0,775.0,,,,,1001.0,,288.6,385.3,,936.0,,,729.8,,,294.0,-116.0,,,,,110.0,,-602.4,-505.7,,45.0,,,-161.2,,,True,,,,,True,,False,False,,True,,,True,,
17107,972,1400.0,706.0,,,,,749.0,,816.9,601.9,,1101.0,,,,,,428.0,-266.0,,,,,-223.0,,-155.1,-370.1,,129.0,,,,,,True,,,,,True,,True,True,,True,,,,,
17109,388,470.0,343.0,,,,,548.0,,113.5,401.4,,206.5,,,,,,82.0,-45.0,,,,,160.0,,-274.5,13.4,,-181.5,,,,,,True,,,,,False,,False,True,,False,,,,,
17111,5118,5835.0,5874.0,,,,,6108.0,,2294.9,5418.2,,4086.0,,,3239.1,2869.0,,717.0,756.0,,,,,990.0,,-2823.1,300.2,,-1032.0,,,-1878.9,-2249.0,,False,,,,,False,,False,True,,False,,,False,False,
17113,3274,4755.0,7953.0,,,,,3652.0,,1867.6,2866.4,,3564.0,,,5104.0,2370.0,,1481.0,4679.0,,,,,378.0,,-1406.4,-407.6,,290.0,,,1830.0,-904.0,,False,,,,,True,,True,True,,True,,,False,True,
17115,1462,2605.0,1385.0,,,,,2866.0,,885.2,1880.4,,1650.5,,,1271.2,,,1143.0,-77.0,,,,,1404.0,,-576.8,418.4,,188.5,,,-190.8,,,True,,,,,False,,True,True,,True,,,True,,
17117,1051,1555.0,1378.0,,,,,1161.0,,798.8,658.4,,1159.5,,,1190.4,,,504.0,327.0,,,,,110.0,,-252.2,-392.6,,108.5,,,139.4,,,True,,,,,True,,True,True,,True,,,True,,
17119,6886,8445.0,6184.0,,,,,7135.0,,4303.3,6880.2,,9348.0,,,3964.6,5235.0,,1559.0,-702.0,,,,,249.0,,-2582.7,-5.8,,2462.0,,,-2921.4,-1651.0,,True,,,,,True,,False,True,,False,,,False,False,
17121,1024,1435.0,639.0,,,,,1251.0,,565.9,578.0,,1168.0,,,1309.3,,,411.0,-385.0,,,,,227.0,,-458.1,-446.0,,144.0,,,285.3,,,True,,,,,True,,False,False,,True,,,True,,
17123,167,265.0,294.0,,,,,231.0,,121.3,82.4,,139.0,,,,,,98.0,127.0,,,,,64.0,,-45.7,-84.6,,-28.0,,,,,,False,,,,,True,,True,True,,True,,,,,
17125,330,390.0,277.0,,,,,325.0,,273.2,125.3,,185.0,,,,,,60.0,-53.0,,,,,-5.0,,-56.8,-204.7,,-145.0,,,,,,True,,,,,True,,True,False,,False,,,,,
17127,278,500.0,313.0,,,,,477.0,,285.7,154.1,,346.0,,,,,,222.0,35.0,,,,,199.0,,7.7,-123.9,,68.0,,,,,,True,,,,,True,,True,True,,True,,,,,
17129,259,355.0,244.0,,,,,270.0,,233.1,124.4,,503.0,,,,,,96.0,-15.0,,,,,11.0,,-25.9,-134.6,,244.0,,,,,,True,,,,,True,,True,False,,False,,,,,
17131,317,410.0,247.0,,,,,312.0,,203.9,168.9,,310.0,,,,,,93.0,-70.0,,,,,-5.0,,-113.1,-148.1,,-7.0,,,,,,True,,,,,True,,False,False,,True,,,,,
17133,1085,1200.0,690.0,,,,,725.0,,582.9,524.8,,1140.0,,,889.9,,,115.0,-395.0,,,,,-360.0,,-502.1,-560.2,,55.0,,,-195.1,,,False,,,,,False,,False,False,,True,,,False,,
17135,1301,775.0,597.0,,,,,965.0,,534.0,389.8,,575.0,,,,,,-526.0,-704.0,,,,,-336.0,,-767.0,-911.2,,-726.0,,,,,,False,,,,,True,,False,False,,False,,,,,
17137,740,1120.0,689.0,,,,,880.0,,381.6,634.7,,702.0,,,315.5,,,380.0,-51.0,,,,,140.0,,-358.4,-105.3,,-38.0,,,-424.5,,,True,,,,,True,,True,True,,True,,,False,,
17139,319,555.0,308.0,,,,,501.0,,310.5,206.2,,405.0,,,,,,236.0,-11.0,,,,,182.0,,-8.5,-112.8,,86.0,,,,,,True,,,,,True,,True,True,,True,,,,,
17141,1252,1790.0,916.0,,,,,1045.0,,713.3,1125.6,,1240.5,,,1856.7,,,538.0,-336.0,,,,,-207.0,,-538.7,-126.4,,-11.5,,,604.7,,,True,,,,,True,,False,True,,True,,,False,,
17143,4096,5585.0,5469.0,,,,,3930.0,,3258.0,4670.8,,4986.0,,,2610.4,3380.0,,1489.0,1373.0,,,,,-166.0,,-838.0,574.8,,890.0,,,-1485.6,-716.0,,True,,,,,True,,True,True,,True,,,True,True,
17145,1242,840.0,755.0,,,,,656.0,,502.9,352.6,,676.0,,,,,,-402.0,-487.0,,,,,-586.0,,-739.1,-889.4,,-566.0,,,,,,False,,,,,False,,False,False,,False,,,,,
17147,272,355.0,264.0,,,,,481.0,,119.1,166.0,,205.0,,,,,,83.0,-8.0,,,,,209.0,,-152.9,-106.0,,-67.0,,,,,,True,,,,,False,,False,False,,True,,,,,
17149,400,430.0,248.0,,,,,329.0,,92.5,204.4,,244.0,,,,,,30.0,-152.0,,,,,-71.0,,-307.5,-195.6,,-156.0,,,,,,False,,,,,False,,False,False,,False,,,,,
17151,100,110.0,79.0,,,,,92.0,,320.8,44.7,,140.0,,,,,,10.0,-21.0,,,,,-8.0,,220.8,-55.3,,40.0,,,,,,False,,,,,True,,False,False,,False,,,,,
17153,125,245.0,151.0,,,,,118.0,,209.4,37.7,,201.0,,,,,,120.0,26.0,,,,,-7.0,,84.4,-87.3,,76.0,,,,,,True,,,,,True,,True,True,,True,,,,,
17155,79,95.0,85.0,,,,,131.0,,21.8,72.2,,70.0,,,,,,16.0,6.0,,,,,52.0,,-57.2,-6.8,,-9.0,,,,,,True,,,,,False,,False,True,,True,,,,,
17157,1046,1250.0,896.0,,,,,939.0,,965.5,849.0,,1144.5,,,651.8,,,204.0,-150.0,,,,,-107.0,,-80.5,-197.0,,98.5,,,-394.2,,,True,,,,,True,,True,True,,True,,,False,,
17159,547,785.0,646.0,,,,,518.0,,744.8,384.4,,754.0,,,,,,238.0,99.0,,,,,-29.0,,197.8,-162.6,,207.0,,,,,,True,,,,,True,,True,True,,True,,,,,
17161,2276,3355.0,1533.0,,,,,3487.0,,1054.9,2729.0,,2270.0,,,3091.5,1988.0,,1079.0,-743.0,,,,,1211.0,,-1221.1,453.0,,-6.0,,,815.5,-288.0,,True,,,,,False,,False,True,,True,,,True,True,
17163,6134,7480.0,6178.0,,,,,5618.0,,6011.7,6470.2,,7474.0,,,8893.3,7755.0,,1346.0,44.0,,,,,-516.0,,-122.3,336.2,,1340.0,,,2759.3,1621.0,,True,,,,,True,,True,True,,True,,,False,False,
17165,721,520.0,455.0,,,,,795.0,,232.0,315.0,,415.5,,,,,,-201.0,-266.0,,,,,74.0,,-489.0,-406.0,,-305.5,,,,,,False,,,,,True,,False,False,,False,,,,,
17167,3024,4265.0,2883.0,,,,,4579.0,,1653.7,3099.8,,2525.5,,,2924.8,2724.0,,1241.0,-141.0,,,,,1555.0,,-1370.3,75.8,,-498.5,,,-99.2,-300.0,,True,,,,,False,,False,True,,True,,,True,True,
17169,218,465.0,294.0,,,,,166.0,,426.3,48.4,,242.5,,,,,,247.0,76.0,,,,,-52.0,,208.3,-169.6,,24.5,,,,,,True,,,,,True,,True,True,,True,,,,,
17171,89,165.0,101.0,,,,,80.0,,50.6,111.6,,87.0,,,,,,76.0,12.0,,,,,-9.0,,-38.4,22.6,,-2.0,,,,,,True,,,,,True,,True,True,,True,,,,,
