,predicted_cases,actual_cases,error,perc_error
BPagano-RtDriven,11361170.1,11262117,99053.1,0.9%
UCLA-SuEIR,11427152.5,11262117,165035.5,1.5%
JCB-PRM,11682127.7,11262117,420010.7,3.7%
IBF-TimeSeries,8533217.0,11262117,-2728900.0,-24.2%
COVIDhub-baseline,8142480.0,11262117,-3119637.0,-27.7%
IowaStateLW-STEM,8079764.0,11262117,-3182353.0,-28.3%
UCF-AEM,7515000.0,11262117,-3747117.0,-33.3%
USACE-ERDC_SEIR,5722085.2,11262117,-5540031.8,-49.2%
USC-SI_kJalpha,3577192.0,11262117,-7684925.0,-68.2%
JHUAPL-Bucky,22350685.1,11262117,11088568.1,98.5%
Columbia_UNC-SurvCon,50113361.0,11262117,38851244.0,345.0%
