,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01087,122,126.0,,125.4,,124.0,131.0,,,,,119.7,103.2,,,118.0,,122.7,,82.8,,,115.0,102.3,15.7,,150.0,142.0,125.4,,,,,,,,,150.1,4.0,,3.4,,2.0,9.0,,,,,-2.3,-18.8,,,-4.0,,0.7,,-39.2,,,-7.0,-19.7,-106.3,,28.0,20.0,3.4,,,,,,,,,28.1,,True,,True,False,,,,,True,False,,,False,,True,,False,,,False,False,False,,False,False,True,,,,,,,,,False
01089,4181,3952.0,,4035.2,4214.4,3939.0,3319.0,,,,,3087.4,3472.9,,4697.6,4043.0,,4502.0,,2821.8,2714.0,,5608.0,3136.0,1371.0,,5160.0,3877.0,3450.3,,,,,3963.0,2897.0,,,5993.7,-229.0,,-145.8,33.4,-242.0,-862.0,,,,,-1093.6,-708.1,,516.6,-138.0,,321.0,,-1359.2,-1467.0,,1427.0,-1045.0,-2810.0,,979.0,-304.0,-730.7,,,,,-218.0,-1284.0,,,1812.7,,True,True,False,False,,,,,False,False,,False,True,,False,,False,False,,False,False,False,,False,False,False,,,,,True,False,,,False
01091,194,288.0,,267.9,,235.0,0.0,,,,,251.2,184.1,,,212.0,,340.4,,144.7,,,415.0,193.1,60.3,,355.0,249.0,183.5,,,,,,,,,270.4,94.0,,73.9,,41.0,-194.0,,,,,57.2,-9.9,,,18.0,,146.4,,-49.3,,,221.0,-0.9,-133.7,,161.0,55.0,-10.5,,,,,,,,,76.4,,True,,True,False,,,,,True,True,,,True,,False,,True,,,False,True,False,,False,True,True,,,,,,,,,True
01093,314,298.0,,297.2,,301.0,304.0,,,,,271.9,202.2,,,364.0,,341.3,,200.1,238.0,,461.0,219.6,52.4,,383.0,312.0,318.5,,,,,,,,,237.3,-16.0,,-16.8,,-13.0,-10.0,,,,,-42.1,-111.8,,,50.0,,27.3,,-113.9,-76.0,,147.0,-94.4,-261.6,,69.0,-2.0,4.5,,,,,,,,,-76.7,,False,,True,True,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,True,True,,,,,,,,,False
01095,988,1014.0,,1059.0,,842.0,778.0,,,,,1032.9,665.1,,792.8,1408.0,,654.3,,776.3,492.0,,1078.0,591.6,178.7,,1154.0,1067.0,824.5,,,,,721.7,,,,1511.3,26.0,,71.0,,-146.0,-210.0,,,,,44.9,-322.9,,-195.2,420.0,,-333.7,,-211.7,-496.0,,90.0,-396.4,-809.3,,166.0,79.0,-163.5,,,,,-266.3,,,,523.3,,False,,False,False,,,,,False,False,,False,False,,False,,False,False,,False,False,False,,False,False,False,,,,,False,,,,False
01097,3598,2888.0,,2850.7,3661.4,2897.0,2670.0,,,,,2695.9,2249.0,,3563.7,3480.0,,2358.9,,2289.7,2123.0,,3293.5,2954.1,0.4,,3463.0,3184.0,3020.5,,,,,2495.2,4766.0,,,3071.8,-710.0,,-747.3,63.4,-701.0,-928.0,,,,,-902.1,-1349.0,,-34.3,-118.0,,-1239.1,,-1308.3,-1475.0,,-304.5,-643.9,-3597.6,,-135.0,-414.0,-577.5,,,,,-1102.8,1168.0,,,-526.2,,False,True,True,False,,,,,False,False,,True,True,,False,,False,False,,True,True,False,,True,True,True,,,,,False,False,,,True
01099,274,160.0,,173.4,,171.0,187.0,,,,,163.4,113.1,,,188.0,,311.4,,129.4,,,391.0,123.8,30.5,,267.0,189.0,181.7,,,,,,,,,144.9,-114.0,,-100.6,,-103.0,-87.0,,,,,-110.6,-160.9,,,-86.0,,37.4,,-144.6,,,117.0,-150.2,-243.5,,-7.0,-85.0,-92.3,,,,,,,,,-129.1,,True,,True,True,,,,,True,False,,,True,,True,,False,,,False,False,False,,True,True,True,,,,,,,,,False
01101,2478,1486.0,,1536.5,,1558.0,1313.0,,,,,1735.6,1089.4,,2082.0,1870.0,,2077.7,,1218.6,1400.5,,2109.0,1506.9,494.3,,1954.0,1919.0,1824.8,,,,,1515.2,1182.0,,,2114.5,-992.0,,-941.5,,-920.0,-1165.0,,,,,-742.4,-1388.6,,-396.0,-608.0,,-400.3,,-1259.4,-1077.5,,-369.0,-971.1,-1983.7,,-524.0,-559.0,-653.2,,,,,-962.8,-1296.0,,,-363.5,,True,,True,False,,,,,True,False,,True,True,,True,,False,False,,True,True,False,,True,True,True,,,,,True,False,,,True
01103,1510,1696.0,,1592.9,,1488.0,1499.0,,,,,1357.8,1217.5,,,1694.0,,1407.7,,937.6,1188.5,,1936.0,1225.5,633.4,,1915.0,1655.0,1144.3,,,,,1092.0,,,,1470.8,186.0,,82.9,,-22.0,-11.0,,,,,-152.2,-292.5,,,184.0,,-102.3,,-572.4,-321.5,,426.0,-284.5,-876.6,,405.0,145.0,-365.7,,,,,-418.0,,,,-39.2,,True,,True,True,,,,,True,False,,,True,,True,,False,False,,False,False,False,,False,True,False,,,,,False,,,,True
01105,101,76.0,,78.8,,77.0,0.0,,,,,93.8,47.7,,,68.0,,129.1,,56.1,,,154.0,62.3,0.0,,111.0,86.0,87.2,,,,,,,,,73.4,-25.0,,-22.2,,-24.0,-101.0,,,,,-7.2,-53.3,,,-33.0,,28.1,,-44.9,,,53.0,-38.7,-101.0,,10.0,-15.0,-13.8,,,,,,,,,-27.6,,True,,True,False,,,,,True,False,,,False,,False,,False,,,False,False,False,,True,True,True,,,,,,,,,False
01107,221,204.0,,195.8,,201.0,166.0,,,,,197.1,152.3,,,214.0,,335.3,,138.6,,,243.0,189.8,45.8,,280.0,215.0,203.5,,,,,,,,,163.3,-17.0,,-25.2,,-20.0,-55.0,,,,,-23.9,-68.7,,,-7.0,,114.3,,-82.4,,,22.0,-31.2,-175.2,,59.0,-6.0,-17.5,,,,,,,,,-57.7,,False,,False,False,,,,,False,False,,,True,,False,,False,,,False,False,False,,False,True,False,,,,,,,,,False
01109,432,166.0,,167.5,,169.0,174.0,,,,,218.5,136.0,,,276.0,,158.7,,123.7,163.5,,209.0,147.4,54.6,,192.0,229.0,196.3,,,,,,,,,57.6,-266.0,,-264.5,,-263.0,-258.0,,,,,-213.5,-296.0,,,-156.0,,-273.3,,-308.3,-268.5,,-223.0,-284.6,-377.4,,-240.0,-203.0,-235.7,,,,,,,,,-374.4,,True,,True,True,,,,,True,False,,,True,,False,,False,False,,True,False,False,,True,True,True,,,,,,,,,False
01111,126,84.0,,84.0,,84.0,63.0,,,,,121.4,86.7,,,233.0,,66.8,,57.6,,,88.0,79.1,25.5,,85.0,152.0,118.7,,,,,,,,,36.7,-42.0,,-42.0,,-42.0,-63.0,,,,,-4.6,-39.3,,,107.0,,-59.2,,-68.4,,,-38.0,-46.9,-100.5,,-41.0,26.0,-7.3,,,,,,,,,-89.3,,False,,False,False,,,,,True,True,,,False,,False,,False,,,True,False,False,,True,True,True,,,,,,,,,False
01113,373,204.0,,198.6,,208.0,201.0,,,,,310.7,264.6,,,483.0,,152.2,,179.4,263.0,,214.5,209.5,0.0,,283.0,294.0,304.4,,,,,200.5,,,,37.4,-169.0,,-174.4,,-165.0,-172.0,,,,,-62.3,-108.4,,,110.0,,-220.8,,-193.6,-110.0,,-158.5,-163.5,-373.0,,-90.0,-79.0,-68.6,,,,,-172.5,,,,-335.6,,False,,True,False,,,,,True,True,,,True,,False,,False,True,,True,True,False,,True,True,True,,,,,False,,,,False
01115,974,942.0,,931.8,,845.0,923.0,,,,,808.8,698.1,,,911.0,,781.5,,541.3,533.5,,1000.0,684.3,224.3,,1098.0,923.0,,,,,,600.5,,,,828.0,-32.0,,-42.2,,-129.0,-51.0,,,,,-165.2,-275.9,,,-63.0,,-192.5,,-432.7,-440.5,,26.0,-289.7,-749.7,,124.0,-51.0,,,,,,-373.5,,,,-146.0,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,True,False,False,,False,False,,,,,,False,,,,False
01117,2569,2234.0,,2365.1,,2109.0,2030.0,,,,,1903.3,1667.7,,2350.0,2448.0,,1866.3,,1694.1,1796.0,,2248.0,1925.5,828.3,,2587.0,2238.0,2089.7,,,,,1589.1,1744.0,,,2409.0,-335.0,,-203.9,,-460.0,-539.0,,,,,-665.7,-901.3,,-219.0,-121.0,,-702.7,,-874.9,-773.0,,-321.0,-643.5,-1740.7,,18.0,-331.0,-479.3,,,,,-979.9,-825.0,,,-160.0,,True,,False,False,,,,,False,False,,True,True,,False,,False,False,,True,False,False,,True,True,False,,,,,False,False,,,True
01119,71,156.0,,156.9,,143.0,195.0,,,,,114.5,83.6,,,100.0,,344.1,,103.7,,,278.0,97.6,20.6,,221.0,135.0,135.1,,,,,,,,,201.3,85.0,,85.9,,72.0,124.0,,,,,43.5,12.6,,,29.0,,273.1,,32.7,,,207.0,26.6,-50.4,,150.0,64.0,64.1,,,,,,,,,130.3,,False,,True,False,,,,,True,True,,,True,,False,,True,,,False,True,True,,False,True,True,,,,,,,,,False
01121,849,582.0,,552.0,,578.0,207.0,,,,,590.7,457.9,,,931.0,,438.5,,367.5,501.0,,694.0,402.5,128.9,,654.0,685.0,679.0,,,,,565.6,,,,803.2,-267.0,,-297.0,,-271.0,-642.0,,,,,-258.3,-391.1,,,82.0,,-410.5,,-481.5,-348.0,,-155.0,-446.5,-720.1,,-195.0,-164.0,-170.0,,,,,-283.4,,,,-45.8,,False,,False,False,,,,,True,False,,,True,,False,,False,False,,True,False,False,,True,True,True,,,,,False,,,,True
01123,247,260.0,,275.5,,192.0,18.0,,,,,240.4,251.6,,,374.0,,147.0,,193.9,181.5,,194.0,189.6,34.6,,290.0,332.0,320.2,,,,,180.9,,,,232.2,13.0,,28.5,,-55.0,-229.0,,,,,-6.6,4.6,,,127.0,,-100.0,,-53.1,-65.5,,-53.0,-57.4,-212.4,,43.0,85.0,73.2,,,,,-66.1,,,,-14.8,,False,,False,False,,,,,True,True,,,False,,False,,False,False,,False,False,False,,False,False,False,,,,,False,,,,False
01125,2378,2238.0,,2314.7,,2246.0,2288.0,,,,,2079.3,1335.0,,2381.9,2490.0,,2183.2,,1539.8,1541.0,,2945.0,1686.5,1089.6,,2619.0,2290.0,2421.5,,,,,1959.1,1302.0,,,3297.1,-140.0,,-63.3,,-132.0,-90.0,,,,,-298.7,-1043.0,,3.9,112.0,,-194.8,,-838.2,-837.0,,567.0,-691.5,-1288.4,,241.0,-88.0,43.5,,,,,-418.9,-1076.0,,,919.1,,True,,True,True,,,,,False,False,,True,True,,False,,False,False,,False,False,False,,False,True,True,,,,,False,False,,,False
01127,692,646.0,,655.8,,536.0,461.0,,,,,628.7,541.5,,,850.0,,509.1,,345.2,289.5,,658.0,469.4,90.4,,729.0,702.0,646.3,,,,,514.6,,,,701.3,-46.0,,-36.2,,-156.0,-231.0,,,,,-63.3,-150.5,,,158.0,,-182.9,,-346.8,-402.5,,-34.0,-222.6,-601.6,,37.0,10.0,-45.7,,,,,-177.4,,,,9.3,,True,,False,False,,,,,False,False,,,False,,False,,False,False,,True,False,False,,True,True,True,,,,,False,,,,True
01129,163,126.0,,127.1,,133.0,0.0,,,,,124.8,92.9,,,193.0,,193.9,,83.1,,,264.0,105.8,0.0,,171.0,143.0,139.1,,,,,,,,,341.1,-37.0,,-35.9,,-30.0,-163.0,,,,,-38.2,-70.1,,,30.0,,30.9,,-79.9,,,101.0,-57.2,-163.0,,8.0,-20.0,-23.9,,,,,,,,,178.1,,True,,True,False,,,,,False,False,,,True,,True,,False,,,False,False,False,,True,True,True,,,,,,,,,False
01131,114,80.0,,100.4,,80.0,22.0,,,,,111.4,48.8,,,61.0,,99.8,,67.4,,,87.0,52.7,0.0,,108.0,93.0,94.7,,,,,,,,,118.2,-34.0,,-13.6,,-34.0,-92.0,,,,,-2.6,-65.2,,,-53.0,,-14.2,,-46.6,,,-27.0,-61.3,-114.0,,-6.0,-21.0,-19.3,,,,,,,,,4.2,,True,,False,False,,,,,True,False,,,False,,True,,False,,,True,False,False,,True,True,True,,,,,,,,,True
01133,300,302.0,,308.2,,242.0,182.0,,,,,237.4,198.0,,,320.0,,152.4,,157.7,,,251.5,214.5,56.2,,303.0,272.0,250.2,,,,,,,,,285.4,2.0,,8.2,,-58.0,-118.0,,,,,-62.6,-102.0,,,20.0,,-147.6,,-142.3,,,-48.5,-85.5,-243.8,,3.0,-28.0,-49.8,,,,,,,,,-14.6,,False,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
02013,0,0.0,,0.9,,0.0,0.0,,,,,2.8,4.5,,,,,0.0,,1.0,,,8.0,0.3,,,0.0,6.0,4.0,,,,,,,,,1.1,0.0,,0.9,,0.0,0.0,,,,,2.8,4.5,,,,,0.0,,1.0,,,8.0,0.3,,,0.0,6.0,4.0,,,,,,,,,1.1,,False,,True,True,,,,,False,False,,,,,False,,False,,,False,False,,,True,False,False,,,,,,,,,False
02016,39,32.0,,20.8,,21.0,,,,,,34.6,50.9,,,,,10.5,,78.1,,,9.0,31.5,0.0,,23.0,24.0,14.6,,,,,,,,,6.1,-7.0,,-18.2,,-18.0,,,,,,-4.4,11.9,,,,,-28.5,,39.1,,,-30.0,-7.5,-39.0,,-16.0,-15.0,-24.4,,,,,,,,,-32.9,,False,,False,,,,,,True,False,,,,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
02020,1627,1682.0,,1558.5,1722.5,1490.0,1000.0,,,,,1789.0,1358.3,,1339.7,,,1147.1,,1146.4,2161.0,,1757.5,1225.4,0.1,,1774.0,1336.0,2321.3,,,,,2651.6,826.0,,,1207.9,55.0,,-68.5,95.5,-137.0,-627.0,,,,,162.0,-268.7,,-287.3,,,-479.9,,-480.6,534.0,,130.5,-401.6,-1626.9,,147.0,-291.0,694.3,,,,,1024.6,-801.0,,,-419.1,,False,False,False,False,,,,,False,False,,False,,,False,,False,False,,False,False,False,,False,False,False,,,,,False,False,,,False
02050,633,182.0,,174.2,,147.0,,,,,,197.6,187.2,,,,,95.0,,115.8,,,82.0,150.3,0.0,,187.0,149.0,289.9,,,,,,,,,139.8,-451.0,,-458.8,,-486.0,,,,,,-435.4,-445.8,,,,,-538.0,,-517.2,,,-551.0,-482.7,-633.0,,-446.0,-484.0,-343.1,,,,,,,,,-493.2,,False,,False,,,,,,True,True,,,,,False,,False,,,False,False,False,,True,False,True,,,,,,,,,False
02060,0,0.0,,0.0,,0.0,0.0,,,,,6.0,0.3,,,,,0.0,,0.0,,,,0.0,,,0.0,1.0,0.0,,,,,,,,,1.6,0.0,,0.0,,0.0,0.0,,,,,6.0,0.3,,,,,0.0,,0.0,,,,0.0,,,0.0,1.0,0.0,,,,,,,,,1.6,,True,,True,True,,,,,False,False,,,,,True,,True,,,,False,,,True,False,False,,,,,,,,,False
02068,0,0.0,,0.4,,2.0,0.0,,,,,4.5,5.1,,,,,2.8,,4.4,,,8.0,0.8,,,5.0,3.0,,,,,,,,,,2.3,0.0,,0.4,,2.0,0.0,,,,,4.5,5.1,,,,,2.8,,4.4,,,8.0,0.8,,,5.0,3.0,,,,,,,,,,2.3,,False,,False,True,,,,,False,False,,,,,False,,False,,,False,False,,,False,False,,,,,,,,,,False
02070,33,8.0,,7.9,,3.0,0.0,,,,,7.5,17.1,,,,,2.5,,4.2,,,12.0,2.4,0.0,,6.0,13.0,4.5,,,,,,,,,1.9,-25.0,,-25.1,,-30.0,-33.0,,,,,-25.5,-15.9,,,,,-30.5,,-28.8,,,-21.0,-30.6,-33.0,,-27.0,-20.0,-28.5,,,,,,,,,-31.1,,False,,False,False,,,,,False,True,,,,,False,,False,,,True,False,False,,False,True,False,,,,,,,,,False
02090,558,364.0,,331.0,,358.0,265.0,,,,,500.2,530.4,,,,,321.4,,284.1,416.5,,546.0,407.7,0.0,,485.0,359.0,452.2,,,,,350.3,,,,487.1,-194.0,,-227.0,,-200.0,-293.0,,,,,-57.8,-27.6,,,,,-236.6,,-273.9,-141.5,,-12.0,-150.3,-558.0,,-73.0,-199.0,-105.8,,,,,-207.7,,,,-70.9,,False,,False,False,,,,,True,True,,,,,False,,False,True,,True,True,False,,True,False,True,,,,,False,,,,True
02100,1,0.0,,0.9,,2.0,0.0,,,,,0.4,2.3,,,,,4.5,,3.8,,,2.0,0.2,,,,7.0,4.3,,,,,,,,,1.7,-1.0,,-0.1,,1.0,-1.0,,,,,-0.6,1.3,,,,,3.5,,2.8,,,1.0,-0.8,,,,6.0,3.3,,,,,,,,,0.7,,True,,False,False,,,,,True,False,,,,,False,,False,,,False,True,,,,False,False,,,,,,,,,True
02105,0,0.0,,0.0,,0.0,0.0,,,,,,0.2,,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,0.2,,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,True,,True,True,,,,,,False,,,,,True,,True,,,,False,,,True,,,,,,,,,,,
02110,44,84.0,,80.6,,52.0,36.0,,,,,95.0,114.9,,,,,36.6,,50.8,116.0,,31.0,52.7,0.0,,80.0,61.0,98.8,,,,,,,,,52.2,40.0,,36.6,,8.0,-8.0,,,,,51.0,70.9,,,,,-7.4,,6.8,72.0,,-13.0,8.7,-44.0,,36.0,17.0,54.8,,,,,,,,,8.2,,True,,True,True,,,,,False,False,,,,,True,,True,False,,True,True,False,,True,True,False,,,,,,,,,True
02122,166,260.0,,255.5,,201.0,194.0,,,,,337.8,351.0,,,,,135.1,,155.6,,,192.0,200.6,0.0,,337.0,256.0,319.1,,,,,198.3,,,,123.8,94.0,,89.5,,35.0,28.0,,,,,171.8,185.0,,,,,-30.9,,-10.4,,,26.0,34.6,-166.0,,171.0,90.0,153.1,,,,,32.3,,,,-42.2,,True,,True,True,,,,,False,False,,,,,True,,True,,,True,True,False,,False,True,False,,,,,True,,,,True
02130,25,6.0,,4.9,,4.0,0.0,,,,,17.7,30.2,,,,,3.5,,12.5,,,4.0,4.8,0.0,,9.0,15.0,,,,,,,,,,3.9,-19.0,,-20.1,,-21.0,-25.0,,,,,-7.3,5.2,,,,,-21.5,,-12.5,,,-21.0,-20.2,-25.0,,-16.0,-10.0,,,,,,,,,,-21.1,,False,,False,False,,,,,True,True,,,,,False,,True,,,False,False,False,,True,True,,,,,,,,,,False
02150,73,178.0,,172.0,,108.0,,,,,,144.4,193.0,,,,,107.7,,127.8,,,83.0,95.5,0.0,,150.0,129.0,45.4,,,,,,,,,146.6,105.0,,99.0,,35.0,,,,,,71.4,120.0,,,,,34.7,,54.8,,,10.0,22.5,-73.0,,77.0,56.0,-27.6,,,,,,,,,73.6,,True,,True,,,,,,True,False,,,,,True,,True,,,True,True,True,,True,True,True,,,,,,,,,True
02158,232,38.0,,23.2,,27.0,0.0,,,,,,36.0,,,,,48.1,,62.2,,,0.0,20.1,,,72.0,,,,,,,,,,,,-194.0,,-208.8,,-205.0,-232.0,,,,,,-196.0,,,,,-183.9,,-169.8,,,-232.0,-211.9,,,-160.0,,,,,,,,,,,,,False,,False,False,,,,,,False,,,,,True,,True,,,False,False,,,True,,,,,,,,,,,
02164,7,0.0,,0.0,,0.0,0.0,,,,,0.0,2.4,,,,,3.0,,2.6,,,8.0,,0.0,,,5.0,2.7,,,,,,,,,0.8,-7.0,,-7.0,,-7.0,-7.0,,,,,-7.0,-4.6,,,,,-4.0,,-4.4,,,1.0,,-7.0,,,-2.0,-4.3,,,,,,,,,-6.2,,False,,False,False,,,,,True,True,,,,,True,,True,,,True,,False,,,True,True,,,,,,,,,True
02170,755,548.0,,352.7,,397.0,480.0,,,,,685.1,467.2,,,,,174.7,,338.4,208.5,,152.0,462.9,0.0,,738.0,463.0,656.2,,,,,606.2,,,,410.3,-207.0,,-402.3,,-358.0,-275.0,,,,,-69.9,-287.8,,,,,-580.3,,-416.6,-546.5,,-603.0,-292.1,-755.0,,-17.0,-292.0,-98.8,,,,,-148.8,,,,-344.7,,False,,False,False,,,,,True,False,,,,,False,,False,False,,False,False,False,,True,False,True,,,,,True,,,,False
02180,13,12.0,,8.4,,10.0,,,,,,23.4,32.9,,,,,1.0,,13.6,,,0.0,10.9,0.0,,16.0,20.0,21.1,,,,,,,,,22.6,-1.0,,-4.6,,-3.0,,,,,,10.4,19.9,,,,,-12.0,,0.6,,,-13.0,-2.1,-13.0,,3.0,7.0,8.1,,,,,,,,,9.6,,False,,False,,,,,,False,False,,,,,False,,True,,,False,False,False,,False,False,False,,,,,,,,,False
02185,64,90.0,,94.7,,71.0,,,,,,93.9,137.6,,,,,66.8,,98.4,,,64.0,58.5,0.0,,136.0,72.0,143.1,,,,,,,,,61.7,26.0,,30.7,,7.0,,,,,,29.9,73.6,,,,,2.8,,34.4,,,0.0,-5.5,-64.0,,72.0,8.0,79.1,,,,,,,,,-2.3,,False,,True,,,,,,False,False,,,,,True,,False,,,True,True,False,,False,True,False,,,,,,,,,True
02188,81,22.0,,21.7,,11.0,,,,,,36.0,45.7,,,,,4.8,,14.5,,,2.0,8.7,0.0,,13.0,26.0,21.7,,,,,,,,,7.2,-59.0,,-59.3,,-70.0,,,,,,-45.0,-35.3,,,,,-76.2,,-66.5,,,-79.0,-72.3,-81.0,,-68.0,-55.0,-59.3,,,,,,,,,-73.8,,False,,False,,,,,,True,True,,,,,False,,False,,,False,False,False,,False,True,False,,,,,,,,,False
02195,9,2.0,,1.7,,1.0,0.0,,,,,0.5,7.7,,,,,0.1,,1.5,,,2.0,0.4,,,0.0,4.0,,,,,,,,,,,-7.0,,-7.3,,-8.0,-9.0,,,,,-8.5,-1.3,,,,,-8.9,,-7.5,,,-7.0,-8.6,,,-9.0,-5.0,,,,,,,,,,,,False,,False,False,,,,,False,True,,,,,False,,False,,,False,False,,,False,True,,,,,,,,,,
02198,5,6.0,,5.5,,3.0,0.0,,,,,9.1,12.2,,,,,3.5,,12.0,,,2.0,1.7,,,5.0,,,,,,,,,,,,1.0,,0.5,,-2.0,-5.0,,,,,4.1,7.2,,,,,-1.5,,7.0,,,-3.0,-3.3,,,0.0,,,,,,,,,,,,,True,,False,False,,,,,False,False,,,,,False,,False,,,False,False,,,True,,,,,,,,,,,
02220,9,26.0,,22.2,,15.0,0.0,,,,,25.0,46.8,,,,,10.0,,19.7,,,12.0,17.5,0.0,,42.0,27.0,16.5,,,,,,,,,23.2,17.0,,13.2,,6.0,-9.0,,,,,16.0,37.8,,,,,1.0,,10.7,,,3.0,8.5,-9.0,,33.0,18.0,7.5,,,,,,,,,14.2,,True,,True,True,,,,,True,False,,,,,True,,True,,,True,True,True,,False,False,True,,,,,,,,,True
02230,1,2.0,,2.4,,2.0,0.0,,,,,1.4,2.7,,,,,0.0,,4.5,,,2.0,1.7,,,,,,,,,,,,,,,1.0,,1.4,,1.0,-1.0,,,,,0.4,1.7,,,,,-1.0,,3.5,,,1.0,0.7,,,,,,,,,,,,,,,,False,,False,False,,,,,True,False,,,,,True,,False,,,False,True,,,,,,,,,,,,,,
02240,15,38.0,,38.7,,28.0,,,,,,34.9,35.5,,,,,18.2,,16.6,,,14.0,23.2,0.0,,44.0,30.0,30.4,,,,,,,,,40.9,23.0,,23.7,,13.0,,,,,,19.9,20.5,,,,,3.2,,1.6,,,-1.0,8.2,-15.0,,29.0,15.0,15.4,,,,,,,,,25.9,,False,,True,,,,,,True,True,,,,,True,,True,,,True,True,True,,False,True,True,,,,,,,,,False
02261,50,34.0,,36.0,,17.0,,,,,,29.5,29.8,,,,,14.5,,24.3,,,1.0,17.3,0.0,,42.0,29.0,12.1,,,,,,,,,34.0,-16.0,,-14.0,,-33.0,,,,,,-20.5,-20.2,,,,,-35.5,,-25.7,,,-49.0,-32.7,-50.0,,-8.0,-21.0,-37.9,,,,,,,,,-16.0,,True,,False,,,,,,False,False,,,,,False,,False,,,False,False,False,,True,False,False,,,,,,,,,True
02275,1,0.0,,0.0,,0.0,0.0,,,,,1.3,2.0,,,,,1.7,,4.1,,,2.0,0.3,,,1.0,,,,,,,,,,,,-1.0,,-1.0,,-1.0,-1.0,,,,,0.3,1.0,,,,,0.7,,3.1,,,1.0,-0.7,,,0.0,,,,,,,,,,,,,False,,False,False,,,,,True,False,,,,,True,,False,,,False,True,,,True,,,,,,,,,,,
02282,9,0.0,,0.3,,0.0,0.0,,,,,,1.5,,,,,0.0,,0.7,,,4.0,0.1,,,0.0,1.0,,,,,,,,,,0.8,-9.0,,-8.7,,-9.0,-9.0,,,,,,-7.5,,,,,-9.0,,-8.3,,,-5.0,-8.9,,,-9.0,-8.0,,,,,,,,,,-8.2,,True,,False,False,,,,,,True,,,,,True,,True,,,True,True,,,False,True,,,,,,,,,,True
