,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,OliverWyman-Navigator,RobertWalraven-ESG,UCLA-SuEIR,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
16037,3,3.0,,0.0,,,,0.0,11.5,0.7,,0.0,,,,,0.9,0.0,,-3.0,,,,-3.0,8.5,-2.3,,-3.0,,,,,-2.1,,False,,,,False,False,False,,False,,,,,False
16039,76,36.0,,0.0,,,,246.0,53.1,57.9,,92.0,,,,,32.1,-40.0,,-76.0,,,,170.0,-22.9,-18.1,,16.0,,,,,-43.9,,False,,,,False,True,True,,True,,,,,False
16041,18,12.0,,0.0,,,,38.0,25.3,19.2,,,,,,,7.6,-6.0,,-18.0,,,,20.0,7.3,1.2,,,,,,,-10.4,,False,,,,False,False,True,,,,,,,False
16043,29,9.0,,0.0,,,,7.0,16.6,1.5,,,,,,,8.6,-20.0,,-29.0,,,,-22.0,-12.4,-27.5,,,,,,,-20.4,,False,,,,False,True,False,,,,,,,False
16045,81,54.0,,0.0,,,,198.0,22.4,22.2,,89.0,,,,,227.7,-27.0,,-81.0,,,,117.0,-58.6,-58.8,,8.0,,,,,146.7,,False,,,,False,False,False,,True,,,,,False
16047,49,12.0,,0.0,,,,210.0,30.1,31.8,,,,,,,7.3,-37.0,,-49.0,,,,161.0,-18.9,-17.2,,,,,,,-41.7,,False,,,,False,True,True,,,,,,,False
16049,19,6.0,,0.0,,,,0.0,19.1,0.7,,3.0,,,,,5.8,-13.0,,-19.0,,,,-19.0,0.1,-18.3,,-16.0,,,,,-13.2,,False,,,,False,True,False,,False,,,,,False
16051,68,3.0,,0.0,,,,17.0,18.7,6.9,,,,,,,3.0,-65.0,,-68.0,,,,-51.0,-49.3,-61.1,,,,,,,-65.0,,False,,,,True,True,True,,,,,,,True
16053,120,45.0,,45.0,,,,203.0,78.5,4.4,48.6,,,,,,27.1,-75.0,,-75.0,,,,83.0,-41.5,-115.6,-71.4,,,,,,-92.9,,False,,,,False,True,False,True,,,,,,False
16055,856,642.0,,5609.0,,,,679.0,218.0,1270.5,924.2,980.0,,,,,2326.9,-214.0,,4753.0,,,,-177.0,-638.0,414.5,68.2,124.0,,,,,1470.9,,False,,,,True,False,False,True,True,,,,,False
16057,40,42.0,,0.0,,,,172.0,44.6,14.4,,64.0,,,,,96.4,2.0,,-40.0,,,,132.0,4.6,-25.6,,24.0,,,,,56.4,,False,,,,False,False,False,,False,,,,,False
16059,6,0.0,,0.0,,,,0.0,13.8,0.3,,0.0,,,,,0.0,-6.0,,-6.0,,,,-6.0,7.8,-5.7,,-6.0,,,,,-6.0,,False,,,,False,False,True,,False,,,,,False
16061,1,0.0,,0.0,,,,3.0,0.0,,,0.0,,,,,,-1.0,,-1.0,,,,2.0,-1.0,,,-1.0,,,,,,,False,,,,False,False,,,False,,,,,
16063,14,0.0,,0.0,,,,20.0,4.9,10.8,,,,,,,0.0,-14.0,,-14.0,,,,6.0,-9.1,-3.2,,,,,,,-14.0,,False,,,,True,True,True,,,,,,,False
16065,78,15.0,,16.0,,,,94.0,34.5,11.5,,,,,,,11.0,-63.0,,-62.0,,,,16.0,-43.5,-66.5,,,,,,,-67.0,,True,,,,True,True,False,,,,,,,False
16067,166,147.0,,306.0,,,,82.0,101.4,24.8,214.9,266.0,,,,,108.7,-19.0,,140.0,,,,-84.0,-64.6,-141.2,48.9,100.0,,,,,-57.3,,False,,,,False,False,False,False,False,,,,,False
16069,24,15.0,,15.0,,,,217.0,48.5,60.2,,,,,,,8.6,-9.0,,-9.0,,,,193.0,24.5,36.2,,,,,,,-15.4,,False,,,,False,False,False,,,,,,,False
16071,4,12.0,,0.0,,,,3.0,21.3,,,20.0,,,,,66.8,8.0,,-4.0,,,,-1.0,17.3,,,16.0,,,,,62.8,,True,,,,True,False,,,False,,,,,False
16073,131,48.0,,4.0,,,,110.0,25.4,46.1,,74.0,,,,,37.8,-83.0,,-127.0,,,,-21.0,-105.6,-84.9,,-57.0,,,,,-93.2,,False,,,,True,False,False,,True,,,,,False
16075,146,147.0,,433.0,,,,442.0,41.8,134.5,166.6,255.0,,,,,208.2,1.0,,287.0,,,,296.0,-104.2,-11.5,20.6,109.0,,,,,62.2,,False,,,,False,False,False,False,False,,,,,False
16077,11,3.0,,0.0,,,,6.0,13.3,10.6,,,,,,,1.4,-8.0,,-11.0,,,,-5.0,2.3,-0.4,,,,,,,-9.6,,False,,,,True,True,True,,,,,,,False
16079,38,6.0,,0.0,,,,31.0,4.6,,,1.0,,,,,604.8,-32.0,,-38.0,,,,-7.0,-33.4,,,-37.0,,,,,566.8,,False,,,,True,False,,,False,,,,,False
16081,30,18.0,,0.0,,,,44.0,10.9,9.7,,37.0,,,,,40.8,-12.0,,-30.0,,,,14.0,-19.1,-20.3,,7.0,,,,,10.8,,False,,,,False,False,False,,True,,,,,True
16083,366,333.0,,770.0,,,,538.0,290.8,189.7,230.0,880.0,,205.3,,,309.9,-33.0,,404.0,,,,172.0,-75.2,-176.3,-136.0,514.0,,-160.7,,,-56.1,,False,,,,False,False,False,False,False,,False,,,False
16085,25,18.0,,0.0,,,,12.0,21.9,11.8,,,,,,,27.7,-7.0,,-25.0,,,,-13.0,-3.1,-13.2,,,,,,,2.7,,False,,,,False,True,False,,,,,,,True
16087,48,48.0,,0.0,,,,162.0,39.0,31.9,74.1,149.0,,,,,26.7,0.0,,-48.0,,,,114.0,-9.0,-16.1,26.1,101.0,,,,,-21.3,,False,,,,False,False,False,False,False,,,,,False
17001,214,108.0,,353.0,,,,157.0,150.2,137.5,140.6,58.0,,,,,236.4,-106.0,,139.0,,,,-57.0,-63.8,-76.5,-73.4,-156.0,,,,,22.4,,False,,,,True,True,True,True,False,,,,,True
17003,13,0.0,,0.0,,,,9.0,14.9,1.6,,0.0,,,,,0.0,-13.0,,-13.0,,,,-4.0,1.9,-11.4,,-13.0,,,,,-13.0,,False,,,,True,True,True,,False,,,,,True
17005,22,9.0,,0.0,,,,6.0,10.0,0.7,,4.0,,,,,419.9,-13.0,,-22.0,,,,-16.0,-12.0,-21.3,,-18.0,,,,,397.9,,False,,,,False,True,False,,False,,,,,False
17007,76,108.0,,194.0,,,,137.0,255.3,25.2,126.7,109.0,,78.3,,,195.6,32.0,,118.0,,,,61.0,179.3,-50.8,50.7,33.0,,2.3,,,119.6,,False,,,,False,False,False,False,False,,True,,,False
17009,2,0.0,,0.0,,,,2.0,9.7,0.3,,0.0,,,,,0.0,-2.0,,-2.0,,,,0.0,7.7,-1.7,,-2.0,,,,,-2.0,,False,,,,True,False,True,,False,,,,,False
17011,41,18.0,,0.0,,,,30.0,49.2,2.0,,8.0,,,,,16.7,-23.0,,-41.0,,,,-11.0,8.2,-39.0,,-33.0,,,,,-24.3,,False,,,,True,True,False,,False,,,,,False
17013,5,0.0,,0.0,,,,0.0,9.4,0.0,,0.0,,,,,0.0,-5.0,,-5.0,,,,-5.0,4.4,-5.0,,-5.0,,,,,-5.0,,False,,,,False,True,True,,False,,,,,False
17015,10,3.0,,0.0,,,,19.0,38.3,1.5,,0.0,,,,,5.9,-7.0,,-10.0,,,,9.0,28.3,-8.5,,-10.0,,,,,-4.1,,False,,,,False,False,False,,False,,,,,True
17017,31,27.0,,0.0,,,,19.0,67.6,6.2,79.0,21.0,,,,,12.9,-4.0,,-31.0,,,,-12.0,36.6,-24.8,48.0,-10.0,,,,,-18.1,,False,,,,False,False,False,False,False,,,,,False
17019,427,306.0,,1968.0,,,,451.0,739.3,244.2,325.7,227.0,,94.3,,,950.7,-121.0,,1541.0,,,,24.0,312.3,-182.8,-101.3,-200.0,,-332.7,,,523.7,,False,,,,True,False,False,True,False,,False,,,False
17021,32,6.0,,10.0,,,,18.0,29.8,4.0,,0.0,,,,,25.3,-26.0,,-22.0,,,,-14.0,-2.2,-28.0,,-32.0,,,,,-6.7,,True,,,,True,True,False,,False,,,,,True
17023,39,3.0,,0.0,,,,10.0,16.1,0.7,,0.0,,,,,5.3,-36.0,,-39.0,,,,-29.0,-22.9,-38.3,,-39.0,,,,,-33.7,,False,,,,True,True,False,,False,,,,,True
17025,7,0.0,,0.0,,,,3.0,13.6,0.0,,0.0,,,,,0.0,-7.0,,-7.0,,,,-4.0,6.6,-7.0,,-7.0,,,,,-7.0,,False,,,,True,True,True,,False,,,,,False
17027,54,30.0,,37.0,,,,61.0,129.4,4.9,82.1,35.0,,,,,20.1,-24.0,,-17.0,,,,7.0,75.4,-49.1,28.1,-19.0,,,,,-33.9,,True,,,,True,False,False,False,True,,,,,False
17029,118,42.0,,71.0,,,,130.0,117.2,5.4,60.8,35.0,,,,,56.7,-76.0,,-47.0,,,,12.0,-0.8,-112.6,-57.2,-83.0,,,,,-61.3,,True,,,,True,True,False,True,False,,,,,True
17031,9715,8499.0,,33303.0,,,,11334.0,16089.6,5597.5,4658.3,14008.0,,6009.2,,,9854.8,-1216.0,,23588.0,,,,1619.0,6374.6,-4117.5,-5056.7,4293.0,,-3705.8,,,139.8,,False,,,,False,False,False,False,False,,False,,,True
17033,11,0.0,,0.0,,,,15.0,11.7,1.1,,0.0,,,,,0.0,-11.0,,-11.0,,,,4.0,0.7,-9.9,,-11.0,,,,,-11.0,,False,,,,True,True,True,,False,,,,,True
17035,26,15.0,,0.0,,,,4.0,17.3,0.8,,8.0,,,,,433.2,-11.0,,-26.0,,,,-22.0,-8.7,-25.2,,-18.0,,,,,407.2,,False,,,,False,True,False,,False,,,,,False
17037,199,105.0,,149.0,,,,239.0,435.6,26.4,176.4,112.0,,68.8,,,176.6,-94.0,,-50.0,,,,40.0,236.6,-172.6,-22.6,-87.0,,-130.2,,,-22.4,,True,,,,True,False,False,True,True,,False,,,True
17039,13,21.0,,0.0,,,,3.0,25.6,0.5,,22.0,,,,,446.2,8.0,,-13.0,,,,-10.0,12.6,-12.5,,9.0,,,,,433.2,,False,,,,False,False,False,,False,,,,,False
17041,38,21.0,,40.0,,,,16.0,52.8,7.6,,,,,,,9.4,-17.0,,2.0,,,,-22.0,14.8,-30.4,,,,,,,-28.6,,True,,,,False,True,False,,,,,,,False
17043,1504,1044.0,,4537.0,,,,1725.0,2899.3,700.7,712.5,1492.0,,772.6,,,1853.8,-460.0,,3033.0,,,,221.0,1395.3,-803.3,-791.5,-12.0,,-731.4,,,349.8,,False,,,,True,False,False,False,True,,False,,,True
17045,22,3.0,,0.0,,,,9.0,33.2,0.5,,0.0,,,,,0.1,-19.0,,-22.0,,,,-13.0,11.2,-21.5,,-22.0,,,,,-21.9,,False,,,,True,True,False,,False,,,,,False
17047,4,0.0,,0.0,,,,0.0,12.8,0.0,,0.0,,,,,0.0,-4.0,,-4.0,,,,-4.0,8.8,-4.0,,-4.0,,,,,-4.0,,False,,,,False,False,True,,False,,,,,False
17049,42,18.0,,0.0,,,,20.0,22.8,1.3,,9.0,,,,,1121.0,-24.0,,-42.0,,,,-22.0,-19.2,-40.7,,-33.0,,,,,1079.0,,False,,,,True,True,False,,False,,,,,False
17051,19,0.0,,0.0,,,,13.0,12.2,1.2,,0.0,,,,,0.0,-19.0,,-19.0,,,,-6.0,-6.8,-17.8,,-19.0,,,,,-19.0,,False,,,,True,True,True,,False,,,,,False
17053,9,21.0,,0.0,,,,8.0,47.0,3.3,,9.0,,,,,55.9,12.0,,-9.0,,,,-1.0,38.0,-5.7,,0.0,,,,,46.9,,True,,,,True,False,True,,True,,,,,False
17055,63,45.0,,63.0,,,,60.0,23.9,2.7,,38.0,,,,,961.5,-18.0,,0.0,,,,-3.0,-39.1,-60.3,,-25.0,,,,,898.5,,True,,,,True,False,False,,False,,,,,False
17057,10,0.0,,0.0,,,,16.0,30.8,0.7,,1.0,,,,,0.0,-10.0,,-10.0,,,,6.0,20.8,-9.3,,-9.0,,,,,-10.0,,False,,,,True,False,True,,True,,,,,True
17059,30,0.0,,0.0,,,,3.0,5.4,0.0,,0.0,,,,,0.0,-30.0,,-30.0,,,,-27.0,-24.6,-30.0,,-30.0,,,,,-30.0,,False,,,,True,True,True,,False,,,,,False
17061,6,0.0,,0.0,,,,8.0,13.2,0.5,,0.0,,,,,0.0,-6.0,,-6.0,,,,2.0,7.2,-5.5,,-6.0,,,,,-6.0,,False,,,,True,False,True,,False,,,,,True
17063,71,33.0,,52.0,,,,43.0,184.5,9.0,137.9,37.0,,,,,45.1,-38.0,,-19.0,,,,-28.0,113.5,-62.0,66.9,-34.0,,,,,-25.9,,True,,,,True,False,False,False,True,,,,,True
17065,6,3.0,,0.0,,,,6.0,24.5,0.2,,1.0,,,,,0.6,-3.0,,-6.0,,,,0.0,18.5,-5.8,,-5.0,,,,,-5.4,,False,,,,True,False,False,,False,,,,,False
17067,7,3.0,,0.0,,,,13.0,18.9,0.7,,0.0,,,,,138.5,-4.0,,-7.0,,,,6.0,11.9,-6.3,,-7.0,,,,,131.5,,False,,,,False,False,False,,False,,,,,False
17069,9,0.0,,0.0,,,,0.0,4.6,0.0,,0.0,,,,,0.0,-9.0,,-9.0,,,,-9.0,-4.4,-9.0,,-9.0,,,,,-9.0,,False,,,,False,True,True,,False,,,,,False
17071,1,0.0,,0.0,,,,3.0,5.7,0.2,,0.0,,,,,0.0,-1.0,,-1.0,,,,2.0,4.7,-0.8,,-1.0,,,,,-1.0,,False,,,,False,False,True,,False,,,,,False
17073,65,48.0,,89.0,,,,84.0,100.2,11.7,,25.0,,,,,161.6,-17.0,,24.0,,,,19.0,35.2,-53.3,,-40.0,,,,,96.6,,False,,,,False,False,False,,False,,,,,False
17075,45,15.0,,42.0,,,,40.0,66.3,2.6,38.9,25.0,,,,,13.4,-30.0,,-3.0,,,,-5.0,21.3,-42.4,-6.1,-20.0,,,,,-31.6,,True,,,,True,True,False,True,True,,,,,False
17077,151,21.0,,17.0,,,,265.0,164.6,3.6,40.5,,,18.7,,,28.7,-130.0,,-134.0,,,,114.0,13.6,-147.4,-110.5,,,-132.3,,,-122.3,,False,,,,True,True,False,True,,,False,,,True
17079,2,3.0,,0.0,,,,7.0,7.5,3.1,,1.0,,,,,338.2,1.0,,-2.0,,,,5.0,5.5,1.1,,-1.0,,,,,336.2,,False,,,,False,False,False,,False,,,,,False
17081,48,0.0,,0.0,,,,82.0,34.2,0.1,3.4,,,,,,0.0,-48.0,,-48.0,,,,34.0,-13.8,-47.9,-44.6,,,,,,-48.0,,False,,,,True,True,True,True,,,,,,True
17083,24,0.0,,0.0,,,,18.0,41.7,4.0,,0.0,,,,,0.0,-24.0,,-24.0,,,,-6.0,17.7,-20.0,,-24.0,,,,,-24.0,,False,,,,True,True,True,,False,,,,,True
17085,48,15.0,,14.0,,,,37.0,48.3,4.2,,6.0,,,,,17.4,-33.0,,-34.0,,,,-11.0,0.3,-43.8,,-42.0,,,,,-30.6,,False,,,,True,True,False,,False,,,,,True
17087,31,0.0,,0.0,,,,16.0,16.8,1.4,,0.0,,,,,0.0,-31.0,,-31.0,,,,-15.0,-14.2,-29.6,,-31.0,,,,,-31.0,,False,,,,True,True,True,,False,,,,,True
17089,846,645.0,,992.0,,,,1460.0,2592.8,306.2,623.6,1159.0,,487.4,,,414.9,-201.0,,146.0,,,,614.0,1746.8,-539.8,-222.4,313.0,,-358.6,,,-431.1,,True,,,,False,False,False,False,False,,False,,,False
17091,275,114.0,,357.0,,,,224.0,590.6,46.9,283.9,202.0,,117.2,,,86.3,-161.0,,82.0,,,,-51.0,315.6,-228.1,8.9,-73.0,,-157.8,,,-188.7,,True,,,,True,False,False,True,True,,True,,,False
17093,205,129.0,,456.0,,,,185.0,502.0,64.6,200.1,168.0,,103.3,,,261.9,-76.0,,251.0,,,,-20.0,297.0,-140.4,-4.9,-37.0,,-101.7,,,56.9,,False,,,,True,False,False,True,True,,False,,,True
17095,79,39.0,,88.0,,,,102.0,126.9,13.3,53.6,32.0,,,,,71.6,-40.0,,9.0,,,,23.0,47.9,-65.7,-25.4,-47.0,,,,,-7.4,,True,,,,True,False,False,True,False,,,,,True
17097,1447,933.0,,3324.0,,,,2314.0,3394.2,615.9,804.1,1506.0,,1015.2,,,1066.5,-514.0,,1877.0,,,,867.0,1947.2,-831.1,-642.9,59.0,,-431.8,,,-380.5,,False,,,,False,False,False,False,True,,True,,,True
17099,184,60.0,,106.0,,,,165.0,401.7,8.3,136.8,48.0,,81.8,,,62.9,-124.0,,-78.0,,,,-19.0,217.7,-175.7,-47.2,-136.0,,-102.2,,,-121.1,,True,,,,True,False,False,True,False,,True,,,True
17101,27,0.0,,0.0,,,,7.0,21.8,0.3,,0.0,,,,,0.0,-27.0,,-27.0,,,,-20.0,-5.2,-26.7,,-27.0,,,,,-27.0,,False,,,,True,True,True,,False,,,,,True
17103,24,12.0,,8.0,,,,58.0,46.2,0.8,27.7,20.0,,,,,44.7,-12.0,,-16.0,,,,34.0,22.2,-23.2,3.7,-4.0,,,,,20.7,,False,,,,False,False,False,True,True,,,,,False
17105,18,30.0,,15.0,,,,21.0,84.0,3.5,,21.0,,,,,211.4,12.0,,-3.0,,,,3.0,66.0,-14.5,,3.0,,,,,193.4,,True,,,,True,False,False,,True,,,,,False
17107,49,12.0,,0.0,,,,6.0,28.7,1.3,,8.0,,,,,116.1,-37.0,,-49.0,,,,-43.0,-20.3,-47.7,,-41.0,,,,,67.1,,False,,,,False,True,False,,False,,,,,False
17109,21,6.0,,0.0,,,,54.0,48.3,0.0,20.2,,,,,,381.3,-15.0,,-21.0,,,,33.0,27.3,-21.0,-0.8,,,,,,360.3,,False,,,,False,False,False,True,,,,,,False
17111,566,336.0,,1211.0,,,,632.0,1579.9,124.6,325.2,376.0,,197.9,,,562.0,-230.0,,645.0,,,,66.0,1013.9,-441.4,-240.8,-190.0,,-368.1,,,-4.0,,False,,,,True,False,False,False,True,,False,,,True
17113,183,51.0,,60.0,,,,208.0,206.6,23.6,100.0,55.0,,38.7,,,284.2,-132.0,,-123.0,,,,25.0,23.6,-159.4,-83.0,-128.0,,-144.3,,,101.2,,True,,,,True,True,False,True,True,,False,,,True
17115,91,21.0,,21.0,,,,133.0,148.2,1.3,48.0,35.0,,24.6,,,7.8,-70.0,,-70.0,,,,42.0,57.2,-89.7,-43.0,-56.0,,-66.4,,,-83.2,,False,,,,True,True,False,True,True,,True,,,False
17117,51,12.0,,12.0,,,,33.0,54.2,4.8,,,,,,,50.1,-39.0,,-39.0,,,,-18.0,3.2,-46.2,,,,,,,-0.9,,False,,,,True,True,False,,,,,,,True
17119,755,312.0,,852.0,,,,605.0,1357.4,316.0,534.6,242.0,,401.8,,,452.2,-443.0,,97.0,,,,-150.0,602.4,-439.0,-220.4,-513.0,,-353.2,,,-302.8,,True,,,,True,False,True,True,False,,True,,,True
17121,44,12.0,,22.0,,,,60.0,62.7,5.7,,20.0,,,,,19.2,-32.0,,-22.0,,,,16.0,18.7,-38.3,,-24.0,,,,,-24.8,,True,,,,True,True,False,,True,,,,,True
17123,6,6.0,,0.0,,,,3.0,17.5,0.4,,0.0,,,,,25.7,0.0,,-6.0,,,,-3.0,11.5,-5.6,,-6.0,,,,,19.7,,False,,,,False,False,False,,False,,,,,False
17125,15,0.0,,0.0,,,,6.0,16.8,1.3,,0.0,,,,,0.0,-15.0,,-15.0,,,,-9.0,1.8,-13.7,,-15.0,,,,,-15.0,,False,,,,True,True,True,,False,,,,,True
17127,14,15.0,,0.0,,,,40.0,23.9,0.9,,7.0,,,,,62.0,1.0,,-14.0,,,,26.0,9.9,-13.1,,-7.0,,,,,48.0,,False,,,,False,False,False,,False,,,,,False
17129,17,0.0,,0.0,,,,4.0,12.8,0.9,,0.0,,,,,0.0,-17.0,,-17.0,,,,-13.0,-4.2,-16.1,,-17.0,,,,,-17.0,,False,,,,True,True,True,,False,,,,,True
17131,23,9.0,,0.0,,,,14.0,19.7,1.1,,6.0,,,,,493.4,-14.0,,-23.0,,,,-9.0,-3.3,-21.9,,-17.0,,,,,470.4,,False,,,,True,True,False,,False,,,,,False
17133,91,18.0,,38.0,,,,42.0,90.4,1.7,74.2,21.0,,,,,5.9,-73.0,,-53.0,,,,-49.0,-0.6,-89.3,-16.8,-70.0,,,,,-85.1,,True,,,,True,True,False,True,True,,,,,False
17135,77,21.0,,0.0,,,,23.0,34.5,3.6,,13.0,,,,,246.2,-56.0,,-77.0,,,,-54.0,-42.5,-73.4,,-64.0,,,,,169.2,,False,,,,True,True,False,,False,,,,,False
17137,23,12.0,,4.0,,,,50.0,87.1,0.7,59.9,20.0,,,,,4.7,-11.0,,-19.0,,,,27.0,64.1,-22.3,36.9,-3.0,,,,,-18.3,,False,,,,False,False,False,False,True,,,,,False
17139,26,6.0,,0.0,,,,5.0,21.8,1.5,,0.0,,,,,35.8,-20.0,,-26.0,,,,-21.0,-4.2,-24.5,,-26.0,,,,,9.8,,False,,,,False,True,False,,False,,,,,True
17141,83,66.0,,151.0,,,,78.0,204.7,8.9,72.1,48.0,,,,,46.4,-17.0,,68.0,,,,-5.0,121.7,-74.1,-10.9,-35.0,,,,,-36.6,,False,,,,True,False,False,True,False,,,,,False
17143,433,249.0,,2113.0,,,,497.0,864.7,89.4,417.0,154.0,,138.1,,,864.6,-184.0,,1680.0,,,,64.0,431.7,-343.6,-16.0,-279.0,,-294.9,,,431.6,,False,,,,True,False,False,True,False,,False,,,False
17145,31,21.0,,10.0,,,,33.0,52.1,6.1,,18.0,,,,,62.2,-10.0,,-21.0,,,,2.0,21.1,-24.9,,-13.0,,,,,31.2,,False,,,,True,False,False,,False,,,,,False
17147,12,3.0,,0.0,,,,5.0,24.6,1.5,,0.0,,,,,1.9,-9.0,,-12.0,,,,-7.0,12.6,-10.5,,-12.0,,,,,-10.1,,False,,,,True,False,False,,False,,,,,False
17149,7,3.0,,0.0,,,,3.0,23.7,0.1,,0.0,,,,,252.6,-4.0,,-7.0,,,,-4.0,16.7,-6.9,,-7.0,,,,,245.6,,False,,,,False,False,False,,False,,,,,False
17151,6,0.0,,0.0,,,,0.0,8.1,0.0,,0.0,,,,,0.0,-6.0,,-6.0,,,,-6.0,2.1,-6.0,,-6.0,,,,,-6.0,,False,,,,False,True,True,,False,,,,,False
17153,15,6.0,,17.0,,,,18.0,20.4,10.8,,,,,,,4.6,-9.0,,2.0,,,,3.0,5.4,-4.2,,,,,,,-10.4,,True,,,,True,True,True,,,,,,,False
17155,6,0.0,,0.0,,,,0.0,10.6,0.0,,0.0,,,,,0.0,-6.0,,-6.0,,,,-6.0,4.6,-6.0,,-6.0,,,,,-6.0,,False,,,,False,True,True,,False,,,,,False
17157,112,27.0,,0.0,,,,84.0,72.0,0.9,11.7,44.0,,,,,51.4,-85.0,,-112.0,,,,-28.0,-40.0,-111.1,-100.3,-68.0,,,,,-60.6,,False,,,,True,True,False,False,True,,,,,True
17159,8,0.0,,0.0,,,,7.0,17.4,0.1,,0.0,,,,,0.0,-8.0,,-8.0,,,,-1.0,9.4,-7.9,,-8.0,,,,,-8.0,,False,,,,True,False,True,,False,,,,,False
17161,419,408.0,,2563.0,,,,654.0,848.9,346.2,306.3,271.0,,1028.2,,,840.5,-11.0,,2144.0,,,,235.0,429.9,-72.8,-112.7,-148.0,,609.2,,,421.5,,False,,,,False,False,False,False,False,,False,,,False
17163,1118,687.0,,1607.0,,,,735.0,1757.6,336.0,953.0,419.0,,494.3,,,569.3,-431.0,,489.0,,,,-383.0,639.6,-782.0,-165.0,-699.0,,-623.7,,,-548.7,,False,,,,True,False,False,True,False,,False,,,False
17165,68,0.0,,0.0,,,,44.0,9.5,0.3,,0.0,,,,,0.0,-68.0,,-68.0,,,,-24.0,-58.5,-67.7,,-68.0,,,,,-68.0,,False,,,,True,True,True,,False,,,,,True
17167,329,114.0,,296.0,,,,355.0,533.1,40.5,89.9,91.0,,238.7,,,188.3,-215.0,,-33.0,,,,26.0,204.1,-288.5,-239.1,-238.0,,-90.3,,,-140.7,,True,,,,True,True,False,False,False,,True,,,True
17169,1,0.0,,0.0,,,,3.0,12.9,0.5,,0.0,,,,,0.0,-1.0,,-1.0,,,,2.0,11.9,-0.5,,-1.0,,,,,-1.0,,False,,,,False,False,True,,False,,,,,False
17171,6,3.0,,0.0,,,,0.0,5.7,,,0.0,,,,,0.0,-3.0,,-6.0,,,,-6.0,-0.3,,,-6.0,,,,,-6.0,,False,,,,False,True,,,False,,,,,False
17173,17,9.0,,0.0,,,,8.0,23.2,0.8,,0.0,,,,,9.3,-8.0,,-17.0,,,,-9.0,6.2,-16.2,,-17.0,,,,,-7.7,,False,,,,False,True,False,,False,,,,,True
17175,5,3.0,,0.0,,,,0.0,12.2,0.1,,0.0,,,,,229.9,-2.0,,-5.0,,,,-5.0,7.2,-4.9,,-5.0,,,,,224.9,,False,,,,False,False,False,,False,,,,,False
17177,28,24.0,,55.0,,,,127.0,134.0,5.3,102.5,45.0,,,,,14.5,-4.0,,27.0,,,,99.0,106.0,-22.7,74.5,17.0,,,,,-13.5,,False,,,,False,False,False,False,False,,,,,False
17179,122,96.0,,291.0,,,,143.0,276.5,48.4,198.4,56.0,,,,,389.7,-26.0,,169.0,,,,21.0,154.5,-73.6,76.4,-66.0,,,,,267.7,,False,,,,True,False,False,False,False,,,,,False
17181,73,33.0,,20.0,,,,88.0,74.1,2.9,20.6,40.0,,,,,71.0,-40.0,,-53.0,,,,15.0,1.1,-70.1,-52.4,-33.0,,,,,-2.0,,False,,,,True,True,False,False,True,,,,,True
17183,93,57.0,,198.0,,,,70.0,138.7,12.2,,27.0,,,,,126.4,-36.0,,105.0,,,,-23.0,45.7,-80.8,,-66.0,,,,,33.4,,False,,,,True,False,False,,False,,,,,True
17185,3,0.0,,0.0,,,,12.0,22.0,2.0,,1.0,,,,,0.0,-3.0,,-3.0,,,,9.0,19.0,-1.0,,-2.0,,,,,-3.0,,False,,,,False,False,True,,True,,,,,True
17187,21,30.0,,0.0,,,,36.0,48.5,5.5,20.2,24.0,,,,,94.7,9.0,,-21.0,,,,15.0,27.5,-15.5,-0.8,3.0,,,,,73.7,,False,,,,False,False,False,True,True,,,,,False
17189,22,6.0,,0.0,,,,8.0,19.5,0.8,,0.0,,,,,371.2,-16.0,,-22.0,,,,-14.0,-2.5,-21.2,,-22.0,,,,,349.2,,False,,,,True,True,False,,False,,,,,False
17191,16,6.0,,0.0,,,,15.0,17.3,0.7,,0.0,,,,,0.7,-10.0,,-16.0,,,,-1.0,1.3,-15.3,,-16.0,,,,,-15.3,,False,,,,True,True,False,,False,,,,,False
