,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,OliverWyman-Navigator,RobertWalraven-ESG,UCLA-SuEIR,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
31147,12,0.0,,0.0,,,,0.0,19.3,0.0,,0.0,,,,,0.0,-12.0,,-12.0,,,,-12.0,7.3,-12.0,,-12.0,,,,,-12.0,,False,,,,False,True,True,,False,,,,,False
31149,0,3.0,,0.0,,,,0.0,11.4,,,0.0,,,,,30.4,3.0,,0.0,,,,0.0,11.4,,,0.0,,,,,30.4,,True,,,,True,False,,,True,,,,,False
31151,32,21.0,,33.0,,,,59.0,31.7,2.0,7.6,,,,,,82.9,-11.0,,1.0,,,,27.0,-0.3,-30.0,-24.4,,,,,,50.9,,True,,,,False,True,False,False,,,,,,False
31153,487,357.0,,439.0,,,,312.0,481.0,173.8,665.8,250.0,,229.3,,,287.7,-130.0,,-48.0,,,,-175.0,-6.0,-313.2,178.8,-237.0,,-257.7,,,-199.3,,True,,,,False,True,False,False,False,,False,,,False
31155,33,18.0,,24.0,,,,9.0,44.2,2.5,,20.0,,,,,3.6,-15.0,,-9.0,,,,-24.0,11.2,-30.5,,-13.0,,,,,-29.4,,True,,,,False,True,False,,True,,,,,False
31157,50,45.0,,98.0,,,,15.0,89.7,10.7,117.6,40.0,,,,,44.0,-5.0,,48.0,,,,-35.0,39.7,-39.3,67.6,-10.0,,,,,-6.0,,False,,,,False,False,False,False,False,,,,,False
31159,26,18.0,,0.0,,,,4.0,13.0,0.4,,8.0,,,,,236.7,-8.0,,-26.0,,,,-22.0,-13.0,-25.6,,-18.0,,,,,210.7,,False,,,,False,False,False,,False,,,,,False
31161,1,18.0,,0.0,,,,0.0,42.6,,,8.0,,,,,37.3,17.0,,-1.0,,,,-1.0,41.6,,,7.0,,,,,36.3,,True,,,,True,False,,,True,,,,,False
31163,0,0.0,,0.0,,,,0.0,3.4,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,3.4,0.0,,0.0,,,,,0.0,,True,,,,True,False,False,,True,,,,,True
31165,0,0.0,,0.0,,,,0.0,18.4,,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,18.4,,,0.0,,,,,0.0,,True,,,,True,False,,,True,,,,,False
31167,4,0.0,,0.0,,,,3.0,3.3,0.2,,0.0,,,,,0.0,-4.0,,-4.0,,,,-1.0,-0.7,-3.8,,-4.0,,,,,-4.0,,False,,,,True,True,True,,False,,,,,False
31169,23,0.0,,0.0,,,,0.0,6.4,0.0,,0.0,,,,,0.0,-23.0,,-23.0,,,,-23.0,-16.6,-23.0,,-23.0,,,,,-23.0,,False,,,,False,True,True,,False,,,,,False
31171,0,0.0,,0.0,,,,0.0,1.7,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,1.7,0.0,,0.0,,,,,0.0,,True,,,,True,False,False,,True,,,,,True
31173,63,129.0,,0.0,,,,21.0,30.6,12.5,12.2,88.0,,,,,184.0,66.0,,-63.0,,,,-42.0,-32.4,-50.5,-50.8,25.0,,,,,121.0,,True,,,,True,True,True,True,True,,,,,False
31175,1,0.0,,0.0,,,,0.0,6.4,0.1,,0.0,,,,,0.0,-1.0,,-1.0,,,,-1.0,5.4,-0.9,,-1.0,,,,,-1.0,,False,,,,False,False,True,,False,,,,,True
31177,37,12.0,,5.0,,,,15.0,10.2,1.3,,0.0,,,,,0.8,-25.0,,-32.0,,,,-22.0,-26.8,-35.7,,-37.0,,,,,-36.2,,False,,,,True,False,False,,False,,,,,False
31179,8,0.0,,0.0,,,,9.0,8.4,0.3,,0.0,,,,,0.0,-8.0,,-8.0,,,,1.0,0.4,-7.7,,-8.0,,,,,-8.0,,False,,,,True,True,True,,False,,,,,True
31181,3,3.0,,0.0,,,,0.0,2.5,0.0,,0.0,,,,,85.3,0.0,,-3.0,,,,-3.0,-0.5,-3.0,,-3.0,,,,,82.3,,False,,,,False,False,False,,False,,,,,False
31183,1,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,,,-1.0,,-1.0,,,,-1.0,-1.0,,,-1.0,,,,,,,False,,,,False,False,,,False,,,,,
31185,19,12.0,,0.0,,,,3.0,14.1,0.6,,7.0,,,,,298.6,-7.0,,-19.0,,,,-16.0,-4.9,-18.4,,-12.0,,,,,279.6,,False,,,,False,True,False,,False,,,,,False
32001,31,18.0,,0.0,,,,3.0,15.9,1.7,,27.0,,,,,616.9,-13.0,,-31.0,,,,-28.0,-15.1,-29.3,,-4.0,,,,,585.9,,False,,,,False,False,False,,True,,,,,False
32003,18079,13599.0,,27017.0,,,,12749.0,10257.9,18008.5,16622.7,23563.0,,26011.9,,,21255.3,-4480.0,,8938.0,,,,-5330.0,-7821.1,-70.5,-1456.3,5484.0,,7932.9,,,3176.3,,False,,,,False,False,True,True,False,,False,,,True
32005,54,30.0,,54.0,,,,30.0,80.2,25.5,,81.0,,,,,36.2,-24.0,,0.0,,,,-24.0,26.2,-28.5,,27.0,,,,,-17.8,,True,,,,False,False,False,,False,,,,,True
32007,246,105.0,,0.0,,,,40.0,102.1,46.2,204.7,199.0,,,,,125.4,-141.0,,-246.0,,,,-206.0,-143.9,-199.8,-41.3,-47.0,,,,,-120.6,,False,,,,False,False,False,True,True,,,,,True
32009,0,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,,,,True,,,,True,True,,,True,,,,,
32011,1,0.0,,0.0,,,,0.0,4.0,,,0.0,,,,,0.0,-1.0,,-1.0,,,,-1.0,3.0,,,-1.0,,,,,-1.0,,False,,,,False,False,,,False,,,,,False
32013,11,9.0,,0.0,,,,15.0,26.3,12.7,,,,,,,7.0,-2.0,,-11.0,,,,4.0,15.3,1.7,,,,,,,-4.0,,False,,,,False,False,True,,,,,,,False
32015,10,18.0,,0.0,,,,4.0,7.5,7.3,,,,,,,10.0,8.0,,-10.0,,,,-6.0,-2.5,-2.7,,,,,,,-0.0,,False,,,,True,True,True,,,,,,,True
32017,1,0.0,,0.0,,,,0.0,10.2,0.1,,0.0,,,,,0.0,-1.0,,-1.0,,,,-1.0,9.2,-0.9,,-1.0,,,,,-1.0,,False,,,,False,False,True,,False,,,,,False
32019,45,54.0,,61.0,,,,45.0,140.2,9.2,85.2,140.0,,,,,113.7,9.0,,16.0,,,,0.0,95.2,-35.8,40.2,95.0,,,,,68.7,,False,,,,True,False,False,False,False,,,,,False
32021,6,3.0,,0.0,,,,3.0,10.0,0.2,,0.0,,,,,2.1,-3.0,,-6.0,,,,-3.0,4.0,-5.8,,-6.0,,,,,-3.9,,False,,,,False,False,False,,False,,,,,False
32023,166,96.0,,0.0,,,,4.0,113.9,52.6,99.0,163.0,,,,,316.3,-70.0,,-166.0,,,,-162.0,-52.1,-113.4,-67.0,-3.0,,,,,150.3,,False,,,,False,True,False,True,True,,,,,False
32027,4,9.0,,0.0,,,,0.0,19.6,1.0,,20.0,,,,,50.8,5.0,,-4.0,,,,-4.0,15.6,-3.0,,16.0,,,,,46.8,,True,,,,True,False,True,,False,,,,,False
32029,2,0.0,,0.0,,,,0.0,11.9,0.1,,0.0,,,,,0.1,-2.0,,-2.0,,,,-2.0,9.9,-1.9,,-2.0,,,,,-1.9,,False,,,,False,False,True,,False,,,,,True
32031,1492,1683.0,,4253.0,,,,1856.0,1707.8,2211.9,1829.1,3859.0,,2812.6,,,4107.3,191.0,,2761.0,,,,364.0,215.8,719.9,337.1,2367.0,,1320.6,,,2615.3,,False,,,,False,False,False,False,False,,False,,,False
32033,5,9.0,,0.0,,,,0.0,18.7,0.4,,18.0,,,,,150.8,4.0,,-5.0,,,,-5.0,13.7,-4.6,,13.0,,,,,145.8,,False,,,,False,False,False,,False,,,,,False
32510,97,75.0,,164.0,,,,421.0,116.8,39.8,127.6,200.0,,,,,215.2,-22.0,,67.0,,,,324.0,19.8,-57.2,30.6,103.0,,,,,118.2,,False,,,,False,True,False,False,False,,,,,False
33001,19,3.0,,0.0,,,,27.0,79.2,2.6,,0.0,,,,,2.3,-16.0,,-19.0,,,,8.0,60.2,-16.4,,-19.0,,,,,-16.7,,False,,,,True,False,False,,False,,,,,False
33003,19,24.0,,12.0,,,,8.0,41.8,1.2,,6.0,,,,,217.6,5.0,,-7.0,,,,-11.0,22.8,-17.8,,-13.0,,,,,198.6,,False,,,,False,False,False,,False,,,,,False
33005,8,15.0,,12.0,,,,4.0,68.9,1.8,,3.0,,,,,9.9,7.0,,4.0,,,,-4.0,60.9,-6.2,,-5.0,,,,,1.9,,True,,,,True,False,True,,True,,,,,True
33007,9,3.0,,0.0,,,,0.0,27.9,0.1,,0.0,,,,,4.4,-6.0,,-9.0,,,,-9.0,18.9,-8.9,,-9.0,,,,,-4.6,,False,,,,False,False,False,,False,,,,,True
33009,13,12.0,,14.0,,,,21.0,32.1,1.6,,4.0,,,,,9.6,-1.0,,1.0,,,,8.0,19.1,-11.4,,-9.0,,,,,-3.4,,False,,,,False,False,False,,False,,,,,False
33011,333,273.0,,266.0,,,,129.0,1536.9,107.1,419.0,200.0,,249.4,,,143.1,-60.0,,-67.0,,,,-204.0,1203.9,-225.9,86.0,-133.0,,-83.6,,,-189.9,,False,,,,False,False,False,False,False,,False,,,False
33013,32,30.0,,21.0,,,,33.0,223.2,4.2,72.9,24.0,,102.3,,,54.4,-2.0,,-11.0,,,,1.0,191.2,-27.8,40.9,-8.0,,70.3,,,22.4,,False,,,,True,False,False,False,False,,False,,,False
33015,90,81.0,,119.0,,,,64.0,683.0,17.1,100.6,80.0,,47.0,,,95.9,-9.0,,29.0,,,,-26.0,593.0,-72.9,10.6,-10.0,,-43.0,,,5.9,,False,,,,False,False,False,False,False,,False,,,True
33017,23,15.0,,0.0,,,,22.0,131.2,1.0,25.6,20.0,,15.9,,,9.7,-8.0,,-23.0,,,,-1.0,108.2,-22.0,2.6,-3.0,,-7.1,,,-13.3,,False,,,,True,False,False,True,True,,True,,,False
33019,3,12.0,,18.0,,,,6.0,61.9,0.7,,4.0,,,,,21.5,9.0,,15.0,,,,3.0,58.9,-2.3,,1.0,,,,,18.5,,False,,,,True,False,True,,True,,,,,False
34001,342,312.0,,332.0,,,,284.0,1737.8,144.6,693.0,155.0,,299.4,,,254.5,-30.0,,-10.0,,,,-58.0,1395.8,-197.4,351.0,-187.0,,-42.6,,,-87.5,,True,,,,False,False,False,False,False,,False,,,False
34003,722,861.0,,1946.0,,,,581.0,3453.9,501.9,548.5,739.0,,661.1,,,408.6,139.0,,1224.0,,,,-141.0,2731.9,-220.1,-173.5,17.0,,-60.9,,,-313.4,,False,,,,False,False,False,False,True,,True,,,False
34005,369,354.0,,721.0,,,,318.0,2231.2,215.5,357.4,239.0,,271.5,,,400.2,-15.0,,352.0,,,,-51.0,1862.2,-153.5,-11.6,-130.0,,-97.5,,,31.2,,False,,,,False,False,False,True,False,,False,,,False
34007,635,468.0,,932.0,,,,818.0,2515.2,289.2,416.4,349.0,,303.6,,,827.6,-167.0,,297.0,,,,183.0,1880.2,-345.8,-218.6,-286.0,,-331.4,,,192.6,,False,,,,False,False,False,False,False,,False,,,False
34009,177,30.0,,18.0,,,,75.0,238.4,1.0,108.3,22.0,,37.6,,,0.0,-147.0,,-159.0,,,,-102.0,61.4,-176.0,-68.7,-155.0,,-139.4,,,-177.0,,False,,,,True,True,False,True,False,,True,,,False
34011,124,207.0,,149.0,,,,280.0,983.4,65.8,173.0,140.0,,187.7,,,106.7,83.0,,25.0,,,,156.0,859.4,-58.2,49.0,16.0,,63.7,,,-17.3,,True,,,,False,False,True,True,True,,True,,,True
34013,457,489.0,,1245.0,,,,774.0,2449.5,249.3,407.4,644.0,,284.7,,,558.3,32.0,,788.0,,,,317.0,1992.5,-207.7,-49.6,187.0,,-172.3,,,101.3,,False,,,,False,False,False,False,False,,False,,,False
34015,333,249.0,,333.0,,,,347.0,1343.4,126.5,238.8,138.0,,394.5,,,276.9,-84.0,,0.0,,,,14.0,1010.4,-206.5,-94.2,-195.0,,61.5,,,-56.1,,True,,,,True,False,False,False,False,,True,,,True
34017,475,393.0,,748.0,,,,1034.0,791.6,143.9,190.9,649.0,,312.7,,,0.0,-82.0,,273.0,,,,559.0,316.6,-331.1,-284.1,174.0,,-162.3,,,-475.0,,False,,,,False,False,False,False,False,,False,,,False
34019,41,66.0,,51.0,,,,104.0,264.3,4.4,118.8,38.0,,21.7,,,34.8,25.0,,10.0,,,,63.0,223.3,-36.6,77.8,-3.0,,-19.3,,,-6.2,,True,,,,False,False,False,False,True,,True,,,True
34021,198,324.0,,484.0,,,,595.0,1536.2,155.6,376.6,293.0,,246.9,,,297.0,126.0,,286.0,,,,397.0,1338.2,-42.4,178.6,95.0,,48.9,,,99.0,,False,,,,False,False,True,False,True,,True,,,True
34023,701,531.0,,1213.0,,,,736.0,2748.9,195.6,452.8,581.0,,194.2,,,569.8,-170.0,,512.0,,,,35.0,2047.9,-505.4,-248.2,-120.0,,-506.8,,,-131.2,,False,,,,True,False,False,False,True,,False,,,True
34025,626,570.0,,1102.0,,,,464.0,2334.8,386.5,1219.3,413.0,,520.5,,,1322.6,-56.0,,476.0,,,,-162.0,1708.8,-239.5,593.3,-213.0,,-105.5,,,696.6,,False,,,,False,False,False,False,False,,False,,,False
34027,295,255.0,,564.0,,,,355.0,1481.3,107.9,309.4,245.0,,105.8,,,1299.2,-40.0,,269.0,,,,60.0,1186.3,-187.1,14.4,-50.0,,-189.2,,,1004.2,,False,,,,False,False,False,True,False,,False,,,False
34029,561,411.0,,656.0,,,,544.0,2449.2,146.5,641.8,366.0,,248.6,,,276.0,-150.0,,95.0,,,,-17.0,1888.2,-414.5,80.8,-195.0,,-312.4,,,-285.0,,True,,,,True,False,False,True,False,,False,,,False
34031,372,219.0,,204.0,,,,600.0,1433.8,81.7,373.6,,,158.9,,,369.6,-153.0,,-168.0,,,,228.0,1061.8,-290.3,1.6,,,-213.1,,,-2.4,,False,,,,False,False,False,True,,,False,,,True
34033,60,126.0,,239.0,,,,98.0,291.3,35.1,97.2,58.0,,59.2,,,418.3,66.0,,179.0,,,,38.0,231.3,-24.9,37.2,-2.0,,-0.8,,,358.3,,False,,,,True,False,True,True,True,,True,,,False
34035,245,261.0,,542.0,,,,336.0,910.7,79.4,245.0,196.0,,90.0,,,733.2,16.0,,297.0,,,,91.0,665.7,-165.6,-0.0,-49.0,,-155.0,,,488.2,,False,,,,False,False,False,True,False,,False,,,False
34037,68,78.0,,62.0,,,,71.0,311.8,28.4,83.4,47.0,,8.1,,,4821.0,10.0,,-6.0,,,,3.0,243.8,-39.6,15.4,-21.0,,-59.9,,,4753.0,,True,,,,True,False,False,False,False,,False,,,False
34039,274,264.0,,8.0,,,,781.0,1309.2,67.1,397.4,,,110.5,,,827.3,-10.0,,-266.0,,,,507.0,1035.2,-206.9,123.4,,,-163.5,,,553.3,,False,,,,False,False,False,False,,,False,,,False
34041,68,66.0,,79.0,,,,119.0,362.0,18.8,44.5,53.0,,35.8,,,175.2,-2.0,,11.0,,,,51.0,294.0,-49.2,-23.5,-15.0,,-32.2,,,107.2,,False,,,,False,False,False,False,False,,False,,,False
35001,1908,1167.0,,3207.0,,,,1740.0,2045.4,1451.3,1287.3,1773.0,,2165.5,,,3266.9,-741.0,,1299.0,,,,-168.0,137.4,-456.7,-620.7,-135.0,,257.5,,,1358.9,,False,,,,True,True,True,True,True,,True,,,False
35003,2,0.0,,0.0,,,,0.0,5.2,0.0,,0.0,,,,,0.0,-2.0,,-2.0,,,,-2.0,3.2,-2.0,,-2.0,,,,,-2.0,,False,,,,False,False,True,,False,,,,,False
35005,148,99.0,,0.0,,,,27.0,148.6,54.8,180.9,111.0,,,,,269.7,-49.0,,-148.0,,,,-121.0,0.6,-93.2,32.9,-37.0,,,,,121.7,,False,,,,False,True,False,True,True,,,,,False
35006,61,72.0,,0.0,,,,64.0,111.3,24.5,41.9,148.0,,,,,119.8,11.0,,-61.0,,,,3.0,50.3,-36.5,-19.1,87.0,,,,,58.8,,False,,,,True,False,False,False,False,,,,,False
35007,3,3.0,,0.0,,,,0.0,9.4,0.2,,0.0,,,,,1.7,0.0,,-3.0,,,,-3.0,6.4,-2.8,,-3.0,,,,,-1.3,,False,,,,False,False,False,,False,,,,,False
35009,167,162.0,,298.0,,,,135.0,235.7,80.8,376.9,171.0,,,,,245.2,-5.0,,131.0,,,,-32.0,68.7,-86.2,209.9,4.0,,,,,78.2,,False,,,,False,False,False,False,True,,,,,False
35011,0,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,,,,True,,,,True,True,,,True,,,,,
35013,874,678.0,,1851.0,,,,863.0,959.7,370.2,1070.8,875.0,,837.5,,,1361.9,-196.0,,977.0,,,,-11.0,85.7,-503.8,196.8,1.0,,-36.5,,,487.9,,False,,,,True,True,False,False,True,,True,,,False
35015,115,108.0,,0.0,,,,33.0,109.1,34.4,143.7,103.0,,,,,334.8,-7.0,,-115.0,,,,-82.0,-5.9,-80.6,28.7,-12.0,,,,,219.8,,False,,,,False,True,False,False,False,,,,,False
35017,42,12.0,,0.0,,,,17.0,22.1,0.6,,22.0,,,,,184.0,-30.0,,-42.0,,,,-25.0,-19.9,-41.4,,-20.0,,,,,142.0,,False,,,,True,True,False,,True,,,,,False
35019,8,0.0,,0.0,,,,2.0,4.5,0.3,,11.0,,,,,0.0,-8.0,,-8.0,,,,-6.0,-3.5,-7.7,,3.0,,,,,-8.0,,False,,,,True,True,True,,True,,,,,False
35021,0,0.0,,0.0,,,,0.0,2.9,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,2.9,0.0,,0.0,,,,,0.0,,True,,,,True,False,False,,True,,,,,True
35023,27,36.0,,0.0,,,,7.0,65.1,2.6,,45.0,,,,,22.2,9.0,,-27.0,,,,-20.0,38.1,-24.4,,18.0,,,,,-4.8,,False,,,,False,False,False,,False,,,,,True
35025,334,216.0,,0.0,,,,59.0,201.3,265.6,277.5,257.0,,,,,494.9,-118.0,,-334.0,,,,-275.0,-132.7,-68.4,-56.5,-77.0,,,,,160.9,,False,,,,False,False,True,True,True,,,,,False
35027,55,6.0,,0.0,,,,0.0,34.4,0.3,,7.0,,,,,10.7,-49.0,,-55.0,,,,-55.0,-20.6,-54.7,,-48.0,,,,,-44.3,,False,,,,False,True,False,,True,,,,,True
35028,8,3.0,,0.0,,,,10.0,7.9,0.1,,0.0,,,,,1.2,-5.0,,-8.0,,,,2.0,-0.1,-7.9,,-8.0,,,,,-6.8,,False,,,,True,True,False,,False,,,,,False
35029,88,90.0,,0.0,,,,54.0,95.3,52.4,,94.0,,,,,95.6,2.0,,-88.0,,,,-34.0,7.3,-35.6,,6.0,,,,,7.6,,False,,,,False,False,False,,False,,,,,False
35031,413,522.0,,678.0,,,,498.0,262.2,250.7,184.5,,,407.4,,,40.0,109.0,,265.0,,,,85.0,-150.8,-162.3,-228.5,,,-5.6,,,-373.0,,False,,,,True,False,False,False,,,True,,,False
35033,7,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,,,-7.0,,-7.0,,,,-7.0,-7.0,,,-7.0,,,,,,,False,,,,False,False,,,False,,,,,
35035,84,69.0,,0.0,,,,82.0,156.3,1.4,,70.0,,,,,705.9,-15.0,,-84.0,,,,-2.0,72.3,-82.6,,-14.0,,,,,621.9,,False,,,,True,False,False,,True,,,,,False
35037,24,0.0,,0.0,,,,3.0,10.0,0.1,,0.0,,,,,0.2,-24.0,,-24.0,,,,-21.0,-14.0,-23.9,,-24.0,,,,,-23.8,,False,,,,True,True,True,,False,,,,,True
35039,165,39.0,,0.0,,,,20.0,161.6,8.2,108.9,69.0,,,,,32.7,-126.0,,-165.0,,,,-145.0,-3.4,-156.8,-56.1,-96.0,,,,,-132.3,,False,,,,False,True,False,True,True,,,,,False
35041,38,45.0,,0.0,,,,35.0,35.3,4.1,,62.0,,,,,351.8,7.0,,-38.0,,,,-3.0,-2.7,-33.9,,24.0,,,,,313.8,,False,,,,True,True,False,,False,,,,,False
35043,233,144.0,,276.0,,,,229.0,505.1,86.2,217.3,,,143.4,,,172.2,-89.0,,43.0,,,,-4.0,272.1,-146.8,-15.7,,,-89.6,,,-60.8,,True,,,,True,False,False,True,,,False,,,True
35045,395,474.0,,497.0,,,,512.0,751.2,200.0,317.1,1401.0,,498.0,,,517.9,79.0,,102.0,,,,117.0,356.2,-195.0,-77.9,1006.0,,103.0,,,122.9,,False,,,,False,False,False,True,False,,False,,,False
35047,16,6.0,,0.0,,,,12.0,30.4,0.7,,13.0,,,,,5.5,-10.0,,-16.0,,,,-4.0,14.4,-15.3,,-3.0,,,,,-10.5,,False,,,,True,False,False,,True,,,,,False
35049,223,123.0,,238.0,,,,110.0,207.9,74.3,204.0,176.0,,,,,173.6,-100.0,,15.0,,,,-113.0,-15.1,-148.7,-19.0,-47.0,,,,,-49.4,,True,,,,False,True,False,True,True,,,,,True
35051,11,6.0,,0.0,,,,0.0,43.3,0.4,,,,,,,9.9,-5.0,,-11.0,,,,-11.0,32.3,-10.6,,,,,,,-1.1,,False,,,,False,False,False,,,,,,,True
35053,11,3.0,,0.0,,,,4.0,24.8,1.9,,,,,,,0.8,-8.0,,-11.0,,,,-7.0,13.8,-9.1,,,,,,,-10.2,,False,,,,True,False,False,,,,,,,False
35055,35,27.0,,0.0,,,,10.0,46.3,2.2,,40.0,,,,,93.9,-8.0,,-35.0,,,,-25.0,11.3,-32.8,,5.0,,,,,58.9,,False,,,,False,False,False,,True,,,,,False
35057,7,15.0,,0.0,,,,4.0,20.9,2.4,,30.0,,,,,12.2,8.0,,-7.0,,,,-3.0,13.9,-4.6,,23.0,,,,,5.2,,True,,,,True,False,True,,False,,,,,True
35059,13,3.0,,0.0,,,,0.0,12.2,0.1,,0.0,,,,,6.4,-10.0,,-13.0,,,,-13.0,-0.8,-12.9,,-13.0,,,,,-6.6,,False,,,,False,True,False,,False,,,,,True
35061,162,108.0,,192.0,,,,67.0,180.8,68.1,103.0,121.0,,,,,440.5,-54.0,,30.0,,,,-95.0,18.8,-93.9,-59.0,-41.0,,,,,278.5,,True,,,,False,True,False,False,True,,,,,False
36001,293,162.0,,243.0,,,,129.0,597.8,63.8,98.6,114.0,,142.2,,,521.0,-131.0,,-50.0,,,,-164.0,304.8,-229.2,-194.4,-179.0,,-150.8,,,228.0,,True,,,,False,False,False,False,False,,False,,,False
36003,11,15.0,,12.0,,,,7.0,51.7,0.2,,4.0,,,,,147.6,4.0,,1.0,,,,-4.0,40.7,-10.8,,-7.0,,,,,136.6,,True,,,,False,False,False,,False,,,,,False
36005,1536,0.0,,1951.0,,,,,4218.0,,,1955.0,,,,,,-1536.0,,415.0,,,,,2682.0,,,419.0,,,,,,,True,,,,,False,,,True,,,,,
36007,214,153.0,,315.0,,,,163.0,592.6,32.3,95.6,67.0,,396.6,,,337.0,-61.0,,101.0,,,,-51.0,378.6,-181.7,-118.4,-147.0,,182.6,,,123.0,,False,,,,True,False,False,False,False,,False,,,False
36009,23,12.0,,14.0,,,,14.0,101.8,2.4,88.2,5.0,,,,,10.0,-11.0,,-9.0,,,,-9.0,78.8,-20.6,65.2,-18.0,,,,,-13.0,,True,,,,True,False,False,False,False,,,,,False
36011,19,27.0,,6.0,,,,30.0,101.6,2.8,37.2,7.0,,,,,29.3,8.0,,-13.0,,,,11.0,82.6,-16.2,18.2,-12.0,,,,,10.3,,False,,,,False,False,False,False,False,,,,,False
36013,85,24.0,,31.0,,,,21.0,118.3,1.8,67.4,9.0,,,,,24.2,-61.0,,-54.0,,,,-64.0,33.3,-83.2,-17.6,-76.0,,,,,-60.8,,True,,,,False,True,False,True,False,,,,,True
36015,14,21.0,,0.0,,,,35.0,57.8,3.3,1.7,7.0,,,,,174.9,7.0,,-14.0,,,,21.0,43.8,-10.7,-12.3,-7.0,,,,,160.9,,False,,,,False,False,False,False,False,,,,,False
36017,54,9.0,,0.0,,,,18.0,65.1,1.5,11.6,2.0,,,,,9.7,-45.0,,-54.0,,,,-36.0,11.1,-52.5,-42.4,-52.0,,,,,-44.3,,False,,,,True,True,False,True,False,,,,,True
36019,18,0.0,,0.0,,,,1.0,56.6,0.0,4.7,2.0,,,,,0.0,-18.0,,-18.0,,,,-17.0,38.6,-18.0,-13.3,-16.0,,,,,-18.0,,False,,,,True,False,True,True,True,,,,,True
36021,26,39.0,,47.0,,,,13.0,190.3,6.1,55.7,25.0,,24.7,,,75.4,13.0,,21.0,,,,-13.0,164.3,-19.9,29.7,-1.0,,-1.3,,,49.4,,False,,,,False,False,False,False,True,,True,,,False
36023,34,18.0,,0.0,,,,13.0,44.0,0.1,,2.0,,,,,39.7,-16.0,,-34.0,,,,-21.0,10.0,-33.9,,-32.0,,,,,5.7,,False,,,,False,True,False,,False,,,,,True
36025,7,0.0,,0.0,,,,4.0,37.4,0.1,,0.0,,,,,0.0,-7.0,,-7.0,,,,-3.0,30.4,-6.9,,-7.0,,,,,-7.0,,False,,,,True,False,True,,False,,,,,False
36027,174,141.0,,122.0,,,,80.0,715.5,37.2,124.4,171.0,,93.6,,,116.9,-33.0,,-52.0,,,,-94.0,541.5,-136.8,-49.6,-3.0,,-80.4,,,-57.1,,False,,,,False,False,False,False,True,,False,,,False
36029,820,768.0,,1740.0,,,,898.0,2950.1,319.0,634.9,437.0,,480.2,,,1327.6,-52.0,,920.0,,,,78.0,2130.1,-501.0,-185.1,-383.0,,-339.8,,,507.6,,False,,,,False,False,False,False,False,,False,,,False
36031,7,15.0,,0.0,,,,4.0,46.1,0.1,,6.0,,,,,767.3,8.0,,-7.0,,,,-3.0,39.1,-6.9,,-1.0,,,,,760.3,,True,,,,True,False,True,,True,,,,,False
36033,9,12.0,,0.0,,,,0.0,38.2,0.1,,1.0,,,,,38.3,3.0,,-9.0,,,,-9.0,29.2,-8.9,,-8.0,,,,,29.3,,False,,,,False,False,False,,False,,,,,False
36035,9,36.0,,26.0,,,,20.0,134.8,1.9,33.5,20.0,,76.7,,,12.2,27.0,,17.0,,,,11.0,125.8,-7.1,24.5,11.0,,67.7,,,3.2,,True,,,,True,False,True,True,True,,False,,,True
36037,22,6.0,,27.0,,,,22.0,101.1,0.1,44.7,6.0,,,,,0.8,-16.0,,5.0,,,,0.0,79.1,-21.9,22.7,-16.0,,,,,-21.2,,True,,,,True,False,False,False,False,,,,,False
