,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
13109,102,36.0,,64.0,,,,13.0,42.1,5.5,,,56.0,,,,,,,144.5,-66.0,,-38.0,,,,-89.0,-59.9,-96.5,,,-46.0,,,,,,,42.5,,True,,,,False,True,False,,,True,,,,,,,True
13111,106,32.0,,39.0,,,,50.0,61.1,16.7,,38.6,71.0,,,,,,,110.3,-74.0,,-67.0,,,,-56.0,-44.9,-89.3,,-67.4,-35.0,,,,,,,4.3,,True,,,,True,True,False,,True,True,,,,,,,True
13113,279,202.0,47.3,333.0,,,,440.0,170.1,91.0,197.4,229.3,319.0,,,206.5,,,,130.2,-77.0,-231.7,54.0,,,,161.0,-108.9,-188.0,-81.6,-49.7,40.0,,,-72.5,,,,-148.8,False,True,,,,False,False,False,False,True,True,,,True,,,,False
13115,301,260.0,192.0,447.0,,,,639.0,125.3,123.9,268.6,232.6,448.0,,,314.6,,,,405.6,-41.0,-109.0,146.0,,,,338.0,-175.7,-177.1,-32.4,-68.4,147.0,,,13.6,,,,104.6,False,False,,,,False,False,False,True,False,False,,,True,,,,False
13117,474,378.0,202.1,459.0,,,,602.0,192.4,297.0,464.7,630.2,665.0,,,493.3,464.0,,,441.7,-96.0,-271.9,-15.0,,,,128.0,-281.6,-177.0,-9.3,156.2,191.0,,,19.3,-10.0,,,-32.3,False,True,,,,False,False,False,True,False,False,,,True,True,,,True
13119,71,66.0,,123.0,,,,140.0,91.6,39.6,,71.1,148.0,,,,,,,103.4,-5.0,,52.0,,,,69.0,20.6,-31.4,,0.1,77.0,,,,,,,32.4,,False,,,,False,False,False,,True,False,,,,,,,False
13121,5295,3842.0,1688.1,5694.0,,,,4057.0,894.6,4136.2,4561.3,2737.1,6072.0,,,6504.9,5740.0,,,4078.2,-1453.0,-3606.9,399.0,,,,-1238.0,-4400.4,-1158.8,-733.7,-2557.9,777.0,,,1209.9,445.0,,,-1216.8,False,True,,,,True,False,True,True,False,True,,,True,True,,,True
13123,182,88.0,,139.0,,,,92.0,72.2,70.4,,19.5,154.0,,,,,,,599.1,-94.0,,-43.0,,,,-90.0,-109.8,-111.6,,-162.5,-28.0,,,,,,,417.1,,True,,,,True,False,False,,False,True,,,,,,,False
13125,5,8.0,,0.0,,,,4.0,11.4,1.0,,,14.0,,,,,,,1.9,3.0,,-5.0,,,,-1.0,6.4,-4.0,,,9.0,,,,,,,-3.1,,False,,,,True,False,False,,,False,,,,,,,False
13127,554,822.0,812.3,674.0,,,,1060.0,512.4,645.8,628.0,470.4,1055.0,,,580.1,,,,746.0,268.0,258.3,120.0,,,,506.0,-41.6,91.8,74.0,-83.6,501.0,,,26.1,,,,192.0,True,True,,,,False,True,True,True,True,False,,,True,,,,True
13129,283,166.0,128.4,280.0,,,,324.0,87.3,109.5,193.6,161.9,299.0,,,222.7,,,,318.5,-117.0,-154.6,-3.0,,,,41.0,-195.7,-173.5,-89.4,-121.1,16.0,,,-60.3,,,,35.5,False,True,,,,True,False,False,True,False,True,,,True,,,,True
13131,96,60.0,,74.0,,,,178.0,74.1,14.3,,64.5,,,,,,,,26.6,-36.0,,-22.0,,,,82.0,-21.9,-81.7,,-31.5,,,,,,,,-69.4,,True,,,,False,True,False,,True,,,,,,,,False
13133,86,32.0,,34.0,,,,38.0,26.3,6.8,,16.2,59.0,,,,,,,68.3,-54.0,,-52.0,,,,-48.0,-59.7,-79.2,,-69.8,-27.0,,,,,,,-17.7,,True,,,,True,False,False,,False,True,,,,,,,True
13135,4060,3184.0,4042.8,5125.0,,,,2859.0,1956.4,2788.7,3952.3,3289.4,5974.0,,,2889.5,4170.0,,,3420.2,-876.0,-17.2,1065.0,,,,-1201.0,-2103.6,-1271.3,-107.7,-770.6,1914.0,,,-1170.5,110.0,,,-639.8,True,False,,,,False,False,False,True,True,False,,,False,True,,,True
13137,172,90.0,,120.0,,,,302.0,152.1,28.3,,58.6,,,,,,,,125.7,-82.0,,-52.0,,,,130.0,-19.9,-143.7,,-113.4,,,,,,,,-46.3,,True,,,,False,True,False,,False,,,,,,,,True
13139,1071,758.0,140.1,1412.0,,,,1494.0,629.3,722.8,838.9,202.1,1860.0,,,752.7,862.0,,,1577.5,-313.0,-930.9,341.0,,,,423.0,-441.7,-348.2,-232.1,-868.9,789.0,,,-318.3,-209.0,,,506.5,False,False,,,,False,False,False,True,False,False,,,False,True,,,False
13141,28,14.0,,0.0,,,,16.0,25.3,2.3,,1.1,,,,,,,,17.1,-14.0,,-28.0,,,,-12.0,-2.7,-25.7,,-26.9,,,,,,,,-10.9,,False,,,,True,True,False,,False,,,,,,,,True
13143,57,44.0,,66.0,,,,86.0,44.8,19.7,,41.9,69.0,,,,,,,115.8,-13.0,,9.0,,,,29.0,-12.2,-37.3,,-15.1,12.0,,,,,,,58.8,,True,,,,False,True,False,,False,True,,,,,,,False
13145,130,104.0,,104.0,,,,151.0,167.0,39.9,,104.8,205.0,,,,,,,94.0,-26.0,,-26.0,,,,21.0,37.0,-90.1,,-25.2,75.0,,,,,,,-36.0,,False,,,,True,False,False,,True,False,,,,,,,False
13147,89,58.0,,147.0,,,,63.0,57.9,36.4,,58.1,79.0,,,,,,,85.4,-31.0,,58.0,,,,-26.0,-31.1,-52.6,,-30.9,-10.0,,,,,,,-3.6,,False,,,,True,False,False,,True,True,,,,,,,True
13149,38,34.0,,32.0,,,,24.0,26.5,11.3,,,53.0,,,,,,,15.3,-4.0,,-6.0,,,,-14.0,-11.5,-26.7,,,15.0,,,,,,,-22.7,,False,,,,False,False,False,,,False,,,,,,,False
13151,798,668.0,251.8,1117.0,,,,791.0,477.2,557.3,718.9,601.0,1079.0,,,664.8,719.0,,,999.4,-130.0,-546.1,319.0,,,,-7.0,-320.8,-240.7,-79.1,-197.0,281.0,,,-133.2,-79.0,,,201.4,False,False,,,,True,False,False,True,False,False,,,False,True,,,False
13153,500,464.0,196.7,790.0,,,,554.0,468.6,315.2,479.2,373.2,723.0,,,513.7,728.0,,,478.1,-36.0,-303.3,290.0,,,,54.0,-31.4,-184.8,-20.8,-126.8,223.0,,,13.7,228.0,,,-21.9,False,False,,,,False,True,False,True,False,False,,,True,False,,,True
13155,23,52.0,,79.0,,,,27.0,27.3,33.0,,33.5,80.0,,,,,,,86.7,29.0,,56.0,,,,4.0,4.3,10.0,,10.5,57.0,,,,,,,63.7,,False,,,,True,True,True,,True,False,,,,,,,False
13157,254,172.0,120.4,292.0,,,,236.0,192.3,70.2,161.6,193.1,274.0,,,181.8,,,,159.3,-82.0,-133.6,38.0,,,,-18.0,-61.7,-183.8,-92.4,-60.9,20.0,,,-72.2,,,,-94.7,False,True,,,,True,True,False,False,True,True,,,True,,,,False
13159,18,22.0,,31.0,,,,30.0,31.5,11.6,,,46.0,,,,,,,50.3,4.0,,13.0,,,,12.0,13.5,-6.4,,,28.0,,,,,,,32.3,,False,,,,False,False,False,,,False,,,,,,,False
13161,122,56.0,,0.0,,,,34.0,79.9,18.4,,58.8,97.0,,,,,,,79.7,-66.0,,-122.0,,,,-88.0,-42.1,-103.6,,-63.2,-25.0,,,,,,,-42.3,,False,,,,False,True,False,,True,True,,,,,,,True
13163,164,116.0,,285.0,,,,29.0,97.5,94.1,,59.7,171.0,,,,,,,132.9,-48.0,,121.0,,,,-135.0,-66.5,-69.9,,-104.3,7.0,,,,,,,-31.1,,False,,,,False,False,False,,False,True,,,,,,,True
13165,71,34.0,,1.0,,,,21.0,40.2,6.1,,35.9,73.0,,,,,,,29.9,-37.0,,-70.0,,,,-50.0,-30.8,-64.9,,-35.1,2.0,,,,,,,-41.1,,False,,,,False,True,False,,True,True,,,,,,,False
13167,80,46.0,,18.0,,,,22.0,31.9,9.8,,8.4,76.0,,,,,,,49.7,-34.0,,-62.0,,,,-58.0,-48.1,-70.2,,-71.6,-4.0,,,,,,,-30.3,,False,,,,False,False,False,,False,True,,,,,,,True
13169,85,64.0,,121.0,,,,42.0,38.3,12.5,,85.6,93.0,,,,,,,51.2,-21.0,,36.0,,,,-43.0,-46.7,-72.5,,0.6,8.0,,,,,,,-33.8,,False,,,,False,False,False,,True,True,,,,,,,False
13171,45,34.0,,54.0,,,,69.0,44.7,11.0,,39.0,,,,,,,,37.9,-11.0,,9.0,,,,24.0,-0.3,-34.0,,-6.0,,,,,,,,-7.1,,True,,,,False,True,False,,True,,,,,,,,True
13173,27,38.0,,25.0,,,,72.0,35.1,10.7,,32.9,,,,,,,,40.3,11.0,,-2.0,,,,45.0,8.1,-16.3,,5.9,,,,,,,,13.3,,True,,,,False,True,False,,True,,,,,,,,False
13175,208,284.0,,850.0,,,,125.0,108.9,297.1,,160.4,407.0,,,,,,,528.6,76.0,,642.0,,,,-83.0,-99.1,89.1,,-47.6,199.0,,,,,,,320.6,,False,,,,False,False,False,,True,False,,,,,,,False
13177,62,40.0,,17.0,,,,209.0,7.8,10.7,,9.0,,,,,,,,16.2,-22.0,,-45.0,,,,147.0,-54.2,-51.3,,-53.0,,,,,,,,-45.8,,False,,,,False,False,False,,False,,,,,,,,False
13179,237,184.0,44.4,822.0,,,,174.0,138.5,254.7,235.7,89.9,248.0,,,,,,,692.8,-53.0,-192.6,585.0,,,,-63.0,-98.5,17.7,-1.3,-147.1,11.0,,,,,,,455.8,False,False,,,,False,False,True,True,False,True,,,,,,,False
13181,40,22.0,,28.0,,,,13.0,22.7,7.5,,,40.0,,,,,,,27.1,-18.0,,-12.0,,,,-27.0,-17.3,-32.5,,,0.0,,,,,,,-12.9,,True,,,,False,True,False,,,True,,,,,,,True
13183,27,28.0,,0.0,,,,18.0,38.5,8.8,,,41.0,,,,,,,65.1,1.0,,-27.0,,,,-9.0,11.5,-18.2,,,14.0,,,,,,,38.1,,False,,,,False,False,False,,,False,,,,,,,False
13185,778,1004.0,1126.8,1018.0,,,,1078.0,635.1,247.5,603.7,591.1,1206.0,,,975.7,,,,346.6,226.0,348.8,240.0,,,,300.0,-142.9,-530.5,-174.3,-186.9,428.0,,,197.7,,,,-431.4,False,False,,,,False,True,False,True,True,False,,,True,,,,False
13187,75,40.0,,63.0,,,,89.0,63.8,32.4,,30.8,89.0,,,,,,,173.5,-35.0,,-12.0,,,,14.0,-11.2,-42.6,,-44.2,14.0,,,,,,,98.5,,True,,,,True,True,False,,False,True,,,,,,,False
13189,78,60.0,,143.0,,,,61.0,66.1,27.2,,40.0,96.0,,,,,,,70.7,-18.0,,65.0,,,,-17.0,-11.9,-50.8,,-38.0,18.0,,,,,,,-7.3,,False,,,,True,True,False,,False,False,,,,,,,True
13191,45,34.0,,62.0,,,,53.0,51.8,11.1,,,44.0,,,,,,,21.0,-11.0,,17.0,,,,8.0,6.8,-33.9,,,-1.0,,,,,,,-24.0,,False,,,,True,True,False,,,True,,,,,,,False
13193,20,38.0,,19.0,,,,37.0,18.5,10.6,,3.8,75.0,,,,,,,152.4,18.0,,-1.0,,,,17.0,-1.5,-9.4,,-16.2,55.0,,,,,,,132.4,,True,,,,True,True,True,,True,False,,,,,,,False
13195,112,96.0,,163.0,,,,74.0,51.1,60.8,,81.1,121.0,,,,,,,171.5,-16.0,,51.0,,,,-38.0,-60.9,-51.2,,-30.9,9.0,,,,,,,59.5,,False,,,,False,False,False,,False,True,,,,,,,False
13197,24,24.0,,32.0,,,,23.0,19.3,9.1,,,53.0,,,,,,,156.2,0.0,,8.0,,,,-1.0,-4.7,-14.9,,,29.0,,,,,,,132.2,,False,,,,False,False,False,,,False,,,,,,,False
13199,72,70.0,,98.0,,,,78.0,85.8,23.1,,57.5,136.0,,,,,,,69.6,-2.0,,26.0,,,,6.0,13.8,-48.9,,-14.5,64.0,,,,,,,-2.4,,False,,,,False,False,False,,False,False,,,,,,,False
13201,34,18.0,,0.0,,,,42.0,8.5,4.0,,,31.0,,,,,,,53.5,-16.0,,-34.0,,,,8.0,-25.5,-30.0,,,-3.0,,,,,,,19.5,,False,,,,True,False,False,,,True,,,,,,,False
13205,64,66.0,,52.0,,,,167.0,19.4,18.8,,5.9,211.0,,,,,,,94.3,2.0,,-12.0,,,,103.0,-44.6,-45.2,,-58.1,147.0,,,,,,,30.3,,False,,,,False,False,False,,False,False,,,,,,,False
13207,132,74.0,,92.0,,,,79.0,72.7,19.1,,55.3,111.0,,,,,,,23.4,-58.0,,-40.0,,,,-53.0,-59.3,-112.9,,-76.7,-21.0,,,,,,,-108.6,,True,,,,True,False,False,,False,True,,,,,,,False
13209,53,38.0,,0.0,,,,7.0,13.8,6.7,,,61.0,,,,,,,54.0,-15.0,,-53.0,,,,-46.0,-39.2,-46.3,,,8.0,,,,,,,1.0,,False,,,,False,False,False,,,True,,,,,,,True
13211,72,26.0,,38.0,,,,44.0,26.9,7.8,,,46.0,,,,,,,40.2,-46.0,,-34.0,,,,-28.0,-45.1,-64.2,,,-26.0,,,,,,,-31.8,,True,,,,True,True,False,,,True,,,,,,,True
13213,161,92.0,,120.0,,,,223.0,131.3,25.2,,101.8,140.0,,,,,,,36.5,-69.0,,-41.0,,,,62.0,-29.7,-135.8,,-59.2,-21.0,,,,,,,-124.5,,True,,,,True,True,False,,True,True,,,,,,,False
13215,1083,1286.0,1170.0,1746.0,,,,2475.0,962.6,1022.7,1328.0,924.8,1874.0,,,1370.7,1072.0,,,1902.2,203.0,87.0,663.0,,,,1392.0,-120.4,-60.3,245.0,-158.2,791.0,,,287.7,-11.0,,,819.2,True,False,,,,False,True,True,False,True,False,,,False,True,,,False
13217,479,352.0,191.5,485.0,,,,328.0,252.0,399.7,433.4,290.8,558.0,,,332.5,,,,539.2,-127.0,-287.5,6.0,,,,-151.0,-227.0,-79.3,-45.6,-188.2,79.0,,,-146.5,,,,60.2,False,True,,,,False,False,True,True,False,True,,,False,,,,True
13219,111,100.0,,278.0,,,,115.0,70.2,82.3,,90.1,146.0,,,,,,,135.7,-11.0,,167.0,,,,4.0,-40.8,-28.7,,-20.9,35.0,,,,,,,24.7,,False,,,,True,False,False,,False,False,,,,,,,False
13221,55,16.0,,25.0,,,,28.0,36.4,2.4,,19.7,,,,,,,,9.2,-39.0,,-30.0,,,,-27.0,-18.6,-52.6,,-35.3,,,,,,,,-45.8,,True,,,,True,True,False,,True,,,,,,,,False
13223,367,334.0,97.6,484.0,,,,565.0,278.4,304.4,377.7,354.3,530.0,,,420.3,382.0,,,565.0,-33.0,-269.4,117.0,,,,198.0,-88.6,-62.6,10.7,-12.7,163.0,,,53.3,15.0,,,198.0,False,False,,,,False,False,False,True,True,False,,,False,True,,,False
13225,98,56.0,,109.0,,,,78.0,39.9,23.2,,27.9,88.0,,,,,,,93.2,-42.0,,11.0,,,,-20.0,-58.1,-74.8,,-70.1,-10.0,,,,,,,-4.8,,True,,,,True,False,False,,False,True,,,,,,,True
13227,98,30.0,,32.0,,,,82.0,45.5,8.6,,29.5,60.0,,,,,,,82.7,-68.0,,-66.0,,,,-16.0,-52.5,-89.4,,-68.5,-38.0,,,,,,,-15.3,,True,,,,True,True,False,,False,True,,,,,,,True
13229,97,108.0,,205.0,,,,77.0,64.8,45.8,,50.9,153.0,,,,,,,109.4,11.0,,108.0,,,,-20.0,-32.2,-51.2,,-46.1,56.0,,,,,,,12.4,,False,,,,False,False,False,,False,False,,,,,,,False
13231,48,22.0,,32.0,,,,43.0,26.2,6.2,,29.5,,,,,,,,19.7,-26.0,,-16.0,,,,-5.0,-21.8,-41.8,,-18.5,,,,,,,,-28.3,,True,,,,True,True,False,,True,,,,,,,,False
13233,190,176.0,,550.0,,,,264.0,73.2,98.3,,82.5,270.0,,,,,,,405.5,-14.0,,360.0,,,,74.0,-116.8,-91.7,,-107.5,80.0,,,,,,,215.5,,False,,,,False,False,False,,False,False,,,,,,,False
13235,15,14.0,,0.0,,,,26.0,13.9,4.6,,,29.0,,,,,,,7.3,-1.0,,-15.0,,,,11.0,-1.1,-10.4,,,14.0,,,,,,,-7.7,,False,,,,False,False,False,,,False,,,,,,,False
13237,91,84.0,,147.0,,,,60.0,69.4,23.3,,71.8,107.0,,,,,,,18.8,-7.0,,56.0,,,,-31.0,-21.6,-67.7,,-19.2,16.0,,,,,,,-72.2,,False,,,,False,False,False,,False,False,,,,,,,False
13239,3,8.0,,0.0,,,,4.0,5.5,1.3,,,13.0,,,,,,,22.3,5.0,,-3.0,,,,1.0,2.5,-1.7,,,10.0,,,,,,,19.3,,True,,,,True,True,True,,,False,,,,,,,False
13241,79,28.0,,61.0,,,,29.0,46.2,11.8,,,,,,,,,,103.4,-51.0,,-18.0,,,,-50.0,-32.8,-67.2,,,,,,,,,,24.4,,True,,,,True,True,False,,,,,,,,,,True
13243,23,22.0,,16.0,,,,79.0,8.7,1.4,,1.7,86.0,,,,,,,35.4,-1.0,,-7.0,,,,56.0,-14.3,-21.6,,-21.3,63.0,,,,,,,12.4,,False,,,,False,False,False,,False,False,,,,,,,False
13245,1158,698.0,266.2,776.0,,,,882.0,723.0,753.7,784.9,500.8,1004.0,,,492.3,748.0,,,659.5,-460.0,-891.8,-382.0,,,,-276.0,-435.0,-404.3,-373.1,-657.2,-154.0,,,-665.7,-410.0,,,-498.5,False,True,,,,True,True,True,True,False,True,,,False,True,,,False
13247,297,274.0,106.9,486.0,,,,361.0,183.3,297.3,341.8,189.1,432.0,,,298.1,,,,399.5,-23.0,-190.1,189.0,,,,64.0,-113.7,0.3,44.8,-107.9,135.0,,,1.1,,,,102.5,False,False,,,,False,False,True,False,False,False,,,True,,,,False
13249,18,6.0,,0.0,,,,9.0,3.2,1.8,,,13.0,,,,,,,114.1,-12.0,,-18.0,,,,-9.0,-14.8,-16.2,,,-5.0,,,,,,,96.1,,False,,,,True,False,False,,,True,,,,,,,False
13251,39,22.0,,0.0,,,,18.0,41.7,8.0,,23.2,52.0,,,,,,,31.9,-17.0,,-39.0,,,,-21.0,2.7,-31.0,,-15.8,13.0,,,,,,,-7.1,,False,,,,False,True,False,,True,True,,,,,,,True
13253,40,8.0,,2.0,,,,96.0,6.4,4.0,,,,,,,,,,1.4,-32.0,,-38.0,,,,56.0,-33.6,-36.0,,,,,,,,,,-38.6,,False,,,,False,False,False,,,,,,,,,,False
13255,180,192.0,51.4,321.0,,,,291.0,127.4,146.9,199.4,107.3,321.0,,,248.9,,,,266.8,12.0,-128.6,141.0,,,,111.0,-52.6,-33.1,19.4,-72.7,141.0,,,68.9,,,,86.8,False,False,,,,False,False,False,False,False,False,,,False,,,,False
13257,171,84.0,,135.0,,,,224.0,83.6,111.7,,61.4,187.0,,,,,,,139.4,-87.0,,-36.0,,,,53.0,-87.4,-59.3,,-109.6,16.0,,,,,,,-31.6,,True,,,,True,False,True,,False,True,,,,,,,True
13259,27,58.0,,0.0,,,,38.0,33.5,5.7,,42.9,119.0,,,,,,,7.7,31.0,,-27.0,,,,11.0,6.5,-21.3,,15.9,92.0,,,,,,,-19.3,,True,,,,True,True,True,,True,False,,,,,,,True
13261,86,72.0,,93.0,,,,222.0,37.5,39.4,,15.4,,,,,,,,131.5,-14.0,,7.0,,,,136.0,-48.5,-46.6,,-70.6,,,,,,,,45.5,,True,,,,False,False,False,,False,,,,,,,,False
13263,26,24.0,,0.0,,,,16.0,27.9,13.7,,,49.0,,,,,,,11.5,-2.0,,-26.0,,,,-10.0,1.9,-12.3,,,23.0,,,,,,,-14.5,,False,,,,False,True,False,,,False,,,,,,,False
13265,7,0.0,,0.0,,,,0.0,1.7,0.0,,,,,,,,,,0.0,-7.0,,-7.0,,,,-7.0,-5.3,-7.0,,,,,,,,,,-7.0,,False,,,,False,True,True,,,,,,,,,,False
13267,126,70.0,,94.0,,,,39.0,103.5,45.9,,68.6,114.0,,,,,,,156.4,-56.0,,-32.0,,,,-87.0,-22.5,-80.1,,-57.4,-12.0,,,,,,,30.4,,True,,,,False,True,False,,False,True,,,,,,,True
13269,20,8.0,,0.0,,,,9.0,5.1,2.4,,,,,,,,,,0.0,-12.0,,-20.0,,,,-11.0,-14.9,-17.6,,,,,,,,,,-20.0,,False,,,,True,False,False,,,,,,,,,,False
13271,58,100.0,,222.0,,,,40.0,81.2,87.6,,42.6,151.0,,,,,,,374.4,42.0,,164.0,,,,-18.0,23.2,29.6,,-15.4,93.0,,,,,,,316.4,,False,,,,True,True,True,,True,False,,,,,,,False
13273,29,26.0,,15.0,,,,63.0,8.8,8.4,,1.1,,,,,,,,42.8,-3.0,,-14.0,,,,34.0,-20.2,-20.6,,-27.9,,,,,,,,13.8,,False,,,,False,False,False,,False,,,,,,,,False
13275,235,188.0,,386.0,,,,521.0,58.1,78.6,,54.1,339.0,,,,,,,311.3,-47.0,,151.0,,,,286.0,-176.9,-156.4,,-180.9,104.0,,,,,,,76.3,,False,,,,False,False,False,,False,False,,,,,,,False
13277,202,308.0,,246.0,,,,503.0,152.3,159.9,,213.4,529.0,,,,,,,185.9,106.0,,44.0,,,,301.0,-49.7,-42.1,,11.4,327.0,,,,,,,-16.1,,True,,,,False,True,True,,True,False,,,,,,,True
13279,167,100.0,,79.0,,,,115.0,85.4,47.8,,103.0,184.0,,,,,,,125.3,-67.0,,-88.0,,,,-52.0,-81.6,-119.2,,-64.0,17.0,,,,,,,-41.7,,False,,,,True,False,False,,True,True,,,,,,,True
13281,33,32.0,,54.0,,,,27.0,25.5,9.5,,,55.0,,,,,,,22.2,-1.0,,21.0,,,,-6.0,-7.5,-23.5,,,22.0,,,,,,,-10.8,,False,,,,False,False,False,,,False,,,,,,,False
13283,31,38.0,,0.0,,,,8.0,24.3,5.2,,,48.0,,,,,,,72.9,7.0,,-31.0,,,,-23.0,-6.7,-25.8,,,17.0,,,,,,,41.9,,False,,,,False,True,False,,,False,,,,,,,False
13285,325,324.0,624.0,217.0,,,,826.0,347.7,125.7,273.1,228.3,,,,404.8,,,,181.5,-1.0,299.0,-108.0,,,,501.0,22.7,-199.3,-51.9,-96.7,,,,79.8,,,,-143.5,False,False,,,,False,False,False,False,False,,,,False,,,,False
13287,26,22.0,,6.0,,,,36.0,15.9,3.0,,1.6,76.0,,,,,,,26.9,-4.0,,-20.0,,,,10.0,-10.1,-23.0,,-24.4,50.0,,,,,,,0.9,,False,,,,False,False,False,,False,False,,,,,,,True
13289,27,26.0,,0.0,,,,9.0,16.3,4.0,,,26.0,,,,,,,7.6,-1.0,,-27.0,,,,-18.0,-10.7,-23.0,,,-1.0,,,,,,,-19.4,,False,,,,False,False,False,,,False,,,,,,,False
13291,68,42.0,,66.0,,,,44.0,59.7,34.7,,,78.0,,,,,,,82.9,-26.0,,-2.0,,,,-24.0,-8.3,-33.3,,,10.0,,,,,,,14.9,,True,,,,True,True,False,,,True,,,,,,,True
13293,53,20.0,,44.0,,,,171.0,41.9,4.8,,27.7,,,,,,,,7.9,-33.0,,-9.0,,,,118.0,-11.1,-48.2,,-25.3,,,,,,,,-45.1,,True,,,,False,True,False,,True,,,,,,,,False
13295,81,58.0,153.2,62.0,,,,321.0,205.9,24.2,51.5,69.9,,,,53.8,,,,111.8,-23.0,72.2,-19.0,,,,240.0,124.9,-56.8,-29.5,-11.1,,,,-27.2,,,,30.8,False,True,,,,False,False,False,False,True,,,,False,,,,False
13297,199,158.0,104.8,333.0,,,,234.0,220.9,68.7,159.7,159.4,286.0,,,181.8,,,,153.6,-41.0,-94.2,134.0,,,,35.0,21.9,-130.3,-39.3,-39.6,87.0,,,-17.2,,,,-45.4,False,False,,,,True,True,False,True,True,False,,,True,,,,False
13299,361,228.0,,385.0,,,,268.0,82.7,183.2,,139.3,388.0,,,,,,,296.5,-133.0,,24.0,,,,-93.0,-278.3,-177.8,,-221.7,27.0,,,,,,,-64.5,,True,,,,True,False,False,,False,True,,,,,,,True
13301,16,8.0,,0.0,,,,5.0,8.0,1.7,,,15.0,,,,,,,1.2,-8.0,,-16.0,,,,-11.0,-8.0,-14.3,,,-1.0,,,,,,,-14.8,,False,,,,False,True,False,,,True,,,,,,,False
13303,143,100.0,,138.0,,,,36.0,46.9,77.6,,49.9,151.0,,,,,,,153.1,-43.0,,-5.0,,,,-107.0,-96.1,-65.4,,-93.1,8.0,,,,,,,10.1,,True,,,,False,False,False,,False,True,,,,,,,True
13305,344,118.0,,269.0,,,,67.0,114.4,109.0,,68.2,142.0,,,,,,,170.4,-226.0,,-75.0,,,,-277.0,-229.6,-235.0,,-275.8,-202.0,,,,,,,-173.6,,True,,,,False,False,False,,False,True,,,,,,,True
13307,5,14.0,,0.0,,,,7.0,8.0,2.7,,,24.0,,,,,,,44.8,9.0,,-5.0,,,,2.0,3.0,-2.3,,,19.0,,,,,,,39.8,,True,,,,True,True,True,,,False,,,,,,,False
13309,24,6.0,,0.0,,,,7.0,17.6,6.8,,,,,,,,,,1.0,-18.0,,-24.0,,,,-17.0,-6.4,-17.2,,,,,,,,,,-23.0,,False,,,,True,True,True,,,,,,,,,,False
13311,84,38.0,,48.0,,,,72.0,70.7,14.3,,29.5,88.0,,,,,,,157.0,-46.0,,-36.0,,,,-12.0,-13.3,-69.7,,-54.5,4.0,,,,,,,73.0,,True,,,,True,True,False,,False,True,,,,,,,False
13313,806,980.0,744.9,1335.0,,,,1239.0,513.4,857.7,830.9,683.4,1314.0,,,1041.1,,,,984.3,174.0,-61.1,529.0,,,,433.0,-292.6,51.7,24.9,-122.6,508.0,,,235.1,,,,178.3,True,False,,,,False,False,True,True,True,False,,,False,,,,False
13315,17,6.0,,0.0,,,,19.0,8.5,0.4,,4.0,,,,,,,,4.8,-11.0,,-17.0,,,,2.0,-8.5,-16.6,,-13.0,,,,,,,,-12.2,,False,,,,True,True,False,,False,,,,,,,,False
13317,63,48.0,,97.0,,,,28.0,42.9,39.9,,,77.0,,,,,,,30.5,-15.0,,34.0,,,,-35.0,-20.1,-23.1,,,14.0,,,,,,,-32.5,,False,,,,False,False,False,,,True,,,,,,,False
13319,42,62.0,,20.0,,,,16.0,18.4,21.3,,7.3,93.0,,,,,,,81.1,20.0,,-22.0,,,,-26.0,-23.6,-20.7,,-34.7,51.0,,,,,,,39.1,,False,,,,False,False,False,,False,False,,,,,,,False
