,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,Geneva-DetGrowth,IHME-CurveFit,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-Geneva-DetGrowth,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-Geneva-DetGrowth,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
17157,41,49.0,,39.0,31.0,,,,,,39.0,22.6,23.6,44.3,8.3,,,,,,,,162.8,,8.0,,-2.0,-10.0,,,,,,-2.0,-18.4,-17.4,3.3,-32.7,,,,,,,,121.8,,,True,False,,,,,,True,False,False,True,False,,,,,,,,False,
17159,2,1.0,,1.0,0.0,,,,,,6.0,2.7,0.4,0.2,,0.0,,,,,,,0.0,,-1.0,,-1.0,-2.0,,,,,,4.0,0.7,-1.6,-1.8,,-2.0,,,,,,,-2.0,,,False,False,,,,,,False,True,False,False,,False,,,,,,,False,
17161,116,152.0,110.0,148.0,152.0,,,,,,224.0,173.2,135.5,168.0,113.7,151.0,,,136.8,149.0,,,127.4,,36.0,-6.0,32.0,36.0,,,,,,108.0,57.2,19.5,52.0,-2.3,35.0,,,20.8,33.0,,,11.4,,True,True,False,,,,,,False,False,True,False,True,True,,,True,True,,,True,
17163,456,385.0,337.6,459.0,599.0,,,,,,273.0,363.6,443.3,492.0,272.7,442.0,,,445.8,528.0,,,751.8,,-71.0,-118.4,3.0,143.0,,,,,,-183.0,-92.4,-12.7,36.0,-183.3,-14.0,,,-10.2,72.0,,,295.8,,False,True,False,,,,,,False,False,True,True,False,True,,,True,False,,,False,
17165,37,24.0,,18.0,17.0,,,,,,17.0,12.7,8.1,23.0,,,,,,,,,126.2,,-13.0,,-19.0,-20.0,,,,,,-20.0,-24.3,-28.9,-14.0,,,,,,,,,89.2,,,False,False,,,,,,False,False,False,False,,,,,,,,,False,
17167,133,123.0,46.1,133.0,197.0,,,,,,149.0,132.4,123.5,134.0,83.4,,,,126.0,159.0,,,146.3,,-10.0,-86.9,0.0,64.0,,,,,,16.0,-0.6,-9.5,1.0,-49.6,,,,-7.0,26.0,,,13.3,,False,True,False,,,,,,False,True,True,True,False,,,,True,False,,,False,
17169,0,1.0,,1.0,0.0,,,,,,2.0,0.9,0.6,0.0,,0.0,,,,,,,0.0,,1.0,,1.0,0.0,,,,,,2.0,0.9,0.6,0.0,,0.0,,,,,,,0.0,,,False,True,,,,,,False,True,True,True,,True,,,,,,,True,
17171,6,0.0,,0.0,0.0,,,,,,0.0,0.5,,0.0,,0.0,,,,,,,0.0,,-6.0,,-6.0,-6.0,,,,,,-6.0,-5.5,,-6.0,,-6.0,,,,,,,-6.0,,,False,False,,,,,,False,True,,True,,False,,,,,,,False,
17173,9,7.0,,6.0,0.0,,,,,,9.0,3.3,3.6,6.0,,,,,,,,,1.0,,-2.0,,-3.0,-9.0,,,,,,0.0,-5.7,-5.4,-3.0,,,,,,,,,-8.0,,,False,False,,,,,,True,False,False,False,,,,,,,,,False,
17175,1,1.0,,0.0,0.0,,,,,,1.0,2.3,0.2,0.1,,0.0,,,,,,,127.4,,0.0,,-1.0,-1.0,,,,,,0.0,1.3,-0.8,-0.9,,-1.0,,,,,,,126.4,,,False,False,,,,,,True,False,False,False,,False,,,,,,,False,
17177,16,5.0,,4.0,4.0,,,,,,35.0,19.6,1.3,4.3,11.7,,,,,,,,4.6,,-11.0,,-12.0,-12.0,,,,,,19.0,3.6,-14.7,-11.7,-4.3,,,,,,,,-11.4,,,False,False,,,,,,False,True,False,False,True,,,,,,,,False,
17179,55,44.0,26.1,40.0,56.0,,,,,,63.0,68.4,27.2,46.5,51.2,53.0,,,,43.0,,,23.7,,-11.0,-28.9,-15.0,1.0,,,,,,8.0,13.4,-27.8,-8.5,-3.8,-2.0,,,,-12.0,,,-31.3,,False,False,True,,,,,,True,False,False,True,True,True,,,,False,,,False,
17181,37,24.0,,17.0,25.0,,,,,,21.0,25.7,8.7,18.6,6.7,23.0,,,,,,,82.5,,-13.0,,-20.0,-12.0,,,,,,-16.0,-11.3,-28.3,-18.4,-30.3,-14.0,,,,,,,45.5,,,False,True,,,,,,False,True,False,False,False,False,,,,,,,False,
17183,54,27.0,4.6,32.0,39.0,,,,,,33.0,46.4,33.6,34.6,21.4,,,,,,,,380.8,,-27.0,-49.4,-22.0,-15.0,,,,,,-21.0,-7.6,-20.4,-19.4,-32.6,,,,,,,,326.8,,False,True,True,,,,,,True,True,True,True,False,,,,,,,,False,
17185,2,0.0,,0.0,0.0,,,,,,6.0,0.7,1.5,0.0,,0.0,,,,,,,0.0,,-2.0,,-2.0,-2.0,,,,,,4.0,-1.3,-0.5,-2.0,,-2.0,,,,,,,-2.0,,,False,False,,,,,,False,True,True,True,,False,,,,,,,False,
17187,12,3.0,,2.0,0.0,,,,,,15.0,8.3,0.1,2.0,7.0,5.0,,,,,,,59.6,,-9.0,,-10.0,-12.0,,,,,,3.0,-3.7,-11.9,-10.0,-5.0,-7.0,,,,,,,47.6,,,False,False,,,,,,True,True,False,False,True,True,,,,,,,False,
17189,13,5.0,,3.0,0.0,,,,,,5.0,6.8,2.7,2.8,,,,,,,,,10.8,,-8.0,,-10.0,-13.0,,,,,,-8.0,-6.2,-10.3,-10.2,,,,,,,,,-2.2,,,False,False,,,,,,False,True,False,False,,,,,,,,,True,
17191,6,4.0,,6.0,0.0,,,,,,8.0,5.8,4.5,8.4,,,,,,,,,33.7,,-2.0,,0.0,-6.0,,,,,,2.0,-0.2,-1.5,2.4,,,,,,,,,27.7,,,True,False,,,,,,False,True,True,False,,,,,,,,,False,
17193,17,14.0,,11.0,0.0,,,,,,6.0,7.8,5.9,11.9,,,,,,,,,1.8,,-3.0,,-6.0,-17.0,,,,,,-11.0,-9.2,-11.1,-5.1,,,,,,,,,-15.2,,,False,False,,,,,,False,False,False,False,,,,,,,,,False,
17195,44,19.0,13.1,18.0,21.0,,,,,,47.0,39.4,9.8,22.1,18.9,17.0,,,23.0,,,,7.4,,-25.0,-30.9,-26.0,-23.0,,,,,,3.0,-4.6,-34.2,-21.9,-25.1,-27.0,,,-21.0,,,,-36.6,,False,False,True,,,,,,True,True,False,True,False,False,,,True,,,,False,
17197,432,369.0,277.0,383.0,372.0,,,,,,457.0,612.2,321.0,437.8,256.4,433.0,,,367.1,420.0,,,284.6,,-63.0,-155.0,-49.0,-60.0,,,,,,25.0,180.2,-111.0,5.8,-175.6,1.0,,,-64.9,-12.0,,,-147.4,,False,True,True,,,,,,True,False,False,True,False,True,,,False,True,,,False,
17199,54,41.0,18.9,39.0,59.0,,,,,,68.0,64.4,29.1,45.4,42.5,,,,,,,,97.8,,-13.0,-35.1,-15.0,5.0,,,,,,14.0,10.4,-24.9,-8.6,-11.5,,,,,,,,43.8,,False,False,True,,,,,,False,True,False,True,True,,,,,,,,False,
17201,168,162.0,20.8,154.0,194.0,,,,,,299.0,282.9,135.4,173.0,48.0,204.0,,,162.0,139.0,,,125.2,,-6.0,-147.2,-14.0,26.0,,,,,,131.0,114.9,-32.6,5.0,-120.0,36.0,,,-6.0,-29.0,,,-42.8,,False,False,False,,,,,,False,False,False,True,False,False,,,True,False,,,False,
17203,7,17.0,,13.0,21.0,,,,,,16.0,14.9,7.2,14.5,,,,,,,,,36.5,,10.0,,6.0,14.0,,,,,,9.0,7.9,0.2,7.5,,,,,,,,,29.5,,,True,False,,,,,,True,True,True,True,,,,,,,,,False,
18001,14,6.0,,5.0,0.0,,,,,,7.0,7.1,4.6,5.6,,,,,,,,,12.7,,-8.0,,-9.0,-14.0,,,,,,-7.0,-6.9,-9.4,-8.4,,,,,,,,,-1.3,,,False,False,,,,,,True,True,False,False,,,,,,,,,True,
18003,204,164.0,379.2,175.0,190.0,,,,,,324.0,332.9,173.7,210.5,104.2,246.0,,,187.9,139.0,,,372.5,,-40.0,175.2,-29.0,-14.0,,,,,,120.0,128.9,-30.3,6.5,-99.8,42.0,,,-16.1,-65.0,,,168.5,,False,True,True,,,,,,False,False,True,True,False,False,,,True,False,,,False,
18005,44,31.0,15.7,31.0,20.0,,,,,,51.0,24.3,21.6,38.2,8.1,46.0,,,33.3,,,,134.5,,-13.0,-28.3,-13.0,-24.0,,,,,,7.0,-19.7,-22.4,-5.8,-35.9,2.0,,,-10.7,,,,90.5,,False,False,False,,,,,,True,False,False,True,False,True,,,True,,,,False,
18007,3,2.0,,2.0,0.0,,,,,,3.0,4.9,2.2,0.5,,,,,,,,,96.2,,-1.0,,-1.0,-3.0,,,,,,0.0,1.9,-0.8,-2.5,,,,,,,,,93.2,,,False,False,,,,,,True,False,True,False,,,,,,,,,False,
18009,4,4.0,,3.0,2.0,,,,,,2.0,7.5,2.5,3.5,,7.0,,,,,,,68.8,,0.0,,-1.0,-2.0,,,,,,-2.0,3.5,-1.5,-0.5,,3.0,,,,,,,64.8,,,False,False,,,,,,False,False,False,False,,False,,,,,,,False,
18011,51,38.0,23.1,40.0,51.0,,,,,,50.0,53.2,31.7,52.5,47.8,52.0,,,38.4,,,,77.5,,-13.0,-27.9,-11.0,0.0,,,,,,-1.0,2.2,-19.3,1.5,-3.2,1.0,,,-12.6,,,,26.5,,False,True,True,,,,,,True,True,False,True,True,True,,,True,,,,False,
18013,9,10.0,,7.0,2.0,,,,,,4.0,7.7,2.9,9.0,,13.0,,,,,,,52.9,,1.0,,-2.0,-7.0,,,,,,-5.0,-1.3,-6.1,0.0,,4.0,,,,,,,43.9,,,False,False,,,,,,False,False,False,True,,False,,,,,,,False,
18015,2,5.0,,3.0,0.0,,,,,,9.0,11.3,1.1,3.0,3.9,8.0,,,,,,,9.5,,3.0,,1.0,-2.0,,,,,,7.0,9.3,-0.9,1.0,1.9,6.0,,,,,,,7.5,,,True,True,,,,,,False,False,True,True,True,False,,,,,,,False,
18017,47,19.0,,15.0,16.0,,,,,,54.0,13.5,9.3,17.8,1.6,65.0,,,,,,,10.6,,-28.0,,-32.0,-31.0,,,,,,7.0,-33.5,-37.7,-29.2,-45.4,18.0,,,,,,,-36.4,,,False,False,,,,,,True,False,False,False,False,True,,,,,,,False,
18019,138,64.0,22.1,63.0,86.0,,,,,,59.0,73.6,45.9,74.5,38.4,74.0,,,67.7,,,,47.1,,-74.0,-115.9,-75.0,-52.0,,,,,,-79.0,-64.4,-92.1,-63.5,-99.6,-64.0,,,-70.3,,,,-90.9,,False,False,True,,,,,,False,True,False,True,False,True,,,True,,,,False,
18021,12,6.0,,5.0,0.0,,,,,,13.0,12.6,3.9,6.0,,7.0,,,,,,,7.7,,-6.0,,-7.0,-12.0,,,,,,1.0,0.6,-8.1,-6.0,,-5.0,,,,,,,-4.3,,,False,False,,,,,,True,True,False,False,,True,,,,,,,True,
18023,20,11.0,,15.0,7.0,,,,,,21.0,16.1,12.8,20.6,6.8,26.0,,,,,,,8.1,,-9.0,,-5.0,-13.0,,,,,,1.0,-3.9,-7.2,0.6,-13.2,6.0,,,,,,,-11.9,,,True,False,,,,,,True,True,True,True,False,True,,,,,,,False,
18025,2,3.0,,2.0,0.0,,,,,,4.0,2.0,1.1,0.6,,6.0,,,,,,,0.2,,1.0,,0.0,-2.0,,,,,,2.0,-0.0,-0.9,-1.4,,4.0,,,,,,,-1.8,,,True,False,,,,,,False,True,True,False,,False,,,,,,,False,
18027,38,13.0,,12.0,11.0,,,,,,23.0,21.3,7.6,15.6,8.3,19.0,,,,,,,225.2,,-25.0,,-26.0,-27.0,,,,,,-15.0,-16.7,-30.4,-22.4,-29.7,-19.0,,,,,,,187.2,,,False,False,,,,,,True,True,False,True,False,True,,,,,,,False,
18029,81,52.0,,56.0,90.0,,,,,,20.0,42.9,49.8,67.0,26.6,61.0,,,,,,,75.5,,-29.0,,-25.0,9.0,,,,,,-61.0,-38.1,-31.2,-14.0,-54.4,-20.0,,,,,,,-5.5,,,True,True,,,,,,False,False,False,True,False,True,,,,,,,True,
18031,13,5.0,,6.0,0.0,,,,,,12.0,9.6,4.3,8.3,4.5,14.0,,,,,,,11.3,,-8.0,,-7.0,-13.0,,,,,,-1.0,-3.4,-8.7,-4.7,-8.5,1.0,,,,,,,-1.7,,,True,False,,,,,,True,True,False,True,False,True,,,,,,,True,
18033,22,5.0,,4.0,0.0,,,,,,15.0,16.7,1.7,5.9,11.6,,,,,,,,0.6,,-17.0,,-18.0,-22.0,,,,,,-7.0,-5.3,-20.3,-16.1,-10.4,,,,,,,,-21.4,,,False,False,,,,,,True,True,False,True,True,,,,,,,,False,
18035,48,29.0,22.2,38.0,4.0,,,,,,82.0,79.0,27.7,49.0,14.6,44.0,,,46.6,,,,2.7,,-19.0,-25.8,-10.0,-44.0,,,,,,34.0,31.0,-20.3,1.0,-33.4,-4.0,,,-1.4,,,,-45.3,,False,True,False,,,,,,False,False,False,True,False,True,,,True,,,,False,
18037,129,98.0,,104.0,128.0,,,,,,29.0,43.6,93.0,120.4,25.1,,,,,,,,96.0,,-31.0,,-25.0,-1.0,,,,,,-100.0,-85.4,-36.0,-8.6,-103.9,,,,,,,,-33.0,,,True,True,,,,,,False,False,False,True,False,,,,,,,,False,
18039,380,389.0,409.3,373.0,387.0,,,,,,290.0,400.6,351.9,408.7,333.2,436.0,,,407.1,314.0,,,180.8,,9.0,29.3,-7.0,7.0,,,,,,-90.0,20.6,-28.1,28.7,-46.8,56.0,,,27.1,-66.0,,,-199.2,,False,True,True,,,,,,False,False,False,False,False,False,,,False,False,,,False,
18041,19,8.0,,7.0,6.0,,,,,,7.0,16.7,4.1,9.3,6.9,11.0,,,,,,,1.1,,-11.0,,-12.0,-13.0,,,,,,-12.0,-2.3,-14.9,-9.7,-12.1,-8.0,,,,,,,-17.9,,,False,False,,,,,,False,True,False,True,False,True,,,,,,,False,
18043,102,62.0,12.3,65.0,149.0,,,,,,38.0,54.2,54.1,73.1,25.7,75.0,,,72.6,,,,109.8,,-40.0,-89.7,-37.0,47.0,,,,,,-64.0,-47.8,-47.9,-28.9,-76.3,-27.0,,,-29.4,,,,7.8,,False,True,False,,,,,,False,False,False,True,False,True,,,True,,,,True,
18045,10,8.0,,4.0,1.0,,,,,,6.0,14.1,1.5,4.0,,6.0,,,,,,,1.2,,-2.0,,-6.0,-9.0,,,,,,-4.0,4.1,-8.5,-6.0,,-4.0,,,,,,,-8.8,,,False,False,,,,,,False,False,False,False,,False,,,,,,,False,
18047,32,11.0,,12.0,1.0,,,,,,6.0,6.5,9.1,16.5,3.4,18.0,,,,,,,56.2,,-21.0,,-20.0,-31.0,,,,,,-26.0,-25.5,-22.9,-15.5,-28.6,-14.0,,,,,,,24.2,,,True,False,,,,,,False,False,False,True,False,True,,,,,,,False,
18049,22,13.0,,11.0,10.0,,,,,,10.0,16.2,7.2,13.4,,15.0,,,,,,,16.0,,-9.0,,-11.0,-12.0,,,,,,-12.0,-5.8,-14.8,-8.6,,-7.0,,,,,,,-6.0,,,False,False,,,,,,False,True,False,True,,True,,,,,,,True,
18051,25,33.0,,31.0,53.0,,,,,,17.0,27.1,23.6,37.3,41.8,35.0,,,,,,,54.0,,8.0,,6.0,28.0,,,,,,-8.0,2.1,-1.4,12.3,16.8,10.0,,,,,,,29.0,,,True,False,,,,,,False,True,True,False,False,False,,,,,,,False,
18053,74,62.0,39.4,66.0,69.0,,,,,,38.0,53.0,57.8,76.3,19.9,84.0,,,68.4,,,,39.4,,-12.0,-34.6,-8.0,-5.0,,,,,,-36.0,-21.0,-16.2,2.3,-54.1,10.0,,,-5.6,,,,-34.6,,False,True,True,,,,,,False,False,False,True,False,True,,,True,,,,False,
18055,15,12.0,,9.0,2.0,,,,,,20.0,14.5,3.1,10.4,4.2,,,,,,,,15.3,,-3.0,,-6.0,-13.0,,,,,,5.0,-0.5,-11.9,-4.6,-10.8,,,,,,,,0.3,,,False,False,,,,,,False,True,False,False,False,,,,,,,,True,
18057,294,197.0,71.7,229.0,272.0,,,,,,203.0,131.2,211.7,266.0,254.7,246.0,,,238.4,233.0,,,348.7,,-97.0,-222.3,-65.0,-22.0,,,,,,-91.0,-162.8,-82.3,-28.0,-39.3,-48.0,,,-55.6,-61.0,,,54.7,,False,True,True,,,,,,True,False,True,True,True,True,,,True,True,,,True,
18059,70,31.0,17.2,35.0,41.0,,,,,,37.0,53.5,24.4,46.9,31.9,44.0,,,39.2,,,,335.7,,-39.0,-52.8,-35.0,-29.0,,,,,,-33.0,-16.5,-45.6,-23.1,-38.1,-26.0,,,-30.8,,,,265.7,,False,True,True,,,,,,True,True,False,True,True,True,,,True,,,,False,
18061,19,9.0,,9.0,7.0,,,,,,19.0,14.2,6.1,12.2,3.5,17.0,,,,,,,8.6,,-10.0,,-10.0,-12.0,,,,,,0.0,-4.8,-12.9,-6.8,-15.5,-2.0,,,,,,,-10.4,,,False,False,,,,,,True,True,False,True,False,True,,,,,,,False,
18063,91,85.0,45.6,86.0,119.0,,,,,,103.0,95.9,68.7,94.5,46.6,120.0,,,85.5,98.0,,,206.4,,-6.0,-45.4,-5.0,28.0,,,,,,12.0,4.9,-22.3,3.5,-44.4,29.0,,,-5.5,7.0,,,115.4,,False,True,False,,,,,,False,True,False,True,False,False,,,True,False,,,False,
18065,23,16.0,,20.0,28.0,,,,,,25.0,52.8,13.8,31.4,35.8,27.0,,,,,,,16.6,,-7.0,,-3.0,5.0,,,,,,2.0,29.8,-9.2,8.4,12.8,4.0,,,,,,,-6.4,,,True,True,,,,,,True,False,False,False,False,True,,,,,,,True,
18067,80,54.0,53.3,58.0,59.0,,,,,,58.0,60.2,46.4,68.6,34.0,73.0,,,62.8,,,,141.1,,-26.0,-26.7,-22.0,-21.0,,,,,,-22.0,-19.8,-33.6,-11.4,-46.0,-7.0,,,-17.2,,,,61.1,,False,True,True,,,,,,True,True,False,True,False,True,,,True,,,,False,
18069,13,8.0,,14.0,19.0,,,,,,12.0,28.6,12.2,21.3,16.7,,,,,,,,26.2,,-5.0,,1.0,6.0,,,,,,-1.0,15.6,-0.8,8.3,3.7,,,,,,,,13.2,,,True,False,,,,,,True,False,True,False,True,,,,,,,,False,
18071,22,21.0,,19.0,22.0,,,,,,29.0,26.7,13.7,21.1,10.6,36.0,,,,,,,366.2,,-1.0,,-3.0,0.0,,,,,,7.0,4.7,-8.3,-0.9,-11.4,14.0,,,,,,,344.2,,,False,True,,,,,,False,False,False,True,False,False,,,,,,,False,
18073,23,23.0,,20.0,30.0,,,,,,16.0,31.9,,17.9,19.3,27.0,,,,,,,119.9,,0.0,,-3.0,7.0,,,,,,-7.0,8.9,,-5.1,-3.7,4.0,,,,,,,96.9,,,False,False,,,,,,False,False,,False,False,False,,,,,,,False,
18075,3,2.0,,3.0,0.0,,,,,,5.0,6.3,4.1,1.9,,3.0,,,,,,,0.0,,-1.0,,0.0,-3.0,,,,,,2.0,3.3,1.1,-1.1,,0.0,,,,,,,-3.0,,,True,False,,,,,,False,False,False,False,,True,,,,,,,False,
18077,20,36.0,,30.0,52.0,,,,,,12.0,36.0,21.5,32.2,17.9,,,,,,,,54.2,,16.0,,10.0,32.0,,,,,,-8.0,16.0,1.5,12.2,-2.1,,,,,,,,34.2,,,True,False,,,,,,True,False,True,True,True,,,,,,,,False,
18079,7,6.0,,6.0,7.0,,,,,,11.0,12.8,4.2,7.4,8.8,12.0,,,,,,,37.7,,-1.0,,-1.0,0.0,,,,,,4.0,5.8,-2.8,0.4,1.8,5.0,,,,,,,30.7,,,False,True,,,,,,False,False,False,True,False,False,,,,,,,False,
18081,111,78.0,48.1,88.0,112.0,,,,,,107.0,55.4,65.4,102.0,38.7,118.0,,,97.1,98.0,,,85.7,,-33.0,-62.9,-23.0,1.0,,,,,,-4.0,-55.6,-45.6,-9.0,-72.3,7.0,,,-13.9,-13.0,,,-25.3,,False,True,True,,,,,,True,False,False,True,False,True,,,True,True,,,True,
18083,21,9.0,,10.0,8.0,,,,,,20.0,22.5,7.2,12.3,,15.0,,,,,,,12.5,,-12.0,,-11.0,-13.0,,,,,,-1.0,1.5,-13.8,-8.7,,-6.0,,,,,,,-8.5,,,True,False,,,,,,True,True,False,True,,True,,,,,,,True,
18085,122,57.0,118.7,75.0,51.0,,,,,,63.0,135.8,78.2,90.8,50.4,90.0,,,,,,,520.0,,-65.0,-3.3,-47.0,-71.0,,,,,,-59.0,13.8,-43.8,-31.2,-71.6,-32.0,,,,,,,398.0,,True,True,False,,,,,,True,True,True,True,False,True,,,,,,,False,
18087,24,14.0,,9.0,0.0,,,,,,40.0,32.5,2.0,11.3,17.5,,,,,,,,5.2,,-10.0,,-15.0,-24.0,,,,,,16.0,8.5,-22.0,-12.7,-6.5,,,,,,,,-18.8,,,False,False,,,,,,False,True,False,False,True,,,,,,,,False,
18089,507,495.0,233.3,508.0,649.0,,,,,,276.0,425.8,455.8,564.3,394.2,622.0,,,496.1,530.0,,,674.9,,-12.0,-273.7,1.0,142.0,,,,,,-231.0,-81.2,-51.2,57.3,-112.8,115.0,,,-10.9,23.0,,,167.9,,False,True,False,,,,,,False,False,False,False,False,False,,,True,False,,,False,
18091,61,68.0,44.5,59.0,93.0,,,,,,67.0,90.2,37.5,66.6,46.4,76.0,,,65.5,,,,118.2,,7.0,-16.5,-2.0,32.0,,,,,,6.0,29.2,-23.5,5.6,-14.6,15.0,,,4.5,,,,57.2,,False,True,False,,,,,,True,False,False,True,False,False,,,True,,,,False,
18093,18,23.0,,20.0,22.0,,,,,,25.0,33.1,15.5,22.6,23.1,31.0,,,,,,,285.4,,5.0,,2.0,4.0,,,,,,7.0,15.1,-2.5,4.6,5.1,13.0,,,,,,,267.4,,,True,True,,,,,,False,False,True,True,False,False,,,,,,,False,
18095,49,30.0,8.0,33.0,37.0,,,,,,85.0,63.4,24.7,42.6,8.5,50.0,,,38.3,32.0,,,5.8,,-19.0,-41.0,-16.0,-12.0,,,,,,36.0,14.4,-24.3,-6.4,-40.5,1.0,,,-10.7,-17.0,,,-43.2,,False,True,True,,,,,,False,True,False,True,False,True,,,True,True,,,False,
18097,940,590.0,387.0,756.0,843.0,,,,,,917.0,671.3,686.6,844.2,84.6,966.0,,,767.3,890.0,,,1125.1,,-350.0,-553.0,-184.0,-97.0,,,,,,-23.0,-268.7,-253.4,-95.8,-855.4,26.0,,,-172.7,-50.0,,,185.1,,False,True,True,,,,,,True,True,True,True,False,True,,,True,True,,,True,
18099,55,101.0,,91.0,133.0,,,,,,48.0,124.2,76.5,94.2,75.8,108.0,,,,,,,48.1,,46.0,,36.0,78.0,,,,,,-7.0,69.2,21.5,39.2,20.8,53.0,,,,,,,-6.9,,,True,False,,,,,,True,False,True,True,True,False,,,,,,,True,
18101,9,4.0,,6.0,0.0,,,,,,4.0,4.8,5.2,8.5,,,,,,,,,0.4,,-5.0,,-3.0,-9.0,,,,,,-5.0,-4.2,-3.8,-0.5,,,,,,,,,-8.6,,,True,False,,,,,,False,True,True,True,,,,,,,,,False,
18103,26,13.0,,10.0,15.0,,,,,,21.0,20.0,5.0,12.1,7.0,18.0,,,,,,,12.6,,-13.0,,-16.0,-11.0,,,,,,-5.0,-6.0,-21.0,-13.9,-19.0,-8.0,,,,,,,-13.4,,,False,True,,,,,,True,True,False,False,False,True,,,,,,,False,
18105,129,106.0,21.1,132.0,179.0,,,,,,61.0,118.4,135.3,153.2,78.0,132.0,,,133.0,134.0,,,374.2,,-23.0,-107.9,3.0,50.0,,,,,,-68.0,-10.6,6.3,24.2,-51.0,3.0,,,4.0,5.0,,,245.2,,False,True,False,,,,,,False,True,True,False,False,True,,,True,True,,,False,
18107,9,9.0,,6.0,7.0,,,,,,23.0,23.2,1.6,6.1,5.5,17.0,,,,,,,34.3,,0.0,,-3.0,-2.0,,,,,,14.0,14.2,-7.4,-2.9,-3.5,8.0,,,,,,,25.3,,,False,False,,,,,,False,False,False,False,False,False,,,,,,,False,
18109,22,23.0,14.1,21.0,36.0,,,,,,36.0,28.0,13.4,25.5,9.7,33.0,,,24.1,,,,15.2,,1.0,-7.9,-1.0,14.0,,,,,,14.0,6.0,-8.6,3.5,-12.3,11.0,,,2.1,,,,-6.8,,False,False,False,,,,,,False,False,False,False,False,False,,,False,,,,False,
18111,3,1.0,,1.0,0.0,,,,,,7.0,6.0,0.0,0.6,3.4,3.0,,,,,,,0.0,,-2.0,,-2.0,-3.0,,,,,,4.0,3.0,-3.0,-2.4,0.4,0.0,,,,,,,-3.0,,,False,False,,,,,,False,False,False,False,True,True,,,,,,,False,
18113,43,38.0,,33.0,39.0,,,,,,31.0,35.2,20.4,39.6,40.7,46.0,,,,,,,28.2,,-5.0,,-10.0,-4.0,,,,,,-12.0,-7.8,-22.6,-3.4,-2.3,3.0,,,,,,,-14.8,,,False,True,,,,,,False,False,False,True,True,True,,,,,,,False,
18115,6,7.0,,4.0,0.0,,,,,,1.0,4.2,1.8,4.0,,,,,,,,,1.8,,1.0,,-2.0,-6.0,,,,,,-5.0,-1.8,-4.2,-2.0,,,,,,,,,-4.2,,,False,False,,,,,,False,False,False,False,,,,,,,,,False,
18117,15,9.0,,5.0,0.0,,,,,,11.0,7.9,1.5,4.8,1.3,12.0,,,,,,,26.6,,-6.0,,-10.0,-15.0,,,,,,-4.0,-7.1,-13.5,-10.2,-13.7,-3.0,,,,,,,11.6,,,False,False,,,,,,True,False,False,False,False,True,,,,,,,False,
18119,15,3.0,,3.0,0.0,,,,,,8.0,9.3,2.9,3.3,,5.0,,,,,,,0.2,,-12.0,,-12.0,-15.0,,,,,,-7.0,-5.7,-12.1,-11.7,,-10.0,,,,,,,-14.8,,,False,False,,,,,,True,True,False,True,,True,,,,,,,False,
18121,8,3.0,,3.0,0.0,,,,,,6.0,7.1,2.9,4.4,,,,,,,,,38.2,,-5.0,,-5.0,-8.0,,,,,,-2.0,-0.9,-5.1,-3.6,,,,,,,,,30.2,,,False,False,,,,,,True,True,False,True,,,,,,,,,False,
18123,6,11.0,,10.0,24.0,,,,,,9.0,27.6,3.5,16.5,19.2,12.0,,,,,,,5.4,,5.0,,4.0,18.0,,,,,,3.0,21.6,-2.5,10.5,13.2,6.0,,,,,,,-0.6,,,True,False,,,,,,True,False,True,False,False,False,,,,,,,True,
