,predicted_cases,actual_cases,error,perc_error
UCLA-SuEIR,905980.7,928448,-22467.3,-2.4%
LNQ-ens1,952654.0,928448,24206.0,2.6%
Columbia_UNC-SurvCon,897072.0,928448,-31376.0,-3.4%
IowaStateLW-STEM,969921.0,928448,41473.0,4.5%
Covid19Sim-Simulator,984054.2,928448,55606.2,6.0%
USC-SI_kJalpha,991550.4,928448,63102.4,6.8%
UMich-RidgeTfReg,864915.4,928448,-63532.6,-6.8%
QJHong-Encounter,999005.9,928448,70557.9,7.6%
RobertWalraven-ESG,823619.6,928448,-104828.4,-11.3%
COVIDhub-baseline,809368.0,928448,-119080.0,-12.8%
USACE-ERDC_SEIR,742384.4,928448,-186063.6,-20.0%
OliverWyman-Navigator,1187345.0,928448,258897.0,27.9%
CovidAnalytics-DELPHI,667922.0,928448,-260526.0,-28.1%
LANL-GrowthRate,648334.1,928448,-280113.9,-30.2%
JHU_IDD-CovidSP,607717.7,928448,-320730.3,-34.5%
