,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Rhode Island,2212,1548.4,2400.5,1824.7,1429.0,,-663.6,188.5,-387.3,-783.0,,True,True,False,
South Carolina,7611,6060.3,5240.5,6699.8,4742.0,,-1550.7,-2370.5,-911.2,-2869.0,,False,True,False,
South Dakota,1804,1147.6,1554.9,955.8,957.0,,-656.4,-249.1,-848.2,-847.0,,True,False,False,
Tennessee,10463,6429.3,7787.7,7627.2,5868.0,,-4033.7,-2675.3,-2835.8,-4595.0,,True,True,False,
Texas,39182,25235.0,24647.2,31569.3,24714.0,43727.0,-13641.0,-14228.8,-7306.7,-14162.0,4851.0,False,True,False,True
Utah,1733,1002.9,1713.7,2828.9,1168.0,,-730.1,-19.3,1095.9,-565.0,,True,False,True,
Vermont,182,58.0,68.7,65.8,58.0,,-124.0,-113.3,-116.2,-124.0,,True,True,False,
Virginia,6773,5729.3,5222.0,5761.2,4959.0,,-1039.7,-1547.0,-1007.8,-1810.0,,False,True,False,
Washington,4449,3142.9,3426.8,4541.5,2976.0,,-1317.1,-1033.2,81.5,-1484.0,,True,True,False,
West Virginia,2119,766.7,874.6,1019.1,895.0,,-1352.3,-1244.4,-1099.9,-1224.0,,True,True,True,
Wisconsin,6611,4808.9,4769.5,6474.5,4393.0,,-1499.1,-1538.5,166.5,-1915.0,,False,True,False,
Wyoming,624,231.4,381.6,163.7,137.0,,-392.6,-242.4,-460.3,-487.0,,True,False,False,
US,462169,307760.4,436055.3,396185.1,293971.0,289036.0,-153571.6,-25276.7,-65146.9,-167361.0,-172296.0,True,True,False,False
