,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,8513,4024.9,5479.1,7525.8,3729.0,,-4488.1,-3033.9,-987.2,-4784.0,,True,True,False,
Alaska,279,82.9,320.4,284.4,,,-196.1,41.4,5.4,,,True,True,,
Arizona,14011,6572.3,7432.8,7402.1,6439.0,,-7438.7,-6578.2,-6608.9,-7572.0,,True,True,False,
Arkansas,5061,3416.6,3968.9,4030.4,3621.0,,-1644.4,-1092.1,-1030.6,-1440.0,,True,True,True,
California,43991,22988.9,25932.2,33542.0,20496.0,,-21002.1,-18058.8,-10449.0,-23495.0,,True,True,False,
Colorado,5722,2921.3,4512.8,6352.0,2701.0,,-2800.7,-1209.2,630.0,-3021.0,,True,True,False,
Connecticut,7214,5097.0,5696.7,5210.5,4762.0,,-2117.0,-1517.3,-2003.5,-2452.0,,True,True,False,
Delaware,1202,918.7,895.8,1081.0,775.0,,-283.3,-306.2,-121.0,-427.0,,False,True,False,
District of Columbia,947,656.9,770.0,983.5,668.0,,-290.1,-177.0,36.5,-279.0,,True,True,True,
Florida,27599,23293.0,25340.1,29302.0,21169.0,,-4306.0,-2258.9,1703.0,-6430.0,,True,True,False,
Georgia,15090,10349.6,11570.1,13782.7,9938.0,,-4740.4,-3519.9,-1307.3,-5152.0,,True,True,False,
Hawaii,415,583.4,492.6,666.5,,,168.4,77.6,251.5,,,True,False,,
Idaho,1767,1241.6,1365.2,1331.8,1027.0,,-525.4,-401.8,-435.2,-740.0,,True,True,False,
Illinois,21676,14247.0,18749.1,18623.4,12616.0,,-7429.0,-2926.9,-3052.6,-9060.0,,True,True,False,
Indiana,11752,6997.4,9363.1,9196.8,6474.0,,-4754.6,-2388.9,-2555.2,-5278.0,,True,True,False,
Iowa,5108,3165.3,3496.0,4003.7,2653.0,,-1942.7,-1612.0,-1104.3,-2455.0,,True,True,False,
Kansas,4075,2397.1,2543.0,3805.3,1758.0,,-1658.9,-1513.0,-250.7,-2298.0,,True,True,False,
Kentucky,4020,2729.3,2951.3,3846.2,2467.0,,-1290.7,-1068.7,-173.8,-1553.0,,True,True,False,
Louisiana,9076,7129.6,7274.3,8697.7,7030.0,,-1946.4,-1801.7,-378.3,-2046.0,,True,True,False,
Maine,634,146.0,169.7,219.1,192.0,,-488.0,-464.3,-414.9,-442.0,,True,True,True,
Maryland,7329,4972.6,4869.6,6840.8,4434.0,38917.0,-2356.4,-2459.4,-488.2,-2895.0,31588.0,False,True,False,False
Massachusetts,14921,11750.9,13435.9,13597.9,11184.0,,-3170.1,-1485.1,-1323.1,-3737.0,,True,True,False,
Michigan,15854,10226.0,12680.0,13740.8,10226.0,,-5628.0,-3174.0,-2113.2,-5628.0,,True,True,False,
Minnesota,6357,4110.6,6216.1,5912.1,4396.0,,-2246.4,-140.9,-444.9,-1961.0,,True,True,True,
Mississippi,6266,4503.0,4550.8,5201.5,4288.0,,-1763.0,-1715.2,-1064.5,-1978.0,,True,True,False,
Missouri,7444,6207.4,7273.0,6515.7,4628.0,,-1246.6,-181.0,-938.3,-2826.0,,True,True,False,
Montana,1312,1129.0,1436.1,1212.7,819.0,,-183.0,124.1,-99.3,-493.0,,True,True,False,
Nebraska,1968,1309.1,1611.2,1611.9,1195.0,,-658.9,-356.8,-356.1,-773.0,,True,True,False,
Nevada,4496,2249.1,2900.6,3969.4,2239.0,,-2242.9,-1591.4,-522.6,-2253.0,,True,True,False,
New Hampshire,1098,577.0,965.7,3042.9,602.0,,-521.0,-132.3,1944.9,-496.0,,True,False,True,
New Jersey,21964,17384.4,21157.2,17414.8,16777.0,,-4579.6,-806.8,-4549.2,-5187.0,,True,True,False,
New Mexico,3386,1457.3,2387.0,2700.0,1284.0,,-1928.7,-999.0,-686.0,-2102.0,,True,True,False,
New York,44664,34387.7,36931.8,39387.1,34115.0,,-10056.3,-7512.2,-5056.9,-10329.0,,True,True,False,
North Carolina,9926,7470.1,7511.2,9560.4,6930.0,,-2455.9,-2414.8,-365.6,-2996.0,,True,True,False,
North Dakota,1453,1228.6,2011.2,1175.3,1345.0,,-224.4,558.2,-277.7,-108.0,,False,False,True,
Ohio,11652,7271.1,8625.3,11120.4,7607.0,,-4380.9,-3026.7,-531.6,-4045.0,,True,True,True,
Oklahoma,3761,2407.9,2284.2,3603.4,2321.0,,-1353.1,-1476.8,-157.6,-1440.0,,False,True,False,
Oregon,2020,1143.3,1175.6,2291.3,907.0,,-876.7,-844.4,271.3,-1113.0,,True,True,False,
Pennsylvania,22353,11351.0,13751.3,17868.2,10848.0,,-11002.0,-8601.7,-4484.8,-11505.0,,True,True,False,
