,total_deaths_2021-01-17,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
UCM_MESALab-FoGSEIR,404830,460490.0,468282,62890.0,63452,-562.0,-0.9%
RobertWalraven-ESG,404830,461808.0,468282,64208.0,63452,756.0,1.2%
UMass-MechBayes,404830,460180.0,468282,62580.0,63452,-872.0,-1.4%
QJHong-Encounter,404830,459706.8,468282,62106.8,63452,-1345.2,-2.1%
MIT_ISOLAT-Mixtures,404830,459303.3,468282,61703.3,63452,-1748.7,-2.8%
Karlen-pypm,404830,459190.1,468282,61590.1,63452,-1861.9,-2.9%
CEID-Walk,404830,463474.7,468282,65874.7,63452,2422.7,3.8%
epiforecasts-ensemble1,404830,458187.0,468282,60587.0,63452,-2865.0,-4.5%
SigSci-TS,404830,458161.0,468282,60561.0,63452,-2891.0,-4.6%
Baseline,404830,464065.7,468282,66465.7,63452,3013.7,4.7%
SteveMcConnell-CovidComplete,404830,464265.0,468282,66665.0,63452,3213.0,5.1%
JHU_IDD-CovidSP,404830,457816.6,468282,60216.6,63452,-3235.4,-5.1%
COVIDhub-ensemble,404830,464852.0,468282,67252.0,63452,3800.0,6.0%
GT-DeepCOVID,404830,465488.6,468282,67888.6,63452,4436.6,7.0%
PSI-DRAFT,404830,456316.5,468282,58716.5,63452,-4735.5,-7.5%
COVIDhub-baseline,404830,465860.1,468282,68260.1,63452,4808.1,7.6%
UMich-RidgeTfReg,404830,465934.6,468282,68334.6,63452,4882.6,7.7%
IHME-CurveFit,404830,466398.5,468282,68798.5,63452,5346.5,8.4%
UA-EpiCovDA,404830,455660.0,468282,58060.0,63452,-5392.0,-8.5%
IowaStateLW-STEM,404830,466577.0,468282,68977.0,63452,5525.0,8.7%
MOBS-GLEAM_COVID,404830,467093.5,468282,69493.5,63452,6041.5,9.5%
TTU-squider,404830,454376.4,468282,56776.4,63452,-6675.6,-10.5%
UpstateSU-GRU,404830,454181.6,468282,56581.6,63452,-6870.4,-10.8%
OliverWyman-Navigator,404830,468434.8,468282,70834.8,63452,7382.8,11.6%
Columbia_UNC-SurvCon,404830,468469.0,468282,70869.0,63452,7417.0,11.7%
UCSD_NEU-DeepGLEAM,404830,469027.0,468282,71427.0,63452,7975.0,12.6%
LANL-GrowthRate,404830,469230.0,468282,71630.0,63452,8178.0,12.9%
LNQ-ens1,404830,470019.2,468282,72419.2,63452,8967.2,14.1%
BPagano-RtDriven,404830,451927.2,468282,54327.2,63452,-9124.8,-14.4%
CU-select,404830,451134.0,468282,53534.0,63452,-9918.0,-15.6%
Caltech-CS156,404830,450921.7,468282,53321.7,63452,-10130.3,-16.0%
MIT_CritData-GBCF,404830,472112.0,468282,74512.0,63452,11060.0,17.4%
DDS-NBDS,404830,474141.8,468282,76541.8,63452,13089.8,20.6%
Microsoft-DeepSTIA,404830,474241.9,468282,76641.9,63452,13189.9,20.8%
USC-SI_kJalpha,404830,474939.0,468282,77339.0,63452,13887.0,21.9%
IBF-TimeSeries,404830,475625.0,468282,78025.0,63452,14573.0,23.0%
UCLA-SuEIR,404830,445200.1,468282,47600.1,63452,-15851.9,-25.0%
CovidAnalytics-DELPHI,404830,477631.0,468282,80031.0,63452,16579.0,26.1%
AIpert-pwllnod,404830,478430.9,468282,80830.9,63452,17378.9,27.4%
Covid19Sim-Simulator,404830,438228.9,468282,40628.9,63452,-22823.1,-36.0%
RPI_UW-Mob_Collision,404830,484261.2,468282,86661.2,63452,23209.2,36.6%
WalmartLabsML-LogForecasting,404830,425644.9,468282,28044.9,63452,-35407.1,-55.8%
CMU-TimeSeries,404830,,468282,,63452,,
Google_Harvard-CPF,404830,,468282,,63452,,
JHU_CSSE-DECOM,404830,,468282,,63452,,
UCSB-ACTS,404830,,468282,,63452,,
