,count,mean,median,std,min,25%,75%,max
JHUAPL-Bucky,51,1461887.0,328185.2,2284165.6,3.0,12027.8,2130889.8,10052671.4
Covid19Sim-Simulator,51,2588016.1,174319.0,11247571.0,125.0,17366.5,917375.0,79112458.0
IHME-CurveFit,51,3098226.6,471699.8,10077671.2,281.2,38248.1,1767036.2,65405204.5
JCB-PRM,51,4162384.1,451355.6,17619178.2,28.7,65334.2,1282797.9,124394737.6
IowaStateLW-STEM,49,5610513.9,174724.0,26967374.5,169.0,40256.5,2400034.5,193015449.0
COVIDhub-baseline,51,6448104.8,308606.4,28729576.4,136.8,25771.9,3038028.8,205056318.0
Baseline,51,6570358.2,258064.0,28345921.9,39.5,24921.3,3558086.1,201863204.6
UCLA-SuEIR,51,7415361.9,179573.4,32273936.5,2.8,36767.4,2152013.8,225816521.1
WalmartLabsML-LogForecasting,51,19048932.4,2394249.2,62639914.3,294.5,291366.1,11831123.9,427120616.4
Columbia_UNC-SurvCon,51,34500766.3,690561.0,186318836.7,16.0,56321.0,2084288.5,1330060900.0
