,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,8513,4754.3,3776.2,5899.7,3410.0,,-3758.7,-4736.8,-2613.3,-5103.0,,False,True,False,
Alaska,279,178.0,305.4,208.7,,,-101.0,26.4,-70.3,,,True,True,,
Arizona,14011,6905.3,6836.7,8914.4,6324.0,,-7105.7,-7174.3,-5096.6,-7687.0,,False,True,False,
Arkansas,5061,3844.7,3135.6,3931.2,4091.0,,-1216.3,-1925.4,-1129.8,-970.0,,False,True,True,
California,43991,23321.9,21773.5,38114.5,19925.0,,-20669.1,-22217.5,-5876.5,-24066.0,,False,True,False,
Colorado,5722,3175.0,3369.0,6631.8,2646.0,,-2547.0,-2353.0,909.8,-3076.0,,True,True,False,
Connecticut,7214,4732.3,4846.7,5695.4,4693.0,,-2481.7,-2367.3,-1518.6,-2521.0,,True,True,False,
Delaware,1329,839.4,823.2,1186.8,748.0,,-466.6,-482.8,-119.2,-558.0,,False,True,False,
District of Columbia,947,704.4,707.4,1045.9,665.0,,-242.6,-239.6,98.9,-282.0,,True,True,False,
Florida,27599,25528.9,22632.3,28992.6,19812.0,,-2070.1,-4966.7,1393.6,-7787.0,,False,True,False,
Georgia,15090,11158.3,9443.3,12885.2,9566.0,,-3931.7,-5646.7,-2204.8,-5524.0,,False,True,False,
Hawaii,415,472.4,441.3,765.0,,,57.4,26.3,350.0,,,True,False,,
Idaho,1767,861.0,1098.9,1771.9,849.0,,-906.0,-668.1,4.9,-918.0,,True,True,False,
Illinois,21676,13343.1,14016.1,18625.5,11726.0,,-8332.9,-7659.9,-3050.5,-9950.0,,True,True,False,
Indiana,11752,6283.9,6715.6,9036.9,5263.0,,-5350.1,-4918.4,-2597.1,-6371.0,,True,True,False,
Iowa,5108,2642.0,2859.1,4037.6,2459.5,,-2466.0,-2248.9,-1070.4,-2648.5,,True,True,False,
Kansas,4075,2206.9,1794.2,3326.8,1515.0,,-1868.1,-2280.8,-748.2,-2560.0,,False,True,False,
Kentucky,4020,2364.6,2386.7,4076.0,2042.0,,-1655.4,-1633.3,56.0,-1978.0,,True,True,False,
