,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Louisiana,9076,7256.4,6582.3,8666.3,6721.0,,-1819.6,-2493.7,-409.7,-2355.0,,False,True,False,
Maine,634,193.6,165.4,190.1,202.0,,-440.4,-468.6,-443.9,-432.0,,False,False,True,
Maryland,7329,4639.6,4487.4,5343.6,4312.0,31296.0,-2689.4,-2841.6,-1985.4,-3017.0,23967.0,False,True,False,False
Massachusetts,14921,11846.0,11622.3,13972.6,10868.0,,-3075.0,-3298.7,-948.4,-4053.0,,False,True,False,
Michigan,15854,9258.7,9526.5,13189.6,8489.0,,-6595.3,-6327.5,-2664.4,-7365.0,,True,True,False,
Minnesota,6357,3761.7,3921.6,5676.7,3765.0,,-2595.3,-2435.4,-680.3,-2592.0,,True,True,True,
Mississippi,6266,4281.0,4182.4,4853.5,4314.0,,-1985.0,-2083.6,-1412.5,-1952.0,,False,True,True,
Missouri,7472,5256.0,5562.2,5876.3,4862.0,,-2199.0,-1892.8,-1578.7,-2593.0,,True,True,False,
Montana,1312,732.6,1160.4,824.9,725.0,,-579.4,-151.6,-487.1,-587.0,,True,True,False,
Nebraska,1968,1007.9,1272.8,2060.8,888.0,,-960.1,-695.2,92.8,-1080.0,,True,True,False,
Nevada,4496,2487.0,2659.7,2724.2,2114.0,,-2009.0,-1836.3,-1771.8,-2382.0,,True,True,False,
New Hampshire,1098,624.6,703.7,2451.7,593.0,,-473.4,-394.3,1353.7,-505.0,,True,False,False,
New Jersey,21964,16797.7,16933.2,16731.4,16499.0,,-5166.3,-5030.8,-5232.6,-5465.0,,True,False,False,
New Mexico,3386,1298.7,2293.2,2125.6,1157.0,,-2087.3,-1092.8,-1260.4,-2229.0,,True,True,False,
New York,44664,34356.0,34031.1,42888.4,33863.0,,-10106.0,-10430.9,-1573.6,-10599.0,,False,True,False,
North Carolina,9926,6534.6,6525.9,9980.4,5861.0,,-3391.4,-3400.1,54.4,-4065.0,,False,True,False,
North Dakota,1453,1466.4,1475.2,1170.2,1252.0,,13.4,22.2,-282.8,-201.0,,False,False,False,
Ohio,17422,6145.3,8373.3,11120.4,7196.0,,-11532.7,-9304.7,-6557.6,-10482.0,,True,True,True,
Oklahoma,3761,2328.6,1963.9,2951.4,2187.0,,-1432.4,-1797.1,-809.6,-1574.0,,False,True,False,
Oregon,2020,953.0,1172.0,2054.4,809.0,,-1067.0,-848.0,34.4,-1211.0,,True,True,False,
Pennsylvania,22353,10605.7,11257.6,16728.7,10063.0,,-11747.3,-11095.4,-5624.3,-12290.0,,True,True,False,
Rhode Island,2400,1500.9,1358.5,1400.6,1267.0,,-875.1,-1017.5,-975.4,-1109.0,,False,False,False,
South Carolina,7611,5204.0,4681.9,6551.5,4368.0,,-2407.0,-2929.1,-1059.5,-3243.0,,False,True,False,
South Dakota,1804,909.7,1350.4,981.4,683.0,,-894.3,-453.6,-822.6,-1121.0,,True,True,False,
Tennessee,10463,5160.7,6552.0,7818.0,5228.0,,-5302.3,-3911.0,-2645.0,-5235.0,,True,True,True,
Texas,39182,25298.4,22721.3,32214.3,25226.0,44890.0,-13595.6,-16172.7,-6679.7,-13668.0,5996.0,False,True,False,True
Utah,1733,955.3,1501.8,3613.4,991.0,,-777.7,-231.2,1880.4,-742.0,,True,False,True,
Vermont,182,58.0,76.3,65.3,58.0,,-124.0,-105.7,-116.7,-124.0,,True,True,False,
Virginia,6773,4619.3,4734.9,8242.5,4474.0,,-2150.7,-2035.1,1472.5,-2296.0,,True,True,False,
Washington,4449,3016.0,2785.2,4581.7,2730.0,,-1451.0,-1681.8,114.7,-1737.0,,False,True,False,
West Virginia,2119,671.6,715.8,1146.7,785.0,,-1447.4,-1403.2,-972.3,-1334.0,,True,True,True,
Wisconsin,6611,3302.4,3958.4,6639.3,3227.0,,-3083.6,-2427.6,253.3,-3159.0,,True,True,False,
Wyoming,624,104.6,232.6,166.6,120.0,,-519.4,-391.4,-457.4,-504.0,,True,True,True,
US,468282,297469.1,271033.6,400148.2,277228.0,289457.0,-170183.9,-196619.4,-67504.8,-190425.0,-178196.0,False,True,False,False
