,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,8513,4144.7,3384.0,5457.7,5591.0,,-4368.3,-5129.0,-3055.3,-2922.0,,False,True,True,
Alaska,279,64.9,136.2,56.6,,,-214.1,-142.8,-222.4,,,True,False,,
Arizona,14011,8554.9,7135.1,10944.5,7081.0,,-5456.1,-6875.9,-3066.5,-6930.0,,False,True,False,
Arkansas,5061,5152.4,3871.1,3862.7,4271.0,,91.4,-1189.9,-1198.3,-790.0,,False,False,False,
California,43991,27684.9,18936.0,63536.5,23098.0,,-16306.1,-25055.0,19545.5,-20893.0,,False,False,False,
Colorado,5722,2530.3,2715.5,6005.9,2424.0,,-3191.7,-3006.5,283.9,-3298.0,,True,True,False,
Connecticut,7214,4730.3,4644.2,7344.4,4747.0,,-2483.7,-2569.8,130.4,-2467.0,,False,True,True,
Delaware,1329,740.1,811.5,1223.6,728.0,,-574.9,-503.5,-91.4,-587.0,,True,True,False,
District of Columbia,947,699.4,669.4,1172.9,667.0,,-247.6,-277.6,225.9,-280.0,,False,True,False,
Florida,27599,26957.7,20786.0,28368.1,21326.0,,-641.3,-6813.0,769.1,-6273.0,,False,False,False,
Georgia,15090,11943.6,8833.7,15228.9,10779.0,,-3146.4,-6256.3,138.9,-4311.0,,False,True,False,
Hawaii,415,537.0,177.0,300.8,,,122.0,-238.0,-114.2,,,False,True,,
Idaho,1767,999.0,911.8,1802.1,1038.0,,-768.0,-855.2,35.1,-729.0,,False,True,True,
Illinois,21676,11565.3,10175.0,18668.1,10624.0,,-10110.7,-11501.0,-3007.9,-11052.0,,False,True,False,
Indiana,11752,4856.3,4571.3,8357.7,4927.0,,-6913.7,-7198.7,-3412.3,-6843.0,,False,True,True,
Iowa,5108,2158.6,1870.6,4232.0,2507.0,,-2949.4,-3237.4,-876.0,-2601.0,,False,True,True,
Kansas,4075,1925.4,1502.5,4114.1,1241.0,,-2148.6,-2571.5,40.1,-2833.0,,False,True,False,
Kentucky,4020,2123.7,2128.8,5075.1,2820.0,,-1896.3,-1891.2,1055.1,-1200.0,,True,True,True,
Louisiana,9076,8009.0,6314.1,9452.0,8373.0,,-1067.0,-2761.9,376.0,-703.0,,False,True,True,
Maine,634,198.6,169.6,568.5,367.0,,-435.4,-464.4,-65.5,-267.0,,False,True,True,
Maryland,7329,4693.1,4498.8,9168.7,4521.0,,-2635.9,-2830.2,1839.7,-2808.0,,False,True,False,
Massachusetts,14921,11295.7,9722.9,14861.0,9922.0,,-3625.3,-5198.1,-60.0,-4999.0,,False,True,False,
Michigan,15854,8120.7,7954.1,12539.7,9060.0,,-7733.3,-7899.9,-3314.3,-6794.0,,False,True,True,
Minnesota,6357,2930.4,2702.5,5768.8,3652.0,,-3426.6,-3654.5,-588.2,-2705.0,,False,True,True,
Mississippi,6266,5053.9,3469.8,4634.8,5823.0,,-1212.1,-2796.2,-1631.2,-443.0,,False,False,True,
Missouri,7472,3712.4,3524.7,7038.3,3789.0,,-3730.6,-3918.3,-404.7,-3654.0,,False,True,True,
Montana,1312,593.9,718.4,932.3,413.0,,-718.1,-593.6,-379.7,-899.0,,True,True,False,
Nebraska,1968,600.9,1085.8,2166.0,768.0,,-1367.1,-882.2,198.0,-1200.0,,True,True,True,
Nevada,4496,3099.7,2031.6,4239.3,2351.0,,-1396.3,-2464.4,-256.7,-2145.0,,False,True,False,
New Hampshire,1098,477.7,559.8,878.0,497.0,,-620.3,-538.2,-220.0,-601.0,,True,True,True,
New Jersey,21964,16781.9,16585.1,24551.1,17232.0,,-5182.1,-5378.9,2587.1,-4732.0,,False,True,True,
New Mexico,3386,1365.3,1106.7,3174.4,1490.0,,-2020.7,-2279.3,-211.6,-1896.0,,False,True,True,
New York,44664,34357.9,33428.9,48622.2,34570.0,,-10306.1,-11235.1,3958.2,-10094.0,,False,True,True,
North Carolina,9926,7035.7,5094.5,14062.7,7632.0,,-2890.3,-4831.5,4136.7,-2294.0,,False,False,True,
North Dakota,1453,668.6,766.3,716.8,532.0,,-784.4,-686.7,-736.2,-921.0,,True,True,False,
Ohio,17422,8586.4,6535.3,14508.0,7495.0,,-9211.6,-11262.7,-3290.0,-10303.0,,False,True,False,
Oklahoma,3761,1760.1,1797.0,3349.9,2608.0,,-2000.9,-1964.0,-411.1,-1153.0,,True,True,True,
Oregon,2020,863.6,971.7,3719.3,821.0,,-1156.4,-1048.3,1699.3,-1199.0,,True,False,False,
Pennsylvania,22353,10561.3,9788.1,18804.2,9527.0,,-11791.7,-12564.9,-3548.8,-12826.0,,False,True,False,
Rhode Island,2400,1425.6,1396.1,2115.6,1181.0,,-947.4,-976.9,-257.4,-1192.0,,False,True,False,
South Carolina,7611,5879.7,5742.6,7251.7,5646.0,,-1731.3,-1868.4,-359.3,-1965.0,,False,True,False,
South Dakota,1804,559.4,457.5,752.7,515.0,,-1244.6,-1346.5,-1051.3,-1289.0,,False,True,False,
Tennessee,10463,4998.0,4559.6,7626.9,6226.0,,-5465.0,-5903.4,-2836.1,-4237.0,,False,True,True,
Texas,39182,28650.4,19628.3,35803.2,29922.0,35282.0,-10253.6,-19275.7,-3100.8,-8982.0,-3622.0,False,True,True,True
Utah,1733,579.0,1334.8,2231.1,840.0,,-1154.0,-398.2,498.1,-893.0,,True,True,True,
Vermont,182,58.0,68.9,80.8,60.0,,-124.0,-113.1,-101.2,-122.0,,True,True,True,
Virginia,6773,8751.7,4947.4,11542.4,5097.0,,1980.7,-1823.6,4771.4,-1674.0,,True,False,True,
Washington,4449,2950.4,2417.9,7224.8,2711.0,,-1501.6,-2034.1,2772.8,-1741.0,,False,False,False,
West Virginia,2119,1247.3,1499.5,2004.7,974.0,,-871.7,-619.5,-114.3,-1145.0,,True,True,False,
Wisconsin,6611,1877.4,3462.3,5493.4,2447.0,,-4668.6,-3083.7,-1052.6,-4099.0,,True,True,True,
Wyoming,624,188.0,169.6,45.8,84.0,,-436.0,-454.4,-578.2,-540.0,,False,False,False,
US,468282,307492.1,231021.0,471680.7,291032.0,284978.0,-160767.9,-237239.0,3420.7,-177228.0,-183282.0,False,True,False,False
