,count,mean,median,std,min,25%,75%,max
OliverWyman-Navigator,51,49.6,11.5,77.1,0.3,3.9,46.8,304.9
LNQ-ens1,51,50.7,16.0,72.8,1.2,8.6,54.2,293.9
Baseline,51,55.9,23.1,68.7,1.0,10.8,73.8,254.0
UCLA-SuEIR,51,56.9,22.7,81.7,1.5,8.2,53.9,340.7
Microsoft-DeepSTIA,50,60.3,28.0,72.6,0.6,11.0,75.1,324.7
USC-SI_kJalpha,51,60.8,22.0,85.3,1.0,7.0,72.0,349.0
COVIDhub-ensemble,51,61.0,21.0,85.2,0.0,8.5,55.5,368.0
UChicagoCHATTOPADHYAY-UnIT,51,63.0,33.9,80.7,0.2,13.7,79.7,329.5
COVIDhub-baseline,51,63.2,36.0,98.1,1.0,12.5,62.0,567.0
CEID-Walk,51,68.4,32.3,117.2,0.4,12.0,62.3,732.5
CMU-TimeSeries,51,70.4,40.0,101.8,0.0,12.5,66.0,530.0
COVIDhub-trained_ensemble,51,73.0,12.0,111.9,0.0,5.5,78.5,452.0
Karlen-pypm,51,73.1,21.7,115.6,1.0,8.9,87.7,549.1
MOBS-GLEAM_COVID,50,73.4,26.6,96.7,0.7,14.2,77.7,402.4
SteveMcConnell-CovidComplete,51,74.0,23.0,102.8,1.0,10.5,107.5,417.0
LANL-GrowthRate,51,74.9,29.0,97.8,0.0,7.0,102.5,343.0
UCSD_NEU-DeepGLEAM,50,75.3,33.8,91.5,1.4,18.6,83.1,394.1
BPagano-RtDriven,51,76.5,33.4,110.9,2.9,13.1,73.9,502.6
GT-DeepCOVID,48,77.3,26.4,107.9,0.2,8.1,111.5,465.4
RobertWalraven-ESG,51,78.7,13.6,119.6,0.8,5.4,97.0,502.8
Caltech-CS156,51,81.3,29.0,108.8,2.5,12.8,120.6,448.1
MIT_CritData-GBCF,51,81.8,40.0,98.3,0.0,21.0,103.0,430.0
AIpert-pwllnod,51,82.1,45.5,116.2,0.2,12.4,89.1,507.6
MIT_ISOLAT-Mixtures,44,82.3,29.3,119.9,3.0,15.5,82.8,575.9
JHU_CSSE-DECOM,51,82.3,38.0,90.4,1.0,19.5,131.5,343.0
UMass-MechBayes,51,83.8,26.0,133.4,2.0,9.0,88.5,703.0
Google_Harvard-CPF,51,84.4,35.0,117.2,0.1,10.5,113.3,494.5
epiforecasts-ensemble1,51,85.1,36.0,100.7,4.0,18.5,116.5,419.0
Geneva-DetGrowth,51,86.1,41.1,121.5,0.3,19.5,102.7,713.7
DDS-NBDS,51,88.3,34.6,159.1,0.9,10.4,107.9,1063.7
UA-EpiCovDA,51,89.8,37.0,110.8,2.0,15.0,110.0,509.0
UMich-RidgeTfReg,50,91.5,47.0,133.8,2.5,13.8,110.3,845.5
CovidAnalytics-DELPHI,51,99.3,45.0,136.0,2.0,13.0,120.0,494.0
SigSci-TS,51,119.4,44.0,206.0,1.0,14.0,117.5,1257.0
CU-select,51,125.8,52.0,175.7,1.0,15.5,158.0,863.0
PSI-DRAFT,51,133.1,51.5,288.0,0.0,20.0,133.0,2009.0
IowaStateLW-STEM,49,148.2,93.0,245.6,0.0,33.5,128.5,1594.0
IHME-CurveFit,51,163.0,61.0,250.3,1.9,27.7,160.9,1076.0
JHU_IDD-CovidSP,51,188.9,60.0,322.4,0.0,28.2,209.2,1933.4
WalmartLabsML-LogForecasting,51,237.2,83.1,362.8,1.8,15.2,291.1,1747.7
Covid19Sim-Simulator,51,287.6,152.0,381.3,0.2,34.2,334.2,1706.3
TTU-squider,51,411.2,198.7,503.8,1.0,60.7,521.8,1842.0
JHUAPL-Bucky,51,545.6,219.1,868.4,3.2,57.0,725.1,5028.4
