,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-UCLA-SuEIR
Alabama,8513,5726.1,5144.8,6439.2,6124.0,4954.2,-2786.9,-3368.2,-2073.8,-2389.0,-3558.8,False,True,True,False
Alaska,279,157.3,519.6,252.6,,289.8,-121.7,240.6,-26.4,,10.8,False,True,,True
Arizona,14011,8222.9,11650.4,12521.1,8286.0,7702.6,-5788.1,-2360.6,-1489.9,-5725.0,-6308.4,True,True,True,False
Arkansas,5061,4246.1,4613.0,3519.3,4401.0,5360.6,-814.9,-448.0,-1541.7,-660.0,299.6,True,False,True,True
California,43991,23763.7,27864.5,30085.3,23486.0,23789.1,-20226.3,-16125.5,-13904.7,-20504.0,-20200.9,True,True,False,True
Colorado,5722,5628.9,7293.5,7207.1,5745.0,6040.8,-93.1,1571.5,1485.1,23.0,318.8,False,False,True,False
Connecticut,7214,5816.0,7793.1,7246.5,6289.0,6197.9,-1398.0,579.1,32.5,-925.0,-1016.1,True,True,True,True
Delaware,1202,878.3,1252.6,1152.3,970.0,879.6,-323.7,50.6,-49.7,-232.0,-322.4,True,True,True,True
District of Columbia,947,778.6,846.0,955.9,717.0,781.2,-168.4,-101.0,8.9,-230.0,-165.8,True,True,False,True
Florida,27599,23126.4,23633.7,24118.3,23126.0,22980.7,-4472.6,-3965.3,-3480.7,-4473.0,-4618.3,True,True,False,False
Georgia,15090,11814.6,21318.9,15501.9,12116.0,10977.5,-3275.4,6228.9,411.9,-2974.0,-4112.5,False,True,True,False
Hawaii,415,352.4,336.3,267.2,,282.2,-62.6,-78.7,-147.8,,-132.8,False,False,,False
Idaho,1767,1826.1,2135.9,2063.9,1877.0,1669.4,59.1,368.9,296.9,110.0,-97.6,False,False,False,False
Illinois,21676,21691.1,26737.7,21856.8,21144.0,25462.1,16.1,5062.7,181.8,-531.0,3787.1,False,False,False,False
Indiana,11752,9593.6,13602.1,9280.5,10195.0,11126.7,-2158.4,1850.1,-2471.5,-1557.0,-625.3,True,False,True,True
Iowa,5108,4514.6,6484.1,4672.6,4594.0,4897.8,-593.4,1376.1,-435.4,-514.0,-210.2,False,True,True,True
Kansas,4075,2867.7,3507.3,2727.5,3104.0,3549.7,-1123.3,-483.7,-1263.5,-887.0,-441.3,True,False,True,True
