,count,mean,median,std,min,25%,75%,max
Covid19Sim-Simulator,51,1112316.8,141532.5,2691193.4,1252.6,28980.6,573352.2,12268552.1
IHME-CurveFit,51,1270204.7,165613.2,2874287.2,87.4,33544.7,1030556.7,14466646.9
Baseline,51,3186595.6,102491.4,14310205.2,603.8,17318.6,1035390.4,102061949.5
COVIDhub-baseline,51,3230570.9,165649.2,14138065.9,289.0,21499.8,1109837.8,100801381.3
IowaStateLW-STEM,49,3910253.2,149382.2,16393785.6,9.0,11245.0,1894117.0,116380944.0
JCB-PRM,51,4124955.7,232298.0,14302926.9,7.3,20546.0,1031537.4,80557572.3
UCLA-SuEIR,51,4303605.1,129959.9,19409952.4,0.5,18299.7,1041693.3,136779151.2
JHUAPL-Bucky,51,4861063.5,469218.5,16464567.3,9.6,30328.7,1938945.6,101117300.2
WalmartLabsML-LogForecasting,51,14997487.4,1536543.0,52651111.5,1602.4,153742.2,7691734.9,361728004.3
AIpert-pwllnod,51,20547054.6,427976.0,112655199.5,520.8,38857.6,2355878.6,805086451.6
Columbia_UNC-SurvCon,51,80617470.9,214369.0,362620497.8,64.0,36964.0,1303574.5,2312936649.0
