,actual_deaths,Baseline,Covid19Sim-Simulator,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,8513,3575.9,3598.3,3537.0,,-4937.1,-4914.7,-4976.0,,True,False,
Alaska,279,93.7,240.7,,,-185.3,-38.3,,,True,,
Arizona,14011,7188.1,8428.6,6742.5,,-6822.9,-5582.4,-7268.5,,True,False,
Arkansas,5061,3514.3,4408.9,3690.0,,-1546.7,-652.1,-1371.0,,True,True,
California,43991,25807.7,23705.0,21122.0,,-18183.3,-20286.0,-22869.0,,False,False,
Colorado,5722,2550.1,3018.6,2459.0,,-3171.9,-2703.4,-3263.0,,True,False,
Connecticut,7214,4727.3,4932.0,4699.0,,-2486.7,-2282.0,-2515.0,,True,False,
Delaware,1329,859.3,929.1,720.0,,-453.7,-383.9,-593.0,,True,False,
District of Columbia,947,756.0,698.2,664.0,,-191.0,-248.8,-283.0,,False,False,
Florida,27599,26081.7,24000.7,20609.5,,-1517.3,-3598.3,-6989.5,,False,False,
Georgia,15090,11019.1,10116.8,9718.0,,-4070.9,-4973.2,-5372.0,,False,False,
Hawaii,415,584.6,267.8,,,169.6,-147.2,,,True,,
Idaho,1767,874.9,1299.7,840.0,,-892.1,-467.3,-927.0,,True,False,
Illinois,21676,12522.1,11435.8,11077.0,,-9153.9,-10240.2,-10599.0,,False,False,
Indiana,11752,5352.6,6284.6,5134.0,,-6353.4,-5421.4,-6572.0,,True,False,
Iowa,5108,2654.9,2805.4,2283.0,,-2453.1,-2302.6,-2825.0,,True,False,
Kansas,4075,1672.1,1638.8,1214.0,,-2394.9,-2428.2,-2853.0,,False,False,
Kentucky,4020,2137.6,2292.5,2053.0,,-1882.4,-1727.5,-1967.0,,True,False,
Louisiana,9076,7577.0,6687.1,6916.0,,-1499.0,-2388.9,-2160.0,,False,False,
Maine,634,177.7,185.2,202.0,,-456.3,-448.8,-432.0,,True,True,
Maryland,7329,4368.7,4707.3,4323.0,,-2960.3,-2621.7,-3006.0,,True,False,
Massachusetts,14921,11402.9,19980.1,10368.0,,-3518.1,5059.1,-4553.0,,False,False,
Michigan,15854,8552.6,8689.6,8074.0,,-7301.4,-7164.4,-7780.0,,True,False,
Minnesota,6357,3436.6,3203.5,3268.0,,-2920.4,-3153.5,-3089.0,,False,False,
Mississippi,6266,4691.6,4697.4,4750.0,,-1574.4,-1568.6,-1516.0,,True,True,
Missouri,7472,4561.0,5841.1,4141.0,,-2895.0,-1614.9,-3315.0,,True,False,
Montana,1312,437.0,1997.3,464.0,,-875.0,685.3,-848.0,,True,True,
Nebraska,1968,1054.6,1225.6,810.0,,-913.4,-742.4,-1158.0,,True,False,
Nevada,4496,2301.6,3220.5,2048.0,,-2194.4,-1275.5,-2448.0,,True,False,
New Hampshire,1098,514.4,527.6,514.0,,-583.6,-570.4,-584.0,,True,False,
New Jersey,21964,16671.7,17565.8,16564.5,,-5292.3,-4398.2,-5399.5,,True,False,
New Mexico,3386,1284.9,2392.2,1168.0,,-2101.1,-993.8,-2218.0,,True,False,
New York,44664,34526.4,55367.7,33722.0,,-9953.6,10887.7,-10758.0,,False,False,
North Carolina,9926,7080.4,7432.4,6349.0,,-2845.6,-2493.6,-3577.0,,True,False,
North Dakota,1453,1041.9,1351.1,844.0,,-411.1,-101.9,-609.0,,True,False,
Ohio,17422,8210.7,7322.1,6342.5,,-9655.3,-10543.9,-11523.5,,False,False,
Oklahoma,3761,1854.6,2344.4,2021.0,,-1906.4,-1416.6,-1740.0,,True,True,
Oregon,2020,1089.9,982.4,840.0,,-930.1,-1037.6,-1180.0,,False,False,
Pennsylvania,22353,10141.4,11485.4,9686.0,,-12211.6,-10867.6,-12667.0,,True,False,
Rhode Island,2400,1314.4,1667.5,1256.0,,-1070.6,-717.5,-1129.0,,True,False,
South Carolina,7611,5720.9,4743.4,4829.0,,-1890.1,-2867.6,-2782.0,,False,False,
South Dakota,1804,783.7,1063.6,507.0,,-1020.3,-740.4,-1297.0,,True,False,
Tennessee,10463,6148.4,5543.6,4694.0,,-4314.6,-4919.4,-5769.0,,False,False,
Texas,39182,26587.9,29004.2,25272.0,35282.0,-12313.1,-9896.8,-13629.0,-3619.0,True,False,True
Utah,1733,924.4,1254.8,696.0,,-808.6,-478.2,-1037.0,,True,False,
Vermont,182,58.0,69.9,58.0,,-124.0,-112.1,-124.0,,True,False,
Virginia,6773,5287.9,5304.9,4423.0,,-1482.1,-1465.1,-2347.0,,True,False,
Washington,4449,2892.0,9415.9,2558.0,,-1572.0,4951.9,-1906.0,,False,False,
West Virginia,2119,810.4,772.6,799.0,,-1308.6,-1346.4,-1320.0,,False,False,
Wisconsin,6611,3091.3,4137.4,2488.0,,-3443.7,-2397.6,-4047.0,,True,False,
Wyoming,624,106.6,1029.9,100.0,,-517.4,405.9,-524.0,,True,False,
US,468282,298381.7,327147.0,281633.0,284879.0,-169712.3,-140947.0,-186461.0,-183215.0,True,False,False
