,total_deaths_2020-12-20,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IowaStateLW-STEM,322695,460293.0,468282,142625.0,145587,-2962.0,-2.0%
IBF-TimeSeries,322695,459534.0,468282,141866.0,145587,-3721.0,-2.6%
QJHong-Encounter,322695,455750.0,468282,138082.0,145587,-7505.0,-5.2%
IHME-CurveFit,322695,473323.5,468282,155655.5,145587,10068.5,6.9%
Covid19Sim-Simulator,322695,445845.4,468282,128177.4,145587,-17409.6,-12.0%
COVIDhub-baseline,322695,443917.4,468282,126249.4,145587,-19337.6,-13.3%
Baseline,322695,443668.0,468282,126000.0,145587,-19587.0,-13.5%
JHUAPL-Bucky,322695,442208.5,468282,124540.5,145587,-21046.5,-14.5%
UCLA-SuEIR,322695,431468.6,468282,113800.6,145587,-31786.4,-21.8%
JCB-PRM,322695,515030.5,468282,197362.5,145587,51775.5,35.6%
WalmartLabsML-LogForecasting,322695,352361.1,468282,34693.1,145587,-110893.9,-76.2%
Columbia_UNC-SurvCon,322695,578876.0,468282,261208.0,145587,115621.0,79.4%
AIpert-pwllnod,322695,615629.7,468282,297961.7,145587,152374.7,104.7%
