,total_deaths_2021-01-17,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Baseline,404830,417539.7,424834,19939.7,20004,-64.3,-0.3%
MIT_ISOLAT-Mixtures,404830,417442.0,424834,19842.0,20004,-162.0,-0.8%
UChicagoCHATTOPADHYAY-UnIT,404830,417960.3,424834,20360.3,20004,356.3,1.8%
Karlen-pypm,404830,416840.4,424834,19240.4,20004,-763.6,-3.8%
COVIDhub-ensemble,404830,418381.0,424834,20781.0,20004,777.0,3.9%
GT-DeepCOVID,404830,418504.7,424834,20904.7,20004,900.7,4.5%
QJHong-Encounter,404830,416694.9,424834,19094.9,20004,-909.1,-4.5%
CEID-Walk,404830,418559.6,424834,20959.6,20004,955.6,4.8%
IowaStateLW-STEM,404830,418617.0,424834,21017.0,20004,1013.0,5.1%
Geneva-DetGrowth,404830,418638.7,424834,21038.7,20004,1034.7,5.2%
PSI-DRAFT,404830,416491.0,424834,18891.0,20004,-1113.0,-5.6%
RobertWalraven-ESG,404830,416431.8,424834,18831.8,20004,-1172.2,-5.9%
LANL-GrowthRate,404830,418814.0,424834,21214.0,20004,1210.0,6.0%
MOBS-GLEAM_COVID,404830,419033.0,424834,21433.0,20004,1429.0,7.1%
IHME-CurveFit,404830,416130.8,424834,18530.8,20004,-1473.2,-7.4%
UCM_MESALab-FoGSEIR,404830,416026.0,424834,18426.0,20004,-1578.0,-7.9%
COVIDhub-baseline,404830,419186.0,424834,21586.0,20004,1582.0,7.9%
UpstateSU-GRU,404830,415995.3,424834,18395.3,20004,-1608.7,-8.0%
UMich-RidgeTfReg,404830,419335.5,424834,21735.5,20004,1731.5,8.7%
OliverWyman-Navigator,404830,419395.2,424834,21795.2,20004,1791.2,9.0%
Columbia_UNC-SurvCon,404830,419413.0,424834,21813.0,20004,1809.0,9.0%
UCLA-SuEIR,404830,415741.1,424834,18141.1,20004,-1862.9,-9.3%
TTU-squider,404830,415649.0,424834,18049.0,20004,-1955.0,-9.8%
UCSD_NEU-DeepGLEAM,404830,419627.3,424834,22027.3,20004,2023.3,10.1%
SteveMcConnell-CovidComplete,404830,419818.0,424834,22218.0,20004,2214.0,11.1%
SigSci-TS,404830,415261.0,424834,17661.0,20004,-2343.0,-11.7%
Microsoft-DeepSTIA,404830,419976.7,424834,22376.7,20004,2372.7,11.9%
UA-EpiCovDA,404830,415080.0,424834,17480.0,20004,-2524.0,-12.6%
AIpert-pwllnod,404830,420213.9,424834,22613.9,20004,2609.9,13.0%
LNQ-ens1,404830,420231.4,424834,22631.4,20004,2627.4,13.1%
USC-SI_kJalpha,404830,420368.0,424834,22768.0,20004,2764.0,13.8%
Caltech-CS156,404830,414580.0,424834,16980.0,20004,-3024.0,-15.1%
RPI_UW-Mob_Collision,404830,420666.6,424834,23066.6,20004,3062.6,15.3%
JHU_IDD-CovidSP,404830,414481.2,424834,16881.2,20004,-3122.8,-15.6%
MIT_CritData-GBCF,404830,420844.0,424834,23244.0,20004,3240.0,16.2%
epiforecasts-ensemble1,404830,413515.0,424834,15915.0,20004,-4089.0,-20.4%
UMass-MechBayes,404830,412772.0,424834,15172.0,20004,-4832.0,-24.2%
CU-select,404830,411806.0,424834,14206.0,20004,-5798.0,-29.0%
DDS-NBDS,404830,424176.6,424834,26576.6,20004,6572.6,32.9%
IBF-TimeSeries,404830,427587.0,424834,29987.0,20004,9983.0,49.9%
WalmartLabsML-LogForecasting,404830,407308.6,424834,9708.6,20004,-10295.4,-51.5%
BPagano-RtDriven,404830,405409.5,424834,7809.5,20004,-12194.5,-61.0%
CovidAnalytics-DELPHI,404830,431139.0,424834,33539.0,20004,13535.0,67.7%
Covid19Sim-Simulator,404830,397064.2,424834,-535.8,20004,-20539.8,-102.7%
CMU-TimeSeries,404830,,424834,,20004,,
Google_Harvard-CPF,404830,,424834,,20004,,
JHU_CSSE-DECOM,404830,,424834,,20004,,
UCSB-ACTS,404830,,424834,,20004,,
