,count,mean,median,std,min,25%,75%,max
JHUAPL-Bucky,51,1003.0,609.5,1118.0,5.8,201.6,1342.0,4763.7
Covid19Sim-Simulator,51,1027.0,456.8,1616.8,8.1,133.7,981.6,9597.3
JCB-PRM,51,1063.1,489.7,1734.6,7.5,200.4,1028.9,10152.5
IowaStateLW-STEM,49,1298.3,749.0,2139.0,43.0,279.5,1200.5,13770.0
COVIDhub-baseline,51,1492.4,770.3,2372.4,14.1,222.4,1595.3,14177.9
Baseline,51,1526.3,813.0,2417.8,3.4,248.3,1652.6,14354.7
UCLA-SuEIR,51,1560.0,768.7,2437.4,41.2,317.8,1552.7,13998.8
USACE-ERDC_SEIR,51,1854.7,500.8,3071.0,9.7,247.8,2006.2,18077.5
WalmartLabsML-LogForecasting,51,2547.9,1632.7,3001.7,64.4,739.6,2828.5,15820.3
Columbia_UNC-SurvCon,51,2603.8,751.0,5469.1,13.0,263.5,2464.0,30834.0
