,actual_deaths,Baseline,Covid19Sim-Simulator,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,6657,3765.3,4236.5,3524.0,,-2891.7,-2420.5,-3133.0,,True,False,
Alaska,259,81.7,230.8,,,-177.3,-28.2,,,True,,
Arizona,12170,7226.6,7283.5,7808.0,,-4943.4,-4886.5,-4362.0,,True,True,
Arkansas,4563,2621.6,2688.9,3546.0,,-1941.4,-1874.1,-1017.0,,True,True,
California,36846,26578.6,18475.4,24552.0,,-10267.4,-18370.6,-12294.0,,False,False,
Colorado,5482,2289.7,2439.9,2549.0,,-3192.3,-3042.1,-2933.0,,True,True,
Connecticut,6819,4706.3,4610.4,4707.0,,-2112.7,-2208.6,-2112.0,,False,True,
Delaware,1254,728.1,864.5,684.0,,-510.9,-374.5,-555.0,,True,False,
District of Columbia,870,710.3,674.5,678.0,,-159.7,-195.5,-192.0,,False,False,
Florida,25164,26920.6,18899.1,20584.0,,1756.6,-6264.9,-4580.0,,False,False,
Georgia,13246,11914.7,9202.5,10318.0,,-1331.3,-4043.5,-2928.0,,False,False,
Hawaii,335,363.0,211.5,,,28.0,-123.5,,,False,,
Idaho,1668,980.7,914.0,887.0,,-687.3,-754.0,-781.0,,False,False,
Illinois,20645,11388.4,10217.8,10780.0,,-9256.6,-10427.2,-9865.0,,False,False,
Indiana,10950,4833.4,4575.5,5489.0,,-6144.6,-6402.5,-5489.0,,False,True,
Iowa,4486,2219.4,2119.6,2559.0,,-2266.6,-2366.4,-1927.0,,False,True,
Kansas,3587,1414.3,1176.0,790.0,,-2172.7,-2411.0,-2797.0,,False,False,
Kentucky,3386,2266.9,2290.5,2470.0,,-1119.1,-1095.5,-916.0,,True,True,
Louisiana,8483,7912.7,6023.8,7328.0,,-570.3,-2459.2,-1155.0,,False,False,
Maine,544,173.7,164.6,287.0,,-370.3,-379.4,-257.0,,False,True,
Maryland,6837,4573.4,4986.3,4228.0,,-2263.6,-1850.7,-2609.0,,True,False,
Massachusetts,14064,10812.9,9712.5,9959.0,,-3251.1,-4351.5,-4105.0,,False,False,
Michigan,15181,8891.0,8707.6,8316.0,,-6290.0,-6473.4,-6865.0,,False,False,
Minnesota,6131,3140.1,2848.0,3426.0,,-2990.9,-3283.0,-2705.0,,False,True,
Mississippi,5752,4827.9,3575.3,6361.0,,-924.1,-2176.7,609.0,,False,True,
Missouri,6841,2598.4,3965.6,2785.0,,-4215.6,-2848.4,-4029.0,,True,True,
Montana,1141,474.4,477.8,838.0,,-666.6,-663.2,-303.0,,True,True,
Nebraska,1879,999.7,1060.1,1241.0,,-879.3,-818.9,-638.0,,True,True,
Nevada,4011,2640.0,1977.5,2461.0,,-1371.0,-2033.5,-1550.0,,False,False,
New Hampshire,981,492.6,530.0,559.0,,-488.4,-451.0,-422.0,,True,True,
New Jersey,20934,16823.0,16457.1,17027.0,,-4111.0,-4476.9,-3907.0,,False,True,
New Mexico,3115,1200.1,1152.1,1431.0,,-1914.9,-1962.9,-1684.0,,False,True,
New York,42134,33701.9,33505.8,34337.0,,-8432.1,-8628.2,-7797.0,,False,True,
North Carolina,8586,6106.9,5191.5,7159.0,,-2479.1,-3394.5,-1427.0,,False,True,
North Dakota,1436,394.3,901.7,531.0,,-1041.7,-534.3,-905.0,,True,True,
Ohio,16360,7356.7,6568.0,8539.0,,-9286.3,-10075.0,-8104.0,,False,True,
Oklahoma,3231,1885.6,1875.0,2481.0,,-1345.4,-1356.0,-750.0,,False,True,
Oregon,1877,1037.0,844.1,1030.0,,-840.0,-1032.9,-847.0,,False,False,
Pennsylvania,20454,9318.7,10114.7,9412.0,,-11135.3,-10339.3,-11042.0,,True,True,
Rhode Island,2256,1372.7,1230.9,1168.0,,-858.3,-1000.1,-1063.0,,False,False,
South Carolina,6479,6401.7,5566.4,5292.0,,-77.3,-912.6,-1187.0,,False,False,
South Dakota,1696,391.4,488.3,648.0,,-1304.6,-1207.7,-1048.0,,True,True,
Tennessee,8819,6094.6,4122.5,5437.0,,-2724.4,-4696.5,-3382.0,,False,False,
Texas,34725,28566.7,18982.2,27282.0,32965.0,-5854.3,-15438.8,-7139.0,-1456.0,False,False,True
Utah,1582,640.4,1181.8,1163.0,,-941.6,-400.2,-419.0,,True,True,
Vermont,170,58.0,66.8,109.0,,-112.0,-103.2,-61.0,,True,True,
Virginia,6079,3591.4,4564.3,4736.0,,-2487.6,-1514.7,-1343.0,,True,True,
Washington,4114,2707.6,2705.1,2450.0,,-1414.4,-1416.9,-1672.0,,False,False,
West Virginia,1872,606.4,2386.5,1119.0,,-1265.6,514.5,-753.0,,True,True,
Wisconsin,6184,2002.0,3442.1,2350.0,,-4124.0,-2683.9,-3776.0,,True,True,
Wyoming,571,42.0,84.2,282.0,,-529.0,-486.8,-289.0,,True,True,
US,424834,290808.1,238225.4,287392.0,279548.0,-133913.9,-186496.6,-137330.0,-145174.0,False,False,False
