,count,mean,median,std,min,25%,75%,max
JHUAPL-Bucky,51,1765880.3,362288.5,3396192.0,33.2,35747.2,1496199.1,15077781.1
Covid19Sim-Simulator,51,3728477.1,208706.2,13335995.4,64.9,11308.7,967820.8,92108940.7
JCB-PRM,51,4102277.9,240747.0,14952177.3,55.6,27698.0,1058699.3,103072502.2
IowaStateLW-STEM,49,5800560.4,332929.0,26715032.7,900.0,74804.5,1309892.5,189612900.0
COVIDhub-baseline,51,7176279.8,545365.1,28895888.3,198.3,47233.4,1948925.2,201013732.0
Baseline,51,7490334.6,660969.0,29683462.8,11.8,52129.8,1993250.9,206057822.2
UCLA-SuEIR,51,7902762.6,463042.8,29279476.6,1701.1,97845.0,2009475.0,195965922.8
USACE-ERDC_SEIR,51,13753283.3,250971.4,47636338.7,94.3,61936.7,5226744.9,326796285.2
WalmartLabsML-LogForecasting,51,14301356.9,2665728.3,38884905.2,4147.7,468172.9,8004943.8,250282458.3
Columbia_UNC-SurvCon,51,36279057.9,564001.0,145431695.4,169.0,72632.5,7757965.0,950735556.0
