,actual_deaths,Baseline,Covid19Sim-Simulator,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,6657,4238.9,3393.8,3403.0,,-2418.1,-3263.2,-3254.0,,False,False,
Alaska,259,89.7,306.8,,,-169.3,47.8,,,True,,
Arizona,12170,6546.4,7760.3,6580.0,,-5623.6,-4409.7,-5590.0,,True,True,
Arkansas,4563,3708.4,3349.8,3424.0,,-854.6,-1213.2,-1139.0,,False,False,
California,36846,22997.3,23822.5,20137.0,,-13848.7,-13023.5,-16709.0,,True,False,
Colorado,5482,2781.6,2857.6,2404.5,,-2700.4,-2624.4,-3077.5,,True,False,
Connecticut,6819,4782.6,4809.1,4672.0,,-2036.4,-2009.9,-2147.0,,True,False,
Delaware,1254,787.7,816.3,761.0,,-445.3,-416.7,-472.0,,True,False,
District of Columbia,870,726.1,709.4,665.0,,-143.9,-160.6,-205.0,,False,False,
Florida,25164,25660.0,22763.0,20481.0,,496.0,-2401.0,-4683.0,,False,False,
Georgia,13246,11189.7,9787.6,9375.0,,-2056.3,-3458.4,-3871.0,,False,False,
Hawaii,335,362.1,329.9,,,27.1,-5.1,,,True,,
Idaho,1668,878.4,1051.4,785.0,,-789.6,-616.6,-883.0,,True,False,
Illinois,20645,12052.9,12211.1,11242.0,,-8592.1,-8433.9,-9403.0,,True,False,
Indiana,10950,5497.6,5776.0,4858.0,,-5389.4,-5111.0,-6029.0,,True,False,
Iowa,4486,2576.3,2598.9,2178.0,,-1909.7,-1887.1,-2308.0,,True,False,
Kansas,3587,2022.0,1528.8,1521.0,,-1565.0,-2058.2,-2066.0,,False,False,
Kentucky,3386,1890.9,2465.1,2032.0,,-1495.1,-920.9,-1354.0,,True,True,
Louisiana,8483,6813.9,6761.9,6660.0,,-1669.1,-1721.1,-1823.0,,False,False,
Maine,544,157.9,166.7,196.0,,-386.1,-377.3,-348.0,,True,True,
Maryland,6837,4608.1,4521.5,4284.0,17863.0,-2228.9,-2315.5,-2553.0,11026.0,False,False,False
Massachusetts,14064,11000.6,13220.6,10395.0,,-3063.4,-843.4,-3669.0,,True,False,
Michigan,15181,8630.4,8806.4,8139.0,,-6550.6,-6374.6,-7042.0,,True,False,
Minnesota,6131,3100.3,3580.4,3279.0,,-3030.7,-2550.6,-2852.0,,True,True,
Mississippi,5752,4408.4,4154.0,4607.0,,-1343.6,-1598.0,-1145.0,,False,True,
Missouri,6841,5960.0,4631.1,3768.0,,-868.0,-2196.9,-3060.0,,False,False,
Montana,1141,551.7,1639.1,515.0,,-589.3,498.1,-626.0,,True,False,
Nebraska,1879,786.4,1043.6,893.0,,-1092.6,-835.4,-986.0,,True,True,
Nevada,4011,2225.6,2910.9,1950.0,,-1785.4,-1100.1,-2061.0,,True,False,
New Hampshire,981,649.1,531.1,518.0,,-331.9,-449.9,-463.0,,False,False,
New Jersey,20934,16738.6,17949.2,16527.5,,-4195.4,-2984.8,-4406.5,,True,False,
New Mexico,3115,1193.3,2358.4,1161.0,,-1921.7,-756.6,-1954.0,,True,False,
New York,42134,34616.3,35858.1,33931.0,,-7342.7,-6100.9,-8028.0,,True,False,
North Carolina,8586,5790.6,6690.6,6230.0,,-2795.4,-1895.4,-2356.0,,True,True,
North Dakota,1436,1273.0,1217.2,914.0,,-163.0,-218.8,-522.0,,False,False,
Ohio,16360,6098.4,7665.6,6839.0,,-10629.6,-9062.4,-9889.0,,True,True,
Oklahoma,3231,1796.3,2108.6,2063.0,,-1434.7,-1122.4,-1168.0,,True,True,
Oregon,1877,1000.1,1070.5,840.0,,-876.9,-806.5,-1037.0,,True,False,
Pennsylvania,20454,10335.7,10835.8,9758.0,,-10118.3,-9618.2,-10696.0,,True,False,
Rhode Island,2256,1308.3,1419.3,1254.0,,-923.7,-812.7,-978.0,,True,False,
South Carolina,6479,5022.9,4731.7,4917.0,,-1456.1,-1747.3,-1562.0,,False,False,
South Dakota,1696,850.6,954.6,656.0,,-845.4,-741.4,-1040.0,,True,False,
Tennessee,8819,5589.9,5503.0,5284.0,,-3229.1,-3316.0,-3535.0,,False,False,
Texas,34725,26643.0,27126.8,24134.0,18956.0,-7814.0,-7330.2,-10323.0,-15501.0,True,False,False
Utah,1582,1096.4,1383.9,929.0,,-485.6,-198.1,-653.0,,True,False,
Vermont,170,58.0,76.5,59.0,,-112.0,-93.5,-111.0,,True,True,
Virginia,6079,4617.9,4975.1,4188.0,,-1458.1,-1100.9,-1888.0,,True,False,
Washington,4114,2903.1,2977.5,2636.0,,-1229.9,-1155.5,-1497.0,,True,False,
West Virginia,1872,697.0,714.9,741.0,,-1175.0,-1157.1,-1131.0,,True,True,
Wisconsin,6184,2772.4,3448.1,2633.0,,-3280.6,-2604.9,-3420.0,,True,False,
Wyoming,571,68.9,239.4,99.0,,-502.1,-331.6,-472.0,,True,True,
US,424834,289752.0,310673.1,275930.0,280363.0,-134769.0,-113847.9,-148591.0,-144158.0,True,False,False
