,count,mean,median,std,min,25%,75%,max
Karlen-pypm,51,349.5,168.2,521.4,5.2,81.5,385.5,2810.6
Covid19Sim-Simulator,51,406.1,181.6,605.5,0.3,70.8,417.0,2921.2
CovidAnalytics-DELPHI,51,447.5,201.0,697.9,4.0,80.5,501.0,3645.0
IHME-CurveFit,51,474.4,218.8,594.1,6.6,87.3,671.0,3057.9
JCB-PRM,51,489.7,311.0,722.4,2.9,85.9,513.5,4172.7
JHU_IDD-CovidSP,51,530.6,356.0,805.3,0.7,119.7,667.6,5060.4
Baseline,51,564.8,218.7,955.6,14.1,74.9,671.0,6227.6
COVIDhub-baseline,51,571.2,249.6,946.5,3.0,95.6,661.1,6141.2
IowaStateLW-STEM,49,595.5,274.0,995.1,20.0,92.0,643.0,6436.0
UCLA-SuEIR,51,615.7,265.5,1089.0,3.2,81.6,618.9,7000.7
LANL-GrowthRate,51,679.3,158.0,1361.6,0.0,53.5,831.2,6898.0
JHUAPL-Bucky,51,772.4,353.0,1228.6,0.9,120.1,890.1,6882.4
PSI-DRAFT,51,783.4,454.0,1371.1,3.0,92.5,776.2,8136.0
AIpert-pwllnod,51,850.0,405.1,1483.6,10.3,111.4,803.0,9398.2
Columbia_UNC-SurvCon,51,1084.9,242.0,2760.2,7.0,122.5,577.0,15188.0
Wadhwani_AI-BayesOpt,44,1124.3,554.3,1440.1,14.1,243.6,1406.1,6761.1
WalmartLabsML-LogForecasting,51,1556.4,887.3,2155.8,15.1,304.7,1993.6,12473.0
