,total_deaths_2020-12-06,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Covid19Sim-Simulator,285550,413706.7,424834,131407.7,139284,-7876.3,-5.7%
IHME-CurveFit,285550,412939.9,424834,130640.9,139284,-8643.1,-6.2%
JCB-PRM,285550,434109.9,424834,151810.9,139284,12526.9,9.0%
QJHong-Encounter,285550,404646.0,424834,122347.0,139284,-16937.0,-12.2%
IBF-TimeSeries,285550,403671.0,424834,121372.0,139284,-17912.0,-12.9%
JHUAPL-Bucky,285550,399768.6,424834,117469.6,139284,-21814.4,-15.7%
UCLA-SuEIR,285550,390555.7,424834,108256.7,139284,-31027.3,-22.3%
Columbia_UNC-SurvCon,285550,388850.0,424834,106551.0,139284,-32733.0,-23.5%
Baseline,285550,388077.3,424834,105778.3,139284,-33505.7,-24.1%
COVIDhub-baseline,285550,387173.1,424834,104874.1,139284,-34409.9,-24.7%
IowaStateLW-STEM,285550,384078.0,424834,101779.0,139284,-37505.0,-26.9%
WalmartLabsML-LogForecasting,285550,312279.9,424834,29980.9,139284,-109303.1,-78.5%
Wadhwani_AI-BayesOpt,285550,,424834,,139284,,
