,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,6657,3972.7,3319.6,4813.7,5294.0,,-2684.3,-3337.4,-1843.3,-1363.0,,False,True,True,
Alaska,259,62.9,126.5,55.2,,,-196.1,-132.5,-203.8,,,True,False,,
Arizona,12170,8244.9,7031.5,10494.7,6967.0,,-3925.1,-5138.5,-1675.3,-5203.0,,False,True,False,
Arkansas,4563,4752.4,3718.5,3589.2,3968.0,,189.4,-844.5,-973.8,-595.0,,False,False,False,
California,36846,26408.9,18792.9,55847.8,22450.0,,-10437.1,-18053.1,19001.8,-14396.0,,False,False,False,
Colorado,5482,2478.3,2625.3,5517.2,2390.0,,-3003.7,-2856.7,35.2,-3092.0,,True,True,False,
Connecticut,6819,4706.3,4632.1,7016.9,4728.0,,-2112.7,-2186.9,197.9,-2091.0,,False,True,True,
Delaware,1036,728.1,789.8,1171.0,720.0,,-307.9,-246.2,135.0,-316.0,,True,True,False,
District of Columbia,870,691.4,666.5,1121.0,663.0,,-178.6,-203.5,251.0,-207.0,,False,False,False,
Florida,25164,25581.7,20384.7,27613.6,20760.0,,417.7,-4779.3,2449.6,-4404.0,,False,False,False,
Georgia,13246,11405.6,8736.3,14483.8,10410.0,,-1840.4,-4509.7,1237.8,-2836.0,,False,True,False,
Hawaii,335,495.0,175.9,239.5,,,160.0,-159.1,-95.5,,,True,True,,
Idaho,1668,943.0,862.6,1634.5,982.0,,-725.0,-805.4,-33.5,-686.0,,False,True,True,
Illinois,20645,11275.3,10123.7,17742.6,10459.0,,-9369.7,-10521.3,-2902.4,-10186.0,,False,True,False,
Indiana,9693,4720.3,4486.6,7893.3,4792.0,,-4972.7,-5206.4,-1799.7,-4901.0,,False,True,True,
Iowa,4486,2068.6,1833.6,3926.0,2386.0,,-2417.4,-2652.4,-560.0,-2100.0,,False,True,True,
Kansas,3587,1791.4,1425.6,3720.8,1183.0,,-1794.6,-2160.4,134.8,-2403.0,,False,True,False,
Kentucky,3386,2021.7,2043.4,4737.7,2666.0,,-1364.3,-1342.6,1351.7,-720.0,,True,True,True,
Louisiana,8483,7743.0,6301.2,8990.7,8072.0,,-740.0,-2181.8,507.7,-411.0,,False,True,True,
Maine,544,192.6,167.2,355.6,343.0,,-351.4,-376.8,-188.4,-201.0,,False,True,True,
Maryland,6837,4611.1,4458.5,8633.7,4467.0,,-2225.9,-2378.5,1796.7,-2370.0,,False,True,False,
Massachusetts,14064,11095.7,9693.3,14454.8,9869.0,,-2968.3,-4370.7,390.8,-4195.0,,False,True,False,
Michigan,15181,8004.7,7923.0,11591.1,8869.0,,-7176.3,-7258.0,-3589.9,-6312.0,,False,True,True,
Minnesota,6131,2838.4,2657.4,5547.9,3489.0,,-3292.6,-3473.6,-583.1,-2642.0,,False,True,True,
Mississippi,5752,4827.9,3448.2,4241.9,5531.0,,-924.1,-2303.8,-1510.1,-221.0,,False,False,True,
Missouri,6811,3522.4,3401.9,6526.8,3610.0,,-3288.6,-3409.1,-284.2,-3201.0,,False,True,True,
Montana,1141,549.9,650.2,807.5,387.0,,-591.1,-490.8,-333.5,-754.0,,True,True,False,
Nebraska,1879,584.9,1023.1,2010.7,738.0,,-1294.1,-855.9,131.7,-1141.0,,True,True,True,
Nevada,4011,2941.7,2002.3,3938.2,2290.0,,-1069.3,-2008.7,-72.8,-1721.0,,False,True,False,
New Hampshire,981,473.7,539.3,672.6,491.0,,-507.3,-441.7,-308.4,-490.0,,True,True,True,
New Jersey,20934,16709.9,16577.1,23841.6,17147.0,,-4224.1,-4356.9,2907.6,-3787.0,,False,True,True,
New Mexico,3115,1313.3,1085.3,2801.2,1434.0,,-1801.7,-2029.7,-313.8,-1681.0,,False,True,True,
New York,42134,34229.9,33428.9,47268.5,34455.0,,-7904.1,-8705.1,5134.5,-7679.0,,False,True,True,
North Carolina,8586,6653.7,5000.7,12800.1,7199.0,,-1932.3,-3585.3,4214.1,-1387.0,,False,False,True,
North Dakota,1436,620.6,701.0,681.9,496.0,,-815.4,-735.0,-754.1,-940.0,,True,True,False,
Ohio,10680,8186.4,6424.5,13405.9,7216.0,,-2493.6,-4255.5,2725.9,-3464.0,,False,False,False,
Oklahoma,3231,1678.1,1734.6,2980.0,2443.0,,-1552.9,-1496.4,-251.0,-788.0,,True,True,True,
Oregon,1877,829.6,919.1,3038.1,797.0,,-1047.4,-957.9,1161.1,-1080.0,,True,False,False,
Pennsylvania,20454,10299.3,9634.9,17533.8,9375.0,,-10154.7,-10819.1,-2920.2,-11079.0,,False,True,False,
Rhode Island,2083,1391.6,1362.8,2004.8,1176.0,,-691.4,-720.2,-78.2,-907.0,,False,True,False,
South Carolina,6479,5609.7,5609.1,7009.3,5434.0,,-869.3,-869.9,530.3,-1045.0,,False,True,False,
South Dakota,1696,523.4,439.6,700.8,486.0,,-1172.6,-1256.4,-995.2,-1210.0,,False,True,False,
Tennessee,8819,4718.0,4420.3,7250.9,5831.0,,-4101.0,-4398.7,-1568.1,-2988.0,,False,True,True,
Texas,34725,27284.4,19508.8,34093.4,28482.0,32965.0,-7162.6,-14938.2,-353.6,-5965.0,-1482.0,False,True,True,True
Utah,1582,565.0,1208.3,1792.4,802.0,,-1017.0,-373.7,210.4,-780.0,,True,True,True,
Vermont,170,58.0,67.3,65.9,60.0,,-112.0,-102.7,-104.1,-110.0,,True,True,True,
Virginia,6079,8173.7,4802.7,10413.0,4914.0,,2096.7,-1274.3,4336.0,-1163.0,,True,False,True,
Washington,4114,2858.4,2401.2,6411.4,2660.0,,-1258.6,-1715.8,2294.4,-1457.0,,False,False,False,
West Virginia,1872,1153.3,1370.2,1787.6,910.0,,-718.7,-501.8,-84.4,-962.0,,True,True,False,
Wisconsin,6184,1813.4,3153.8,5173.0,2327.0,,-4305.6,-2965.2,-946.0,-3792.0,,True,True,True,
Wyoming,571,174.0,147.5,45.8,80.0,,-397.0,-423.5,-525.2,-491.0,,False,False,False,
US,417476,296616.1,230719.2,440489.6,282714.0,277552.0,-120513.9,-186410.8,23359.6,-134416.0,-139578.0,False,True,False,False
