,2020-07-13_2020-10-31,2020-07-20_2020-10-31,2020-07-27_2020-10-31,2020-08-03_2020-10-31,2020-08-10_2020-10-31,2020-08-17_2020-10-31,2020-08-24_2020-10-31,2020-08-31_2020-10-31,2020-09-07_2020-10-31,2020-09-14_2020-10-31,2020-09-21_2020-10-31,2020-09-28_2020-10-31,2020-10-05_2020-10-31
num_countries,64,64,66,68,68,68,68,68,70,70,70,70,70
num_countries_beat_baseline-YYG,37,32,43,48,50,48,44,47,44,46,51,44,43
num_countries_beat_baseline-IHME,25,31,31,29,35,32,23,33,33,34,29,33,30
perc_beat_baseline-YYG,0.578125,0.5,0.6515151515,0.7058823529,0.7352941176,0.7058823529,0.6470588235,0.6911764706,0.6285714286,0.6571428571,0.7285714286,0.6285714286,0.6142857143
perc_beat_baseline-IHME,0.390625,0.484375,0.4696969697,0.4264705882,0.5147058824,0.4705882353,0.3382352941,0.4852941176,0.4714285714,0.4857142857,0.4142857143,0.4714285714,0.4285714286
mean_abs_error-Baseline,2336.464062,2328.039063,2898.983333,2274.761765,2155.697059,2471.507353,1749.179412,1544.577941,1389.625714,1587.91,938.7,695.94,697.4471429
mean_abs_error-YYG,2305.4375,2179.21875,2031.028788,1641.829412,1661.060294,1477.797059,1352.182353,1210.101471,1160.417143,1098.462857,886.59,694.7328571,556.5014286
mean_abs_error-IHME,4501.0625,3689.289062,2425.701515,2561.123529,2875.157353,2875.157353,2943.711765,1964.692647,2116.354286,2215.854286,1963.752857,1459.222857,1098.642857
