,2020-04-20_2020-06-06,2020-04-27_2020-06-06,2020-05-04_2020-06-06,2020-05-11_2020-06-06,2020-05-18_2020-06-06,2020-05-25_2020-06-06,2020-06-01_2020-06-06
num_countries,30,21,30,48,48,51,54
num_countries_beat_baseline-YYG,25,18,24,33,29,27,31
num_countries_beat_baseline-IHME,23,12,22,30,21,14,8
perc_beat_baseline-YYG,0.8333333333,0.8571428571,0.8,0.6875,0.6041666667,0.5294117647,0.5740740741
perc_beat_baseline-IHME,0.7666666667,0.5714285714,0.7333333333,0.625,0.4375,0.2745098039,0.1481481481
mean_abs_error-Baseline,3149.083333,2414.27619,1746.893333,826.41875,499.4083333,192.8058824,81.23333333
mean_abs_error-YYG,925.1666667,1026.857143,438.3666667,492.9791667,331.6041667,171.3137255,85.27777778
mean_abs_error-IHME,1220.003333,1709.738095,293.7333333,507.2979167,507.2979167,445.9431373,424.3944444
