,2020-04-20_2020-05-23,2020-04-27_2020-05-23,2020-05-04_2020-05-23,2020-05-11_2020-05-23,2020-05-18_2020-05-23
num_countries,30,21,30,48,48
num_countries_beat_baseline-YYG,22,16,21,26,21
num_countries_beat_baseline-IHME,19,11,19,23,10
perc_beat_baseline-YYG,0.7333333333,0.7619047619,0.7,0.5416666667,0.4375
perc_beat_baseline-IHME,0.6333333333,0.5238095238,0.6333333333,0.4791666667,0.2083333333
mean_abs_error-Baseline,1769.19,1114.247619,783.4266667,237.6020833,97.60416667
mean_abs_error-YYG,659.8333333,638.1428571,189.5,166.3333333,98.22916667
mean_abs_error-IHME,986.68,1228.785714,265.4566667,273.5916667,273.5916667
