,2020-04-20_2020-06-27,2020-04-27_2020-06-27,2020-05-04_2020-06-27,2020-05-11_2020-06-27,2020-05-18_2020-06-27,2020-05-25_2020-06-27,2020-06-01_2020-06-27,2020-06-08_2020-06-27,2020-06-15_2020-06-27,2020-06-22_2020-06-27
num_countries,30,21,20,30,48,50,54,54,54,54
num_countries_beat_baseline-YYG,24,19,16,23,35,28,40,30,26,25
num_countries_beat_baseline-IHME,23,16,15,21,30,25,25,18,15,6
perc_beat_baseline-YYG,0.8,0.9047619048,0.8,0.7666666667,0.7291666667,0.56,0.7407407407,0.5555555556,0.4814814815,0.462962963
perc_beat_baseline-IHME,0.7666666667,0.7619047619,0.75,0.7,0.625,0.5,0.462962963,0.3529411765,0.2777777778,0.1111111111
mean_abs_error-Baseline,5596.456667,4899.119048,4904.55,1863.963333,1552.9125,819.598,655.462963,320.2055556,235.5055556,121.4388889
mean_abs_error-YYG,1074.333333,1097.761905,1267.5,673.2333333,830.0625,512.8,280.5555556,247.2407407,202.2962963,114.8518519
mean_abs_error-IHME,1183.063333,1722.661905,2411.415,462.25,989.8916667,1079.954,1014.825926,444.8862745,494.5462963,494.5462963
