,2020-04-20_2020-08-01,2020-04-27_2020-08-01,2020-05-04_2020-08-01,2020-05-11_2020-08-01,2020-05-18_2020-08-01,2020-05-25_2020-08-01,2020-06-01_2020-08-01,2020-06-08_2020-08-01,2020-06-15_2020-08-01,2020-06-22_2020-08-01,2020-06-29_2020-08-01,2020-07-06_2020-08-01,2020-07-13_2020-08-01,2020-07-20_2020-08-01,2020-07-27_2020-08-01
num_countries,30,21,30,48,48,51,54,54,54,54,65,64,64,64,66
num_countries_beat_baseline-YYG,27,19,23,33,33,34,42,33,28,28,27,28,33,34,30
num_countries_beat_baseline-IHME,26,16,26,30,32,28,28,21,21,20,23,25,24,20,6
perc_beat_baseline-YYG,0.9,0.9047619048,0.7666666667,0.6875,0.6875,0.6666666667,0.7777777778,0.6111111111,0.5185185185,0.5185185185,0.4153846154,0.4375,0.515625,0.53125,0.4545454545
perc_beat_baseline-IHME,0.8666666667,0.7619047619,0.8666666667,0.625,0.6666666667,0.5490196078,0.5185185185,0.4117647059,0.3888888889,0.3703703704,0.3538461538,0.390625,0.375,0.3125,0.09090909091
mean_abs_error-Baseline,9107.616667,8345.228571,6177.38,4225.914583,3204.2375,1970.547059,1564.677778,853.9555556,702.6703704,612.0166667,360.1338462,250.30625,176.1828125,170.721875,75.79545455
mean_abs_error-YYG,1680.9,1862.619048,1539.266667,2220.020833,2294.916667,1694.490196,748.8333333,671.6851852,586.3518519,615.8888889,444.9538462,292.375,212.59375,165.65625,46.1030303
mean_abs_error-IHME,1622.723333,2428.971429,776.1433333,2065.154167,2065.154167,2258.727451,2189.809259,1878.680392,1796.653704,1796.653704,1038.913846,522.146875,391.134375,391.134375,364.230303
