,2020-04-20_2020-06-13,2020-04-27_2020-06-13,2020-05-04_2020-06-13,2020-05-11_2020-06-13,2020-05-18_2020-06-13,2020-05-25_2020-06-13,2020-06-01_2020-06-13,2020-06-08_2020-06-13
num_countries,30,21,20,30,48,50,54,54
num_countries_beat_baseline-YYG,24,18,14,19,33,24,35,30
num_countries_beat_baseline-IHME,23,15,11,21,26,19,17,12
perc_beat_baseline-YYG,0.8,0.8571428571,0.7,0.6333333333,0.6875,0.48,0.6481481481,0.5555555556
perc_beat_baseline-IHME,0.7666666667,0.7142857143,0.55,0.7,0.5416666667,0.38,0.3148148148,0.2352941176
mean_abs_error-Baseline,4096.556667,3401.547619,3386.36,1187.743333,872.8666667,403.422,250.7555556,93.40925926
mean_abs_error-YYG,956.3333333,1003.52381,863.9,458.1,473.9791667,277.74,130.1296296,86.22222222
mean_abs_error-IHME,1067.503333,1490.67619,2185.805,390.1966667,673.2,668.538,626.0925926,210.7901961
