,2020-04-20_2020-05-09,2020-04-27_2020-05-09,2020-05-04_2020-05-09
num_countries,30,30,30
num_countries_beat_baseline-YYG,21,22,14
num_countries_beat_baseline-IHME,12,8,11
perc_beat_baseline-YYG,0.7,0.7333333333,0.4666666667
perc_beat_baseline-IHME,0.4,0.2666666667,0.3666666667
mean_abs_error-Baseline,747,384,130
mean_abs_error-YYG,413,300,56
mean_abs_error-IHME,497,362,133
