,2020-07-13_2020-10-24,2020-07-20_2020-10-24,2020-07-27_2020-10-24,2020-08-03_2020-10-24,2020-08-10_2020-10-24,2020-08-17_2020-10-24,2020-08-24_2020-10-24,2020-08-31_2020-10-24,2020-09-07_2020-10-24,2020-09-14_2020-10-24,2020-09-21_2020-10-24,2020-09-28_2020-10-24,2020-10-05_2020-10-24
num_countries,64,64,66,68,68,68,68,68,70,70,70,70,70
num_countries_beat_baseline-YYG,38,32,43,48,48,49,41,47,43,45,46,46,39
num_countries_beat_baseline-IHME,20,31,31,28,31,30,22,33,30,36,28,31,23
perc_beat_baseline-YYG,0.59375,0.5,0.6515151515,0.7058823529,0.7058823529,0.7205882353,0.6029411765,0.6911764706,0.6142857143,0.6428571429,0.6571428571,0.6571428571,0.5571428571
perc_beat_baseline-IHME,0.3125,0.484375,0.4696969697,0.4117647059,0.4558823529,0.4411764706,0.3235294118,0.4852941176,0.4285714286,0.5142857143,0.4,0.4428571429,0.3285714286
mean_abs_error-Baseline,2037.026562,2031.548438,2529.695455,1925.026471,1777.435294,2079.675,1369.888235,1179.139706,1013.045714,1162.61,614.16,418.6057143,394.0357143
mean_abs_error-YYG,1963.515625,1859.390625,1740.154545,1366.076471,1424.736765,1230.789706,1064.720588,909.7588235,846.5414286,749.4842857,589.2728571,450.8628571,316.2357143
mean_abs_error-IHME,3883.59375,3180.892188,2145.69697,2181.102941,2442.639706,2442.639706,2365.063235,1582.879412,1586.157143,1698.647143,1480.014286,1141.127143,883.8857143
