,2020-04-20_2020-05-23,2020-04-27_2020-05-30,2020-05-04_2020-06-06,2020-05-11_2020-06-13,2020-05-18_2020-06-20,2020-05-25_2020-06-27,2020-06-01_2020-07-04,2020-06-08_2020-07-11,2020-06-15_2020-07-18,2020-06-22_2020-07-25,2020-06-29_2020-08-01,2020-07-06_2020-08-08,2020-07-13_2020-08-15,2020-07-20_2020-08-22,2020-07-27_2020-08-29,2020-08-03_2020-09-05,2020-08-10_2020-09-12,2020-08-17_2020-09-19,2020-08-24_2020-09-26,2020-08-31_2020-10-03,2020-09-07_2020-10-10,2020-09-14_2020-10-17,2020-09-21_2020-10-24
num_countries,30,21,20,30,48,50,54,54,54,54,65,65,64,64,66,68,68,68,68,68,70,70,70
num_countries_beat_baseline-YYG,21,18,13,19,35,28,40,32,30,29,26,32,29,32,41,43,43,44,40,44,39,43,46
num_countries_beat_baseline-IHME,16,13,10,21,29,25,26,18,18,18,22,22,19,33,27,25,25,21,22,29,34,36,28
perc_beat_baseline-YYG,0.7,0.8571428571,0.65,0.6333333333,0.7291666667,0.56,0.7407407407,0.5925925926,0.5555555556,0.537037037,0.4,0.4923076923,0.453125,0.5,0.6212121212,0.6323529412,0.6323529412,0.6470588235,0.5882352941,0.6470588235,0.5571428571,0.6142857143,0.6571428571
perc_beat_baseline-IHME,0.5333333333,0.619047619,0.5,0.7,0.6041666667,0.5,0.4814814815,0.3529411765,0.3333333333,0.3333333333,0.3384615385,0.3384615385,0.296875,0.515625,0.4090909091,0.3676470588,0.3676470588,0.3088235294,0.3235294118,0.4264705882,0.4857142857,0.5142857143,0.4
mean_abs_error-Baseline,1906.93,1978.509524,2640.65,1187.743333,1179.225,819.598,854.1074074,549.5907407,546.0055556,566.55,449.4938462,440.0261538,432.4578125,540.7046875,616.9318182,419.5264706,566.9264706,828.9838235,490.9558824,549.1044118,578.9571429,878.5842857,614.16
mean_abs_error-YYG,623.6666667,782.952381,669.25,458.1,593.25,512.8,348.7222222,354,415.9814815,455.2592593,510.4923077,470.8615385,482.9375,507.859375,456.2530303,343.1985294,525.4044118,501.7588235,409.7764706,420.5352941,518.9557143,507.6514286,589.2728571
mean_abs_error-IHME,973.3066667,1127.542857,2027.45,390.1966667,804.6395833,1079.954,1225.853704,778.5254902,1068.431481,1318.472222,1101.326154,1351.570769,859.4671875,684.3375,691.5545455,976.1970588,1071.748529,1216.829412,1170.351471,1011.620588,958.7014286,1303.524286,1480.014286
