,2020-04-20_2020-07-18,2020-04-27_2020-07-18,2020-05-04_2020-07-18,2020-05-11_2020-07-18,2020-05-18_2020-07-18,2020-05-25_2020-07-18,2020-06-01_2020-07-18,2020-06-08_2020-07-18,2020-06-15_2020-07-18,2020-06-22_2020-07-18,2020-06-29_2020-07-18,2020-07-06_2020-07-18,2020-07-13_2020-07-18
num_countries,30,21,20,30,48,50,54,54,54,54,65,65,64
num_countries_beat_baseline-YYG,24,19,16,25,33,28,38,34,30,27,24,26,23
num_countries_beat_baseline-IHME,25,16,16,22,32,26,28,21,18,15,20,10,8
perc_beat_baseline-YYG,0.8,0.9047619048,0.8,0.8333333333,0.6875,0.56,0.7037037037,0.6296296296,0.5555555556,0.5,0.3692307692,0.4,0.359375
perc_beat_baseline-IHME,0.8333333333,0.7619047619,0.8,0.7333333333,0.6666666667,0.52,0.5185185185,0.4117647059,0.3333333333,0.2777777778,0.3076923077,0.1538461538,0.125
mean_abs_error-Baseline,7963.323333,7311.785714,7356.55,3005.69,2638.825,1542.774,1294.114815,700.4759259,546.0055556,364.0166667,203.2261538,152.8169231,105.8390625
mean_abs_error-YYG,1314.966667,1608.904762,1987.85,1064.466667,1609.208333,1275.48,662.9444444,471.962963,415.9814815,287.6481481,245.0769231,155.0923077,113.328125
mean_abs_error-IHME,1258.426667,1866.785714,2546.98,566.6233333,1516.483333,1814.268,1718.587037,1043.121569,1068.431481,1068.431481,693.0984615,693.0984615,419.609375
