,2020-06-29_2020-09-12,2020-07-06_2020-09-12,2020-07-13_2020-09-12,2020-07-20_2020-09-12,2020-07-27_2020-09-12,2020-08-03_2020-09-12,2020-08-10_2020-09-12,2020-08-17_2020-09-12,2020-08-24_2020-09-12,2020-08-31_2020-09-12,2020-09-07_2020-09-12
num_countries,65,65,64,64,66,68,68,68,68,68,70
num_countries_beat_baseline-YYG,33,36,41,35,43,42,43,43,32,40,37
num_countries_beat_baseline-IHME,22,22,21,26,24,25,25,19,20,20,16
perc_beat_baseline-YYG,0.5076923077,0.5538461538,0.640625,0.546875,0.6515151515,0.6176470588,0.6323529412,0.6323529412,0.4705882353,0.5882352941,0.5285714286
perc_beat_baseline-IHME,0.3384615385,0.3384615385,0.328125,0.40625,0.3636363636,0.3676470588,0.3676470588,0.2794117647,0.2941176471,0.2941176471,0.2285714286
mean_abs_error-Baseline,1342.210769,1101.675385,956.4296875,970.3890625,1066.007576,604.4205882,566.9264706,643.4308824,248.5205882,154.0308824,124.4285714
mean_abs_error-YYG,1424.076923,1111.969231,906.4375,859.609375,750.5545455,485.9044118,525.4044118,400.875,226.5411765,144.2544118,123.4057143
mean_abs_error-IHME,3330.607692,3330.607692,1551.034375,1219.129688,1007.648485,1106.258824,1071.748529,1071.748529,861.2264706,674.4264706,607.7614286
