,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,9930,5126.3,3952.0,6474.5,3513.0,,-4803.7,-5978.0,-3455.5,-6417.0,,False,True,False,
Alaska,290,199.0,371.0,261.1,,,-91.0,81.0,-28.9,,,True,True,,
Arizona,15967,7109.3,7017.7,9813.7,6384.0,,-8857.7,-8949.3,-6153.3,-9583.0,,False,True,False,
Arkansas,5417,4249.7,3345.9,4215.3,4540.0,,-1167.3,-2071.1,-1201.7,-877.0,,False,False,True,
California,51953,24521.9,22337.2,46207.0,20270.0,,-27431.1,-29615.8,-5746.0,-31683.0,,False,True,False,
Colorado,5945,3364.0,3684.8,7457.7,2722.0,,-2581.0,-2260.2,1512.7,-3223.0,,True,True,False,
Connecticut,7622,4768.3,4888.0,6315.9,4712.0,,-2853.7,-2734.0,-1306.1,-2910.0,,True,True,False,
Delaware,1418,872.4,838.1,1286.5,762.0,,-522.6,-556.9,-108.5,-633.0,,False,True,False,
District of Columbia,1010,716.4,714.2,1133.7,669.0,,-293.6,-295.8,123.7,-341.0,,False,True,False,
Florida,30734,27337.9,23549.1,30070.6,20224.0,,-3396.1,-7184.9,-663.4,-10510.0,,False,True,False,
Georgia,17294,11824.3,9642.7,14143.4,9854.0,,-5469.7,-7651.3,-3150.6,-7440.0,,False,True,False,
Hawaii,438,526.4,485.2,922.7,,,88.4,47.2,484.7,,,True,False,,
Idaho,1860,924.0,1202.4,1995.5,903.0,,-936.0,-657.6,135.5,-957.0,,True,True,False,
Illinois,22710,14075.1,14981.8,19756.8,12085.0,,-8634.9,-7728.2,-2953.2,-10625.0,,True,True,False,
Indiana,12556,6727.9,7307.1,9617.8,5520.0,,-5710.1,-5130.9,-2820.2,-6918.0,,True,True,False,
Iowa,5470,2852.0,3084.1,4444.0,2627.5,,-2618.0,-2385.9,-1026.0,-2842.5,,True,True,False,
Kansas,4692,2461.9,1947.4,3671.4,1621.0,,-2230.1,-2744.6,-1020.6,-3071.0,,False,True,False,
Kentucky,4625,2562.6,2592.8,4419.9,2167.0,,-2062.4,-2032.2,-205.1,-2458.0,,True,True,False,
Louisiana,9587,7541.4,6667.0,9061.8,6910.0,,-2045.6,-2920.0,-525.2,-2677.0,,False,True,False,
Maine,702,202.6,168.4,220.2,214.0,,-499.4,-533.6,-481.8,-488.0,,False,True,True,
Maryland,7856,4753.6,4559.4,6049.1,4349.0,83569.0,-3102.4,-3296.6,-1806.9,-3507.0,75713.0,False,True,False,False
Massachusetts,16067,12245.0,11825.1,14700.3,11039.0,,-3822.0,-4241.9,-1366.7,-5028.0,,False,True,False,
Michigan,16508,9621.7,9976.2,14135.9,8700.0,,-6886.3,-6531.8,-2372.1,-7808.0,,True,True,False,
Minnesota,6543,4040.7,4258.7,6001.0,4052.0,,-2502.3,-2284.3,-542.0,-2491.0,,True,True,True,
Mississippi,6669,4491.0,4252.5,5171.7,4523.0,,-2178.0,-2416.5,-1497.3,-2146.0,,False,True,True,
Missouri,8282,5760.0,6021.4,6597.7,5215.0,,-2505.0,-2243.6,-1667.3,-3050.0,,True,True,False,
Montana,1356,825.6,1382.0,939.6,817.0,,-530.4,26.0,-416.4,-539.0,,True,True,False,
