,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Nebraska,2082,1094.9,1443.9,2290.8,952.0,,-987.1,-638.1,208.8,-1130.0,,True,True,False,
Nevada,4957,2634.0,2844.5,3044.0,2171.0,,-2323.0,-2112.5,-1913.0,-2786.0,,True,True,False,
New Hampshire,1170,654.6,757.9,3143.4,618.0,,-515.4,-412.1,1973.4,-552.0,,True,False,False,
New Jersey,23238,16908.7,16961.4,17075.0,16538.0,,-6329.3,-6276.6,-6163.0,-6700.0,,True,True,False,
New Mexico,3700,1367.7,2732.0,2507.5,1195.0,,-2332.3,-968.0,-1192.5,-2505.0,,True,True,False,
New York,47498,34545.0,34031.1,46040.4,33929.0,,-12751.0,-13264.9,-1255.6,-13367.0,,False,True,False,
North Carolina,11212,7026.6,6876.9,11649.5,6222.0,,-4185.4,-4335.1,437.5,-4990.0,,False,True,False,
North Dakota,1475,1667.4,1594.3,1265.9,1412.0,,192.4,119.3,-209.1,-63.0,,True,False,True,
Ohio,18179,6349.3,9251.9,12647.4,7589.0,,-12085.7,-9183.1,-5787.6,-10846.0,,True,True,True,
Oklahoma,4379,2547.6,2098.2,3404.9,2378.0,,-1831.4,-2280.8,-974.1,-2001.0,,False,True,False,
Oregon,2208,1016.0,1258.6,2713.9,838.0,,-1192.0,-949.4,505.9,-1370.0,,True,True,False,
Pennsylvania,23895,11010.7,11770.1,18417.4,10353.0,,-12884.3,-12124.9,-5477.6,-13542.0,,True,True,False,
Rhode Island,2502,1566.9,1386.6,1511.8,1279.0,,-911.1,-1091.4,-966.2,-1199.0,,False,False,False,
South Carolina,8498,5498.0,4824.4,7047.9,4485.0,,-3000.0,-3673.6,-1450.1,-4013.0,,False,True,False,
South Dakota,1886,1020.7,1512.3,1067.9,754.0,,-865.3,-373.7,-818.1,-1132.0,,True,True,False,
Tennessee,11393,5586.7,7276.4,8332.4,5664.0,,-5806.3,-4116.6,-3060.6,-5729.0,,True,True,True,
Texas,43519,26780.4,23282.5,35234.5,26614.0,48582.0,-16450.6,-19948.5,-7996.5,-16617.0,5351.0,False,True,False,True
Utah,1929,1033.3,1681.3,4099.3,1074.0,,-895.7,-247.7,2170.3,-855.0,,True,False,True,
Vermont,204,58.0,89.7,68.5,58.0,,-146.0,-114.3,-135.5,-146.0,,True,True,False,
Virginia,8382,4844.3,4976.3,9873.5,4643.0,,-3534.7,-3402.7,1494.5,-3736.0,,True,True,False,
Washington,4956,3163.0,2810.8,5616.4,2790.0,,-1811.0,-2163.2,642.4,-2184.0,,False,True,False,
West Virginia,2297,722.6,769.3,1385.3,854.0,,-1574.4,-1527.7,-911.7,-1443.0,,True,True,True,
Wisconsin,7014,3629.4,4377.9,7391.5,3530.0,,-3159.6,-2411.1,602.5,-3259.0,,True,True,False,
Wyoming,671,113.6,285.8,229.6,132.0,,-557.4,-385.2,-441.4,-539.0,,True,True,True,
US,512938,312187.1,274469.5,441143.2,287000.0,301343.0,-200121.9,-237839.5,-71165.8,-225309.0,-210966.0,False,True,False,False
