,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,9930,4258.9,6289.7,8222.2,3864.0,,-5671.1,-3640.3,-1707.8,-6066.0,,True,True,False,
Alaska,290,85.9,400.2,338.1,,,-204.1,110.2,48.1,,,True,True,,
Arizona,15967,6713.3,7814.6,7848.8,6505.0,,-9253.7,-8152.4,-8118.2,-9462.0,,True,True,False,
Arkansas,5417,3740.6,4400.0,4311.9,3989.0,,-1676.4,-1017.0,-1105.1,-1428.0,,True,True,True,
California,51953,24125.9,28783.2,40842.7,20830.0,,-27827.1,-23169.8,-11110.3,-31123.0,,True,True,False,
Colorado,5945,3062.3,5237.3,7284.6,2784.0,,-2882.7,-707.7,1339.6,-3161.0,,True,True,False,
Connecticut,7622,5202.0,6071.5,5645.3,4786.0,,-2420.0,-1550.5,-1976.7,-2836.0,,True,True,False,
Delaware,1418,966.7,938.3,1199.5,792.0,,-416.3,-444.7,-183.5,-591.0,,False,True,False,
District of Columbia,1010,659.9,794.5,1075.8,673.0,,-350.1,-215.5,65.8,-337.0,,True,True,True,
Florida,30734,24679.0,26556.1,30236.4,21766.0,,-6055.0,-4177.9,-497.6,-8968.0,,True,True,False,
Georgia,17294,10862.6,12468.5,14909.7,10258.0,,-6431.4,-4825.5,-2384.3,-7036.0,,True,True,False,
Hawaii,438,658.4,552.1,835.2,,,220.4,114.1,397.2,,,True,False,,
Idaho,1860,1376.6,1588.7,1602.5,1107.0,,-483.4,-271.3,-257.5,-753.0,,True,True,False,
Illinois,22710,15150.0,21233.3,19777.8,13104.0,,-7560.0,-1476.7,-2932.2,-9606.0,,True,True,False,
Indiana,12556,7576.4,10550.4,9827.7,6929.0,,-4845.6,-1871.6,-2594.3,-5493.0,,True,True,False,
Iowa,5470,3474.3,3935.9,4456.9,2847.0,,-1995.7,-1534.1,-1013.1,-2623.0,,True,True,False,
Kansas,4692,2688.1,2851.0,4305.1,1887.0,,-1984.9,-1822.0,-367.9,-2786.0,,True,True,False,
Kentucky,4625,2996.3,3310.4,4270.7,2650.0,,-1628.7,-1314.6,-354.3,-1975.0,,True,True,False,
Louisiana,9587,7390.6,7569.2,9103.2,7268.0,,-2196.4,-2017.8,-483.8,-2319.0,,True,True,False,
Maine,702,146.0,174.0,268.8,201.0,,-556.0,-528.0,-433.2,-501.0,,True,True,True,
Maryland,7856,5149.6,5061.5,7751.0,4478.0,75865.0,-2706.4,-2794.5,-105.0,-3378.0,68009.0,False,True,False,False
Massachusetts,16067,12131.9,14421.9,14319.1,11398.0,,-3935.1,-1645.1,-1747.9,-4669.0,,True,True,False,
Michigan,16508,10772.0,14177.7,14546.6,10754.0,,-5736.0,-2330.3,-1961.4,-5754.0,,True,True,False,
Minnesota,6543,4455.6,7681.5,6248.0,4821.0,,-2087.4,1138.5,-295.0,-1722.0,,True,True,True,
Mississippi,6669,4755.0,4705.3,5397.6,4492.0,,-1914.0,-1963.7,-1271.4,-2177.0,,False,True,False,
Missouri,8282,6891.4,8145.4,7075.4,4940.0,,-1371.6,-117.6,-1187.6,-3323.0,,True,True,False,
Montana,1356,1297.0,1670.7,1339.0,925.0,,-59.0,314.7,-17.0,-431.0,,False,True,False,
Nebraska,2082,1453.1,1889.7,1835.6,1308.0,,-628.9,-192.3,-246.4,-774.0,,True,True,False,
Nevada,4957,2351.1,3200.9,4365.4,2310.0,,-2601.9,-1752.1,-587.6,-2643.0,,True,True,False,
New Hampshire,1170,598.0,1070.5,3958.7,627.0,,-572.0,-99.5,2788.7,-543.0,,True,False,True,
New Jersey,23238,17606.4,24132.7,18168.3,16842.0,,-5631.6,894.7,-5069.7,-6396.0,,True,True,False,
New Mexico,3700,1556.3,2794.4,3099.9,1346.0,,-2143.7,-905.6,-600.1,-2354.0,,True,True,False,
New York,47498,34582.7,37750.0,42622.7,34211.0,,-12695.3,-9528.0,-4655.3,-13067.0,,True,True,False,
North Carolina,11212,8139.1,8146.6,11019.2,7491.0,,-3072.9,-3065.4,-192.8,-3721.0,,True,True,False,
North Dakota,1475,1384.6,2196.2,1239.8,1525.0,,-90.4,721.2,-235.2,50.0,,False,False,True,
