,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Ohio,18179,7688.1,9625.6,12647.4,8082.0,,-10655.9,-8718.4,-5696.6,-10262.0,,True,True,True,
Oklahoma,4379,2641.9,2512.0,3851.1,2537.0,,-1737.1,-1867.0,-527.9,-1842.0,,False,True,False,
Oregon,2208,1242.3,1272.8,3195.7,945.0,,-965.7,-935.2,987.7,-1263.0,,True,False,False,
Pennsylvania,23895,11897.0,15274.2,19514.5,11277.0,,-11998.0,-8620.8,-4380.5,-12618.0,,True,True,False,
Rhode Island,2502,1623.4,2786.5,1948.6,1463.0,,-862.6,300.5,-537.4,-1023.0,,True,True,False,
South Carolina,8498,6516.3,5587.9,7183.9,4898.0,,-1981.7,-2910.1,-1314.1,-3600.0,,False,True,False,
South Dakota,1886,1303.6,1759.3,1042.5,1075.0,,-582.4,-126.7,-843.5,-811.0,,True,False,False,
Tennessee,11393,7095.3,8823.3,8226.6,6422.0,,-4297.7,-2569.7,-3166.4,-4971.0,,True,True,False,
Texas,43519,26705.0,25963.1,34835.9,26044.0,47643.0,-16508.0,-17249.9,-8377.1,-17169.0,4430.0,False,True,False,True
Utah,1929,1089.9,1954.3,3338.0,1288.0,,-839.1,25.3,1409.0,-641.0,,True,False,True,
Vermont,204,58.0,77.9,69.1,58.0,,-146.0,-126.1,-134.9,-146.0,,True,True,False,
Virginia,8382,6164.3,5610.7,6775.9,5190.0,,-2213.7,-2767.3,-1602.1,-3188.0,,False,True,False,
Washington,4956,3313.9,3722.7,5575.6,3071.0,,-1653.1,-1244.3,608.6,-1896.0,,True,True,False,
West Virginia,2297,835.7,993.4,1249.3,988.0,,-1461.3,-1303.6,-1047.7,-1309.0,,True,True,True,
Wisconsin,7014,5420.9,5403.6,7227.1,4915.0,,-1290.1,-1307.4,516.1,-1796.0,,False,True,False,
Wyoming,671,264.4,499.0,221.3,151.0,,-406.6,-172.0,-449.7,-520.0,,True,False,False,
US,512938,324425.4,497580.4,436251.5,306400.0,300701.0,-187626.6,-14471.6,-75800.5,-205652.0,-211351.0,True,True,False,False
