,actual_deaths,Baseline,Covid19Sim-Simulator,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,9930,4776.7,6193.7,4218.0,,-5153.3,-3736.3,-5712.0,,True,False,
Alaska,290,335.9,483.9,,,45.9,193.9,,,False,,
Arizona,15967,7749.0,8251.8,6660.0,,-8218.0,-7715.2,-9307.0,,True,False,
Arkansas,5417,4419.1,4565.7,4330.0,,-997.9,-851.3,-1087.0,,True,False,
California,51953,22947.3,26895.9,21352.0,,-29004.7,-25056.1,-30600.0,,True,False,
Colorado,5945,3383.7,6115.8,3175.0,,-2561.3,170.8,-2770.0,,True,False,
Connecticut,7622,5273.4,7108.6,4950.0,,-2348.6,-513.4,-2672.0,,True,False,
Delaware,1418,1198.9,999.5,872.0,,-191.1,-390.5,-518.0,,False,False,
District of Columbia,1010,713.4,813.5,684.0,,-296.6,-196.5,-326.0,,True,False,
Florida,30734,22857.6,27970.4,21698.0,,-7876.4,-2763.6,-9036.0,,True,False,
Georgia,17294,10880.4,12720.4,10872.0,,-6413.6,-4573.6,-6422.0,,True,False,
Hawaii,438,337.0,572.1,,,-101.0,134.1,,,False,,
Idaho,1860,1590.9,1729.0,1397.0,,-269.1,-131.0,-463.0,,True,False,
Illinois,22710,15132.1,26661.8,14176.0,,-7577.9,3951.8,-8534.0,,True,False,
Indiana,12556,8308.6,11607.2,7642.0,,-4067.4,-768.8,-4734.0,,True,False,
Iowa,5470,3385.0,5387.9,3318.0,,-2085.0,-82.1,-2152.0,,True,False,
Kansas,4692,2188.1,4455.8,2302.0,,-2499.9,-232.2,-2386.0,,True,True,
Kentucky,4625,2871.3,4324.6,3024.0,,-1753.7,-300.4,-1601.0,,True,True,
Louisiana,9587,7426.3,7520.1,7303.0,,-2160.7,-2066.9,-2284.0,,True,False,
Maine,702,163.9,204.3,285.0,,-538.1,-497.7,-417.0,,True,True,
Maryland,7856,5096.0,5651.2,4636.0,78091.0,-2760.0,-2204.8,-3220.0,70235.0,True,False,False
Massachusetts,16067,12524.7,15803.8,11750.0,,-3542.3,-263.2,-4317.0,,True,False,
Michigan,16508,10682.7,20087.0,11194.0,,-5825.3,3579.0,-5314.0,,True,True,
Minnesota,6543,4669.9,7693.1,5297.0,,-1873.1,1150.1,-1246.0,,True,True,
Mississippi,6669,4915.7,4674.8,4530.0,,-1753.3,-1994.2,-2139.0,,False,False,
Missouri,8282,6712.9,9415.5,5655.0,,-1551.1,1151.5,-2609.0,,True,False,
Montana,1356,1707.7,1919.1,1808.0,,351.7,563.1,452.0,,False,False,
Nebraska,2082,1631.7,2418.9,1575.0,,-450.3,336.9,-507.0,,True,False,
Nevada,4957,2333.3,2941.5,2244.0,,-2619.7,-2011.5,-2709.0,,True,False,
New Hampshire,1170,651.6,1010.7,749.0,,-518.4,-159.3,-421.0,,True,True,
New Jersey,23238,17517.1,18741.6,17227.0,,-5720.9,-4496.4,-6011.0,,True,False,
New Mexico,3700,2020.6,3107.7,1765.0,,-1679.4,-592.3,-1935.0,,True,False,
New York,47498,35439.9,42245.2,34962.0,,-11841.1,-5035.8,-12319.0,,True,False,
North Carolina,11212,8192.7,8862.6,7884.0,,-3019.3,-2349.4,-3328.0,,True,False,
North Dakota,1475,1795.3,2456.2,1886.0,,320.3,981.2,411.0,,False,False,
Ohio,18179,6938.1,8799.7,8631.0,,-11220.9,-9359.3,-9528.0,,True,True,
Oklahoma,4379,2963.3,2844.5,3054.0,,-1415.7,-1534.5,-1325.0,,False,True,
Oregon,2208,1331.6,1453.3,1131.0,,-876.4,-754.7,-1077.0,,True,False,
Pennsylvania,23895,11432.7,16287.2,12018.0,,-12462.3,-7607.8,-11877.0,,True,True,
Rhode Island,2502,1605.6,3223.5,1602.0,,-877.4,740.5,-881.0,,True,False,
South Carolina,8498,6194.9,6662.2,5860.0,,-2303.1,-1835.8,-2638.0,,True,False,
South Dakota,1886,1482.1,2039.4,1447.0,,-403.9,153.4,-439.0,,True,False,
Tennessee,11393,7095.3,9315.4,6589.0,,-4297.7,-2077.6,-4804.0,,True,False,
Texas,43519,27722.9,29480.9,28186.0,46238.0,-15458.1,-13700.1,-14995.0,3057.0,True,True,True
Utah,1929,1322.0,2167.6,1438.0,,-607.0,238.6,-491.0,,True,True,
Vermont,204,58.0,73.9,60.0,,-146.0,-130.1,-144.0,,True,True,
Virginia,8382,4936.1,5660.3,5378.0,,-3445.9,-2721.7,-3004.0,,True,True,
Washington,4956,3546.0,4922.1,3297.0,,-1423.0,-46.9,-1672.0,,True,False,
West Virginia,2297,1050.0,1015.9,1035.0,,-1247.0,-1281.1,-1262.0,,False,False,
Wisconsin,7014,6581.6,7430.7,5706.0,,-116.4,732.7,-992.0,,False,False,
Wyoming,671,407.3,651.2,412.0,,-263.7,-19.8,-259.0,,True,True,
US,512938,328125.9,477881.6,321911.0,307572.0,-183680.1,-33924.4,-189895.0,-204234.0,True,False,False
