,count,mean,median,std,min,25%,75%,max
OliverWyman-Navigator,51,41022.1,1675.2,147389.2,0.5,178.4,12498.2,1004841.1
UMass-MechBayes,51,59212.5,1369.0,210434.6,0.0,122.0,15413.0,1229881.0
CU-select,51,61440.0,2601.0,204125.5,0.0,226.0,13234.0,1196836.0
RobertWalraven-ESG,51,71152.8,1466.9,210630.2,0.3,59.6,11792.7,954294.5
Karlen-pypm,51,75397.6,1874.9,277548.7,2.9,214.1,10299.9,1737914.9
COVIDhub-ensemble,51,78259.0,2116.0,218327.4,1.0,380.5,17294.5,1110916.0
UA-EpiCovDA,51,88117.2,4624.0,296949.4,4.0,1056.5,19681.0,1792921.0
MOBS-GLEAM_COVID,50,90321.1,4733.1,237194.1,0.7,482.8,34257.0,1289810.0
CMU-TimeSeries,51,91759.6,3364.0,273941.1,1.0,348.5,29996.5,1498176.0
UCSD_NEU-DeepGLEAM,50,95342.6,7694.8,241678.0,47.9,1521.0,41855.6,1303692.3
CovidAnalytics-DELPHI,51,95345.3,1764.0,363939.3,4.0,361.0,17593.0,2439844.0
Baseline,51,97580.8,6195.9,300574.6,0.7,545.7,31265.8,1896915.9
Google_Harvard-CPF,51,100357.8,3269.5,328711.1,0.7,407.2,40122.7,2130254.3
JHU_CSSE-DECOM,51,109577.5,10609.0,322080.1,4.0,904.0,38641.0,2134521.0
LANL-GrowthRate,51,122335.6,1521.0,416325.7,1.0,293.0,9506.5,2374681.0
PSI-DRAFT,51,150396.7,4489.0,412142.1,16.0,344.5,37229.1,2324100.2
AIpert-pwllnod,51,172487.1,10574.5,430274.0,0.7,1083.5,46631.8,1815881.0
JHU_IDD-CovidSP,51,185639.4,13075.0,533519.4,3.9,2174.3,68928.9,3346069.5
Microsoft-DeepSTIA,50,194402.8,5641.8,739828.5,0.5,421.0,40177.1,4566087.4
IowaStateLW-STEM,49,198236.8,18769.0,553469.5,64.0,3844.0,113520.6,3411409.0
SigSci-TS,49,204519.3,7569.0,641255.1,0.0,693.7,41424.5,3526884.0
MIT_CritData-GBCF,51,213124.4,18769.0,649248.7,400.0,4570.0,87320.5,3644281.0
LNQ-ens1,51,225075.2,1646.4,1209078.9,0.3,87.0,14757.5,8574545.5
USC-SI_kJalpha,51,248137.2,2304.0,1305984.5,0.0,274.5,11576.5,9241600.0
WalmartLabsML-LogForecasting,51,268096.4,3675.3,751552.5,3.5,243.9,17887.5,3913054.9
UMich-RidgeTfReg,47,269710.5,5196.6,1253206.0,1.4,797.7,25906.2,8861868.8
Columbia_UNC-SurvCon,51,343438.5,1521.0,1843522.3,4.0,196.0,25450.0,13126129.0
Covid19Sim-Simulator,51,352356.5,2836.3,1689946.9,1.1,211.0,47845.9,11675399.1
IHME-CurveFit,51,417564.0,2315.5,2491413.3,0.2,191.0,39669.2,17820305.1
MIT_ISOLAT-Mixtures,46,465065.9,4494.8,2016228.4,0.8,441.3,60341.7,11805127.3
BPagano-RtDriven,51,523032.6,1435.1,3166987.9,0.3,90.7,22404.6,22637698.1
TTU-squider,51,759292.0,60257.0,1591410.2,3.1,4546.8,491082.0,7610966.4
COVIDhub-baseline,51,1689855.7,8836.0,11147313.8,1.0,600.5,43345.0,79691329.0
CEID-Walk,51,1710049.9,8368.2,11247934.4,0.1,693.8,38770.6,80405690.2
JHUAPL-Bucky,51,2814655.6,66001.0,11561787.0,15.2,5156.9,849250.4,77461189.5
COVIDhub-trained_ensemble,51,13535125.9,171396.0,92788151.8,6084.0,43730.0,383261.0,663114001.0
GT-DeepCOVID,49,17696853.6,5766.9,125720966.6,0.4,723.5,36088.3,897917781.7
epiforecasts-ensemble1,51,20208405952.7,2401.0,144316348476.6,1.0,242.5,65794.5,1030624948809.0
