,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1846,1939.4,2999.0,2408.7,93.4,1153.0,562.7,False,False
Argentina,26107,7595.7,7851.0,16526.1,-18511.3,-18256.0,-9580.9,True,True
Australia,904,315.9,318.0,270.2,-588.1,-586.0,-633.8,True,False
Austria,889,749.6,797.0,753.2,-139.4,-92.0,-135.8,True,True
Bangladesh,5646,6038.0,5156.0,13299.3,392.0,-490.0,7653.3,False,False
Belarus,925,949.0,981.0,686.0,24.0,56.0,-239.0,False,False
Belgium,10392,10031.4,9903.0,10555.6,-360.6,-489.0,163.6,False,True
Bolivia,8463,6573.9,5377.0,8645.6,-1889.1,-3086.0,182.6,False,True
Brazil,153675,174476.6,147692.0,187137.8,20801.6,-5983.0,33462.8,True,False
Bulgaria,968,711.4,766.0,735.5,-256.6,-202.0,-232.5,True,True
Canada,9782,9757.4,9441.0,11484.8,-24.6,-341.0,1702.8,False,False
Chile,13588,28097.3,12457.0,13226.7,14509.3,-1131.0,-361.3,True,True
Colombia,28803,25108.9,21395.0,32932.9,-3694.1,-7408.0,4129.9,False,False
Croatia,355,132.9,198.0,129.6,-222.1,-157.0,-225.4,True,False
Cuba,125,87.0,102.0,87.3,-38.0,-23.0,-37.7,True,True
Cyprus,25,19.0,27.0,19.5,-6.0,2.0,-5.5,True,True
Czechia,1352,449.0,466.0,350.7,-903.0,-886.0,-1001.3,True,False
Denmark,679,636.7,641.0,656.6,-42.3,-38.0,-22.4,True,True
Dominican Republic,2195,2061.0,2896.0,4365.1,-134.0,701.0,2170.1,False,False
Ecuador,12375,8733.0,7754.0,17190.4,-3642.0,-4621.0,4815.4,False,False
Egypt,6109,10010.6,8181.0,11087.5,3901.6,2072.0,4978.5,True,False
Estonia,68,69.0,79.0,69.5,1.0,11.0,1.5,False,False
Finland,351,315.1,352.0,341.6,-35.9,1.0,-9.4,True,True
France,33325,32057.9,30603.0,34819.1,-1267.1,-2722.0,1494.1,False,False
Germany,9785,9362.0,9323.0,10393.4,-423.0,-462.0,608.4,False,False
Greece,500,206.9,215.0,192.9,-293.1,-285.0,-307.1,True,False
Honduras,2563,2520.0,3130.0,5034.6,-43.0,567.0,2471.6,False,False
Hungary,1109,608.9,670.0,672.0,-500.1,-439.0,-437.0,True,True
Iceland,11,10.0,12.0,10.4,-1.0,1.0,-0.6,False,True
Indonesia,12431,11047.3,13567.0,31695.8,-1383.7,1136.0,19264.8,True,False
Iran,30123,31660.9,29643.0,43607.7,1537.9,-480.0,13484.7,True,False
Ireland,1849,1843.0,1813.0,1958.2,-6.0,-36.0,109.2,False,False
Israel,2190,1013.3,1262.0,2875.7,-1176.7,-928.0,685.7,True,True
Italy,36474,36215.0,35434.0,37817.1,-259.0,-1040.0,1343.1,False,False
Japan,1670,1024.6,1509.0,987.6,-645.4,-161.0,-682.4,True,False
Kuwait,694,639.4,632.0,968.7,-54.6,-62.0,274.7,False,False
Latvia,43,43.9,37.0,30.6,0.9,-6.0,-12.4,False,False
Lithuania,113,92.9,101.0,79.6,-20.1,-12.0,-33.4,True,False
Luxembourg,133,111.0,135.0,354.0,-22.0,2.0,221.0,True,False
Malaysia,180,135.9,148.0,119.5,-44.1,-32.0,-60.5,True,False
Malta,45,9.0,11.0,9.2,-36.0,-34.0,-35.8,True,True
Mexico,86059,92901.1,75745.0,90696.7,6842.1,-10314.0,4637.7,False,True
Moldova,1569,1224.0,1168.0,1549.4,-345.0,-401.0,-19.6,False,True
Netherlands,6797,6142.1,6227.0,6578.1,-654.9,-570.0,-218.9,True,True
Nigeria,1123,1419.0,1552.0,3701.2,296.0,429.0,2578.2,False,False
Norway,278,293.6,270.0,250.7,15.6,-8.0,-27.3,True,False
Panama,2557,3500.3,3239.0,3268.8,943.3,682.0,711.8,True,True
Peru,33648,30119.9,24173.0,44099.9,-3528.1,-9475.0,10451.9,False,False
Philippines,6603,5649.6,4826.0,1891.0,-953.4,-1777.0,-4712.0,False,False
Poland,3524,2305.4,2102.0,2041.9,-1218.6,-1422.0,-1482.1,False,False
Portugal,2162,2061.9,2106.0,6738.6,-100.1,-56.0,4576.6,True,False
Romania,5812,3851.7,3758.0,6902.4,-1960.3,-2054.0,1090.4,False,True
Russia,23857,25244.4,20859.0,32544.4,1387.4,-2998.0,8687.4,False,False
Serbia,774,1487.7,1738.0,10148.8,713.7,964.0,9374.8,False,False
Slovakia,82,28.0,38.0,28.3,-54.0,-44.0,-53.7,True,True
Slovenia,184,124.9,120.0,134.5,-59.1,-64.0,-49.5,False,True
South Korea,444,386.0,334.0,295.4,-58.0,-110.0,-148.6,False,False
Spain,33775,28638.6,28633.0,31291.6,-5136.4,-5142.0,-2483.4,False,True
Sweden,5918,6814.7,5988.0,5985.6,896.7,70.0,67.6,True,True
Switzerland,2122,1981.9,2033.0,2016.7,-140.1,-89.0,-105.3,True,True
Turkey,9224,7136.7,6630.0,7096.3,-2087.3,-2594.0,-2127.7,False,False
Ukraine,5669,2841.1,2572.0,3775.8,-2827.9,-3097.0,-1893.2,False,True
United Arab Emirates,459,416.1,459.0,540.1,-42.9,0.0,81.1,True,False
United Kingdom,43669,51569.3,48934.0,49890.1,7900.3,5265.0,6221.1,True,True
