,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1846,1834.0,1795.5,1909.1,-12.0,-50.5,63.1,False,False
Argentina,26107,23451.9,22138.1,19463.9,-2655.1,-3968.9,-6643.1,False,False
Australia,904,943.6,934.8,929.8,39.6,30.8,25.8,True,True
Austria,889,847.0,862.8,828.8,-42.0,-26.2,-60.2,True,False
Bangladesh,5646,5795.3,5733.7,5768.7,149.3,87.7,122.7,True,True
Belarus,925,926.6,936.1,951.1,1.6,11.1,26.1,False,False
Belgium,10392,10071.4,10213.8,10122.7,-320.6,-178.2,-269.3,True,True
Bolivia,8463,8546.6,8437.9,8274.4,83.6,-25.1,-188.6,True,False
Brazil,153675,155586.7,153661.3,156531.3,1911.7,-13.7,2856.3,True,False
Bulgaria,968,896.0,899.1,891.3,-72.0,-68.9,-76.7,True,False
Canada,9782,9463.7,9639.4,9388.2,-318.3,-142.6,-393.8,True,False
Chile,13588,13655.3,13730.7,13550.0,67.3,142.7,-38.0,False,True
China,4739,4744.7,4748.5,4753.4,5.7,9.5,14.4,False,False
Colombia,28803,29145.1,28491.1,28347.7,342.1,-311.9,-455.3,True,False
Croatia,355,340.6,323.6,386.6,-14.4,-31.4,31.6,False,False
Cuba,125,142.0,141.3,128.3,17.0,16.3,3.3,True,True
Cyprus,25,22.0,23.6,22.9,-3.0,-1.4,-2.1,True,True
Czechia,1352,900.3,1021.6,965.7,-451.7,-330.4,-386.3,True,True
Denmark,679,680.4,705.2,671.4,1.4,26.2,-7.6,False,False
Dominican Republic,2195,2232.1,2226.4,2238.8,37.1,31.4,43.8,True,False
Ecuador,12375,11819.0,11877.2,19604.4,-556.0,-497.8,7229.4,True,False
Egypt,6109,6205.9,6233.9,6205.3,96.9,124.9,96.3,False,True
Estonia,68,64.0,70.0,64.0,-4.0,2.0,-4.0,True,True
Finland,351,354.4,358.1,345.3,3.4,7.1,-5.7,False,False
France,33325,32869.3,33800.5,35451.4,-455.7,475.5,2126.4,False,False
