,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1846,1945.7,1995.4,2013.8,99.7,149.4,167.8,False,False
Argentina,26107,17057.9,15832.2,19505.5,-9049.1,-10274.8,-6601.5,False,True
Australia,904,1271.3,1239.6,1300.3,367.3,335.6,396.3,True,False
Austria,889,763.4,799.2,816.7,-125.6,-89.8,-72.3,True,True
Bangladesh,5646,6172.4,5483.8,11474.9,526.4,-162.2,5828.9,True,False
Belarus,925,893.4,803.0,697.3,-31.6,-122.0,-227.7,False,False
Belgium,10392,10408.4,10405.5,11974.6,16.4,13.5,1582.6,True,False
Bolivia,8463,8052.6,7065.6,6339.4,-410.4,-1397.4,-2123.6,False,False
Brazil,153675,168895.4,162180.9,170830.9,15220.4,8505.9,17155.9,True,False
Bulgaria,968,914.3,858.9,848.0,-53.7,-109.1,-120.0,False,False
Canada,9782,9472.6,9428.6,9786.7,-309.4,-353.4,4.7,False,True
Chile,13588,13994.9,13158.9,12876.8,406.9,-429.1,-711.2,False,False
Colombia,28803,34751.0,29495.7,37801.5,5948.0,692.7,8998.5,True,False
Croatia,355,210.3,237.8,186.5,-144.7,-117.2,-168.5,True,False
Cuba,125,114.6,126.6,90.0,-10.4,1.6,-35.0,True,False
Cyprus,25,20.0,25.5,22.1,-5.0,0.5,-2.9,True,True
Czechia,1352,529.9,536.9,400.7,-822.1,-815.1,-951.3,True,False
Denmark,679,629.9,676.3,768.4,-49.1,-2.7,89.4,True,False
Dominican Republic,2195,2462.7,2401.1,3360.4,267.7,206.1,1165.4,True,False
Ecuador,12375,8195.7,7424.2,21319.8,-4179.3,-4950.8,8944.8,False,False
Egypt,6109,6063.4,5778.6,5741.1,-45.6,-330.4,-367.9,False,False
Estonia,68,63.0,68.9,64.8,-5.0,0.9,-3.2,True,True
Finland,351,341.9,359.2,393.0,-9.1,8.2,42.0,True,False
France,33325,31366.6,31466.7,33492.7,-1958.4,-1858.3,167.7,True,True
Germany,9785,9589.3,9782.8,10348.7,-195.7,-2.2,563.7,True,False
Greece,500,352.0,398.3,291.9,-148.0,-101.7,-208.1,True,False
Honduras,2563,2274.7,2328.9,1758.6,-288.3,-234.1,-804.4,True,False
Hungary,1109,652.3,668.4,737.9,-456.7,-440.6,-371.1,True,True
Iceland,11,10.0,12.0,10.6,-1.0,1.0,-0.4,True,True
Indonesia,12431,10844.3,10582.4,9896.4,-1586.7,-1848.6,-2534.6,False,False
Iran,30123,28531.6,26584.8,28201.2,-1591.4,-3538.2,-1921.8,False,False
Ireland,1849,1800.6,1831.7,1857.6,-48.4,-17.3,8.6,True,True
Israel,2190,2004.7,1760.3,2491.1,-185.3,-429.7,301.1,False,False
Italy,36474,35759.1,36096.1,36787.4,-714.9,-377.9,313.4,True,True
Japan,1670,1855.9,1770.3,2970.4,185.9,100.3,1300.4,True,False
Kuwait,694,625.0,657.3,727.9,-69.0,-36.7,33.9,True,True
Latvia,43,40.9,39.4,32.2,-2.1,-3.6,-10.8,False,False
Lithuania,113,107.6,103.6,80.6,-5.4,-9.4,-32.4,False,False
Luxembourg,133,131.9,150.7,146.7,-1.1,17.7,13.7,False,False
Malaysia,180,125.0,136.1,123.8,-55.0,-43.9,-56.2,True,False
Malta,45,17.9,18.3,9.4,-27.1,-26.7,-35.6,True,False
Mexico,86059,89732.1,84734.4,100588.7,3673.1,-1324.6,14529.7,True,False
