,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Austria,596,619.1,608.0,565.0,23.1,12.0,-31.0,True,False
Belgium,7765,8303.4,8117.0,7724.9,538.4,352.0,-40.1,True,True
Bulgaria,72,68.0,69.0,56.6,-4.0,-3.0,-15.4,True,False
Canada,3684,3605.0,3408.0,3448.4,-79.0,-276.0,-235.6,False,False
Croatia,77,61.9,70.0,56.1,-15.1,-7.0,-20.9,True,False
Cyprus,15,15.7,16.0,17.9,0.7,1.0,2.9,False,False
Czechia,245,249.1,252.0,220.0,4.1,7.0,-25.0,False,False
Denmark,475,479.4,470.0,511.3,4.4,-5.0,36.3,False,False
Estonia,53,56.7,57.0,58.9,3.7,4.0,5.9,False,False
Finland,220,272.3,241.0,285.6,52.3,21.0,65.6,True,False
France,24763,25586.6,25473.0,24179.1,823.6,710.0,-583.9,True,True
Germany,6812,7167.4,7020.0,6411.3,355.4,208.0,-400.7,True,False
Greece,143,152.0,148.0,138.0,9.0,5.0,-5.0,True,True
Hungary,335,343.1,337.0,302.7,8.1,2.0,-32.3,True,False
Ireland,1286,1495.9,1348.0,1324.8,209.9,62.0,38.8,True,True
Italy,28710,29201.7,28859.0,27210.2,491.7,149.0,-1499.8,True,False
Latvia,16,18.0,16.0,63.3,2.0,0.0,47.3,True,False
Lithuania,46,46.1,48.0,41.3,0.1,2.0,-4.7,False,False
Luxembourg,92,100.9,97.0,106.7,8.9,5.0,14.7,True,False
Netherlands,5003,5171.6,5105.0,5582.7,168.6,102.0,579.7,True,False
Norway,211,231.9,228.0,247.0,20.9,17.0,36.0,True,False
Poland,664,685.0,650.0,696.4,21.0,-14.0,32.4,True,False
Portugal,1023,1065.0,1067.0,988.1,42.0,44.0,-34.9,False,True
Romania,771,763.0,756.0,649.2,-8.0,-15.0,-121.8,False,False
Slovakia,24,23.1,23.0,24.9,-0.9,-1.0,0.9,False,False
Slovenia,94,88.9,92.0,84.7,-5.1,-2.0,-9.3,True,False
Spain,25100,25536.0,24919.0,25781.8,436.0,-181.0,681.8,True,False
Sweden,3102,2754.6,2723.0,3074.1,-347.4,-379.0,-27.9,False,True
Switzerland,1762,1796.0,1769.0,1812.9,34.0,7.0,50.9,True,False
United Kingdom,28039,24821.7,24166.0,27494.2,-3217.3,-3873.0,-544.8,False,True
